_std_obs,_max_adv,_min_obs,_std_act,PolicyEntropy,_max_discrew,_Episode,_std_adv,_max_act,_mean_adv,_MeanReward,_min_act,PolicyLoss,_std_discrew,_mean_act,_min_adv,_mean_discrew,_mean_obs,_lr_multiplier,ExplainedVarOld,_min_discrew,_max_obs,Steps,KL,ExplainedVarNew,Beta,ValFuncLoss
0.07619607104203124,8.83992375187492,-1.3513225513670015,0.40020695,0.9220092,-0.0050000000000000044,220,0.999966836906163,2.7476718,-6.813579054755636e-18,-312.85,-2.2270968,-0.0017340232,0.050008315656919974,0.002957058,-5.616393713486237,-0.4966011236859198,0.11312026822447979,1.0,0.8970790365048986,-0.8134771469394084,1.0251354210562915,6257,0.0031406656,0.9359122187404102,0.6666666666666666,0.003214856378698527
0.07076578074739641,7.36231686857366,-1.189504820364226,0.39088318,0.9201923,-0.0050000000000000044,240,0.9999532837423132,2.1346388,-9.031366199683511e-18,-314.7,-2.5737643,-0.001087988,0.05024352571806181,0.0013501712,-5.400506339610893,-0.4983722936817075,0.09330954207298521,1.0,0.948698530954519,-0.8029038406541434,0.9006781052631233,6294,0.0014934152,0.9639923698670967,0.4444444444444444,0.0018423555683175783
0.07306966077793386,10.766974668169269,-1.2883717783355793,0.39314517,0.9197936,-0.0050000000000000044,260,0.99994562440067,2.7072144,-3.394312431975001e-18,-314.0,-2.528598,-0.0009773476,0.05014402523960716,0.001451655,-5.475152185354813,-0.49768346176037637,0.09880909605088506,1.0,0.9624761624032901,-0.8115978353469947,1.0031119054577557,6280,0.0019925467,0.9710452938960333,0.4444444444444444,0.001461890206615501
0.07591757310475095,14.966833552242772,-1.326254345076072,0.3812061,0.91771805,-0.0050000000000000044,280,0.9999449398185062,2.2739635,0.0,-315.75,-2.2489781,-0.0010797479,0.05037321864342068,0.0041087195,-6.817329126396374,-0.4993652134660224,0.08666320927709696,1.0,0.9653869084676326,-0.8096995887447234,0.8183391482166255,6315,0.0020185893,0.9715139207631859,0.4444444444444444,0.001446135353709126
0.08039016577573165,15.09251891528743,-1.0258396646071368,0.39195147,0.91208416,-0.0050000000000000044,300,0.9999521089300296,2.3286266,1.8152137589272877e-17,-313.15,-2.298967,-0.0017692219,0.050029784449246016,0.0026491592,-3.929799230216507,-0.4968602040222804,0.09022095119245432,1.0,0.9539984845573724,-0.8068162978420532,1.1727943101018603,6263,0.001292262,0.9676729517927536,0.2962962962962963,0.0016196772162190988
0.07757326007451733,29.027057613004885,-1.3355386525222752,0.37855083,0.91411805,-0.0050000000000000044,320,0.9999628637249315,2.1190953,-9.02706350020772e-18,-314.85,-2.9035518,-0.0016298173,0.050233335709218785,0.003580558,-3.8313058684826524,-0.4984636078566867,0.08844872172075977,1.0,0.9317866161970652,-0.807782216352843,0.9331923424803215,6297,0.0009687686,0.9646245953000689,0.19753086419753085,0.001777428024303971
0.08065926556581239,6.747554230871054,-1.4706868174196253,0.39824536,0.91748595,-0.0050000000000000044,340,0.9999257448037913,2.2255235,0.0,-314.1,-2.3109848,-0.0053093336,0.050183461860622405,0.0040494287,-5.933697023715491,-0.497825222272538,0.08798571924476975,1.0,0.9791092196718301,-0.8096995887447234,1.03528229160981,6282,0.0123079745,0.9822174747223567,0.2962962962962963,0.0009021489763688239
0.09036625975607836,25.132073137831842,-1.235121398564551,0.3931355,0.9172531,-0.0050000000000000044,360,0.9999709528806188,2.5011744,-1.085408584936638e-17,-310.95,-2.2898788,-0.00045326957,0.049794942026550326,0.0043391204,-3.052954269569343,-0.4948270559832799,0.08376109033033584,1.0,0.8836340013843474,-0.8038893214508728,1.346469692674527,6219,0.0008173149,0.9578723524692001,0.19753086419753085,0.002100072815196453
0.09589895828783265,15.798855464245207,-1.4953735521395604,0.39170063,0.914019,-0.0050000000000000044,380,0.9999299172216755,2.000858,0.0,-309.7,-2.3511994,-0.0032312593,0.049616574660666574,0.00718973,-3.787423763731719,-0.49359149442552736,0.08662746292049316,1.0,0.9766476625127198,-0.8029038406541434,1.1680820134691379,6194,0.010010246,0.9820252820881583,0.2962962962962963,0.0008918643041256769
0.13090516500750515,23.115411762076743,-1.5791601820993069,0.3932198,0.9103371,-0.0050000000000000044,400,0.9999820650850701,2.4516525,0.0,-310.7,-2.3227234,-0.0017800622,0.04981641508011799,0.013075267,-4.011622039010527,-0.49467742296732886,0.0832293671195209,1.0,0.6501326176545505,-0.8125398461702598,1.3410338163624511,6214,0.0066606295,0.961099499138299,0.4444444444444444,0.001993167359589907
0.09605714798059764,5.496989058248481,-1.3888455691329018,0.3917677,0.9067339,-0.0050000000000000044,420,0.9999154107533896,2.301375,2.2450007448976307e-18,-316.5,-2.2571664,-0.0025914793,0.05050073867241698,0.004018857,-3.9555032742245317,-0.5001312581754919,0.06007951468819482,1.0,0.981783882885372,-0.8234832437662395,0.9704217506961137,6330,0.0073363944,0.9855275192608648,0.6666666666666666,0.0007577504157014727
0.12402857320142023,13.293886002884404,-1.4588961519907304,0.38314882,0.90462476,-0.0050000000000000044,440,0.9999273653585292,2.1978016,-9.194988492527988e-18,-309.1,-2.122506,-0.0008486378,0.04961060183667675,0.008535818,-4.159457373808643,-0.4931317105491102,0.08014541471008325,1.0,0.9773749147313219,-0.8096995887447234,1.1512792733593784,6182,0.0021168417,0.9810928270065762,0.6666666666666666,0.0009722559670353599
0.13334156910738515,0.4822843649070818,-1.88643651081083,0.38662562,0.9013554,-0.0050000000000000044,460,0.9999989884532711,2.1768456,-9.110982346659403e-18,-811.85,-2.3039262,-0.0033130655,17.359531983095305,0.014307097,-12.118490057604646,-1.753509695659021,0.06659048481920493,1.0,-0.004754671733548044,-25.00000000000002,1.2876476174619795,6239,0.0045100204,0.06508592326394058,0.6666666666666666,16.526303684172632
0.10739869634606823,23.084238727307937,-1.4550443981163401,0.37723076,0.900339,-0.0050000000000000044,480,0.9999945190051467,2.0659745,-4.1005993086507865e-17,-311.9,-2.4907544,-0.001321025,0.0498913625751703,0.0110121835,-3.1524162069258486,-0.49569747352690774,0.07173108075853435,1.0,-2.085711742745658,-0.8058455254694002,1.0619705899622547,6238,0.0039264574,-3.202187041652439,0.6666666666666666,0.48491478072655025
0.15564647210201005,5.585405961781547,-2.420144422621146,0.40005487,0.89708596,-0.0050000000000000044,500,0.9999985832884245,3.0146022,0.0,-562.15,-2.5558858,-0.005617242,9.193124823519115,0.03463028,-15.790443248112643,-1.1473173369537029,0.09419731739283771,1.0,0.016171200944910424,-25.00000000000002,2.577323543954847,6244,0.006280858,0.04667215862377061,1.0,8.923169567193531
