Beta,_mean_act,_min_obs,ExplainedVarNew,ValFuncLoss,_min_act,_max_act,_max_obs,_mean_obs,_mean_discrew,_MeanReward,_std_discrew,Steps,_std_act,PolicyLoss,_mean_adv,_min_discrew,ExplainedVarOld,_max_adv,_min_adv,_std_obs,PolicyEntropy,_lr_multiplier,_max_discrew,KL,_Episode,_std_adv
1.0,0.02298998,-2.8436180259723334,0.910366518545706,0.005499480846480523,-2.4789808,2.4489343,14.592037395943503,1.3668384571389165,-0.5938479236429138,-432.1,0.061346439722837924,8642,0.3986727,-0.0035897112,-1.085300174963356e-16,-0.9355496666561186,-2.0052638783970282,4.307829113167835,-4.676639089527639,3.206476332162552,0.9228097,1.0,-0.0050000000000000044,0.0016083373,20,0.9999935154048395
0.6666666666666666,0.25587207,-0.5543556691506519,0.03638340066149437,17.263373829971098,-1.8103914,2.3229034,0.39798981603711514,-0.12044045590844168,-8.715286301397109,-2062.3,0.5407311096060252,1266,0.37244865,-0.0006406446,1.6837505586732233e-17,-10.000000000000009,-0.14694240346574783,1.6343346989932745,-2.14621477343075,0.0036908487189747036,0.9256928,1.0,-6.966712751152362,0.0003565764,40,0.9999990906000438
0.4444444444444444,0.12379974,-0.5761700138927508,0.803590818100339,3.230277897062442,-2.131651,2.2893639,2.360784963690517,0.04626565731327786,-5.7257101931166465,-1996.85,15.199559697188656,1956,0.39156553,-0.0009442725,-1.1624421034930065e-16,-10.000000000000009,0.5355745124868305,1.9070730986377993,-2.337723588731639,0.25508421298568906,0.92325664,1.0,-0.0050000000000000044,0.0005689349,60,0.9999988488069305
0.6666666666666666,0.08529885,-0.5857095016111359,0.8666402107191409,2.1001495447104834,-2.1039858,3.1364975,2.356803003484944,0.09868331038280967,-5.277167946274227,-2008.4,15.569594978238989,2187,0.40577382,-0.0056498153,5.1983007645914964e-17,-10.000000000000009,0.8441269679792124,4.66663290236176,-5.637267732572823,0.27042562449595087,0.92804855,1.0,-0.0050000000000000044,0.007226872,80,0.9999981023603008
0.6666666666666666,-0.08200554,-0.5754239570171829,0.7135684393736708,1.6563711393744258,-2.2726674,2.4348454,3.753942709908215,0.41744730332904256,-1.68852027734433,-1873.25,5.771095946227916,9479,0.37847137,-0.0053941775,0.0,-10.000000000000009,0.5900340872230581,6.238091213467023,-8.21900362889514,0.42913954537246357,0.9310576,1.0,-0.0050000000000000044,0.004821444,100,0.999997919353556
0.4444444444444444,-0.35490718,-0.5085506662825818,0.5485986609565587,0.09388357733677052,-3.3244371,2.5378683,19.72565042079606,3.077616125803179,-1.0100883246210626,-8563.8,0.20673590512930565,157283,0.3833123,-0.0019468045,-3.469521951283717e-17,-10.000000000000009,-1.800292052832182,21.232393417638274,-6.739860535703603,9.38406606470198,0.9315287,1.0,-0.0050000000000000044,0.0003591696,120,0.9999930798656019
0.2962962962962963,-0.4096429,-0.8332275959054695,0.6785021228075855,0.0018155759405769152,-3.1539497,2.4002564,20.6880000000023,2.3033386265328843,-0.9891639054591518,-18364.55,0.005287047259681606,367291,0.389282,-0.00044207892,1.980979009609118e-17,-0.999999999999989,-59.50416119708338,25.27890092702914,-7.375062978752207,7.333738094657683,0.9318192,1.0,-0.0050000000000000044,0.00027150306,140,0.9999887957294594
0.2962962962962963,-0.41051126,-0.7296674545025831,0.8072046701504123,0.0009504934631613996,-3.0922341,2.3303275,22.718000000004782,2.481383509267951,-0.9899863633390125,-19872.9,0.004893996994443584,397458,0.39089125,-0.00096418394,1.058328929270462e-17,-0.999999999999989,0.05293701701833964,18.24979607493321,-48.67551349747781,8.514198905622077,0.9328243,1.0,-0.0050000000000000044,0.0022096734,160,0.9999403730414497
0.19753086419753085,-0.40573052,-0.6434368973097335,0.9544745933045591,0.0002415122389797835,-3.2531962,2.3149786,19.875000000001307,2.266369415049565,-0.9891603344499752,-18358.5,0.00528875088498296,367170,0.39709622,-0.00018994509,9.753344195416034e-18,-0.999999999999989,0.7400102261948629,41.118735752455706,-8.877352684922766,7.14955636549585,0.93379843,1.0,-0.0050000000000000044,0.0007116365,180,0.999876290168275
0.2962962962962963,-0.40024644,-0.5945000477788058,0.9316399045044169,0.0005189892048248523,-3.4844458,2.9456897,18.62599999999978,2.123268194400308,-0.9884030944506698,-17159.75,0.00564943209324716,343195,0.40139374,-0.0025371525,3.9751221686195676e-18,-0.999999999999989,0.77341066322801,27.142708861050107,-15.21513904285407,6.272710561732245,0.93515265,1.0,-0.0050000000000000044,0.007677081,200,0.9998524283118069
0.2962962962962963,-0.3906582,-0.5677012275355006,0.9385495632558383,0.00043513787512593574,-3.2641983,2.496306,15.200999999997014,1.7021937166210985,-0.9857532520528861,-13968.1,0.006902551078882536,279362,0.4116275,-0.0017197056,2.197539120197903e-17,-0.999999999999989,0.7701624296200241,33.56629204416001,-8.817926003637858,4.154487057055106,0.93643105,1.0,-0.0050000000000000044,0.0035401713,220,0.9998850975267837
0.4444444444444444,-0.40314674,-0.5538607392262137,0.9475730668176239,0.0003987348150928922,-3.3884864,2.5755653,13.614999999997893,1.5047700420894548,-0.9842921192220205,-12668.8,0.007587518809326613,253376,0.4218093,-0.0033015474,2.6921295873709278e-18,-0.999999999999989,0.8268011059120455,25.860765238525293,-13.422392346184534,3.4103610313427195,0.9375145,1.0,-0.0050000000000000044,0.006946975,240,0.9998571998952355
0.6666666666666666,-0.41359538,-0.5345855479151734,0.9553635438903464,0.0004137712284553333,-3.3630626,2.5021255,11.081999999999297,1.221490017715251,-0.9809640421278142,-10453.9,0.009131756660179475,209078,0.43218842,-0.005382003,-5.437532295201601e-19,-0.999999999999989,0.9365472695000672,12.933808590012768,-59.273819947461476,2.3424995743752075,0.93824464,1.0,-0.0050000000000000044,0.0070779785,260,0.9998085767808294
0.6666666666666666,-0.44066963,-0.5226353276816003,0.9778818719226766,0.00023023325376260624,-3.184423,2.389389,9.809000000000003,1.055492543386073,-0.9784805540986943,-9247.45,0.010269669674564932,184949,0.44221,-0.003676718,-1.106447225445441e-17,-0.999999999999989,0.9129234953590664,18.139328818500775,-16.82728269493923,1.8353973647523398,0.93856454,1.0,-0.0050000000000000044,0.003961091,280,0.9998134795809799
1.0,-0.44921866,-0.5073311095873074,0.9883955495273605,0.00016511632000479318,-3.4527714,2.4627206,8.765000000000581,0.8964512750148517,-0.9748136335446972,-7901.1,0.011927268309705082,158022,0.44284448,-0.0052319188,-1.4568594650508946e-17,-0.999999999999989,0.9347327701121682,16.436354638730943,-13.83492961577196,1.4043291220918785,0.9393624,1.0,-0.0050000000000000044,0.006068949,300,0.9997936463220557
0.6666666666666666,-0.46700284,-0.4990359892421429,0.5790191976461222,0.023934713687159607,-3.4581826,2.741281,7.796000000000938,0.7661296620221956,-0.9766949498579317,-6541.9,0.056818077866450656,128839,0.4489973,-0.00067845045,8.823945988529562e-19,-10.000000000000009,0.21333572136475276,5.844197240384024,-77.60984277003537,1.103617525325193,0.9398704,1.0,-0.0050000000000000044,0.000493985,320,0.9999827418301807
1.0,-0.46642205,-0.49266635432791706,0.9232127853845034,0.11554993851918846,-3.1959996,2.4247096,7.813000000000944,0.7839743560906905,-1.1857613820049662,-3620.9,1.5010996329026336,44432,0.4580679,-0.006070849,0.0,-10.000000000000009,0.681364736554495,2.983193317885801,-14.4445078489576,1.2967985101505735,0.9403789,1.0,-0.0050000000000000044,0.0071889516,340,0.9999951234435299
0.6666666666666666,-0.4970492,-0.4893924300208739,0.11647559687521247,0.011073669951206512,-3.4675376,2.365836,7.95100000000099,0.817317900904695,-0.9734578192730897,-7497.5,0.012533342127610616,149950,0.45610484,-0.00077644986,-5.212384190304169e-19,-0.999999999999989,0.4446460891639885,40.18616304430832,-1.0491894776546036,1.2262558257111538,0.9411127,1.0,-0.0050000000000000044,0.00019238766,360,0.99997356557707
