_min_act,_std_discrew,_std_adv,_MeanReward,Steps,ValFuncLoss,_min_obs,_min_adv,_lr_multiplier,_min_discrew,_Episode,_std_act,_mean_discrew,_std_obs,_max_obs,Beta,ExplainedVarNew,_max_act,KL,ExplainedVarOld,_max_discrew,PolicyEntropy,_mean_adv,_mean_act,PolicyLoss,_max_adv,_mean_obs
-1.8299159,9.367562289583907,0.9999992482224808,-1959.95,3217,15.506708773504307,-0.6853478370562245,-3.0195195634888052,1.0,-10.000000000000009,20,0.3610342,-5.830665700190863,1.4788594603249472,17.03841396625002,1.0,2.2039356071035243e-05,2.537273,0.001589514,-0.002648386199926467,-0.0050000000000000044,0.91544557,5.742651889885796e-17,0.063800946,-0.0015985746,0.8291771968129091,3.312227108905288
-2.1095617,13.311458230770974,0.9999989147934921,-1591.55,3845,7.135975584787279,-0.6812628387023575,-3.450579680104025,1.0,-10.000000000000009,40,0.36918038,-3.2073814140380486,0.27851375982290977,3.993902389425271,0.6666666666666666,0.4970533557221969,2.2662225,0.0008578793,0.008572987195431092,-0.0050000000000000044,0.9111944,-1.478372402101639e-17,0.02665997,-0.0014235339,1.9723156985975918,0.5716530488316667
-1.9306115,14.157299427658696,0.9999989733481301,-1666.25,3340,8.210399374802611,-0.6780486044537636,-4.556220844438026,1.0,-10.000000000000009,60,0.37354043,-3.896080253980025,0.09313737863173485,2.9635074642518546,1.0,0.4665484543442874,2.1510835,0.013073731,0.3808875147115268,-0.0050000000000000044,0.9111998,-1.701898768287665e-17,0.030207211,-0.004299408,1.5851381116042687,0.43825009149707045
-2.410633,0.8376405610151368,0.9999975992776281,-560.95,9220,0.8514618193544031,-0.6745955386409981,-11.30555020963387,1.0,-10.000000000000009,80,0.36193386,-0.7392406142934927,0.1108825202164154,2.4669101338167714,1.0,-0.015263851980001242,2.3411436,0.0019407229,-1.4434567841124029,-0.0050000000000000044,0.91008186,-1.849568943410239e-17,-0.004544236,-0.0018368725,3.8005551489376304,0.2597274335074867
-2.667651,1.021364804075554,0.9999958391704226,-535.75,8716,0.8652960448441673,-0.6737182859501146,-20.314540832080112,1.0,-10.000000000000009,100,0.37777457,-0.7656558635503667,0.07284029454149708,2.078863991514774,0.6666666666666666,0.1685795209856087,2.192729,0.00044742008,0.052788128741157014,-0.0050000000000000044,0.9096956,1.7527155597570162e-17,-0.0023892124,-0.0007339772,2.829122659863565,0.22418998335282583
-2.2766376,0.5999671604058776,0.9999952571890524,-548.9,8979,0.44860231828250086,-0.6723994726412719,-20.79868878206714,1.0,-10.000000000000009,120,0.3661233,-0.6865461274495724,0.07214193559198705,1.8330404744393078,0.6666666666666666,0.2522887025787064,2.1961453,0.003441976,0.1915189863224669,-0.0050000000000000044,0.9116597,-2.2157474775902444e-17,-0.0009396036,-0.0022725346,0.9622674744036745,0.16991302017590137
-2.4188297,0.0665255816990995,0.9999613057835923,-569.4,11388,0.004062661003539257,-0.670389496449695,-3.764537229992914,1.0,-0.976111154836094,140,0.36227596,-0.6730646874014427,0.07526593258719261,1.6714753127912518,0.6666666666666666,0.9391483830703108,2.7320466,0.005487147,0.9200506165213328,-0.0050000000000000044,0.91146773,-3.369275353973078e-17,-0.0020939445,-0.006049335,12.86842560957738,0.1067153887330343
-2.320788,0.06116250044715617,0.9999805970384232,-424.05,8481,0.0034712005856018698,-0.6653582679017429,-6.068886371480036,1.0,-0.9243364725992493,160,0.3740937,-0.5888864778024077,0.07241707198214606,1.5632861496394461,0.4444444444444444,0.9554634814313956,2.0683124,0.0008277415,0.7231101158209277,-0.0050000000000000044,0.909182,1.2567080575877259e-17,0.013582059,-0.0002285763,20.714036546416075,0.14341379087840467
-2.360029,1.2405052582517684,0.999996170359204,-469.0,7381,1.211442813148671,-0.6622198633966889,-18.953494188897583,1.0,-10.000000000000009,180,0.35857722,-0.761230848155069,0.063876019504134,1.4494364899575987,0.4444444444444444,0.02343315535613788,2.2699907,0.0015673091,-0.008765567543643105,-0.0050000000000000044,0.9091123,2.3103950221165702e-17,0.015413058,-0.00041017547,0.5558773886389785,0.1580115671945885
-1.963893,9.641041730979039,0.9999988134459065,-1266.05,5331,5.833987841638839,-0.65951040237297,-5.320506871088113,1.0,-10.000000000000009,200,0.3627185,-2.6557314609278664,0.04920188854422315,1.3494629751408123,0.4444444444444444,0.44918306073970016,2.2473376,0.004962555,0.034601267860613905,-0.0050000000000000044,0.9078077,-1.0662806014032642e-17,0.03748948,-0.0012442402,0.5903906765494699,0.15342551305551053
-2.4108417,1.081317522470203,0.9999952668873991,-506.45,8130,0.9193168639365022,-0.6568955874420583,-14.618136085405364,1.0,-10.000000000000009,220,0.36174074,-0.7554836924842581,0.07046536136224843,1.2761848519591081,0.6666666666666666,0.23049920623918763,2.2606957,0.012271991,0.2726717113477569,-0.0050000000000000044,0.9071892,-2.796724175193506e-17,0.029885579,-0.005640216,5.422925898219234,0.10573906894351524
-2.3550603,0.0664067931566069,0.9999841730588815,-673.8,13476,0.0026478893087880043,-0.6531840967438206,-1.2977177452319033,1.0,-0.9921883610562277,240,0.36587897,-0.7160428802567039,0.07967411628773802,1.2120176551963842,0.6666666666666666,0.9603365031459762,2.5947647,0.0018203834,0.3701026121329063,-0.0050000000000000044,0.9065642,2.1090612518851297e-18,-0.0057512,-0.0019970771,13.573300094322171,0.02459812205858103
-2.492031,0.06594704155637346,0.9999413795058819,-676.85,13537,0.0011407988180397457,-0.641972180016211,-2.9580483168983234,1.0,-0.982579956203731,260,0.37069884,-0.7162835277509718,0.08153153074599438,1.1721553091916423,1.0,0.9837381413182743,2.2296665,0.0062842974,0.9636115290765103,-0.0050000000000000044,0.904852,1.2597344801833792e-17,-0.0057155746,-0.005331169,4.997074740997315,0.015119972954608088
