_max_adv,_min_obs,PolicyEntropy,_mean_discrew,_max_obs,ExplainedVarNew,_min_adv,Steps,_min_act,_std_act,_mean_adv,_std_adv,_min_discrew,KL,_max_discrew,ExplainedVarOld,_max_act,_lr_multiplier,_MeanReward,PolicyLoss,Beta,_Episode,_std_discrew,ValFuncLoss,_std_obs,_mean_act,_mean_obs
1.5277228891540238,-2.253945990112908,0.92212796,-0.13196170734366014,0.5673271866107398,0.9052361896808014,-2.1097354975292752,1133,-2.3493137,0.4732248,-7.839174048544795e-17,0.9999718871239237,-0.2744335919813909,0.00021194611,-0.0050000000000000044,0.11381856902259746,2.1428652,1.0,-56.65,-0.000644578,0.6666666666666666,20,0.005140443864634815,0.0005637907216194962,0.11936244427828434,0.0093184225,-0.037156828734276504
