_min_act,_MeanReward,_mean_act,_mean_obs,ValFuncLoss,PolicyLoss,Beta,_max_obs,_max_discrew,_std_adv,_mean_discrew,_mean_adv,ExplainedVarNew,_max_act,KL,_lr_multiplier,_min_discrew,PolicyEntropy,_max_adv,_min_obs,_std_obs,_Episode,_std_act,Steps,_std_discrew,ExplainedVarOld,_min_adv
-2.8462813,-2201.6,-0.18821843,0.23414071520324192,3.4452400200014014e-06,-0.0011788461,0.6666666666666666,4.127056129491671,0.0,0.9999870255325899,0.0,-4.7119930696300246e-17,-inf,2.306594,0.000919382,1.0,0.0,0.9218807,5.572984659567021,-1.4617774341733787,0.16871886413411935,20,0.3948911,44032,0.0,-inf,-7.668264199503277
