_std_act,_std_adv,KL,_min_adv,ExplainedVarOld,_std_discrew,ExplainedVarNew,PolicyEntropy,_max_obs,_min_discrew,_Episode,ValFuncLoss,Beta,_mean_adv,_min_act,_MeanReward,_std_obs,_max_adv,PolicyLoss,_mean_act,_max_act,_mean_discrew,_min_obs,_max_discrew,_lr_multiplier,_mean_obs,Steps
0.38276446,0.9999992848338256,0.0021033033,-2.2099323241515334,0.013397375492632535,10.488927505385744,0.016954778702432338,0.9229019,0.8460731724832294,-10.000000000000009,20,32.12424689740885,1.0,1.6640345099768154e-17,-2.4317923,-1984.45,0.023483372870448483,1.3228786458145854,-0.0019995735,0.13381223,2.1045296,-6.984801254306364,-0.5830232415738063,-0.0050000000000000044,1.0,-0.013893998078720158,1708
0.37969324,0.999997224292408,0.0007444488,-10.506749635429077,0.3246870999020458,2.0635576448007904,0.7321091774247408,0.9256929,10.633999999999546,-10.000000000000009,40,0.5554422467217879,0.6666666666666666,3.548167589076996e-18,-2.8679037,-3101.3,3.353875884018393,1.8645821191390497,-0.0018537315,-0.29264927,2.3670502,-1.2515737124761752,-0.4317139210021247,-0.0050000000000000044,1.0,1.5738983693638906,32041
0.3778163,0.9999938007631222,0.0020716528,-12.425736977073033,-0.5428164794605221,0.36786774705752884,0.5190462182182439,0.9272592,11.189999999999237,-10.000000000000009,60,0.1769634979705798,0.6666666666666666,-8.297208167050002e-17,-3.0916595,-6074.8,1.9736441180816586,12.828114065258331,-0.0033366014,-0.34509945,2.3643353,-1.025757861792251,-0.9134061013147817,-0.0050000000000000044,1.0,1.1530914777302166,105504
0.37817612,0.9999875473544734,0.000115001814,-6.622081798132046,-5.740542113747495,0.007522915193603723,0.7514291973055667,0.9278413,14.114999999997616,-0.999999999999989,80,0.0019074025532169988,0.4444444444444444,-3.2243699696106258e-18,-3.1688728,-12781.25,3.559546430307358,34.324745377867885,-6.665472e-05,-0.32186693,2.4616482,-0.9844303178484055,-1.2832095929032987,-0.0050000000000000044,1.0,1.5801709379885238,255625
0.37686354,0.9999842577613746,0.00021664525,-4.14934069970647,-5.6729385467092195,0.006548604460387799,0.6224052076579089,0.9283335,15.585999999996801,-0.999999999999989,100,0.002727699078613102,0.2962962962962963,4.39695268773755e-19,-3.1086402,-14745.9,4.639009024252707,38.90610655037871,-0.0002841456,-0.3161885,2.453514,-0.9865047233468227,-1.0093845735695153,-0.0050000000000000044,1.0,1.82972879889847,294918
0.37604555,0.9998899934510147,0.0013989473,-8.232794349441633,0.5078799219614489,0.006451958303515355,0.5966496967854937,0.92955506,15.874999999996641,-0.999999999999989,120,0.0027817630628501726,0.19753086419753085,-3.9482241897296044e-17,-3.094605,-14973.1,4.755175677115471,32.91270148509362,-0.00045818515,-0.3144837,2.595606,-0.9867094990349298,-0.8339595198883074,-0.0050000000000000044,1.0,1.8515680523114928,299462
0.38010752,0.9999040495705115,0.002112881,-8.946385613735623,0.12347480433102542,0.006871966491424163,0.9235737980278594,0.9313442,15.06399999999709,-0.999999999999989,140,0.0012248118750963902,0.19753086419753085,5.671318109137318e-17,-3.3749638,-14032.15,4.178305168884278,16.815243783403247,-0.0005186692,-0.30482945,2.5469828,-0.9858182815890593,-0.7571591920173192,-0.0050000000000000044,1.0,1.705474008445618,280643
0.3827118,0.9998547428881682,0.0065297266,-6.5031492100712525,0.9191787673471267,0.007631988735255503,0.9368201289548825,0.9357557,13.09799999999818,-0.999999999999989,160,0.000507932770769041,0.2962962962962963,-2.5278788613899138e-17,-3.0585384,-12592.5,3.3699405893643046,27.936081035875688,-0.0017299664,-0.29094478,2.3826935,-0.9841969426245729,-0.7018506017425035,-0.0050000000000000044,1.0,1.5320849354202837,251850
0.38996026,0.9998791281620705,0.0075629456,-14.55369694587276,0.8308539056468582,0.00911588778531406,0.927949340209379,0.9399924,10.989999999999348,-0.999999999999989,180,0.0006708869720881022,0.4444444444444444,6.974586023492965e-17,-3.2123666,-10472.85,2.3462054580453233,25.839753391728955,-0.0025375588,-0.27704963,2.6555688,-0.9809984865628706,-0.6628675602894429,-0.0050000000000000044,1.0,1.2399918528778326,209457
0.3969718,0.9998975460351387,0.0068375124,-14.814340531110137,0.7464519764396302,0.010889028606774438,0.8888107768002962,0.9430291,9.324000000000272,-0.999999999999989,200,0.0012552197473821524,0.6666666666666666,9.150845611780674e-18,-3.0126235,-8696.55,1.628151970775071,23.448892505388354,-0.0035582413,-0.26927984,2.3860538,-0.9771173626323055,-0.6312190582567268,-0.0050000000000000044,1.0,0.9912299220507409,173931
0.40548423,0.9999122449162048,0.0053457473,-36.533226644535866,0.8255227671903851,0.013175146180688694,0.9452838165154799,0.9459438,7.371000000000796,-0.999999999999989,220,0.0007209041308524481,0.6666666666666666,3.717372285899729e-17,-2.9624605,-7110.45,1.107259052247124,16.331066770497717,-0.004801221,-0.27747747,2.492781,-0.9720130230857392,-0.6050313355720504,-0.0050000000000000044,1.0,0.7833761939211303,142209
0.40729156,0.9999128150265111,0.007819997,-73.70236282021254,0.8739337544989115,0.015125966896492064,0.9699522729638468,0.9488965,6.361000000000459,-0.9999999999999861,240,0.0005160448253864645,1.0,3.7062629965399656e-18,-3.0835295,-6134.85,0.8472984458511515,15.975870154566215,-0.006958176,-0.2973416,2.5086985,-0.9675623690880807,-0.5817725536641957,-0.0050000000000000044,1.0,0.6508649382556215,122697
0.40428334,0.9998768030740605,0.0031258625,-72.29740257158525,0.9303294820037741,0.018437827443444875,0.9752816944244553,0.95177126,5.235000000000083,-0.9999999999960035,260,0.0004587469479386631,1.0,4.5943357333447575e-18,-3.180528,-4949.0,0.6109459060192458,13.542052825548732,-0.0018215489,-0.32306743,2.7353015,-0.9597898565376652,-0.5618094532421551,-0.0050000000000000044,1.0,0.5027498203523625,98980
0.41112757,0.9999080657801407,0.0041772863,-34.8762784381078,0.9053569886329984,0.020489444505805605,0.9623334315931953,0.9566215,4.669999999999894,-0.9999999999321401,280,0.0008004660942064589,1.0,-1.2903562535794339e-18,-2.8600826,-4405.25,0.5276807136560111,96.48283307338427,-0.0033862903,-0.34062594,2.7412117,-0.9548266273351749,-0.547317690933016,-0.0050000000000000044,1.0,0.4438651598689015,88105
0.41151792,0.9999524255007015,0.0046707112,-29.93507381497063,0.832960311264975,0.024420160823792978,0.9477408687639411,0.9617899,4.163999999999725,-0.9999999991427032,300,0.0012797210665815904,1.0,0.0,-2.8975296,-3615.8,0.4412150944305547,86.80311027192583,-0.002713177,-0.33688062,2.5372334,-0.9449637718445746,-0.538100205226295,-0.0050000000000000044,1.0,0.37149139226300404,72316
0.42576444,0.9999963346604205,0.00059675483,-16.61000194579975,0.036097225505781205,0.9910625736296974,0.5876153252190554,0.9644534,3.871875103995242,-10.000000000000009,320,0.40900649610394163,0.6666666666666666,-2.0100823751489532e-17,-2.9337904,-2261.1,0.43971091324307454,1.707499575575201,-0.0010813428,-0.27079347,2.4524624,-1.052531958981332,-0.535305122982616,-0.0050000000000000044,1.0,0.31995628359435513,33228
0.43085486,0.9999844309747812,0.006866082,-49.05516720816281,0.5526666682261816,0.09684394926184922,0.6295566305231792,0.9662912,3.6360652758132157,-10.000000000000009,340,0.035875208474225526,1.0,-7.759399223398015e-18,-3.08821,-3030.25,0.3954730656725388,8.447934736791984,-0.005898,-0.33320874,2.4838252,-0.9442461843592814,-0.536920122894538,-0.0050000000000000044,1.0,0.31012638920118646,58606
0.42608702,0.9999089376981948,0.002881196,-6.495125586203842,0.9428124157760098,0.024699838225426075,0.9695229083378554,0.9700821,3.851999999999687,-0.9999999959042817,360,0.0007806937264765344,1.0,8.759720478403051e-18,-3.001474,-3569.05,0.4087600440887199,29.13162316858633,-0.002411757,-0.3617921,2.509235,-0.9442428676784187,-0.5344191259511246,-0.0050000000000000044,1.0,0.32188184290886407,71381
0.43256652,0.9998961451789959,0.004452187,-6.6672597265965265,0.9372747870555789,0.027802641697945128,0.9581800230626007,0.9734973,3.759999999999697,-0.9999999935045882,380,0.0015197101368414126,1.0,-6.027449905713621e-17,-3.2862732,-3112.15,0.35972255540832965,10.985554984658377,-0.004257361,-0.36182424,2.4473236,-0.9360570880875183,-0.5229995659811871,-0.0050000000000000044,1.0,0.26790713469128774,62243
0.44517538,0.9999072136811092,0.0049254065,-5.153661298344523,0.9255560884133036,0.03161657252517991,0.9639411464352755,0.9804145,3.09699999999977,-0.9999998197380148,400,0.001302780668468394,1.0,4.5771076195924207e-17,-3.2369533,-2670.1,0.3150130976637202,10.733558616608356,-0.00458818,-0.35508367,2.4889963,-0.9254711155941593,-0.5129839484787215,-0.0050000000000000044,1.0,0.22079578959317783,53402
0.45107695,0.9999227438752062,0.002434003,-6.674852471624731,0.9241604525847089,0.036804583037506916,0.9647481389413322,0.98595315,2.9185809711450537,-0.9999967328920893,420,0.0013005845436089164,1.0,-1.5433999147653547e-17,-3.375012,-2209.8,0.28138601320484585,8.604768416553522,-0.0024899489,-0.35240862,2.7310758,-0.9099485296810388,-0.5050527582030182,-0.0050000000000000044,1.0,0.17530073884790617,44196
0.47466797,0.9999194733448158,0.002918939,-7.202320862736057,0.9451876726863899,0.04111272880466245,0.9733092990987218,0.99136055,2.788455271433559,-0.9999823076603609,440,0.0011095653141820064,1.0,-5.208575699998116e-18,-3.0922594,-1909.85,0.26152474049061303,12.24614406474903,-0.0028751278,-0.33757898,2.5361075,-0.8958125215991793,-0.49912598911725503,-0.0050000000000000044,1.0,0.14689458695657479,38197
0.47208953,0.9999078600749972,0.004352885,-12.351833511681733,0.9580136141224553,0.04424681773122333,0.9793183392372732,0.9981626,2.6747211647373503,-0.9999422518319099,460,0.0009608844280425789,1.0,7.417368928656152e-18,-2.932752,-1724.3,0.2512733945052297,25.13098290690165,-0.004433824,-0.3350316,2.7050033,-0.8846174646128021,-0.49430294486655524,-0.0050000000000000044,1.0,0.128977149178103,34486
0.48806182,0.9999057473861054,0.004646534,-6.314517695754842,0.9607125320823976,0.0482951926904957,0.9818258514564698,1.006139,2.5732989995597286,-0.9998402456029096,480,0.0009343412414585184,1.0,1.877011585682473e-18,-3.582804,-1514.2,0.24167321103847944,8.88766285306372,-0.0055517526,-0.31904942,2.354903,-0.8686555975089534,-0.48985143582357255,-0.0050000000000000044,1.0,0.1137545016915521,30284
0.50703096,0.9998998661262781,0.0037259704,-8.538956215861166,0.9697277437417636,0.05263745251553426,0.9864905200883849,1.0104907,2.483169932647347,-0.9993400349007048,500,0.0007358078664772586,1.0,1.2966108316790149e-17,-3.4659095,-1315.2,0.23664996830302354,8.00272838211719,-0.0048989914,-0.3094363,2.8154233,-0.848915107261842,-0.48612239648011024,-0.0050000000000000044,1.0,0.10273456833121866,26304
0.52430993,0.9999818217356315,0.00045608782,-36.4496984803867,0.7373947804078418,0.0572258214201091,0.986952544226144,1.0121856,2.401923499360551,-0.9986348692123188,520,0.0009132581504841658,0.6666666666666666,-2.37258827220549e-18,-3.325025,-1123.05,0.23945598935951656,6.233061060067226,-0.0004947163,-0.31617516,2.5069466,-0.8235107719922681,-0.48306097840111856,-0.0050000000000000044,1.0,0.09816921682871145,22461
0.5273427,0.9998688307532019,0.013600597,-18.56996723272979,0.9855052775734319,0.057655235916308126,0.9928852380301364,1.0125111,2.327247519171973,-0.9983484292108266,540,0.00041341521237682423,1.0,-5.1439680431480946e-18,-3.1284695,-1105.05,0.23323729807078594,7.545148690312443,-0.0045090904,-0.31457835,2.5599058,-0.8206721664706279,-0.480589357690277,-0.0050000000000000044,1.0,0.0957646881791537,22101
0.52086604,0.9999919432107197,0.0002566721,-24.116582795611222,-0.39276928587751914,0.06544712720282234,0.958583757178587,1.0101213,2.2584832769243746,-0.9940108465367299,560,0.003198113178969626,0.6666666666666666,-3.629616171432732e-18,-3.2190502,-783.05,0.24304399023044454,4.40230735231666,-0.0001229133,-0.21453266,2.4649224,-0.752803654513399,-0.47828364621370945,-0.0050000000000000044,1.0,0.1297310309389206,15661
0.51157916,0.9999467521627639,0.0010991332,-9.522317595111636,0.9540590317546607,0.06444678336818027,0.9802150491933966,1.0065812,2.195433186676359,-0.9922662821546917,580,0.0012863238119601172,0.4444444444444444,0.0,-2.905264,-816.15,0.23576233990715847,45.36413600601289,-0.001603541,-0.20696634,2.8028035,-0.761064345083719,-0.47749641336790605,-0.0050000000000000044,1.0,0.11907151422121741,16323
0.49265122,0.9999536585231042,0.0058582933,-13.181960097574434,0.9454447302926409,0.0690145076762803,0.9625321527687543,1.0058976,2.136650490386554,-0.9893411302399904,600,0.002778514534094011,0.4444444444444444,0.0,-2.8058414,-644.55,0.22780436647696378,35.73056643331447,-0.003402342,-0.14839618,2.5810544,-0.710470807697956,-0.47663581074222594,-0.0050000000000000044,1.0,0.15511206778668474,12891
0.45926708,0.9999977375337612,0.0011234785,-11.014694036889745,-0.0036157821564439807,3.0536225940197244,0.16086851135100377,1.0068959,2.083558362880675,-10.000000000000009,620,2.62924200449397,0.2962962962962963,-7.887251125406967e-18,-2.3756156,-660.2,0.1268063919593245,0.43749235946035414,-0.00092752435,-0.010798086,2.4312353,-1.0736673507302172,-0.4762378679817759,-0.0050000000000000044,1.0,0.28940357618459345,7207
