_std_act,Steps,_max_obs,ExplainedVarNew,_mean_obs,_std_discrew,ExplainedVarOld,_min_act,_min_adv,_std_adv,_lr_multiplier,Beta,KL,_mean_discrew,ValFuncLoss,_max_act,_mean_act,_Episode,_MeanReward,_std_obs,PolicyEntropy,_max_discrew,_mean_adv,PolicyLoss,_min_discrew,_min_obs,_max_adv
0.40424472,1129,0.5922385778687277,0.3713830767978251,0.007858660764318402,0.01345200971408987,0.3720205645810579,-2.1314104,-6.6613904778796975,0.9999675439801927,1.0,0.2962962962962963,0.00026817506,-0.15238570415488764,0.008584239208987366,2.3759058,0.019346112,220,-61.4,0.07647920440506942,0.9434539,-0.0050000000000000044,0.0,-0.000454107,-0.6185686679295022,-1.1213139404096295,0.9595093377667422
0.41824368,1140,0.591368330417343,0.9776990059304789,-0.0022055508953591767,0.005125244259011627,0.9631138244672023,-1.9923021,-3.389641647910028,0.999830956826479,1.0,0.2962962962962963,0.0036015501,-0.13240163299494406,0.00015831417056919058,2.298129,0.018840246,240,-57.0,0.0735897554790762,0.9419396,-0.0050000000000000044,1.4647152886282768e-16,-0.0025054829,-0.25973904230329553,-0.8230083254502923,3.4715120401628177
0.38900626,1131,0.590423478049522,0.25258256356914477,0.0076654682515970496,0.020947947814135764,0.2442110416326425,-2.046047,-4.776327989102903,0.9999763611205318,1.0,0.19753086419753085,0.00077889604,-0.17366688361958446,0.016156807821026138,1.8795394,0.074612945,260,-66.45,0.07700991779313812,0.9438789,-0.0050000000000000044,2.5129716560923082e-17,-0.0005418187,-0.6185686679295022,-1.106054538642712,0.749105948150057
0.4249629,1121,0.5931342718365101,0.3844984558394908,0.004553885864510023,0.013303160191819385,0.3411665994038465,-1.8253896,-6.766255895593296,0.9999682781117308,1.0,0.2962962962962963,0.0089770965,-0.15140989130126745,0.008416039378266817,2.062045,0.048452653,280,-61.0,0.08530760398370227,0.94326174,-0.0050000000000000044,-1.2676944438181984e-17,-0.004581547,-0.6166519275673389,-1.1243913634331617,1.0320608130819788
0.4230404,1142,0.59228734698276,0.9552132425752513,-0.0070075295124052825,0.005150812829638371,0.9327432377430749,-2.120757,-3.330666694728903,0.9998647546133531,1.0,0.2962962962962963,0.0042137355,-0.13265096272464477,0.0002441864555758814,1.8034269,-0.004980774,300,-57.1,0.08065221243752091,0.9480165,-0.0050000000000000044,-4.3553407621021903e-17,-0.0040725744,-0.26344034709177905,-0.9424841108644374,3.673736745337177
0.4431441,1162,0.7193557437623579,0.288756362608962,-0.0064338763463454105,0.021227172498899438,0.20105594151003348,-2.1364799,-4.769205606166029,0.999977126333345,1.0,0.4444444444444444,0.006688546,-0.17712273691726246,0.015464958136548435,2.0795271,0.030787332,320,-68.0,0.0934348882259639,0.9536774,-0.0050000000000000044,-3.668895365370569e-17,-0.0036231293,-0.6242615782395708,-1.1573120926145362,0.8289545202114812
0.45991355,1162,0.5900005174295231,0.9761098761132632,0.01757603733887111,0.005294596074083379,0.8473957294289135,-2.1996133,-2.5908084313887847,0.9999169679388314,1.0,0.6666666666666666,0.012604114,-0.1346678900651154,0.0004736488565904671,2.1681361,0.11795104,340,-58.1,0.09184370476681683,0.9550816,-0.0050000000000000044,1.5898546583272465e-16,-0.00816128,-0.25973904230329553,-0.929498949561232,1.9380277868651634
0.46044278,1146,0.5910763970650723,0.4076820872975807,-0.002950688680801955,0.013226503180270336,0.3981287756147943,-2.0862348,-6.635346312693226,0.9999667608305041,1.0,0.6666666666666666,0.004514141,-0.15358676255661066,0.007938387921892864,1.9967349,0.03553973,360,-62.25,0.08201906856870225,0.9474373,-0.0050000000000000044,4.960158713857593e-17,-0.0042706663,-0.6166519275673389,-1.0919669164350385,1.340492066498517
0.45005798,1145,0.5895672842334077,0.4124589818173193,-0.005471899935545038,0.013597147910253325,0.3746633909452294,-2.5796463,-6.820458580230826,0.9999674020331605,1.0,0.4444444444444444,0.0008820571,-0.15416776982968475,0.008067094188075448,1.9372904,-0.01815456,380,-62.2,0.08542987038538596,0.9457046,-0.0050000000000000044,0.0,-0.00066986575,-0.6204758245898546,-1.1919637396760094,1.1093427049351001
0.44049376,1146,0.58829438768335,0.259115316825562,-0.006771931764842944,0.0214301062642162,0.24805043207923372,-2.3762617,-4.888332573746483,0.9999761127404726,1.0,0.4444444444444444,0.00259566,-0.17596786016211974,0.015962869894835037,2.0448513,-0.032068696,400,-67.2,0.07399449657063492,0.94414234,-0.0050000000000000044,4.960158713857593e-17,-0.0027673028,-0.6261402703483729,-1.09088172341679,1.002136589790215
0.42600337,1144,0.5878066691184408,0.9669097952337082,-0.005927165604923179,0.005159245608290076,0.9412201709791183,-2.2190177,-1.8876092168580434,0.9998844061164205,1.0,0.6666666666666666,0.0069112726,-0.1328271136834885,0.00046783518698241864,1.9918648,-0.01577246,420,-57.2,0.07653329343480603,0.942171,-0.0050000000000000044,-2.6086359180003677e-16,-0.0024699694,-0.26712314535632015,-1.1135381042273385,4.924100752419677
0.43413526,1133,0.5870310842755592,0.3902835112282075,0.006123042600923289,0.01399967309216457,0.3296571348751274,-2.2655349,-6.626397731772339,0.9999688264870815,1.0,0.6666666666666666,0.0022711158,-0.153734864086368,0.00874124976164781,1.960623,0.034682203,440,-61.6,0.08101056295903607,0.94393545,-0.0050000000000000044,2.5085356955343344e-17,-0.002918744,-0.6242615782395708,-1.0903272819095953,1.2782771696315356
0.42358017,1137,0.5853016949429922,0.2859269063335619,0.009953041278480866,0.021379090723250494,0.2691383826843162,-2.2051384,-5.040551188976382,0.9999761530296437,1.0,0.6666666666666666,0.0021669024,-0.1750317344999231,0.015456435172415664,2.6839986,0.06234433,460,-66.75,0.08837890687820894,0.9427875,-0.0050000000000000044,4.999421183888128e-17,-0.0021937538,-0.6242615782395708,-1.0943105650336928,0.8601629819609532
0.42663968,1149,0.5861586520696054,0.3910748205987109,0.01051125172721075,0.013749270978414291,0.37968375187879455,-1.9818367,-6.848370431305137,0.999967795221765,1.0,0.6666666666666666,0.0040858574,-0.1547537405037102,0.00840212648893692,2.389765,0.07225391,480,-62.4,0.08199887828336515,0.94261944,-0.0050000000000000044,0.0,-0.0019574554,-0.6223734454669053,-1.0529009145609252,1.6324781492285023
0.46379316,1150,0.5863058726939747,0.3676309675908047,0.02534051801157321,0.021205346651114426,0.3414468647742366,-1.8156161,-5.005887411879465,0.9999747230631396,1.0,1.0,0.007044003,-0.17592761627373096,0.013829150001012655,2.0605788,0.15066668,500,-67.4,0.0921138783478798,0.9424609,-0.0050000000000000044,4.942905987896349e-17,-0.0049420753,-0.6223734454669053,-1.0613518869106326,1.6461591575513184
0.43695557,1202,0.878379909462803,0.4664638800028189,0.03613761664474067,0.014295988712293956,0.42748195653468046,-1.7184476,-6.982412099959971,0.9999665277709746,1.0,0.6666666666666666,0.00047854372,-0.16057313656883884,0.007660664376825614,2.5457323,0.23186979,520,-65.05,0.10547230348845527,0.94061685,-0.0050000000000000044,0.0,-0.0014277695,-0.629869521151648,-1.1850343230687634,0.9816282944921931
0.44104883,1158,0.8252644943048951,0.9259609858134942,0.031276815717588904,0.005278330583308183,0.8158483511619636,-1.797843,-2.134297467254692,0.9999225497637324,1.0,1.0,0.006284298,-0.13431632083144135,0.00043987814457053127,2.5390236,0.17012736,540,-57.9,0.09531295879043779,0.93973994,-0.0050000000000000044,6.135947631779794e-17,-0.0031981107,-0.26712314535632015,-1.1987773367019907,6.454853131117827
0.46210718,1159,0.6732670871134248,0.2708078107287154,0.02864061636411347,0.020920262854102003,0.24151691607309456,-1.8135427,-5.026117910833592,0.999976515704738,1.0,0.6666666666666666,0.0010453642,-0.17620740921909406,0.01551692282574027,2.321614,0.20605282,560,-67.85,0.09198574707888789,0.9423678,-0.0050000000000000044,2.452261383123728e-17,-0.0015003325,-0.6204758245898546,-1.0306985141449292,1.1932343477344411
0.50298613,1172,0.6659076374023911,0.4186284888022802,0.030685721006877352,0.013854626219501487,0.40996603982750035,-1.9295275,-6.993774880606179,0.9999667290506428,1.0,0.4444444444444444,0.0009515728,-0.15705164208760128,0.008223547938629276,2.5545309,0.2484388,580,-63.55,0.09618296731441794,0.94371814,-0.0050000000000000044,1.2125302658022188e-17,-0.0006487267,-0.6242615782395708,-1.1406121052369926,1.5996454601190897
0.5427906,1176,0.7054841140699581,0.9666787377047912,0.03491610539286505,0.005415057147321584,0.9415366205176194,-2.7609136,-3.2421483037904886,0.9998562794255605,1.0,0.2962962962962963,0.0011463695,-0.13615346316459045,0.0003107097418051521,3.0199842,0.30151597,600,-58.8,0.09939670472354994,0.94187903,-0.0050000000000000044,2.416812026394899e-16,-0.00097319187,-0.26712314535632015,-1.1277614629504797,8.626806889174924
0.51294035,1190,0.7279339071239614,0.9885094243507281,0.03286703487087501,0.005528345272826778,0.9390851517423009,-1.982934,-1.9089869321811823,0.9998794591632068,1.0,0.4444444444444444,0.012374955,-0.13760414459355533,6.371916538428337e-05,2.667418,0.25622126,620,-59.5,0.09451829023198557,0.94332635,-0.0050000000000000044,8.359326303060002e-17,-0.013829205,-0.26712314535632015,-1.2138542295912027,10.969086282286566
0.4768962,1164,0.592753911056324,0.2250987356059655,0.02057623988840482,0.033347968376920105,0.15873900609723623,-2.0863247,-3.6105401468782534,0.9999822610211673,1.0,0.6666666666666666,0.0070304847,-0.21916041495608052,0.02621866260314535,2.3990693,0.18123896,640,-78.0,0.09125495031700144,0.9436572,-0.0050000000000000044,-2.441727614295877e-17,-0.0017214243,-0.6242615782395708,-1.1204095761490185,0.6762041922985957
0.5928658,1196,0.9030795298267722,0.8166196796011078,0.03720351354500383,0.005594429893416695,0.6743903799977793,-2.1628172,-2.6623669988133756,0.9999387973038317,1.0,0.6666666666666666,0.004701055,-0.13829028454407474,0.0016147296847785952,2.7626753,0.29046568,660,-59.8,0.10524163995340245,0.94166255,-0.0050000000000000044,1.7822978321741644e-17,-0.0028106822,-0.2780614240214839,-1.2336953984975167,2.6432820107956756
0.5525563,1214,1.244825880468958,0.45013789170883933,0.040877952488672466,0.01427290059899849,0.3994061986270293,-1.8759584,-6.6611658672813645,0.9999670742589296,1.0,0.6666666666666666,0.0026057414,-0.16164539699095598,0.00810851326182013,2.7875433,0.31355464,680,-65.65,0.107152045666019,0.94135714,-0.0050000000000000044,2.341162226557167e-17,-0.0011349228,-0.629869521151648,-1.335301027988299,1.065999067556298
0.66326976,1246,1.1951688554209088,0.30633980336009925,0.04673054253501143,0.02135078290566794,0.2901604781262975,-1.8206124,-5.162169877850024,0.9999756938836941,1.0,0.6666666666666666,0.003252882,-0.18506546221426967,0.014810334502825142,2.6657116,0.3544046,700,-72.2,0.11846050749736624,0.94414616,-0.0050000000000000044,1.1405180349279297e-17,-0.0018033504,-0.6317201735458897,-1.3122110872229449,5.039732406274134
0.70836383,1256,1.1910844784919414,0.9663937300624081,0.04820039614562717,0.006073602222549952,0.9814032813853507,-2.343998,-2.4429444898808317,0.9998354527696849,1.0,0.6666666666666666,0.0048619034,-0.1443955401878121,0.0003107097411388506,3.1483507,0.39579242,720,-62.8,0.10946110975603864,0.9472997,-0.0050000000000000044,1.2445812250575003e-16,-0.0032670177,-0.2923922652727339,-1.2570076553014269,2.960506831668294
0.74887663,1243,1.0154729244274165,0.9891912500035299,0.0484721038176591,0.005967425389167558,0.9637436253881737,-2.0840206,-2.864782512936925,0.9998171935697758,1.0,1.0,0.006495061,-0.14307439527883248,6.481836587432532e-05,3.116102,0.44150445,740,-62.15,0.10616253749830229,0.94960624,-0.0050000000000000044,0.0,-0.0030740672,-0.2852627613168697,-1.2754791702955028,2.9491402373797273
0.6249975,1207,0.8765239128407197,0.9923217592301248,0.036509188631404656,0.005670987190513746,0.986258853318547,-1.8346858,-3.299332009810145,0.9997084351163051,1.0,1.0,0.005337739,-0.13937597887222145,4.6702824077548606e-05,2.9967604,0.34249488,760,-60.35,0.09199877719948937,0.9550054,-0.0050000000000000044,1.7660548527591554e-17,-0.007662699,-0.2744335919813909,-1.1015774594764618,5.287573387219461
0.57163733,1187,0.6868188161592855,0.42754733905931974,0.031931143144904,0.013981960230252005,0.41791181885285233,-1.7928197,-7.254939589837438,0.9999664955717363,1.0,1.0,0.0023728856,-0.15863272704154957,0.008090759262243324,2.8904915,0.3023477,780,-64.3,0.09090469741679305,0.95753217,-0.0050000000000000044,-1.1972076423927551e-17,-0.002271764,-0.6261402703483729,-1.1108820844371543,2.4009978128849223
0.61353886,1189,0.7929869470902157,0.9774581361857706,0.03060743646390321,0.005530610669055242,0.9615428916240244,-2.4943871,-1.635869440436148,0.999841126745946,1.0,1.0,0.0018320051,-0.13754178400488098,0.0001743050590076451,2.5635612,0.32607412,800,-59.45,0.09798400734163523,0.95991653,-0.0050000000000000044,2.3903876728682932e-17,-0.001398867,-0.2744335919813909,-1.1163093592656264,9.46808176565782
0.58842605,1176,0.7033874997881091,0.43701844733985107,0.022881813868025364,0.014016641055129076,0.41824805073124127,-2.427743,-7.102648647391117,0.9999662528980698,1.0,1.5,0.007679284,-0.1576903422621529,0.007950225169985713,2.623931,0.2915879,820,-63.75,0.08693462635468502,0.95986354,-0.0050000000000000044,-1.2084060131974493e-17,-0.006024923,-0.6261402703483729,-1.0324158435869808,0.7453611848821995
0.548121,1161,0.6022959484401603,0.9633458492540844,0.018069856804357687,0.005284901088794962,0.9331831285544528,-2.0070581,-3.7601793719562266,0.9998918235631538,1.0,1.0,0.0007379986,-0.13455694282176078,0.00022801182325441011,2.9408298,0.2879182,840,-58.05,0.08263941216173336,0.95807356,-0.0050000000000000044,6.273094781689085e-17,-0.0018515949,-0.25973904230329553,-0.8524019392879777,7.00862031671466
0.53180045,1162,0.6029786810572807,0.9951483871530807,0.015634389955006024,0.005291561305760444,0.968516394630015,-1.7262993,-2.353798272642436,0.9998373756537156,1.0,1.5,0.012853555,-0.13465498820364533,2.6238634498144558e-05,2.3409672,0.25466484,860,-58.1,0.08390152816264951,0.9575891,-0.0050000000000000044,1.6815770424615108e-17,-0.011295248,-0.25973904230329553,-0.8024091618199104,7.71776064459297
0.49353528,1149,0.6028410447386863,0.9941528179341093,0.007877482447684223,0.005200753919094268,0.9901655884566422,-1.7951889,-4.179075225603396,0.9996972446708821,1.0,1.5,0.005710653,-0.13335686873404973,3.0463086860521342e-05,3.1515923,0.16033831,880,-57.45,0.07888423035196751,0.9577491,-0.0050000000000000044,-1.2368019769540473e-17,-0.0064777993,-0.25973904230329553,-0.7818441979019711,5.777334416569357
0.4761442,1134,0.6025875249087458,0.24292375311794046,0.0029126472579605067,0.02780240544388874,0.20404799064887413,-2.2832055,-4.097443084272248,0.9999799675797023,1.0,1.0,0.00019624797,-0.19551993099668893,0.021150671737852712,2.1029403,0.11835705,900,-71.55,0.07408848453851877,0.9571926,-0.0050000000000000044,-5.0126471658560857e-17,-0.00050396274,-0.6204758245898546,-1.1244914607725722,0.6297028928190737
0.5081205,1138,0.60178558087303,0.9410738899324269,0.002536454819774044,0.005103403873939667,0.9347234829196802,-2.202664,-1.8048907861378811,0.9999036398941288,1.0,1.0,0.0022289597,-0.13216790316578433,0.0013998028646510833,2.1825569,0.117109165,920,-56.9,0.07570354648863184,0.95774424,-0.0050000000000000044,1.3736327053358703e-16,-0.0014297788,-0.2560191379932618,-0.7831431958116927,3.9957468019083104
0.5006768,1131,0.6020672369458445,0.23600581685892175,0.006238924780241931,0.028343416922645154,0.19300482151688325,-2.0051944,-4.179797635941323,0.999980217947704,1.0,0.6666666666666666,0.0006505613,-0.19636768703634355,0.022718387411036614,2.3349354,0.118373744,940,-71.4,0.07827205774084504,0.96055555,-0.0050000000000000044,-1.2564858280461541e-17,-0.0006871723,-0.6242615782395708,-1.1271637181545284,1.29469536619549
0.4962008,1145,0.6022704367574643,0.961024559929458,0.009159307167908519,0.005160718373553687,0.9544862394145273,-2.2233677,-2.8041255698250187,0.9998655384129099,1.0,0.6666666666666666,0.005518513,-0.13290543224280146,0.0011112383271761526,2.5520313,0.1589106,960,-57.25,0.07571881988944605,0.96300393,-0.0050000000000000044,5.2747714008391715e-17,-0.0036800052,-0.25973904230329553,-0.8450550482597438,4.342569724143609
0.4633191,1139,0.602409884810054,0.3221692717525534,-0.0035256155391223372,0.021346556536134487,0.3038787531239009,-2.2109911,-5.22150820622021,0.999975405622728,1.0,1.0,0.0061178226,-0.17514755948228308,0.014983740358148855,2.461099,0.0671652,980,-66.85,0.07102400897157309,0.9634047,-0.0050000000000000044,-1.2476606422477615e-17,-0.0033562689,-0.6223734454669053,-1.0677601080061285,0.9460718048396113
0.49313492,1148,0.6019141053908388,0.9008183719970697,-0.014281602938777433,0.005198099242598254,0.932946519107055,-2.103964,-4.741326248199685,0.9998875219330603,1.0,1.0,0.0023462123,-0.13327247533863354,0.0006742847116482792,2.162582,0.0032609298,1000,-57.4,0.06891404323439386,0.9598555,-0.0050000000000000044,-7.427275983555055e-17,-0.002241709,-0.27078752962953856,-0.7675653213289565,4.53013582762886
0.46343297,1148,0.5999982643249934,0.9759468477850826,-0.012195061599683449,0.005191439712598284,0.892938795013122,-2.383316,-2.437572223251735,0.9999087393924136,1.0,1.0,0.0037532633,-0.1332467145999166,0.0001284454907799983,2.0850716,0.010075842,1020,-57.4,0.06782489668996489,0.95911145,-0.0050000000000000044,-6.189396652962545e-17,-0.0025461644,-0.26344034709177905,-0.8515990813786322,8.075442236107678
0.46385753,1149,0.5982286745445875,0.4073442556235064,-0.01643704060125378,0.013927540588689741,0.36672458824863585,-2.5073557,-7.115914221445867,0.9999677688197679,1.0,0.6666666666666666,6.29065e-05,-0.15505148581599004,0.00830657684259618,2.1465087,-0.025280597,1040,-62.4,0.062078701315504345,0.9615338,-0.0050000000000000044,4.947207907816189e-17,-0.00031363964,-0.6242615782395708,-1.0816829086010955,0.7178574333787135
0.51987094,1140,0.5985392078457217,0.4070548066228139,-0.012778380494793556,0.013598037280855485,0.41078337800683673,-2.4773657,-7.234197020550241,0.9999667403317389,1.0,0.6666666666666666,0.0021437586,-0.15365916557915493,0.008084827612677615,2.95977,-0.02219755,1060,-61.95,0.0680568587161383,0.9658723,-0.0050000000000000044,-1.2465662030878951e-17,-0.0015682075,-0.6204758245898546,-1.0844863107011449,1.6813218473419835
0.48843098,1145,0.599506152738055,0.41939713782494303,-0.017506134413960414,0.01321980979029413,0.3496885886177138,-2.6530743,-6.990212450332871,0.9999692693765421,1.0,0.4444444444444444,0.00030769917,-0.1534514906757429,0.007675473661541819,2.5653691,-0.02944831,1080,-62.2,0.07084194139003817,0.9710283,-0.0050000000000000044,1.2411226825503934e-17,-0.0004697571,-0.6166519275673389,-1.0785262474215,3.1395860779411398
0.5036256,1142,0.5984255520013737,0.4086078064602876,-0.011072272724553094,0.013589764414768604,0.40539622070497794,-2.1560664,-7.119815178369924,0.9999668726987752,1.0,0.4444444444444444,0.001856177,-0.1538254499781914,0.008039845453852184,2.1400461,0.0053412127,1100,-62.05,0.06726077676118158,0.97750473,-0.0050000000000000044,1.2443830748863401e-17,-0.001718136,-0.6204758245898546,-1.1077678032575595,0.7976503901184668
0.45835036,1160,0.5981974873068512,0.9821043684598281,-0.016374713715360055,0.0052898783666508985,0.968328428971445,-2.389674,-2.048537183627589,0.9998202247207281,1.0,0.4444444444444444,0.0057521574,-0.1345069923198991,0.00016264681894704092,2.0502827,-0.027801225,1120,-58.0,0.061750878539759,0.9827911,-0.0050000000000000044,-1.1025663141105003e-16,-0.002036509,-0.26344034709177905,-0.7701037981594746,4.114312134496986
0.48890188,1151,0.5980604933964287,0.5479857916071955,-0.016701859292604298,0.021525607103868943,0.2928484700236964,-2.357829,-5.166515496531535,0.9999756500134069,1.0,0.6666666666666666,0.010364606,-0.1766159524240103,0.010013359721650144,2.0421062,-0.062371228,1140,-67.45,0.06334885505244878,0.9832916,-0.0050000000000000044,2.4693057715381413e-17,-0.006728978,-0.6242615782395708,-1.0923471434894936,0.5063287832882615
0.49327698,1159,0.5961071126949193,0.8012313229419818,-0.01241864888547789,0.005267745745662033,0.8133301365700951,-2.640067,-2.7440119382080055,0.9999276236342659,1.0,1.0,0.0063877674,-0.1343441188462306,0.0012148766568408002,2.17623,-0.05308746,1160,-57.95,0.059693429942703505,0.98249644,-0.0050000000000000044,3.678392074685592e-17,-0.0063341553,-0.25973904230329553,-0.686097762161392,3.6727128599319676
0.52258253,1158,0.5972327165397346,0.9844451002640833,-0.005754799422261993,0.0052643841576291974,0.8338191334915909,-2.26141,-1.9038148338749419,0.9999203268105352,1.0,1.5,0.006041089,-0.13425822292894424,8.720837755007306e-05,2.2491815,-0.014978685,1180,-57.9,0.06362170486254884,0.98273325,-0.0050000000000000044,2.4543790527119176e-17,-0.0047434303,-0.26712314535632015,-0.6938769509277577,5.066970768503728
0.48108757,1152,0.5970237979888646,0.9944661739163554,-0.0020333136719528195,0.005213881087776911,0.9890717851386173,-1.910862,-2.756773732773876,0.9997117597086024,1.0,1.5,0.0015332568,-0.13362429481548277,2.8987035776672635e-05,2.2215445,0.0125539405,1200,-57.6,0.06879316249443558,0.9837791,-0.0050000000000000044,5.551115123125783e-17,-0.00249806,-0.2560191379932618,-0.7225574666889553,2.3718953454878915
0.49085966,1152,0.5954593123839194,0.9953062301183018,-0.0036522066146618018,0.005214744744498587,0.9940346963828441,-2.302399,-2.8272414050051036,0.9995724647951598,1.0,1.0,0.0006325238,-0.13362747505635203,2.4564099621068418e-05,2.591733,-0.0022692317,1220,-57.6,0.06646924819655427,0.9849351,-0.0050000000000000044,-1.2335811384723961e-17,-0.0019040465,-0.25973904230329553,-0.6879532517761596,5.400891034093884
0.47927415,1141,0.5941355187095438,0.3130458414773296,6.471465679939284e-05,0.02148643658822732,0.27768134594536065,-2.3535318,-5.201437028288908,0.9999763759453203,1.0,1.0,0.0027467846,-0.1755873948334975,0.014888922065573915,2.2189662,-0.008493599,1240,-66.95,0.06918111226327486,0.9893094,-0.0050000000000000044,-4.981894729255742e-17,-0.0016225083,-0.6223734454669053,-1.1194182779158253,1.1127365590684806
0.53005624,1151,0.5962328885331212,0.41230805764244594,-0.0021946166642231274,0.013555121304138799,0.42017255103468565,-2.0868423,-7.246806897437686,0.9999670550695892,1.0,0.6666666666666666,0.00066857884,-0.1545755813551233,0.008295484990606372,2.301527,-0.005041467,1260,-62.5,0.0684896072063862,0.991248,-0.0050000000000000044,0.0,-0.00043287774,-0.6204758245898546,-1.0534867364043916,1.2982100018534626
0.49422023,1147,0.5945585173157326,0.31166874729687144,-0.0011776638284796777,0.021916011825911644,0.2990629192452142,-2.6529775,-4.917664419557236,0.9999762414925125,1.0,0.6666666666666666,0.005731038,-0.17696641668540192,0.015090712101256553,2.4874773,-0.024335807,1280,-67.25,0.0697533264941817,0.9933595,-0.0050000000000000044,-2.4779171255801228e-17,-0.0027383857,-0.6261402703483729,-1.0964339308331725,1.0395112337077257
0.4806597,1136,0.5951347899863305,0.2586226851805422,0.0003388025476387299,0.02791546477629887,0.24285691940502996,-2.25921,-4.316763928665716,0.9999797003203011,1.0,0.6666666666666666,0.0035641398,-0.19594726823312353,0.020905918549015936,2.2013102,-0.008528414,1300,-71.65,0.0681180063608967,0.9919598,-0.0050000000000000044,-1.2509555207044018e-17,-0.004340466,-0.6204758245898546,-1.0783017480981307,1.1204299907925017
