Steps,_mean_adv,_min_act,_std_adv,PolicyLoss,ValFuncLoss,ExplainedVarOld,ExplainedVarNew,_min_obs,_std_obs,_mean_act,PolicyEntropy,_std_act,_Episode,_max_adv,_max_obs,_min_discrew,_mean_obs,KL,_max_act,_min_adv,_max_discrew,_mean_discrew,Beta,_lr_multiplier,_std_discrew,_MeanReward
2114,-6.722258616462632e-18,-1.9745559,0.9999947664137212,-0.003107842,0.16391663022728054,0.9734235095655499,0.984578309792861,-0.563405573447032,0.026139233615702622,0.16532902,0.8961059,0.454345,220,2.618894318857761,0.4640910251616567,-11.836997749987583,0.008523963122851157,0.0059064943,2.4406118,-2.427392977799508,-0.1350928079450358,-6.103595523093714,0.6666666666666666,1.0,10.256670081538392,-105.7
2036,1.3959582234972498e-17,-2.1761253,0.9999998191019566,-0.0010579766,379.1799574940165,0.029115984518345184,0.03279199135803257,-3.1790873838138864,0.03155367747441154,0.25145823,0.8973016,0.43515772,240,0.2664274867385217,0.46848333873496634,-114.85688002871967,0.012836778429553053,0.0018735408,2.421007,-9.224629943958337,-0.11485688002871967,-9.436740813680716,0.6666666666666666,1.0,391.22387330890706,-151.75
2060,1.6901259248662576e-16,-2.2089152,0.9999980599258002,-0.0023836242,6.444075806032748,0.8487999199545195,0.8079264647360554,-0.5562329560580764,0.02519244628124172,0.17871627,0.8989182,0.46457443,260,2.5754692474657155,0.47313335906643816,-10.372606317030376,0.012873810597976614,0.001396091,2.4531608,-1.9368408228065974,-0.11762575510553497,-5.202189938105136,0.4444444444444444,1.0,7.4854626791323735,-103.0
2099,-2.708119050062316e-17,-2.3524845,0.9999997960606622,-0.010152934,326.7571078714694,0.04755472451753806,0.05591847062032518,-3.3031508635107225,0.045053890920088074,0.15380363,0.90023017,0.44107276,280,0.6641982163205076,0.4771193965519019,-105.11250029412601,0.0024962751398169007,0.004026199,2.654965,-9.529095796423665,-0.10511250029412601,-9.023325989515536,0.4444444444444444,1.0,341.54505594088175,-154.9
2051,2.7714977504050713e-17,-2.1104171,0.9999970274599876,-0.0038818882,2.6311642239704365,0.9096405376141808,0.8895595928224094,-0.5514634728554587,0.025900896536865982,0.23654087,0.89492,0.45594785,300,3.3908138930556175,0.48017969268773275,-8.980524521008126,0.013250395869710692,0.0072114305,2.349896,-2.14834519109605,-0.10741212065939583,-4.729464481418744,0.6666666666666666,1.0,6.169800457630241,-102.55
2179,-3.2608661576874724e-17,-2.3506536,0.9999966804129864,-0.0071115843,0.29363907165312225,0.9110162541429919,0.9621283049016537,-0.5492401462964939,0.027553645387299864,0.11185429,0.89775634,0.42997247,320,2.2592233484933177,0.48420239858586533,-10.340786940932233,0.0008797288620642576,0.0059041935,2.3084114,-2.6390407722757674,-0.10979627166840658,-5.097363978573397,0.6666666666666666,1.0,7.186620568186935,-108.95
2074,-2.0555720417360663e-17,-1.7994839,0.9999948036577067,-0.0074890982,0.12121905485876357,0.9723896505174255,0.9826722744715792,-0.5467660920277523,0.02643102737091878,0.20568247,0.9059715,0.4210527,340,2.9118565017283045,0.4870075676651061,-10.00348321333546,0.010954351519132014,0.009519581,2.1136143,-3.2658792609354714,-0.1120229760787087,-4.9834586157456835,1.0,1.0,6.869199489896057,-103.7
2021,-1.4063191207523013e-17,-2.3541408,0.9999998410521308,-0.0017161903,503.9673205539864,0.02116789457878454,0.018575109500795994,-3.503549262411164,0.042331601036015104,0.24871601,0.9107512,0.46995676,360,0.36554573903920845,0.48959024926884753,-93.96634138421724,0.006170229173629353,0.0008877041,2.6984727,-6.571710280803128,-0.09396634138421725,-11.522890978626288,0.6666666666666666,1.0,504.7764904979916,-200.95
2024,-5.441409290652941e-17,-2.170691,0.9999980059123272,-0.0013995469,13.279983181303333,0.8936058450091973,0.8601127028664461,-0.5429816347464075,0.025640189688250735,0.24553508,0.91522324,0.49075454,380,2.2079742191622667,0.4928260859532339,-8.0004690885347,0.013544313276641986,0.003372807,2.625305,-1.5493286001276603,-0.09569010685948066,-4.167727651863329,0.6666666666666666,1.0,4.803768895247215,-101.2
4284,2.6537543819238103e-17,-3.0162828,0.9999989747299765,-0.0019630254,25.945143119713286,0.3764498197858501,0.6690673227219246,-3.5679702583617705,0.2067390052205206,-0.42114076,0.9158863,0.8278479,400,6.069772122534951,2.27899999999986,-19.82101920973978,0.16095784472189412,0.0019224917,2.6247387,-2.3343152948426917,-0.09910617431197015,-11.743582908140095,0.6666666666666666,1.0,56.135332379714505,-214.2
1999,-1.4217963697050528e-17,-2.349963,0.9999961677216243,-0.0015678983,0.7608895015679389,0.9156888061764381,0.8989399030176535,-0.5486404878390287,0.024487844285010513,0.2993562,0.9182065,0.47426575,420,5.979879264909635,0.4689572154584614,-8.361960506569686,0.013921875827018976,0.0007182277,2.6387463,-3.262387393573414,-0.10071832644554765,-4.340856846651477,0.4444444444444444,1.0,5.217768053495808,-99.95
1963,7.239355433113604e-18,-2.161405,0.9999998327652865,-0.000574947,402.0030871383762,0.03398698951719126,0.06503587885190798,-3.614182667268295,0.0257806194931939,0.28997147,0.9221072,0.48018742,440,0.8007577539278861,0.47152862130688444,-88.95929781083251,0.008679089249082702,0.0022256528,2.758654,-7.07257612174934,-0.0889592978108325,-10.168677401085711,0.4444444444444444,1.0,423.5461961034866,-198.05
2001,-2.8407505677565224e-17,-2.4602878,0.9999988527853967,-0.0033199324,8.164852121736843,-0.28014684074522367,-0.04064502571805506,-0.5461246393074256,0.024809473966490497,0.2671721,0.9246155,0.4936644,460,3.6053804706533414,0.47454833577691985,-7.551487604081085,0.012210416165064042,0.008019116,2.5944347,-2.9143217668500596,-0.09032003596115483,-3.8967139669110047,0.6666666666666666,1.0,4.20748457855925,-100.05
6402,3.5516038026121845e-17,-3.1528144,0.9999996946830656,-0.0007643439,132.64149007373544,0.009253009061007678,0.08241765497870757,-3.7113190330159744,0.5385238555202536,-0.5660041,0.9231689,0.73691374,480,2.299232817215193,4.0299999999996805,-85.07387830721622,0.3678856323413117,0.00041284083,2.9357343,-11.397052471676732,-0.08507387830721623,-14.250842524403673,0.4444444444444444,1.0,141.59729589190695,-420.0
2005,1.7719270218456365e-16,-2.823423,0.9999990710266526,-0.003190298,21.595534638609667,-0.939226520763979,-0.8206286929347573,-0.5596053536476033,0.023927699092076093,0.28095257,0.9239352,0.5418641,500,3.0799764239578944,0.4414634615843471,-7.1083438021182195,0.008854380562455591,0.0074309,2.5557046,-2.2787855877713428,-0.08622925869490469,-3.726058411547312,0.6666666666666666,1.0,3.84419201822999,-100.25
2068,8.933322596597004e-17,-2.098482,0.9999990865188079,-0.0007837208,0.6000398494657361,-0.24751259651149904,0.865493908899209,-0.5583708586446395,0.024722263306720768,0.15962479,0.9277965,0.5012731,520,2.645307614323521,0.4444097826708524,-8.185367181165436,0.0002630755752599192,0.0011684113,2.4965765,-2.7015033207502563,-0.08740396835877436,-3.883486464523567,0.4444444444444444,1.0,4.196051524258897,-103.4
2016,0.0,-2.1167178,0.9999997541228177,-0.0026451044,208.2072868755238,0.03378303009420136,0.03437095705320292,-3.6341739068017738,0.02879164512571878,0.22513095,0.933262,0.5574348,540,0.44265507534674986,0.4468524215172917,-84.47237591190412,0.006250548018603182,0.006500147,2.6367774,-9.275887214761589,-0.08447237591190412,-6.917686825107544,0.6666666666666666,1.0,212.40473920457754,-150.75
2064,-4.131062417209885e-17,-2.351261,0.9999966252501736,-0.004083864,2.5845790927063903,0.8489474963471999,0.8755737560856346,-0.5563470383499888,0.024961140849257477,0.18002984,0.93690807,0.56503546,560,2.7699375440513134,0.44920908945673993,-7.73507078977892,0.00710137338290019,0.0071769813,2.639639,-2.641796611096291,-0.08556234624611711,-3.7958671983030046,1.0,1.0,4.009400549405821,-103.2
2023,-7.024643952151262e-18,-2.1164665,0.9999953054144379,-0.001518996,0.22103131417370991,0.9340181147932928,0.9479348604130059,-0.5555453491854591,0.023978829144301217,0.20415162,0.9429316,0.52393687,580,3.284733802024398,0.45057255684640146,-7.241957647113129,0.004752440555346112,0.00075261015,2.4416318,-2.852813949024971,-0.0866178837084927,-3.7715130498683838,0.6666666666666666,1.0,3.936246300621764,-101.15
2002,1.0647493542858644e-17,-2.036926,0.9999950497177668,-0.00044171102,0.12737104313137637,0.9502846331129694,0.9684208526806782,-0.5546156343087486,0.023993864351623137,0.24187873,0.94511855,0.5144443,600,1.9004382465086984,0.4529829603951824,-7.480531137720929,0.008010170189176652,0.0001644349,2.6510873,-2.852335717371967,-0.08765020876466757,-3.783495821184647,0.4444444444444444,1.0,3.9682908085074495,-100.1
