_std_discrew,_mean_obs,PolicyEntropy,_mean_discrew,_max_act,_max_obs,_max_adv,_max_discrew,_std_adv,_mean_adv,Beta,_MeanReward,_min_adv,_std_act,_Episode,_min_discrew,ValFuncLoss,KL,Steps,_std_obs,_min_obs,_mean_act,_min_act,_lr_multiplier,ExplainedVarOld,PolicyLoss,ExplainedVarNew
2.9804274348723765,1.9288176889935706,0.9201711,-1.05568983686967,2.2359743,26.47903002402111,0.9814437535554077,-0.0050000000000000044,0.9999978906004534,2.850008466322788e-17,0.6666666666666666,-798.7,-9.825713956461263,0.37021542,20,-10.000000000000009,1.021331047541284,0.0006509878,7978,13.084949990701661,-3.4482462750285885,0.040316302,-2.2065656,1.0,0.013551761379672733,-0.00154251,0.663401361091767
0.06623802634943221,0.1208755871808824,0.9244668,-0.7202318359659543,2.717101,1.394014238150108,4.768414080481498,-0.0050000000000000044,0.9999980212269086,1.347098667767435e-16,0.4444444444444444,-685.7,-1.4226711700169554,0.39673692,40,-0.9850870093467523,0.009327732428012204,0.0002293635,13714,0.1260726864951333,-0.5557282226587668,-0.02241612,-2.5788531,1.0,-45.058085976571405,-0.00033656496,0.8619968357251651
0.595781749952235,0.11892048121795654,0.92553276,-0.8834565729866347,2.6179745,1.0223960179694582,3.598119613997244,-0.0050000000000000044,0.9999954445594075,-2.2937486292657637e-17,0.4444444444444444,-920.85,-26.411428008240996,0.39749485,60,-10.000000000000009,0.3859350632301065,0.0035950856,16418,0.10819199629500892,-0.4613463983088674,-0.058640085,-2.5429466,1.0,-0.6328724954802101,-0.0020002136,0.35227142070385187
0.06391818490502969,0.11802290046966236,0.9280232,-0.7657891364540105,2.7689068,1.0289999999999975,3.7554508670696665,-0.0050000000000000044,0.9999678594263057,3.9127271018093745e-17,0.6666666666666666,-835.35,-6.100837363239342,0.4032102,80,-0.9942750306212759,0.00274531941645775,0.009442017,16707,0.09575513863736815,-0.44125502487527624,-0.077355795,-2.5719593,1.0,0.7650101457832577,-0.0051365956,0.9621095889011525
0.06538117354775931,0.07944042395717894,0.9312285,-0.7365246686725896,2.203835,0.9719294007325608,5.055227789250527,-0.0050000000000000044,0.999949915259384,-1.9314787244583085e-17,0.4444444444444444,-735.75,-2.2677923106014997,0.41630378,100,-0.9830111240083602,0.0015830298977138838,0.0013794409,14715,0.09255958912277272,-0.47030466864712417,-0.07375516,-2.6109536,1.0,0.8988595696083961,-0.0019544982,0.9794782344420381
0.06560537632995317,0.07776232518813626,0.93166995,-0.729100218686288,2.3079312,0.9722088564496272,4.785302391574157,-0.0050000000000000044,0.9999209019680906,1.1951100748645599e-17,0.6666666666666666,-713.45,-5.986923287213865,0.41164672,120,-0.984320437585977,0.0006217351482527456,0.012590916,14269,0.08925952160377555,-0.4944172670075573,-0.08521187,-2.3810298,1.0,0.9757852515023563,-0.009625313,0.9906770912651041
0.06592803712798229,0.0653751220340835,0.93379456,-0.7011342491621968,2.8346853,0.9667736749161882,12.417536952078592,-0.0050000000000000044,0.9998963974822848,1.3361298799845181e-17,1.0,-638.15,-8.509414832621555,0.41082156,140,-0.9719549271997199,0.0013399789601732195,0.010951095,12763,0.0830601949907616,-0.5104415498856117,-0.058228854,-2.483982,1.0,0.9782391508609495,-0.0076814983,0.9835824073169999
0.0653995786535548,0.050171657986576135,0.9414998,-0.6717662128897472,2.3778508,0.9500983788387608,8.544870170512274,-0.0050000000000000044,0.999883347157117,-1.5422247371652796e-16,1.5,-571.3,-3.0077434478784553,0.42043716,160,-0.9585374246725886,0.0008003415785502896,0.007979553,11426,0.08055768490819984,-0.5209715259683195,-0.04631352,-2.5687997,1.0,0.9865493160753622,-0.0061734635,0.991537396735207
0.06449639329790478,0.04534356472321812,0.9478775,-0.6488715798148507,2.6374516,0.9390778082603021,5.135706129089041,-0.0050000000000000044,0.999853966671462,7.298707957208562e-17,1.5,-525.7,-3.0299925089685855,0.43808934,180,-0.9467276032606079,0.0002520324286166696,0.0040485556,10514,0.08100936939823672,-0.5141928445586142,-0.001994964,-2.330517,1.0,0.9911109428882408,-0.0040857727,0.996334803141383
0.06346894408577829,0.04389065962376695,0.95009905,-0.6306145475154736,2.5190146,0.9258257416600366,5.077248921698238,-0.0050000000000000044,0.999829283321477,2.883696167857549e-17,1.5,-492.8,-3.3396117977770383,0.43565974,200,-0.93745916830425,0.0003221883597518858,0.0036934065,9856,0.07522049780675266,-0.5107161699423223,0.021496268,-2.5296814,1.0,0.9935825820361186,-0.0040588933,0.9952403719820396
0.061890910772988014,0.042527893950851436,0.9508882,-0.6085726927734945,2.5081666,0.915678280727955,5.690128331261803,-0.0050000000000000044,0.999830476708498,1.2450644805784254e-17,1.5,-456.55,-4.355226364717515,0.4185449,220,-0.9150906088205967,0.00024369038183716754,0.0047691753,9131,0.06990464330973786,-0.503825531899309,0.04553293,-2.6351633,1.0,0.9937010005488347,-0.004549488,0.9961550055612196
0.060377382668814435,0.041518474931842755,0.9513234,-0.5903308776005537,2.413657,0.9047148428200964,6.7783921261778275,-0.0050000000000000044,0.9998144754598467,9.939977651108886e-18,1.5,-428.9,-2.597219569861561,0.42783013,240,-0.8982990944193598,0.00021628606681340656,0.005000581,8578,0.06485313578459646,-0.49913853608356196,0.06480914,-2.591724,1.0,0.9949082930935169,-0.0046793562,0.9968702979173042
0.9496801699996648,0.045429740826373285,0.9523925,-0.676645554947384,2.3544374,0.8938421674148269,0.261629331065493,-0.0050000000000000044,0.9999959054507161,1.558848727843357e-17,1.0,-464.6,-18.985711160431766,0.41563606,260,-10.000000000000009,0.502262116109216,3.770866e-05,7293,0.05302874304033291,-0.509832184905698,0.064192586,-2.8318567,1.0,0.11517370565944895,-0.00013114544,0.4722677431044714
3.2367341058465557,0.044761506402254354,0.9542042,-1.1058578095763765,2.315052,0.8800558678162475,2.4710339973647346,-0.0050000000000000044,0.9999976590023906,2.4164695562196974e-17,0.6666666666666666,-652.7,-11.600708101371463,0.40107143,280,-10.000000000000009,1.9571151847704416,0.00089458626,7057,0.050059996411543024,-0.4907440708106432,0.058625363,-2.2574813,1.0,0.10708465043654714,-0.0008095591,0.4036805159682969
0.05636488218336208,0.04698316929631445,0.9592619,-0.5475247201581666,2.4403827,0.8678500529808821,12.217784342979087,-0.0050000000000000044,0.9999915196352333,-2.301352990316114e-17,1.0,-370.5,-3.7119770209390617,0.40062964,300,-0.8757199010901237,0.1476484688541909,0.007805228,7410,0.05330938046232464,-0.46377421746166136,0.056540493,-2.2974565,1.0,-2.666742669470263,-0.0040978,-1.4914942147953107
0.05825895779810656,0.043254568256835095,0.96288264,-0.5680506611344388,2.6810658,0.8562881681977185,5.2808620537410995,-0.0050000000000000044,0.9999654035201595,2.858248591366839e-17,0.6666666666666666,-397.75,-3.088311931714427,0.40315452,320,-0.8817959389115284,0.0014543955525937494,0.00054935546,7955,0.057356289485991176,-0.4293066059129539,0.05920556,-2.2518723,1.0,0.8719162164429148,-0.0011661064,0.9753095789780066
0.05719609088382931,0.0423396540607246,0.96318805,-0.5579741456024532,2.7387443,0.8484237425530188,6.3702343033420465,-0.0050000000000000044,0.9999165646395262,-3.2335191459632694e-17,1.0,-384.55,-3.204395432350806,0.41685826,340,-0.8757199010901237,0.0007141468297187156,0.006895182,7691,0.05545714376533097,-0.41804748863303154,0.044829246,-2.5578763,1.0,0.9808014790400562,-0.0034705398,0.9875691028910089
0.05477347387418205,0.0457190898842391,0.96632725,-0.5354229373405587,2.451344,0.8402950699875297,5.204445045491254,-0.0050000000000000044,0.9999117956343022,-1.5951569765906556e-17,1.0,-356.35,-2.725057980787454,0.41171438,360,-0.8555527866762593,0.0008498952865665105,0.0023187343,7127,0.04749544919467744,-0.4162603128323837,0.05996488,-2.3803108,1.0,0.9807412336379082,-0.0021401718,0.985695819675284
2.5193279926617804,0.048591902666342036,0.9689394,-0.9438357635981037,2.5165877,0.8311887609565027,0.30908076382918165,-0.0050000000000000044,0.9999973464975701,-1.301757683835298e-17,0.6666666666666666,-527.4,-13.012556326692865,0.40958446,380,-10.000000000000009,0.5435388546475496,0.0008772891,6550,0.041826666289582475,-0.43035908429987396,0.052634817,-2.1741886,1.0,0.037898168140219846,-0.0009572413,0.7842989015530218
4.83440544402656,0.046625898027351856,0.97112715,-1.4129815348856287,2.497963,0.8240324144788316,4.7884320672064975,-0.0050000000000000044,0.999997703546001,9.108062627913478e-18,1.0,-711.85,-9.196574818616883,0.40972117,400,-10.000000000000009,2.601268028752402,0.0063694553,6241,0.039435997002279344,-0.41900929075560017,0.03839029,-2.1857533,1.0,0.2908156821090345,-0.003742159,0.462157890646514
0.05362419835210327,0.04882242920467514,0.9714706,-0.5259075354024793,2.1752596,0.8162012527227366,8.469845480171145,-0.0050000000000000044,0.9999858066850081,-3.2928845104016226e-17,1.0,-345.25,-2.3505675605456458,0.40914673,420,-0.8403210923668604,0.034424748629040235,0.003813818,6905,0.04207046701269959,-0.3897842933006645,0.037478007,-2.4161577,1.0,0.12605146619998697,-0.0028645704,0.36054849983182924
0.055353967949408285,0.04220473287200604,0.97313476,-0.5411529485432696,2.407596,0.8088169641023828,4.750076146454021,-0.0050000000000000044,0.9999778093311723,3.909988916000001e-18,0.6666666666666666,-363.45,-2.3562570005849364,0.42288017,440,-0.8569936476291636,0.0026106465951884097,0.00078920595,7269,0.0497232337502585,-0.40793591334969365,0.06090615,-2.2927852,1.0,0.661158630297762,-0.0011900631,0.9586511004190891
