_mean_obs,_min_discrew,_max_adv,_std_obs,Steps,ValFuncLoss,_std_act,_mean_act,Beta,_min_obs,PolicyLoss,KL,_min_adv,_mean_adv,_lr_multiplier,PolicyEntropy,_max_obs,_std_discrew,_MeanReward,ExplainedVarOld,_max_act,_mean_discrew,_std_adv,ExplainedVarNew,_min_act,_max_discrew,_Episode
0.6620730889731752,-0.9999999998065424,3.806513315772231,0.7310388401553678,85159,0.0004883137189610732,0.395598,-0.06485517,0.6666666666666666,-0.6964399898282738,-0.0010709506,0.0013518855,-5.836461233696878,1.1480956850196666e-16,1.0,0.9166965,15.562995003359031,0.021125222607741086,-4257.95,-3.126049726843867,2.463804,-0.9532638946257564,0.9999838360100457,0.97689580858294,-2.7468848,-0.0050000000000000044,20
