PolicyLoss,_min_discrew,_mean_obs,KL,_MeanReward,ValFuncLoss,_mean_adv,Beta,_mean_act,PolicyEntropy,ExplainedVarNew,_min_adv,_std_adv,Steps,_std_act,_min_obs,_max_obs,_lr_multiplier,_Episode,ExplainedVarOld,_std_obs,_max_discrew,_max_act,_max_adv,_mean_discrew,_min_act,_std_discrew
-0.001113889,-0.24852315647914122,1.443489790966512,0.00071972073,-53.15,0.0001434829401703561,-3.8434814022771176e-17,0.6666666666666666,0.24008292,0.9229207,0.9711740437959646,-1.4842590072728985,0.9999732013108105,1063,0.37157547,-0.877408469419152,6.920715177337602,1.0,20,0.06004229477453604,0.12483932892427832,-0.0050000000000000044,2.07004,2.0607073265548004,-0.12438323582635528,-1.6783873,0.004541810433482914
-0.0027162388,-0.6147255553440591,0.19648237430158935,0.0070175063,-63.35,0.01669182320111216,0.0,1.0,0.15054311,0.9232532,0.2032935829356951,-5.619400263994862,0.9999795421778225,1069,0.6043357,-0.8509642578131118,1.5375063826137965,1.0,40,0.05532988254996807,0.04824325767292633,-0.0050000000000000044,2.4092898,0.6740187044008827,-0.16785746508529675,-2.3884003,0.020946142740843093
