_MeanReward,_min_adv,Beta,_lr_multiplier,_mean_discrew,Steps,_std_adv,PolicyLoss,_max_obs,PolicyEntropy,ExplainedVarNew,_std_discrew,_mean_obs,_std_act,_mean_act,ValFuncLoss,_mean_adv,_min_obs,_Episode,ExplainedVarOld,_max_act,_max_adv,_min_act,KL,_max_discrew,_std_obs,_min_discrew
-2063.05,-6.6645987376364735,1.0,1.0,-2.4490402320544806,6268,0.9999994299353624,-0.0023137226,2.101574717215296,0.92290914,0.331962250003627,33.68504661298915,0.15466814647277807,0.3709275,0.005221331,23.429850067464972,-9.068828790811745e-18,-0.8314009126286822,20,0.001289204324153581,2.1700888,0.5539975897068609,-2.082546,0.002119019,-0.0050000000000000044,0.11730553433275433,-25.00000000000002
-1111.4,-10.992421029418553,0.6666666666666666,1.0,-1.8474966884899713,7231,0.9999991022205698,-0.0009569641,0.8188838788608467,0.9229805,0.11108726253326084,19.79020990643374,0.03302424495768998,0.3770549,0.024331715,17.90552028941564,-3.144429199878745e-17,-0.6828025064888128,40,0.01381062032698921,2.2441561,0.3184973415006575,-2.139936,0.0009644553,-0.0050000000000000044,0.050567401095177704,-25.00000000000002
-1328.05,-9.397675810210995,0.6666666666666666,1.0,-2.382223080022814,6565,0.9999992194647719,-0.0010933918,0.6302086584545235,0.92168826,0.3894346530910382,26.9179400897091,0.039101865550498716,0.37215734,0.024576342,16.549230932162313,0.0,-0.6171499474871754,60,0.08093113970241417,2.5774577,0.5206444410888725,-2.193007,0.0023972064,-0.0050000000000000044,0.04169589310878656,-25.00000000000002
-875.35,-12.779397030238233,0.6666666666666666,1.0,-1.5662755147788971,7509,0.9999986284102949,-0.0015598545,0.6117256774810634,0.9229127,0.7663095739748192,14.41601061891981,0.02863036557933147,0.37244377,0.0275755,3.422798593029254,7.570038468612067e-18,-0.5911366799521227,80,0.5447130068483772,2.1907196,3.802189536859901,-2.3859074,0.0035563444,-0.0050000000000000044,0.041473528394153476,-25.00000000000002
-425.6,-2.816768309359304,0.6666666666666666,1.0,-0.588942398705304,8512,0.9999955501748892,-0.0031154542,0.6260109549558603,0.9223169,0.073880482634057,0.06068681007832202,0.016592585102213883,0.37505913,0.017315196,0.05622314127126158,-1.0017049846242013e-17,-0.5752335869765285,100,-5.0931260854171,2.1223447,12.112425268149776,-1.9798739,0.0038284566,-0.0050000000000000044,0.04434735883955593,-0.9167761026371349
-475.8,-1.1137182709982933,0.4444444444444444,1.0,-0.6208130188298855,9516,0.9999863272396452,-0.0013261526,0.6384272338548274,0.918908,0.8937417823187324,0.06294813691381598,0.003823552442170522,0.3866357,0.0213457,0.007764358344853191,4.181420050710972e-17,-0.5600888807660896,120,0.5014026972329337,2.3299444,13.3315561959381,-2.2827146,0.0014855867,-0.0050000000000000044,0.04979022128155529,-0.941404575879329
-465.4,-3.695896909735621,0.4444444444444444,1.0,-0.6142889746288971,9308,0.9999688001250975,-0.00092260994,0.6541344631577547,0.9150312,0.9161835096970143,0.06239917281108205,0.009683475515729014,0.38491094,0.02775779,0.005234019991997564,-1.2213884585476583e-17,-0.5404600154745632,140,0.867327181015894,2.2983258,13.348816952143308,-2.1434863,0.0032040393,-0.0050000000000000044,0.0533360880215826,-0.9239562538685923
-428.2,-4.680016790628478,0.6666666666666666,1.0,-0.5902648497834405,8564,0.9999703189740762,-0.0021118408,0.6659518820091181,0.91793007,0.9131807503483966,0.06057597141654253,0.022706880248858554,0.38788882,0.037690766,0.005442366074555239,1.0785912616629265e-17,-0.5248367284609452,160,0.8476989237333228,2.4906883,10.548394782532561,-2.3028853,0.0076860734,-0.0050000000000000044,0.054078578927262685,-0.9163578920976231
-393.8,-2.9836892547333314,0.6666666666666666,1.0,-0.5653134332552391,7876,0.9999634907848036,-0.0014448853,0.6728939656779467,0.91925657,0.9288395731570979,0.05809296790578469,0.03326578553376952,0.39344612,0.07317177,0.004232199315931244,-1.8043238592181314e-18,-0.5187097790456462,180,0.8775474545403243,2.2249134,10.083349367732819,-2.3943899,0.0018547605,-0.0050000000000000044,0.05524862361994715,-0.8875749200365597
-391.85,-1.8328883331462593,0.6666666666666666,1.0,-0.5639461074259334,7837,0.9999545033816011,-0.0022135358,0.6772204341825808,0.91684496,0.9474289663243384,0.058007155905914515,0.032537039520729824,0.39257464,0.088242896,0.003050365957871496,-9.066514428481564e-18,-0.5302885002519624,200,0.9268790887429719,2.6380246,13.954958448347794,-2.3584669,0.0050364723,-0.0050000000000000044,0.057838579424299,-0.8946672907340659
