_std_act,_lr_multiplier,_mean_act,_max_discrew,ValFuncLoss,KL,_mean_discrew,_min_discrew,ExplainedVarNew,Beta,_max_adv,_std_adv,_Episode,_min_act,_min_obs,_mean_adv,_min_adv,ExplainedVarOld,_std_discrew,Steps,_max_act,PolicyLoss,_mean_obs,PolicyEntropy,_std_obs,_MeanReward,_max_obs
0.39531162,1.0,-0.015572225,-1.0,10568.858513004798,0.00027421277,-95.99422462660084,-181.03827052918098,0.00012398107777733536,0.6666666666666666,3.712107490350365,0.9999997787219936,20,-2.2395723,-1.5924030790921178,1.6506114403060678e-16,-0.6316155612279803,-0.0022151220635411306,2283.3931722317766,5467,2.487069,-0.00035963402,-0.04122885795587207,0.91560155,0.09327998934336276,-273.35,1.1301950970255177
