_min_obs,_max_discrew,_max_obs,_min_discrew,_lr_multiplier,ValFuncLoss,_mean_discrew,_mean_adv,_mean_act,_std_discrew,Beta,_min_act,_std_adv,_max_adv,PolicyEntropy,_max_act,KL,_Episode,_mean_obs,_std_obs,ExplainedVarOld,Steps,ExplainedVarNew,_min_adv,PolicyLoss,_MeanReward,_std_act
-0.4715543422489878,-0.0050000000000000044,0.9005655629214029,-0.9066063835587459,1.0,0.00014796850887489727,-0.6066523023274084,-1.0959125592862622e-17,-0.072704785,0.06164274890853123,0.6666666666666666,-2.6766057,0.9997663067386525,5.530443067066333,0.92827094,2.662791,0.0027095226,420,0.04541083915073749,0.06710146138572835,0.9970317267580582,9077,0.997611884625558,-5.6331332586015685,-0.0016566907,-453.85,0.46284693
-0.4668394029705074,-0.0050000000000000044,0.8892679123457315,-0.9008163186411151,1.0,0.00015886917929650447,-0.6018249139448328,4.775152794086695e-18,-0.056830686,0.06125148539056346,0.6666666666666666,-2.7186852,0.9997568694986653,6.528015994661847,0.9293625,2.7338576,0.0040372997,440,0.045981049319812284,0.06519653459187048,0.9967365640450654,8928,0.9974758763514252,-2.9712074057900693,-0.003502739,-446.4,0.4497804
-0.46247442516823584,-0.0050000000000000044,0.8789582978307315,-0.8967581976135164,1.0,0.00021882043448816333,-0.594145726151938,-5.229385359779946e-17,-0.040428802,0.060615442898712145,0.6666666666666666,-2.4215906,0.9997901885119058,7.475251222083129,0.9308789,2.2180614,0.003798999,460,0.0444113739699768,0.06426685558096129,0.9958465276863883,8696,0.9967581744410282,-2.5365444992219355,-0.0034048837,-434.8,0.43921253
-0.45752145841030073,-0.0050000000000000044,0.8695959923150886,-0.8925340377169321,1.0,0.00021914271825975644,-0.5856852459506375,-3.363914005255534e-17,-0.028401157,0.05986648393434362,0.6666666666666666,-2.696643,0.9997984616358575,8.420200051242423,0.9282845,2.2128406,0.004494263,480,0.0433964859518726,0.0627879687766407,0.9951024419278693,8449,0.9966723856353178,-2.3966586922526645,-0.0047235256,-422.45,0.4467715
-0.4523622199586896,-0.0050000000000000044,0.8611321972213812,-0.8769595950767497,1.0,0.00016808181046886703,-0.5730658181334918,-2.4574106473916508e-17,-0.0018758753,0.05866342674278192,0.6666666666666666,-2.8397126,0.9997302909299342,5.570032641150936,0.925116,2.4136782,0.0036470043,500,0.04337627864631463,0.06251947693776483,0.9974998194627727,8096,0.998214929464573,-3.9573787404683864,-0.0041764393,-404.8,0.434372
-0.4469993262677442,-0.0050000000000000044,0.8534851876216902,-0.8699848792959763,1.0,8.155599010122749e-05,-0.5667422172318397,-3.1380436279625874e-17,0.0074801804,0.05803540160647727,0.6666666666666666,-2.3706377,0.9997344031102097,4.034125686961712,0.92416346,2.3084714,0.0036342656,520,0.04094945940074156,0.06053760819945208,0.9979450089443774,7925,0.9986646362274674,-3.6480061247592923,-0.0046727126,-396.25,0.43563446
-0.44110025190520163,-0.0050000000000000044,0.8464542791841226,-0.8680149864709282,1.0,9.583271374010758e-05,-0.5615225628865663,-1.6424514246413e-17,0.030864362,0.05749898741720987,1.0,-2.919802,0.9996939148329909,7.218993166500162,0.9240798,2.388872,0.012329774,540,0.03981902404399569,0.05907741769028385,0.9980333679224346,7787,0.9989805658416622,-2.6082803952909335,-0.0050412416,-389.35,0.42176536
-0.43533828527001944,-0.0050000000000000044,0.8401734533874304,-0.8548269212826727,1.0,0.00011490997220373074,-0.5492216663150499,8.559609987740465e-18,0.07171705,0.05620099400460966,0.6666666666666666,-2.2849903,0.9996074430820903,5.69492220349938,0.9246649,2.7962413,0.00044679947,560,0.039519137489560124,0.05829124541061864,0.9988160675666222,7471,0.9990731949658612,-3.8128005648491725,-0.0013632879,-373.55,0.4293226
-0.42905718577332513,-0.0050000000000000044,0.8343667185938191,-0.8518868003046917,1.0,2.7749137935650452e-05,-0.5487242494001945,1.524156558809707e-17,0.09472439,0.056137541994543134,1.0,-2.2876365,0.999506949050504,3.1841443740554194,0.92387813,2.3306973,0.012173052,580,0.03956047757648991,0.05952984902770784,0.9993916585710412,7459,0.9995154416317572,-5.386269373301961,-0.0047476105,-372.95,0.43080533
-0.42359208175462987,-0.0050000000000000044,0.8290240494657155,-0.8403210923668604,1.0,5.8127117026737084e-05,-0.5362226912792509,-7.947905321701344e-18,0.13168576,0.054748798068479,1.0,-2.1200166,0.9994642800712089,6.290890243581101,0.92256653,2.7261655,0.0022254603,600,0.04030131941195619,0.05731534718193764,0.9993923743261262,7152,0.9994927690607779,-4.474258184058756,-0.004231169,-357.6,0.42337084
-0.4174516707848998,-0.0050000000000000044,0.8236521281148326,-0.8379017558100448,1.0,3.0703565183321856e-05,-0.5288263831482214,-4.889055521285093e-17,0.13012321,0.053906340000042054,1.0,-2.22384,0.9994428680876797,3.699320857052851,0.9162676,2.2798457,0.0032257065,620,0.04160447478676271,0.05422944767884114,0.9993439174731705,6976,0.9995175738913373,-4.901770815123207,-0.00533004,-348.8,0.4124798
-0.4114476047178038,-0.0050000000000000044,0.8179935907410018,-0.827852253577907,1.0,3.682712261139417e-05,-0.5213058690625433,0.0,0.1398095,0.0530169194005087,1.0,-2.1798353,0.9993540315389544,3.638192992858193,0.9162222,2.6062183,0.00462778,640,0.04184451930536982,0.051401696105965074,0.9995422038753553,6802,0.9996091727090629,-3.2016769144812827,-0.0073732957,-340.1,0.40722027
-0.43859641761331264,-0.0050000000000000044,0.8131469988082413,-25.00000000000002,1.0,8.187938216917951,-1.1064979157247443,-6.949073210367728e-17,0.11835023,8.667009507292132,0.6666666666666666,-2.3054242,0.9999985487239489,0.12959269040813662,0.9171254,2.3133955,4.030941e-05,660,0.04262441640241705,0.04680499122594359,-0.001256984896966129,6544,0.05553281761185369,-17.9334662306478,-1.9415318e-05,-577.15,0.39060915
-0.4166003028878548,-0.0050000000000000044,0.8079438527006637,-0.8125398461702598,1.0,0.07078523387547642,-0.5092183199279833,-5.2221790409561796e-17,0.12858096,0.05154796907847345,0.6666666666666666,-2.339703,0.9999882312002047,4.4096205220887725,0.9168191,2.2821684,0.0055849855,680,0.043166536659970056,0.045862492205743906,0.06211920159880879,6531,-0.29590865488089113,-2.484738202925167,-0.002078413,-326.55,0.4094378
-0.4061355457926884,-0.0050000000000000044,0.8027355107727616,-0.8180938201239235,1.0,0.0030821886158770777,-0.5128784746318588,-1.7194016594315795e-17,0.15959387,0.051996939414294084,1.0,-2.4088519,0.9999852400074137,3.8018695643380345,0.9196821,2.6114817,0.0062466753,700,0.042161149485825604,0.0485050330600274,0.14328512734047694,6612,0.9471723154000208,-3.534273647050106,-0.0049884724,-330.6,0.40791976
-0.40751182481418335,-0.0050000000000000044,0.7989849104372673,-0.8295694273484674,1.0,0.0012000925999996021,-0.5247092066529172,6.609699867535816e-17,0.19451356,0.05342611464677816,1.0,-2.4800615,0.9999548232753611,2.2393907526819703,0.9231296,2.832015,0.0015007111,720,0.04006133584147123,0.05485988138924167,0.9350106705349326,6880,0.9840287028899775,-2.8848569234299712,-0.00069891545,-344.0,0.4412792
-0.38507442949780873,-0.0050000000000000044,0.7951122924981293,-0.8329525593243676,1.0,0.0004933783621992384,-0.5261316493424635,-2.8779396211894697e-17,0.20197666,0.053593030594902835,0.6666666666666666,-2.255849,0.9999024433361994,4.965569392181941,0.9225613,2.4487588,0.00014263231,740,0.04006374456894633,0.055001273613426875,0.9811414024586376,6913,0.9908015670137773,-2.712423439062434,-0.00028204563,-345.65,0.44833973
-0.41099020416597765,-0.0050000000000000044,0.7916768423556743,-25.00000000000002,1.0,5.925922895847509,-1.1092640207329363,-8.275355781162908e-18,0.20933858,8.33710209692252,0.4444444444444444,-2.3359675,0.9999985186210526,0.15207165640284412,0.92340136,2.9310284,0.00022019373,760,0.039409205043403964,0.054410846468697815,-0.004644096253751728,6869,0.3124847122242459,-18.423693361693687,-0.00017426297,-593.4,0.4637367
-0.3916886662005409,-0.0050000000000000044,0.7880007135443914,-0.8287129923100175,1.0,0.15671328185751734,-0.5212663653184543,1.6716194342246145e-17,0.18794326,0.0530141736262442,0.6666666666666666,-2.4172685,0.9999898908343217,5.039990414356674,0.9223044,2.552188,0.0073424075,780,0.04088664814834309,0.054635538449148216,-1.767434582987331,6801,-1.886968852466428,-3.0550425977812252,-0.005957715,-340.05,0.42803362
-0.39808770029002055,-0.0050000000000000044,0.7849610881149875,-0.8434907984230327,1.0,0.031864870100253316,-0.5312560629860341,-4.041192866544008e-18,0.21272473,0.0541922860828064,0.4444444444444444,-2.7523813,0.9999957470822567,19.85801409307675,0.92137575,2.540616,0.0003202379,800,0.03815592416106939,0.05796231341617946,-7.247570751874838,7033,0.4207501981796261,-3.1744537579398915,-8.373876e-05,-351.65,0.47369745
-0.3975443904075034,-0.0050000000000000044,0.7820755440330601,-0.8403210923668604,1.0,0.02708806732492538,-0.5315412546862318,2.826022244500398e-17,0.2160374,0.05421991865417055,0.2962962962962963,-2.198437,0.9999825952709903,3.745460571861554,0.92301154,2.9907827,0.00020351748,820,0.037583215026191996,0.05731578861701149,0.41586922880570687,7040,0.5004280085162525,-1.2730328232926718,-8.0041995e-05,-352.0,0.46896854
-0.40016615932077604,-0.0050000000000000044,0.7793319277290763,-0.8427043200231484,1.0,0.003599262907815513,-0.5346843078765791,0.0,0.21667492,0.05457593301412413,0.19753086419753085,-2.1554694,0.9999819603877682,3.857971028704981,0.9237562,3.2303247,0.0005549815,840,0.03728276277045605,0.05805680216909336,0.47421205098313,7115,0.9340568478704319,-0.9978880661354976,-0.0010277636,-355.75,0.48805225
-0.4025863904863423,-0.0050000000000000044,0.7767938976358583,-0.8403210923668604,1.0,0.001942091934423573,-0.5323579656790108,-1.006577044567361e-18,0.21315995,0.05432116530335818,0.19753086419753085,-2.7000413,0.9999606164145115,6.8662738448208565,0.92290795,2.3989172,0.00515468,860,0.03759615307887631,0.05862578982380131,0.9203457320971535,7059,0.9642524302198917,-1.8713474332193125,-0.00074600126,-352.95,0.49114832
-0.40488784027524044,-0.0050000000000000044,0.7740652605329703,-0.8370871917688892,1.0,0.0013544796171982944,-0.5334703911358764,2.406579968704827e-17,0.2534669,0.054437631635652566,0.19753086419753085,-2.49611,0.9999349664360154,5.987735850668249,0.92330813,2.7324595,0.0047154,880,0.037192302976008056,0.059022326705139766,0.9660792269913838,7086,0.9753256843793494,-2.76728609959912,-0.0013078962,-354.3,0.5113394
-0.4070559539491854,-0.0050000000000000044,0.771893151941399,-0.8473645963099624,1.0,0.001078039701355735,-0.5429699688736527,-5.8273051046481696e-18,0.26432127,0.055507313723863784,0.2962962962962963,-2.742653,0.9999435943845538,5.743856108338501,0.923955,2.8269992,0.007781694,900,0.034791161983535594,0.061848322886763195,0.95076611093985,7316,0.9805815493365875,-3.0824005331377546,-0.0013378286,-365.8,0.55182856
-0.4087048964493116,-0.0050000000000000044,0.7697958487882671,-0.8605332331618344,1.0,0.0007641758042515476,-0.5476116860923415,-7.650527437524631e-18,0.3079927,0.05603888307991588,0.19753086419753085,-2.6142716,0.9999349896030282,5.263328048792192,0.92643946,2.9655073,0.0006430454,920,0.03535835689432588,0.0636460607971938,0.9617194493471554,7430,0.9865054037644889,-2.983881175939715,-0.0005209389,-371.5,0.6394662
-0.41006198860117826,-0.0050000000000000044,0.7680375277015069,-0.8503944852955144,1.0,0.0005162644157545568,-0.5409654103353592,-2.933702459785715e-18,0.30062997,0.05530128672695494,0.1316872427983539,-2.7192118,0.9999047129781048,5.67246626226827,0.9287413,3.6177158,0.0010835117,940,0.03664528247295717,0.06181312883841096,0.9865574913222115,7266,0.9906652100766465,-2.674324314185975,-0.00073279964,-363.3,0.61348164
-0.41163737145658813,-0.0050000000000000044,0.7661968607206007,-0.846597584231118,1.0,0.00023801505466218014,-0.5399739520013,1.962283169732395e-17,0.29624182,0.05518679723781058,0.0877914951989026,-3.152263,0.9998732609472356,4.857684423986637,0.92736703,2.5906417,0.0013218326,960,0.03579167229674016,0.06189215401331392,0.9926374621849162,7242,0.9957226227991879,-2.6619549797931277,-0.00029982335,-362.1,0.5852073
-0.41315316316700496,-0.0050000000000000044,0.76401779273774,-0.8496426987894617,1.0,0.00020616068090231645,-0.540590392963171,2.790473745233961e-17,0.3231527,0.055256273913551354,0.1316872427983539,-2.742647,0.9998444751804193,5.049200950369729,0.9242089,3.211017,0.008463986,980,0.03614892154764675,0.062081263133461406,0.9945463112403081,7257,0.9962707773496255,-3.5371593008507967,-0.0024111317,-362.85,0.6249301
-0.41459233323361494,-0.0050000000000000044,0.7625474177777954,-0.8481277733284126,1.0,0.00012361696901407672,-0.5399637047889753,-1.1773699018394369e-17,0.369981,0.05518081480239134,0.1316872427983539,-2.7535605,0.9997846116042229,5.412653255752595,0.923981,2.9242482,0.0035974102,1000,0.03421814711826306,0.06191052778591292,0.9972203739329975,7242,0.9977688376118106,-3.631672980316991,-0.0012430793,-362.1,0.66391283
-0.4159874253437089,-0.0050000000000000044,0.7608234247463864,-0.846597584231118,1.0,0.00021209171592330897,-0.5358019420029975,0.0,0.3578324,0.05473886448953266,0.1316872427983539,-2.4565606,0.9998045118216529,7.2891150238404165,0.92460907,2.9443367,0.0048128017,1020,0.03574225682090728,0.06147366447108301,0.995350381228524,7140,0.9961764227908615,-2.394113271028282,-0.0016826747,-357.0,0.61141676
-0.4174540612481621,-0.0050000000000000044,0.7587827402358122,-0.8403210923668604,1.0,0.00014829409618241266,-0.5293915234970917,8.133269260381745e-18,0.3172384,0.053977566944448475,0.0877914951989026,-2.2231188,0.9998003524047937,7.790901332568498,0.9217253,3.1386554,0.0014776804,1040,0.0350459027432662,0.05954478817766057,0.9960084957058807,6989,0.9973314443227339,-2.933806974395323,-0.0004338504,-349.45,0.5576193
-0.41910718772965505,-0.0050000000000000044,0.7572101072184659,-0.8395186857958395,1.0,0.00020168086662657091,-0.52472956321661,2.478637450325931e-17,0.33165085,0.053438620201979474,0.0877914951989026,-2.4888828,0.9998302019695844,6.533655733341417,0.91495776,2.6680312,0.0057866573,1060,0.0351433754488401,0.05797510145670558,0.9942992757166628,6880,0.9964971148471005,-3.7245564567908835,-0.0012189606,-344.0,0.54794526
-0.4208881842814098,-0.0050000000000000044,0.7555246412900958,-0.8346188575451071,1.0,0.00011505425132568342,-0.5252245863689561,-1.4433543674755372e-17,0.3911492,0.05348567187055961,0.0877914951989026,-2.6708977,0.9997325137337931,6.713540903750126,0.90470123,2.6940284,0.0018567513,1080,0.03542286827446555,0.05895596340886729,0.997481639578418,6892,0.9978705214793234,-3.786421124628987,-0.0011585244,-344.6,0.57230985
-0.42254649205389483,-0.0050000000000000044,0.753922501026773,-0.8346188575451071,1.0,0.00017782077296302893,-0.5206336299578493,-4.18828609348718e-18,0.3930659,0.05295036359440292,0.1316872427983539,-2.7073915,0.9997914379605541,6.449334095859218,0.90094656,3.2996333,0.009392177,1100,0.03580535478056694,0.056844582510193115,0.9959651458404551,6786,0.9968997975347892,-3.814747579590941,-0.0019447613,-339.3,0.5429159
-0.4243705701252909,-0.0050000000000000044,0.7520723632707158,-0.8337877965277458,1.0,9.343144298655107e-05,-0.5260542975253931,-4.112532112632616e-18,0.4269093,0.05358835438095027,0.0877914951989026,-2.4663908,0.9997525341096505,5.520850641624064,0.89916813,3.2556522,0.0010538456,1120,0.0355767342694301,0.059621564381994945,0.9971515746387154,6911,0.9983731702845535,-5.2629061646699355,-0.0004994969,-345.55,0.6168116
-0.42587253754722926,-0.0050000000000000044,0.7504420259119674,-0.8337877965277458,1.0,4.866373686459827e-05,-0.526880730530791,-4.100665045506277e-18,0.4433516,0.05366939421001384,0.0877914951989026,-2.5723083,0.9996860758956564,5.822309374289075,0.8950333,2.8640637,0.0045419466,1140,0.03469271406035039,0.05908622261822603,0.9982230089055528,6931,0.9990935041564691,-4.7771889813423325,-0.00095075544,-346.55,0.6213427
-0.4273486216391133,-0.0050000000000000044,0.7489078024439082,-0.8252439984096712,1.0,0.00011315436441387974,-0.5183371265542317,-2.5323768426258397e-17,0.44410673,0.052670335085451596,0.1316872427983539,-2.4576845,0.9997238182098566,5.659246347644535,0.89168936,2.5511692,0.007915839,1160,0.03475800575766745,0.05704726120081856,0.9973624823567419,6734,0.9978804875494003,-4.773963089781145,-0.0036974892,-336.7,0.5714704
-0.42905352294043014,-0.0050000000000000044,0.7472791676648894,-25.00000000000002,1.0,4.838652211302203,-2.3057315001596246,-4.427747223929585e-18,0.44603541,24.117271408404783,0.1316872427983539,-2.4423695,0.9999991560794589,0.24448829901915933,0.88951087,3.0847445,0.0018876806,1180,0.033780579064927,0.0522518006262061,0.006410565146230063,6419,0.8003639452570096,-10.298667147906146,-0.00027781446,-1070.8,0.5337289
-0.43111375152056275,-0.0050000000000000044,0.7457724300091464,-0.8190033510233039,1.0,0.3269435274182272,-0.5114048946503696,1.0801805043479783e-17,0.49603888,0.05184372391696135,0.19753086419753085,-2.3328495,0.9999928108493809,8.047261072347833,0.8883554,3.3956985,0.013808569,1200,0.03486934621219828,0.05490997564251135,-2.494974702803535,6578,-4.73431837998647,-3.4847786474594233,-0.006069321,-328.9,0.56759995
-0.4329523883508747,-0.0050000000000000044,0.7444865461958504,-0.827852253577907,1.0,0.03802492002877792,-0.5212604704877689,1.044762146390384e-18,0.5210473,0.05301077292350238,0.19753086419753085,-2.5531604,0.999993529445279,3.4462765977708467,0.8902059,3.341073,0.004393087,1220,0.03458050434358769,0.058753675126669784,-2.6244426369476,6801,0.2999435803241499,-0.7094479437230748,-0.0020872662,-340.05,0.6793176
-0.43437837586799766,-0.0050000000000000044,0.7430645087539162,-0.8395186857958395,1.0,0.035635095183522834,-0.5289967284804842,-2.443126885135015e-17,0.5466737,0.05392614832399839,0.1316872427983539,-2.4396696,0.9999830203704669,3.8803315460495393,0.8919798,3.0554447,0.0013207729,1240,0.035590441020788156,0.0607419469821304,0.2500347437923448,6980,0.34350797057055804,-0.859247076664351,-0.0006782905,-349.0,0.7649741
-0.4355188262319494,-0.0050000000000000044,0.7417571736993889,-0.8321131249491132,1.0,0.03383385210894507,-0.526176292002267,3.49413552442051e-17,0.5427036,0.05359918989218608,0.1316872427983539,-2.5583873,0.9999838838522049,3.5827898152243614,0.8930181,3.140962,0.0026450402,1260,0.03463913158123047,0.059779113415825695,0.34085635121820235,6914,0.36906964932816444,-1.815913526956807,-0.00097036,-345.7,0.72173065
-0.43673932104563046,-0.0050000000000000044,0.7404202088592134,-0.8234832437662395,1.0,0.029705525443548618,-0.518624184550683,-2.2135287718383183e-17,0.5446077,0.05269445363233882,0.19753086419753085,-2.554463,0.9999837375072121,3.605467772176062,0.8936383,3.1432135,0.007736364,1280,0.034712485836755486,0.0582499281515509,0.3989219358742627,6741,0.4365117982991533,-1.1102791042512588,-0.002299726,-337.05,0.7042322
