_min_obs,_max_discrew,_max_obs,_min_discrew,_lr_multiplier,ValFuncLoss,_mean_discrew,_mean_adv,_mean_act,_std_discrew,Beta,_min_act,_std_adv,_max_adv,PolicyEntropy,_max_act,KL,_Episode,_mean_obs,_std_obs,ExplainedVarOld,Steps,ExplainedVarNew,_min_adv,PolicyLoss,_MeanReward,_std_act
-0.43813217476851574,-0.0050000000000000044,0.7391445582176983,-0.8261177784176229,1.0,0.015431254517393791,-0.5186588951346931,2.9509339367076243e-17,0.49299675,0.05269431593821328,0.2962962962962963,-2.5776725,0.9999826475448873,3.755696467628353,0.8915737,4.1238403,0.0068892348,1300,0.0342210441744849,0.058518070912451564,0.43388653732627924,6742,0.7077095260716555,-0.9734779500517934,-0.0020323917,-337.1,0.664267
-0.43947375152852874,-0.0050000000000000044,0.7377949894925,-0.8321131249491132,1.0,0.0014407775359087768,-0.5258075312166205,1.4404283667305825e-17,0.49450454,0.05354432130762512,0.4444444444444444,-2.48873,0.9999772616619853,4.138204985854545,0.8892212,3.0123048,0.0065185055,1320,0.03339903802777603,0.06049789794067745,0.6576275209985114,6906,0.9732041349313172,-1.123447353567521,-0.0015129899,-345.3,0.7353156
-0.4405683998874787,-0.0050000000000000044,0.7363170840278724,-0.8395186857958395,1.0,0.001356092118413164,-0.5300303797925906,3.144892177122088e-17,0.53511375,0.05405212286355693,0.2962962962962963,-2.6354833,0.9999450446213358,5.535373017343307,0.88781947,3.1277099,0.0007164046,1340,0.03430424889126206,0.06122101552357688,0.9566490737757426,7004,0.9750191420005795,-2.6302391488450234,-0.00028801282,-350.2,0.8199968
-0.4415361615456394,-0.0050000000000000044,0.7357485662397829,-0.841119486905026,1.0,0.0010027638770905795,-0.528399538726268,-3.672055481964342e-17,0.52781785,0.053856818145249036,0.2962962962962963,-2.4603379,0.9999316942588854,5.6929156506154515,0.8854156,3.0727625,0.0023188174,1360,0.034393296640040864,0.0608645823404616,0.9752546126357146,6966,0.9814056932183317,-2.5910654142349703,-0.00095978496,-348.3,0.7738706
-0.4425211238728304,-0.0050000000000000044,0.7346103700783144,-0.8387122470309946,1.0,0.0008528251608408048,-0.5277770074697141,8.177732536441953e-18,0.5318543,0.053792986558944336,0.2962962962962963,-2.6671643,0.9999256932852087,4.353954578314545,0.88722694,3.246399,0.001772744,1380,0.031929021140407396,0.061148758925901825,0.9779629253192375,6951,0.9842614524143701,-6.348467869786603,-0.0011106636,-347.55,0.79997045
-0.4434814686931927,-0.0050000000000000044,0.733156287446288,-0.8269871895255347,1.0,0.0006011904505115145,-0.5237708024133289,7.25149314815673e-18,0.5591568,0.053301485401866834,0.2962962962962963,-2.7024813,0.9999115025854275,5.967659790113948,0.8850962,3.1469913,0.0022227024,1400,0.03354786139520431,0.06013919908263932,0.985019989318705,6859,0.9888367786977702,-2.0408140666805554,-0.0013487216,-342.95,0.79503614
-0.44451527761714527,-0.0050000000000000044,0.7325424833924913,-0.8295694273484674,1.0,0.00046614687561157215,-0.5254500586857263,4.120282608060888e-18,0.5223918,0.053496213308164196,0.19753086419753085,-2.7747393,0.9998990492386667,5.575132437107167,0.8849329,2.879244,0.000423965,1420,0.03208721287225757,0.060829051313973204,0.9893236237448214,6898,0.9913781383466853,-3.2664828853758876,-0.00031005256,-344.9,0.8009502
-0.44547406091673547,-0.0050000000000000044,0.7311156478923173,-0.8337877965277458,1.0,0.00044197643134490056,-0.5252223104628667,-1.2371608864076033e-17,0.540247,0.05348425497268619,0.19753086419753085,-2.5506408,0.9998961104524743,6.54753051894729,0.8842644,3.2804396,0.00567103,1440,0.03245317211404211,0.060878251738907,0.9888218545491524,6892,0.9917511164246712,-2.469631896644377,-0.00160256,-344.6,0.83724505
-0.44640934804375404,-0.0050000000000000044,0.7302167635771616,-0.8321131249491132,1.0,0.0003144206384858287,-0.5271844859931747,-3.0723958017876916e-18,0.52575916,0.0537065681675515,0.19753086419753085,-2.933879,0.9998885600746714,5.886155833939333,0.8813452,3.2681777,0.005033226,1460,0.03355947733708627,0.06127270867533183,0.9907406117013468,6938,0.9941561080365032,-2.4814405421300973,-0.0017091252,-346.9,0.8781754
-0.4472754196482743,-0.0050000000000000044,0.7296039433474629,-0.8287129923100175,1.0,0.0002769273512293371,-0.5245421827116686,-8.265729076749748e-18,0.46846905,0.05338877549418893,0.1316872427983539,-2.8122263,0.9998711080814476,5.8523282659420515,0.87803775,2.8352537,0.0013945526,1480,0.03294115199249457,0.06040283874867554,0.9939247593219533,6877,0.994867754699774,-3.478634307641352,-0.00056066434,-343.85,0.79282945
-0.44822028429660316,-0.0050000000000000044,0.7285946830015493,-0.8252439984096712,1.0,0.00020119898216559374,-0.5213225301823282,-5.222274994561959e-18,0.4595839,0.05300603264591888,0.1316872427983539,-2.96063,0.9998562444279139,5.956843581525775,0.87439305,2.9837785,0.004900338,1500,0.03281094985536777,0.0597811709831582,0.9949733747032269,6803,0.9962051725258987,-4.76249437565313,-0.0015780088,-340.15,0.7689381
-0.4492218565633378,-0.0050000000000000044,0.7274851000916023,-0.827852253577907,1.0,0.00018727247078350923,-0.5233323759233067,-6.224640698730619e-18,0.49129272,0.053247486359932615,0.1316872427983539,-2.7559166,0.9998458973062557,5.978858257432654,0.8740223,2.9702039,0.0045368755,1520,0.0324701390272107,0.060483411895381374,0.9953851765514269,6849,0.9965040780919426,-4.490907900771465,-0.0012206554,-342.45,0.81860185
-0.45013092352892137,-0.0050000000000000044,0.7266705347482687,-0.8269871895255347,1.0,0.00018854060584032505,-0.5208440043536995,-1.2553758582333925e-17,0.45020258,0.052950276052377246,0.1316872427983539,-2.879134,0.9998334175766845,7.3798686844351105,0.872772,2.8471656,0.0019041573,1540,0.032649862141240486,0.05971848742613007,0.995868267253498,6792,0.9964868724039393,-2.9858112677848694,-0.0006636508,-339.6,0.77047133
-0.45110012554018575,-0.0050000000000000044,0.7257342811785593,-25.00000000000002,1.0,0.8032533959890904,-1.107613152617904,1.6750675957214678e-17,0.4432511,8.414189556138496,0.19753086419753085,-3.042179,0.9999985028469647,0.17269403090761978,0.8743297,2.8317752,0.006459495,1560,0.0324561330542492,0.05990714867505429,0.015111165164795382,6787,0.9050774344093849,-18.074249392208905,-0.0017640414,-589.3,0.78912747
-0.4520190046097011,-0.0050000000000000044,0.7247704712672861,-0.8252439984096712,1.0,0.02009935723003206,-0.5216279661755595,-4.173525613862556e-18,0.4963349,0.05304221929621147,0.19753086419753085,-3.2398014,0.9999801497041264,4.7625694439435415,0.87650055,3.038387,0.0042681973,1580,0.03301778054918101,0.06035965837636023,0.6383959745089207,6810,0.655852524665369,-2.189518779005045,-0.0024751185,-340.5,0.8226246
-0.4528979479482677,-0.0050000000000000044,0.7238567385494323,-0.8252439984096712,1.0,0.0010358995575486052,-0.5187991540523131,-2.106872455923203e-18,0.46446338,0.05271490786273911,0.19753086419753085,-2.933188,0.9999945131981236,13.700075301885446,0.8732854,3.148782,0.0053476063,1600,0.03269520162482386,0.059525196522225265,-4.369656208980947,6745,0.980363093043062,-7.645426676660098,-0.0026473652,-337.25,0.7551062
-0.4538401927350662,-0.0050000000000000044,0.7223220894003474,-0.8295694273484674,1.0,0.0008569482518027971,-0.5245001292885454,-2.1184011173766804e-17,0.47449327,0.05338438925263181,0.19753086419753085,-2.8968182,0.9999302507854718,14.695161058581025,0.8731165,3.3408651,0.005289466,1620,0.03269205613347083,0.060461853342012456,0.9727948536191461,6876,0.9839507040921253,-2.217103520601398,-0.0015022443,-343.8,0.8100951
-0.45464743000478947,-0.0050000000000000044,0.722257384333508,-0.8329525593243676,1.0,0.0004801586588630123,-0.5281166738537671,2.3480578911612506e-17,0.5267933,0.053810912146084515,0.1316872427983539,-2.772025,0.99992206957089,11.447265761895093,0.8730169,3.138554,0.0002280644,1640,0.03267124322347137,0.06122466989913194,0.9796683444048219,6960,0.9911166252914925,-2.2434985454169545,-0.00011959717,-348.0,0.91977775
-0.4553444606164776,-0.0050000000000000044,0.7210985131005098,-0.8427043200231484,1.0,0.0002879616267752035,-0.5274397189359665,-9.210549649778053e-18,0.5231688,0.053756208249197635,0.1316872427983539,-2.7642236,0.9998886989244007,11.15535181148865,0.8661964,2.997752,0.001794816,1660,0.03232861029261792,0.0614477340683309,0.9906092628589018,6943,0.9946699072201516,-2.534684120226222,-0.0013182114,-347.15,0.92985916
-0.4560208858569034,-0.0050000000000000044,0.7205480230184332,-0.8312694723106665,1.0,0.0001411158740125675,-0.5275218702320422,8.183619185258856e-18,0.5036315,0.05374343761972129,0.19753086419753085,-3.187779,0.9998453222127311,10.57761373468157,0.85751855,3.2104778,0.00607511,1680,0.031583591852549546,0.061447618324204284,0.9959646319244883,6946,0.997374862945225,-2.2083261242336603,-0.0012172622,-347.3,0.93165517
-0.4566747899974901,-0.0050000000000000044,0.7198756337267559,-0.8362685344410947,1.0,0.00012478383117603368,-0.5293677500030807,1.0166586575477181e-17,0.5297938,0.05396332114270275,0.2962962962962963,-2.7791858,0.9998204700758823,17.063470175647247,0.85642636,3.1438498,0.0074064494,1700,0.03167703021340004,0.061933137233069764,0.9967235210224356,6989,0.9976989964771737,-2.7654131306070076,-0.0016721,-349.45,0.97302496
-0.45726115969356596,-0.0050000000000000044,0.719061608851387,-0.8379017558100448,1.0,7.617669191817958e-05,-0.5325333949505706,-2.4140749799323902e-17,0.5409986,0.0543244447148102,0.2962962962962963,-3.430307,0.9997808132880122,9.101506055405505,0.8565343,2.9403653,0.00200917,1720,0.03226162802758927,0.06304854021713266,0.9972797053348449,7064,0.9986180693177839,-2.65508558863784,-0.0008222663,-353.2,1.160547
-0.45772553212956685,-0.0050000000000000044,0.7186407176473355,-0.8329525593243676,1.0,5.856736124991497e-05,-0.5299393590801655,4.0585048451240905e-18,0.5438712,0.05401827178839937,0.2962962962962963,-3.016058,0.9997136480830915,17.515179398446833,0.85782653,3.3308039,0.0042577544,1740,0.03198469485202515,0.062326109136765985,0.99883444300112,7003,0.9989267863707809,-2.977333527559732,-0.00081254693,-350.15,1.1128131
-0.4582596457517252,-0.0050000000000000044,0.7180523264532288,-0.8295694273484674,1.0,0.00011467020812927418,-0.5270011067913032,-4.098890889876551e-18,0.53811955,0.05367947622073671,0.2962962962962963,-3.4136539,0.9997780742296698,17.46815909585799,0.858191,3.2070765,0.0018457647,1760,0.030814230479916462,0.061864347744482885,0.9976101694305998,6934,0.997904771798861,-2.712262904608448,-0.0010711469,-346.7,1.068009
-0.4588481854539052,-0.0050000000000000044,0.7170472567395277,-0.8304215802117251,1.0,9.550578443609857e-05,-0.5260200016156558,4.112532112632616e-18,0.5261664,0.05356790579411995,0.2962962962962963,-3.5114818,0.9997695648977892,12.301554444987305,0.8575429,3.0956607,0.0038778856,1780,0.031624722429620354,0.06168160849938585,0.9980745065432687,6911,0.9982176052616146,-2.5106588016204356,-0.001533665,-345.55,1.0700314
-0.45944559444852506,-0.0050000000000000044,0.716404412839505,-0.822596224890693,1.0,0.0001502903954358447,-0.52132351752864,1.671127998259827e-17,0.47585058,0.05300660097719425,0.19753086419753085,-3.090363,0.9997994254219319,19.221432172967383,0.85838515,3.2440963,0.0008981442,1800,0.031009358875164216,0.06058359872480828,0.9964169028005483,6803,0.9971844611389008,-3.393191046061784,-0.00023361132,-340.15,0.9880753
-0.4601474937691462,-0.0050000000000000044,0.7154380139891835,-0.8252439984096712,1.0,9.29910688613653e-05,-0.5222850836695455,4.164353030095825e-18,0.52835417,0.05312169162460287,0.19753086419753085,-3.4934833,0.9997738989796918,26.40824909959064,0.85781837,3.2197032,0.004014183,1820,0.032943212154587426,0.06102443350510135,0.9981404199661218,6825,0.9982629340248615,-3.030992163327135,-0.0006312096,-341.25,1.1000245
-0.46080016397660095,-0.0050000000000000044,0.7150508456895349,-0.8217047486338622,1.0,7.337494202947826e-05,-0.5210580913576086,-1.0453769836105637e-17,0.55318147,0.05297351388631555,0.19753086419753085,-3.3119943,0.9997378420323274,14.186746718010221,0.8585197,3.1543255,0.0057549216,1840,0.03230044056376514,0.06078432428424359,0.9984135941102551,6797,0.9986166453111772,-2.7576261008206253,-0.0015284084,-339.85,1.1139951
-0.46146604342710745,-0.0050000000000000044,0.713542989051986,-0.8234832437662395,1.0,6.216693616301645e-05,-0.5206615464940675,4.187052066942252e-18,0.5887082,0.0529250086017069,0.19753086419753085,-3.5813098,0.9997301879442426,17.110525362457242,0.85780007,3.2563703,0.004608159,1860,0.032159588159265264,0.060369728361880835,0.9987215137938762,6788,0.9988256102814514,-3.5113723886720245,-0.0007999104,-339.4,1.1526617
-0.46213949905995527,-0.0050000000000000044,0.7137294104507929,-0.8234832437662395,1.0,5.82901620740375e-05,-0.5217190481073073,-4.172300268702878e-18,0.57486856,0.05305482942996701,0.19753086419753085,-3.6583676,0.9996933246982316,11.559741669220655,0.8553937,3.249525,0.0049736192,1880,0.03127720536186789,0.060924583157603115,0.99864914545516,6812,0.9989048373336166,-2.796791034940357,-0.0019907032,-340.6,1.2541374
-0.4627683648853875,-0.0050000000000000044,0.7130609798678413,-0.822596224890693,1.0,8.424241433804444e-05,-0.5191343838592944,3.78787775616224e-17,0.57510364,0.05274695398142987,0.19753086419753085,-3.1893473,0.9997312703585293,13.355338814661595,0.8509574,3.1687126,0.0018815928,1900,0.030960839622715328,0.06051864169004718,0.9977984725677483,6753,0.9984126865964961,-3.072948973725623,-0.0006926849,-337.65,1.1566546
-0.46343369774666143,-0.0050000000000000044,0.7123004319723544,-0.8190033510233039,1.0,9.641936832435042e-05,-0.5165651642345181,4.2452142539811814e-18,0.56334734,0.05243525267785838,0.19753086419753085,-3.9859102,0.9998048222597498,15.96254474661811,0.84591204,3.0053258,0.0029206697,1920,0.03156337143649878,0.05988300648729591,0.9963210386510286,6695,0.9981844735029682,-2.84749873340192,-0.0012276943,-334.75,1.137641
-0.46414169249057535,-0.0050000000000000044,0.7118816421834077,-0.8180938201239235,1.0,6.357700036088263e-05,-0.5151389043420741,6.398403743900047e-18,0.60333616,0.052261438079450155,0.19753086419753085,-3.4726572,0.9997266233293738,13.324750499437107,0.8442322,3.0047264,0.003945629,1940,0.03230052709558566,0.059564354206756855,0.9985496370706404,6663,0.9987940759380187,-3.792418724767745,-0.0022529154,-333.15,1.2029817
-0.4648686701833858,-0.0050000000000000044,0.7111937697687664,-25.00000000000002,1.0,7.97173649143785,-1.1197510362421284,2.5779328281545586e-17,0.56523514,8.650616343189787,0.19753086419753085,-3.598012,0.9999985339045456,0.21736700457439254,0.844163,3.2297812,0.004416439,1960,0.029636841799959523,0.059087887819270914,0.004736852474631403,6615,0.07914432251491488,-17.983115795578925,-0.0024216378,-580.7,1.1013714
-0.46562396573606,-0.0050000000000000044,0.7104208764686257,-25.00000000000002,1.0,5.081359330895711,-1.113808324091671,-3.4476675578958616e-17,0.60607016,8.646106636523012,0.1316872427983539,-3.4557047,0.9999984452749628,1.2332635469091935,0.83897376,3.2802038,0.0013426497,1980,0.029976273800325883,0.058703970712623225,0.1008558168247552,6595,0.41266876605764446,-17.612054303296926,-0.0006510437,-579.7,1.1212443
-0.4663879439926986,-0.0050000000000000044,0.7098467481549658,-0.8162610238366945,1.0,0.46311252472811637,-0.5136648354036197,-3.4294672012553857e-17,0.6202714,0.05208280391526398,0.19753086419753085,-3.3533397,0.9999961625821012,7.126099785497691,0.83702046,3.1901197,0.014095337,2000,0.030661140915021503,0.05925351768411611,-17.194792602118433,6630,-7.381621622462733,-4.9151816612393695,-0.0036822308,-331.5,1.1455109
