ExplainedVarNew,_max_adv,_min_obs,_std_obs,_mean_adv,_Episode,_std_adv,Steps,_max_discrew,_MeanReward,_std_act,_min_adv,_min_discrew,_mean_obs,_lr_multiplier,_mean_discrew,ExplainedVarOld,_min_act,_mean_act,PolicyLoss,_max_obs,_max_act,ValFuncLoss,Beta,PolicyEntropy,_std_discrew,KL
7.517788040634077e-05,3.5957420273131393,-0.6058318798708449,0.05354030810625236,2.5670059222516693e-16,20,0.9999998253108171,6311,-1.0,-315.55,0.3965276,-0.671611399384416,-342.0,0.025437452523693723,1.0,-158.39930280462684,0.001439271713623791,-2.2089715,-0.016131043,-0.00020821803,0.5065438024755903,2.1131248,31678.9401905955,0.6666666666666666,0.9219432,8337.567066539747,8.829233e-05
3.254694385357304e-05,3.5291184624466383,-0.5923214218770679,0.05972649052788842,1.355640745858086e-16,40,0.9999998453942373,6080,-1.0,-304.0,0.41616452,-0.6859317244565019,-318.0,0.03715271716611323,1.0,-152.57220394736842,0.00012473187426598198,-2.2458897,-0.018276667,-0.0016525809,0.6303601345626597,2.3826065,28238.73433158339,0.6666666666666666,0.9230702,7723.338865537353,0.0019836223
1.8669182349384528e-05,3.507780592350255,-0.6828632116067244,0.06468711358434506,2.296273375603189e-16,60,0.9999998557747632,6003,-1.0,-300.15,0.41500726,-0.6911525575490621,-311.0,0.0391317124531267,1.0,-150.647842745294,4.319020597054468e-05,-2.32092,-0.017001372,-0.0005898636,0.9512361159584076,2.3483374,26502.965970223206,0.4444444444444444,0.9183377,7529.251297611786,0.0008963023
1.2919359710594769e-05,3.4898882731551564,-0.6946241291925788,0.06583308145996795,-4.787217353950482e-18,80,0.9999998644742222,5937,-1.0,-296.85,0.417736,-0.6969290089307053,-312.0,0.04224441310368245,1.0,-148.98332491157151,2.3487936349320115e-05,-2.3944793,-0.018540423,-0.0009652723,0.8263683933838785,2.8180022,24939.44230354185,0.4444444444444444,0.91574484,7360.5648221603915,0.0016575769
1.1853755511381792e-05,3.490143988322891,-0.7031495490705303,0.0679579574393143,-2.680390246046858e-16,100,0.99999987171316,5938,-1.0,-296.9,0.40657687,-0.6958280324309365,-306.0,0.04341983931283431,1.0,-149.001347254968,1.9570039765048897e-05,-2.8114746,-0.017125828,-0.00018488758,0.9801496014896599,2.2344856,24039.731826057345,0.2962962962962963,0.9160964,7360.945097544958,0.00019569327
6.743330463243602e-06,3.478745981474219,-0.7467181504786705,0.06568720538562203,-8.91793799970275e-17,120,0.9999998783801715,5896,-1.0,-294.8,0.40905637,-0.6989210664785891,-303.0,0.04104109205822978,1.0,-147.9436906377205,9.454443578915672e-06,-2.754709,-0.017431112,-0.0010565207,0.9100389377165801,2.1153402,22795.957638045886,0.2962962962962963,0.9126022,7254.984278373767,0.003217903
4.801223078332306e-06,3.453003155196121,-0.9121125966645376,0.06716104076351087,6.124312495777453e-17,140,0.9999998846230073,5801,-1.0,-290.05,0.41211265,-0.708282047403021,-308.0,0.03985819670494359,1.0,-145.61023961385968,5.90560214230873e-06,-2.1850224,-0.014546408,-0.00037315162,0.9175904357357572,2.2999804,21225.3867770049,0.2962962962962963,0.91627765,7035.626918077389,0.0019379671
3.322611666023434e-06,3.418126072092859,-0.8560051113552525,0.07083229342076947,3.582147407498478e-16,160,0.9999998901386437,5673,-1.0,-283.65,0.40181747,-0.7204874556427172,-310.0,0.044555442898933345,1.0,-142.42887361184557,3.885149819637945e-06,-2.1647205,-0.012924813,-0.0016744834,1.0337842247717448,2.3594556,19456.560187101124,0.2962962962962963,0.91746634,6735.19787599196,0.004724956
2.251389283003391e-06,3.3747475312806277,-0.7590867556233846,0.0671661741969698,8.24564552831304e-17,180,0.9999998952513484,5515,-1.0,-275.75,0.4148156,-0.7312067955028877,-287.0,0.04993780637336537,1.0,-138.44188576609247,2.529510197968321e-06,-2.57803,-0.013003218,-0.0019101086,1.0489210772660775,2.2852066,17567.149097687907,0.2962962962962963,0.9145814,6354.970466797467,0.0050219307
1.7433226017216086e-06,3.338770167441818,-0.716591962338397,0.06679559855089016,-1.3326799686493986e-16,200,0.9999998995488851,5385,-1.0,-269.25,0.40634236,-0.7433098303460982,-282.0,0.05273364434992235,1.0,-135.16601671309192,1.9151946297757405e-06,-2.346595,-0.011781971,-0.00037602952,1.1491371900655067,2.374787,16007.51252701961,0.2962962962962963,0.9133396,6052.354982554966,0.002097622
1.3766705907469756e-06,3.3279120432000777,-0.6513473643910809,0.0683819934754604,-1.75442650804963e-16,220,0.9999999030842126,5346,-1.0,-267.3,0.4280611,-0.7456614626600395,-276.0,0.0514359987972466,1.0,-134.2033295922185,1.4939158758942028e-06,-2.5466444,-0.008450438,-0.0014048938,1.3274551520992475,2.440224,15211.791211998518,0.2962962962962963,0.91492575,5968.227456179061,0.0039225523
1.0721047598583056e-06,3.3067115392893975,-0.8914381765413216,0.07170959598196958,-1.2943472985383228e-16,240,0.9999999063529637,5270,-1.0,-263.5,0.41389984,-0.7529929334856221,-273.0,0.049737328929932115,1.0,-132.28462998102466,1.1245765479950265e-06,-2.9371278,-0.0073946076,-0.00047056278,1.2181875991579971,2.1571655,14181.01241069494,0.2962962962962963,0.9181749,5795.114431694205,0.002110155
8.85150885032715e-07,3.297186328617915,-0.8635944080076219,0.07882106750154813,-3.121177028739936e-17,260,0.9999999092478714,5236,-1.0,-261.8,0.41284078,-0.7577664940470064,-276.0,0.04980742729801286,1.0,-131.4455691367456,9.222441997858155e-07,-2.3871546,-0.006125026,-0.0006809166,1.512146078740809,2.233905,13488.878345009676,0.2962962962962963,0.9258387,5723.609909702822,0.002666974
1.0248958102199168e-06,3.2775195562938464,-0.7680691892820146,0.07111926117163525,-4.2087897240145307e-16,280,0.9999999120724937,5166,-1.0,-258.3,0.4186819,-0.7622201098651684,-266.0,0.05078782282795602,1.0,-129.70847851335657,1.0472161136032554e-06,-2.4097576,-0.010229323,-0.00028840295,1.2056910262752774,2.2900567,12594.4609565033,0.19753086419753085,0.92601097,5574.813195633201,0.0007480737
1.1306330226501515e-06,3.275001291282905,-0.8732765122178703,0.06961676590784792,-2.0805110160902682e-16,300,0.9999999145120796,5157,-1.0,-257.85,0.42942882,-0.7651216300032798,-271.0,0.048697955970157136,1.0,-129.46558076401007,1.1090626027554507e-06,-2.559642,-0.01089967,-0.0009335791,1.1030821947657588,2.5263762,12105.271123875838,0.19753086419753085,0.9192079,5551.0384216764805,0.0027463508
1.3595444829928027e-06,3.264868870687747,-0.6762801704752646,0.06578416066024474,-2.1922622974047223e-16,320,0.999999916897736,5121,-1.0,-256.05,0.42062506,-0.7663038700393762,-263.0,0.05311471011172819,1.0,-128.54676820933412,1.3297764881459173e-06,-2.5593462,-0.010228553,-0.001561184,1.0108052792082005,2.2874494,11469.037197297945,0.19753086419753085,0.92034256,5468.96681292987,0.004176564
1.7913009296988136e-06,3.259498187105549,-0.6379903600146967,0.06181293077852347,-1.4205284015588048e-16,340,0.9999999191021793,5102,-1.0,-255.1,0.43067783,-0.7681281718791159,-262.0,0.052487163605093055,1.0,-128.08310466483732,1.569428860426214e-06,-2.3142242,-0.0097121,-0.0013636884,1.1785525809413016,2.546907,10991.333939256145,0.19753086419753085,0.9208564,5431.343152415153,0.0041580107
2.0661701699564716e-06,3.2408245998578,-0.9461835891383898,0.06577690627923169,7.054633992852464e-17,360,0.9999999212310238,5036,-1.0,-251.8,0.42198485,-0.7764854614757662,-263.0,0.052814475262501416,1.0,-126.43645750595711,1.5134931820037778e-06,-2.2833843,-0.008562173,-0.0015910825,1.3828138869819941,2.4493258,10264.099082089655,0.19753086419753085,0.9218483,5292.747153773214,0.0049443883
4.869907748283886e-06,3.2274862417929993,-0.8435735076050753,0.07152957842429516,-8.260468766102588e-17,380,0.9999999231854411,4989,-1.0,-249.45,0.41608804,-0.7796653601848846,-257.0,0.05163068321711677,1.0,-125.26037282020445,1.715566315230177e-06,-2.5174093,-0.007168658,-0.0025298772,1.1940898496900445,2.252131,9677.550136882985,0.19753086419753085,0.92058414,5194.185362939778,0.0041561527
0.2559416960961629,3.192695983462094,-0.7256005377509623,0.0642378987693507,7.153604695345163e-17,400,0.9999999252445362,4867,-1.0,-243.35,0.4201044,-0.7912575607825134,-249.0,0.058154532491553834,1.0,-122.20936922128621,4.909837772570924e-06,-2.4284098,-0.008112696,-0.0008870146,1.4536848479704703,2.4033897,8420.526446130949,0.2962962962962963,0.9238651,4943.147658262485,0.0073449984
0.28054505471986513,1.7483352365079048,-0.5681094015505976,0.07026099006644305,-1.0867299331759337e-16,420,0.9999998984041037,4773,-1.0,-238.65,0.40600726,-1.0927361924398589,-245.0,0.06056263869423735,1.0,-119.84936098889587,0.25584019437060357,-2.0044005,-0.002826317,-0.0016164815,1.2617759806769375,2.009112,7630.4280890554855,0.2962962962962963,0.92321813,4751.885751215382,0.0024213525
0.30429475756174873,1.721109878121234,-0.8369237935657611,0.07232466550084668,1.1175379903559494e-16,440,0.9999998985277382,4705,-1.0,-235.25,0.41728818,-1.1236291820151516,-240.0,0.057938403434149494,1.0,-118.1509032943677,0.2813809392661022,-2.29757,-0.0044734827,-0.0023943637,1.4986693587615123,2.45229,7016.935711699009,0.2962962962962963,0.9160401,4617.831425857811,0.004394581
0.3192177528056962,1.6805359768012333,-0.9128260170218006,0.08407830470503458,-9.160413439107437e-18,460,0.9999998989224215,4654,-1.0,-232.7,0.40185237,-1.1590510260640383,-246.0,0.0580955658958692,1.0,-116.9290932531156,0.2978089898762466,-2.1073678,0.0039856867,-0.0015040503,1.7264185693163263,2.2806942,6529.9152874536385,0.2962962962962963,0.911018,4530.84284503084,0.0031572354
0.341923425712082,1.7101041992906478,-1.0741250673475906,0.09266040658535624,-1.8776729418897164e-17,480,0.9999999002953911,4541,-1.0,-227.05,0.39377838,-1.179753110920736,-238.0,0.06184204538958175,1.0,-114.08258092931072,0.31771882781988625,-1.9874059,0.009415544,-0.0019956003,1.8742481312476418,2.4381251,5794.236314318978,0.2962962962962963,0.9150111,4309.038544847282,0.004090619
0.3634033804846156,1.7495289431024372,-1.3188220290884785,0.10701160078138305,9.601928861622976e-17,500,0.9999999004143002,4514,-1.0,-225.7,0.38772777,-1.2023542624867274,-235.0,0.057850091876636034,1.0,-113.4138236597253,0.3371985813633134,-2.222072,0.010647038,-0.0002507415,1.8870840688451123,2.5448284,5462.261545566746,0.19753086419753085,0.91659284,4259.293083164296,0.00075056904
0.39263479183258543,1.5503487934237596,-1.14933667622966,0.11613056399371777,-6.967657760963764e-17,520,0.9999998986562434,4487,-1.0,-224.35,0.3941597,-1.2475806161347482,-235.0,0.05452323793948652,1.0,-112.7229774905282,0.3629029569232045,-2.5923858,0.01554704,-0.00081101747,2.221016538634893,2.170477,5137.390584953863,0.19753086419753085,0.9160759,4205.139884337136,0.0035643342
0.4148462719367586,1.6091735190850105,-1.2182162098282137,0.1323842478730235,4.907063092265885e-17,540,0.9999998990542729,4344,-1.0,-217.2,0.37490636,-1.2878710146719288,-228.0,0.05766273841090057,1.0,-109.17311233885819,0.3909066077454567,-2.1087196,0.022891028,-0.0032146638,2.4116389231895834,2.5771048,4420.540103143079,0.19753086419753085,0.918222,3947.022518305981,0.004668227
0.4528353255410602,1.5891067902927845,-1.2458348807450939,0.13337505424483284,-6.730217719726263e-17,560,0.99999989878294,4223,-1.0,-211.15,0.40579242,-1.3360918220606124,-223.0,0.058560888238534156,1.0,-106.14207909069383,0.41885892804617453,-2.1777956,0.025143314,-0.0016716112,2.0201652670495704,2.3865547,3834.4536329673215,0.19753086419753085,0.9186117,3729.4943766387837,0.003450833
0.479313605295288,1.3388906215036471,-0.9526146967898975,0.1185984114071139,7.776580024973735e-17,580,0.9999998941831711,4203,-1.0,-210.15,0.40596664,-1.4078134814959338,-223.0,0.0532507373748537,1.0,-105.65358077563646,0.45945032060701196,-2.6119685,0.023164343,-0.0011684215,2.05807430934005,2.3600714,3622.7096213143473,0.19753086419753085,0.91841227,3696.675140045046,0.0042437096
0.518949348254398,1.3760004452191874,-0.8163848953908108,0.09925631193210273,-5.962105877552667e-17,600,0.9999998911098651,4052,-1.0,-202.6,0.41058376,-1.469567387166187,-212.0,0.05979647095048665,1.0,-101.84995064165844,0.504773554553995,-2.0070312,0.024919972,-0.00023289784,1.8878911097100655,2.101979,3022.0985908334137,0.1316872427983539,0.9182442,3430.668008388482,0.0004964674
0.5328359758660672,1.4091255162558116,-0.7830063961242194,0.09672027748388834,8.156966769394711e-17,620,0.9999998907819004,4007,-1.0,-200.35,0.39916718,-1.4947636680117724,-207.0,0.057550243509355364,1.0,-100.71449962565511,0.5221315418419917,-2.579534,0.024008736,-0.0011892801,1.9219430576779055,2.3497756,2779.0282452851366,0.1316872427983539,0.916376,3352.8064356305836,0.0039769905
0.540651880218963,1.3312052094963926,-0.8439729201497077,0.10818581961774223,1.2025113497184373e-16,640,0.9999998935267671,4018,-1.0,-200.9,0.39666155,-1.5039215505445862,-211.0,0.050652857381627454,1.0,-101.00771528123444,0.5174706979289513,-2.3663278,0.03146477,-0.0011955565,1.8649222320967365,2.1575482,2705.767881823003,0.1316872427983539,0.91532785,3374.9832655117675,0.0036940419
0.5761196125439765,1.2039452457714084,-0.7603592652064904,0.0947120291589653,4.4598464458956826e-17,660,0.9999998880503471,3983,-1.0,-199.15,0.40292647,-1.555406240087793,-207.0,0.051094465830456806,1.0,-100.10595028872709,0.5568797112441003,-2.1465435,0.023042537,-0.0016116066,1.5692874934182752,2.1524067,2499.393534044642,0.1316872427983539,0.9153305,3311.1522191760373,0.004395541
0.5894441375912506,1.1511651028308723,-0.8370657482415936,0.08435282778124979,-1.7857319320434788e-17,680,0.9999998837504138,3979,-1.0,-198.95,0.40576583,-1.6372669587356499,-208.0,0.049999646929232366,1.0,-100.00628298567479,0.5866478048613488,-2.052911,0.025439078,-0.0014026032,1.4781012584019109,2.4552045,2387.961267247349,0.1316872427983539,0.91987014,3304.613431245378,0.0052151056
