PolicyLoss,_std_adv,_mean_adv,_min_discrew,ExplainedVarNew,Beta,_max_act,_max_obs,_max_adv,_min_adv,_min_act,_Episode,_std_obs,_max_discrew,PolicyEntropy,_lr_multiplier,_mean_act,_mean_obs,_std_act,ValFuncLoss,KL,_min_obs,_MeanReward,ExplainedVarOld,_mean_discrew,_std_discrew,Steps
-0.0018273327,0.9999997497240253,2.499758042790532e-16,-0.9129356577923332,0.9268852317978069,1.0,1.9321316,7.827571284881415,4.437043857173848,-0.5288850284295149,-2.2372227,20,0.4871151355717105,-0.0050000000000000044,0.92255175,1.0,-0.100767545,0.531079348814907,0.38381317,0.004372409505698579,0.00193219,-2.958869517998475,-395.1,0.16501223895582084,-0.5675304171236321,0.0589318190175137,7902
-0.0017053687,0.9999998033244389,-1.678052988929387e-16,-0.5777497763575039,0.5895090357024233,1.0,2.3332567,3.743236292742985,2.7741346509712983,-1.0128369251873621,-2.182331,40,0.10063927198818197,-0.0050000000000000044,0.92696166,1.0,-0.006400312,0.3815934162667012,0.3658772,0.00975496510208495,0.0028440559,-0.5906527152191696,-141.85,0.6460641708707813,-0.2880953346965902,0.022181883713676187,2837
-0.0010295864,0.9999998008154545,3.178988669376267e-16,-0.47090792719092783,0.9731638486464855,0.6666666666666666,1.9240668,2.0437506925964923,2.5679789879904513,-1.1224151495487056,-2.318513,60,0.062337001573737186,-0.0050000000000000044,0.9320494,1.0,0.07823625,0.2270909444325133,0.37481374,0.0007156675288947207,0.0005717905,-0.5861789167226278,-114.55,0.14668729992634166,-0.24184364665075342,0.016027177632256372,2291
-0.00043677283,0.9999998014779146,2.1448521074919048e-16,-0.45747987770772114,0.990127893131233,0.4444444444444444,2.3654466,1.4992024204660332,2.5422743058915644,-1.1408502963637441,-2.3576021,80,0.04649168560006392,-0.0050000000000000044,0.93224263,1.0,0.10803683,0.16182871881329552,0.40592375,0.00015242352477488552,0.00025576292,-0.5820681425419848,-110.15,0.9443631184101653,-0.23390984572728457,0.01501389010517556,2203
-0.0007241671,0.9999998016677276,-1.447461435455161e-16,-0.46557705834794866,0.9919550182092481,0.2962962962962963,2.1414266,1.2371518086768336,2.543747087382449,-1.1515717344659664,-2.080359,100,0.04348625615172838,-0.0050000000000000044,0.9341414,1.0,0.14798313,0.11977870427538109,0.38945603,0.000121664432182013,0.00074999145,-0.5785277800900226,-110.45,0.9817124885577918,-0.23438481813921228,0.01505722691417631,2209
-0.0009148016,0.999999801806896,-1.900363617853396e-16,-0.4761856206171983,0.9899428468508644,0.2962962962962963,2.3596573,1.078433522748384,2.542471868335033,-1.1669587610120589,-2.1850739,120,0.03911978753967858,-0.0050000000000000044,0.93467075,1.0,0.16507293,0.09347443252880933,0.38564634,0.00016030356953944866,0.0040345057,-0.5747724059559794,-110.3,0.9863159583372644,-0.23430500889954192,0.015100763789744892,2206
-0.0016085693,0.9999998010486657,4.808183926196166e-16,-0.46019247831918253,0.9932894012590161,0.2962962962962963,2.1881385,0.9708168976274545,2.5122596537136914,-1.1846016633493366,-2.1034553,140,0.03630923736674485,-0.0050000000000000044,0.9361841,1.0,0.2153436,0.08802040264942926,0.37743515,0.00011560505298845334,0.0053072255,-0.5713505755230283,-106.4,0.9896798021557043,-0.22725862363701818,0.014237937212406846,2128
-0.0068427613,0.9999999789732846,-1.339383102281056e-17,-5.000000000000004,0.07904376016724213,0.2962962962962963,3.0679054,0.8883782121615339,0.44981981126694165,-10.052384789258936,-1.6750394,160,0.042333716777116795,-0.0050000000000000044,0.9301749,1.0,0.26370266,0.07178486961653273,0.38605282,0.6901218673956393,0.0024064602,-2.471712140316381,-156.05,0.014112699509901239,-0.41923230593285793,0.7366348771641534,2122
-0.003083273,0.9999998008879681,-2.5694650521700827e-17,-0.43244477753962496,0.8788531169107039,0.2962962962962963,2.4783874,0.8241252368259547,2.4970878076575165,-1.1705291386338457,-2.495905,180,0.0340547599399299,-0.0050000000000000044,0.9289778,1.0,0.30275455,0.07244657007108501,0.3850381,0.013483648520752267,0.0036848215,-0.565620875666685,-103.7,0.8161718384376735,-0.22233939798116095,0.01364672732257158,2074
-0.0008215726,0.9999998000071911,-3.9827048184965935e-16,-0.40922313713432373,0.9793846254144007,0.2962962962962963,2.5809512,0.7716676079917868,2.4658998922661546,-1.1503827201891295,-1.5029293,200,0.03180354400399009,-0.0050000000000000044,0.92884934,1.0,0.3689297,0.07196335567198013,0.37504938,0.00027354170646104475,0.0054129334,-0.5632664853441401,-100.8,0.8645480109212424,-0.21698108170764374,0.013010148429465318,2016
-0.001056707,0.9999998005445137,-1.7942998377780307e-16,-0.43244477753962496,0.9927632201992727,0.2962962962962963,2.2231598,0.7273098808732771,2.4943300936034234,-1.1624768542826511,-1.7802206,220,0.033198633780676425,-0.0050000000000000044,0.92693245,1.0,0.31185815,0.0638537363383488,0.3614762,0.00010509645484920048,0.0022121246,-0.5614424367967243,-103.95,0.9810484113841612,-0.22273882677476262,0.013679263828634144,2079
-0.00030824833,0.9999999793207763,-5.581091689819147e-17,-5.000000000000004,0.2589924224308411,0.2962962962962963,2.7063475,0.6912081382058093,0.43650384944498855,-9.891857421570425,-1.8868469,240,0.030900344568691694,-0.0050000000000000044,0.92671347,1.0,0.27856517,0.05877849218127527,0.38146475,0.5186984191143786,0.0022890898,-0.559209449372144,-151.8,0.03004394924850795,-0.3909432159295254,0.6788253441101039,2037
-0.0012285775,0.999999801403373,-5.680210823663592e-17,-0.4180405556597018,0.2368768980749224,0.2962962962962963,2.3464518,0.6603221256335089,2.5091821209715057,-1.1432394588938772,-1.7458028,260,0.030785045604056076,-0.0050000000000000044,0.92591155,1.0,0.25149488,0.05293968000956457,0.37262437,0.010297851475520425,0.003950622,-0.5574722727132333,-103.2,-1.3425200872530332,-0.22130386235997124,0.013493417900083956,2064
-0.0014701809,0.9999999791676779,1.3677434759578445e-17,-5.000000000000004,0.04899046489591896,0.2962962962962963,2.4313948,0.6337086113313959,0.4471781126194671,-9.941052242424892,-2.2551987,280,0.032895372697270144,-0.0050000000000000044,0.923537,1.0,0.26783183,0.04482126459202288,0.38456318,0.6890570181925524,0.004927693,-2.6419694523870056,-153.85,-0.12964092092834223,-0.4078524014418059,0.7174959497874603,2078
-0.003255413,0.9999998014832866,-1.352301729242672e-16,-0.43528255365192686,0.8586777141550745,0.4444444444444444,2.3218517,0.6106129694634472,2.5189825771246044,-1.1404467063302297,-2.0915947,300,0.030347005812007277,-0.0050000000000000044,0.9219999,1.0,0.20334083,0.03788030772561663,0.3857054,0.012932054084594182,0.008265993,-0.5539605609422179,-106.4,0.8551457926809163,-0.22709612341118107,0.014172176806739637,2128
-7.909034e-05,0.9999998029990556,7.031911914854792e-17,-0.4628915159275866,0.9726777533015033,0.2962962962962963,2.2895854,0.5909066500796036,2.5593349307395985,-1.1367676347353706,-1.9249796,320,0.03200195108709828,-0.0050000000000000044,0.9222367,1.0,0.22903419,0.03207186077113977,0.37375733,0.000436395559694876,0.00012515495,-0.5521318467136836,-111.15,0.8159924169868273,-0.23556829248919367,0.015182612224168956,2223
-0.0016442218,0.9999998019285313,-3.8167022511733227e-17,-0.4628915159275866,0.9744077294542556,0.2962962962962963,2.331516,0.5743362991161067,2.5608965995758277,-1.131545746653145,-1.8793173,340,0.033280972551011236,-0.0050000000000000044,0.92321646,1.0,0.24708988,0.02668841958160478,0.3892814,0.00039205060742077477,0.0027278536,-0.5498067637880899,-111.7,0.8860910450812087,-0.2365787707577287,0.015314961442708035,2234
-0.0015712521,0.9999998017215252,-1.6222436889500003e-16,-0.47090792719092783,0.9883652437473426,0.2962962962962963,2.7151036,0.5724389482009781,2.5380942348750453,-1.1709117732331897,-1.6954238,360,0.03136502505355585,-0.0050000000000000044,0.92360103,1.0,0.21007644,0.0277092466733458,0.37007743,0.0001736819315828055,0.0050313654,-0.5473571460056126,-109.5,0.9732002900166038,-0.23287097159581094,0.014922498532048113,2190
-0.0024765886,0.9999998033519383,-4.135358722123783e-16,-0.5332242629840954,0.9815680132875404,0.4444444444444444,2.1270044,0.5743748629465901,2.6565848444418925,-1.0939353778782357,-2.0573575,380,0.032057687239460134,-0.0050000000000000044,0.92567635,1.0,0.14244959,0.007961008855909758,0.37565023,0.0003959575450986294,0.007039437,-0.5454988313177133,-125.0,0.9589188308320014,-0.2600965241673111,0.018406531880582066,2500
-0.0008842258,0.9999998025444591,-1.7953756492439362e-16,-0.47355338755497317,0.9930744009661389,0.4444444444444444,2.1842535,0.5754428409560319,2.594352632546794,-1.0986730202410875,-1.8902957,400,0.03163423311739475,-0.0050000000000000044,0.9270656,1.0,0.2145988,0.017757950157477508,0.37360433,0.00013721410000722015,0.002325941,-0.5426821647002213,-116.75,0.993004894567929,-0.2453225334202403,0.016354140760456937,2335
-0.0005319612,0.999999801917383,-1.6713034779303432e-16,-0.45747987770772114,0.9922892488877295,0.2962962962962963,2.2725978,0.5766158650687941,2.5543072096545827,-1.122969039098632,-1.6287507,420,0.031485767514308934,-0.0050000000000000044,0.9254781,1.0,0.23651448,0.024236276423429882,0.38579124,0.0001186111966000479,0.00087155687,-0.5404004592573179,-111.6,0.9858651039076425,-0.23640946403673224,0.015295463898763304,2232
-0.007352426,0.9999998014760147,-3.2759001187648697e-16,-0.452013714509958,0.9967589096337055,0.4444444444444444,2.418497,0.5772470335337339,2.528752483793341,-1.1480707617414312,-1.6717712,440,0.03194357709632812,-0.0050000000000000044,0.9254458,1.0,0.2932827,0.029421784021265548,0.3672454,4.809783431835597e-05,0.013526932,-0.5386356823979388,-108.45,0.9940880756912528,-0.23085518700756855,0.01464215072101877,2169
-0.00012079782,0.9999998037633732,-4.2655014153054987e-16,-0.5777497763575039,0.9813670963440972,0.2962962962962963,2.2211077,0.5783717141302046,2.6650232489744243,-1.1135934158609986,-2.1508765,460,0.03344847086568638,-0.0050000000000000044,0.9240283,1.0,0.23213656,0.005239645824611512,0.39877135,0.0003983194550176542,0.00040916904,-0.53698797692469,-126.6,0.9586064082041961,-0.26422959649395433,0.019408527139320456,2532
-0.0020476156,0.9999998031614629,1.0362081563168128e-16,-0.5116844585564646,0.9903605134888886,0.2962962962962963,2.4962492,0.5796003436622601,2.616434844641386,-1.1160310975075274,-1.8481164,480,0.032605109325378724,-0.0050000000000000044,0.92534363,1.0,0.264213,0.007903637083916734,0.3883929,0.00017015462176726758,0.0041057733,-0.5343487816727327,-120.0,0.9889359732536921,-0.2519387934671686,0.017465384331101206,2400
-0.0013008948,0.9999998027515853,3.287747209605334e-16,-0.7853722914290587,0.9136789146389389,0.2962962962962963,2.2307997,0.5811662535258303,3.2001289948179066,-0.9203128982987596,-2.0495698,500,0.04362997253458112,-0.0050000000000000044,0.9262369,1.0,0.15451798,-0.03225596544678065,0.40784287,0.0031170269764908233,0.0052743508,-2.9588034020092615,-164.25,0.08388368571629101,-0.3401470239566789,0.03609835172882412,3285
