_mean_adv,_min_adv,_max_discrew,ValFuncLoss,Steps,ExplainedVarOld,_MeanReward,_min_obs,_std_adv,_std_discrew,_mean_act,_mean_discrew,PolicyLoss,_std_act,Beta,_lr_multiplier,ExplainedVarNew,_mean_obs,_max_adv,_max_act,PolicyEntropy,KL,_min_discrew,_max_obs,_min_act,_std_obs,_Episode
3.0397965937108067e-16,-0.3275794609146224,-1.0,23353.33952772688,18279,0.000788764377847917,-913.95,-2.3606417647858264,0.9999996412353347,2510.886731029099,-0.12574276,-157.21035311323095,-0.00034207228,0.37583134,0.6666666666666666,1.0,3.594336129841835e-07,0.07008168333703395,6.7315931072626185,2.3445768,0.9217026,0.00024376414,-199.90326537077067,2.6267744359086658,-2.3260448,0.13502153516260013,20
-1.4518871904197597e-16,-0.42259611462818475,-1.0,15236.273409007557,10473,-3.2191008312310032e-06,-523.65,-1.8605294581312906,0.9999997770641946,2687.6796284989346,-0.103099294,-130.56903458864957,-0.0009680424,0.38214862,0.4444444444444444,1.0,-1.1486182636133435e-06,0.04254227991455566,5.086602956394862,2.2597113,0.9246419,0.0012478066,-195.9098366363174,3.0275565738626855,-2.6416042,0.12689353134676934,40
-3.920235783504001e-16,-0.4378661697508837,-1.0,14066.427423132887,9860,-2.4941664422684084e-06,-493.0,-1.6435624711891577,0.9999998008596693,2875.359281039845,-0.106321834,-129.15657531248453,-0.00055562024,0.38510278,0.4444444444444444,1.0,-8.048650987912964e-07,0.04109156899627628,4.937435325450925,2.214483,0.9279369,0.0017491791,-199.5691720115628,2.3224816791843534,-3.174887,0.11379924263667025,60
6.406897554756069e-17,-0.49773730545829076,-1.0,10311.539196396143,7985,-5.448098510107968e-07,-399.25,-1.5604953861012616,0.999999828840115,2517.8588665552256,-0.074597515,-115.45380815601536,-0.0023839674,0.37287548,0.6666666666666666,1.0,-1.5298322386669838e-07,0.028491654030096424,4.451953580852684,2.233843,0.9302219,0.006032938,-193.48080239878203,2.1779105692438185,-2.3986883,0.09988042907102293,80
6.560408781875925e-17,-0.48068981984783443,-1.0,10535.205271614563,8448,-9.57577274363075e-07,-422.4,-1.4974125167215624,0.9999998338593972,2691.747195083293,-0.09100321,-119.68809628623167,-0.0007897753,0.38929,0.4444444444444444,1.0,-4.4344363248072227e-07,0.01535888536961138,4.5763387906930495,2.3082726,0.92516196,0.0013613332,-196.07060850942304,2.097662972170404,-2.501633,0.10803319601789133,100
-9.933319154357014e-17,-0.5468222361707851,-1.0,8429.197497194205,6867,-6.285280367279711e-07,-343.35,-1.463626462872485,0.9999998537213798,2718.650794799476,-0.061671194,-109.81745665252207,-0.0046630665,0.37982535,0.6666666666666666,1.0,-3.20263135789034e-07,0.035019819017146396,4.136687976656001,2.4634123,0.92831874,0.0075915894,-193.83052749337853,1.8534807245581528,-2.4714751,0.1015517903076879,120
2.2238452692610724e-16,-0.6057146791285332,-1.0,6105.999585499168,5879,-3.6883470722059997e-07,-293.95,-1.480569647550308,0.9999998663702291,2251.557144329307,-0.03338347,-98.6932889041196,-0.00027556554,0.3992662,0.4444444444444444,1.0,-1.916626255482612e-07,0.023876683548589857,3.8396166551760933,2.2235544,0.92988026,0.00019572108,-181.03827052918098,1.6538430595277631,-2.2818172,0.11188932875723503,140
0.0,-0.5596919618797844,-1.0,7483.106799063491,6592,-2.1159101670775726e-07,-329.6,-1.4769215031766108,0.9999998651243679,2712.564263788144,-0.04897948,-108.38634888936714,-0.0001930382,0.3941831,0.2962962962962963,1.0,-5.9084944270537676e-08,0.01283723301642344,4.05430400348861,2.2796235,0.9319301,0.00040869013,-192.19157868766067,1.4797682207894902,-2.178443,0.09678802220810057,160
-9.42900312857005e-17,-0.6514388678465907,-1.0,4748.373561134511,5275,9.687115021250747e-08,-263.75,-1.4735103720744644,0.9999998781944588,2120.0512968919084,-0.005987424,-92.71819253598768,-0.00037187687,0.4014211,0.19753086419753085,1.0,1.9259065509036333e-07,0.0313716027651898,3.647125618676933,2.1322136,0.9276309,0.00062142004,-175.26826031693443,1.3746900282816723,-2.1235454,0.09071577857853078,180
-1.2616295184889573e-16,-0.778806711946999,-1.0,3461.8866208043164,4055,2.903509733753751e-07,-202.75,-1.4882932583562531,0.9999998892314221,2010.7210446116537,0.04488883,-80.82051407913598,-0.0010144573,0.416234,0.1316872427983539,1.0,3.746341966648359e-07,0.0574144631573314,3.2247162033485957,2.4481885,0.9300154,0.0003302604,-176.00099970299772,1.2799525377760586,-2.324662,0.09178937616458951,200
1.0171368405563806e-16,-0.8050903908154718,-1.0,2959.061511535937,3912,5.62053633967885e-07,-195.6,-1.5045492284597615,0.9999998913457736,1828.26793750804,0.056326695,-77.43722613187896,-0.0018465074,0.41907114,0.1316872427983539,1.0,6.697437867630995e-07,0.06074333535682469,3.1774525203913555,2.1710377,0.9356562,0.004725797,-180.9429854564633,1.188533057973176,-2.312082,0.07885112562090162,220
1.6949786052287563e-16,-0.518929172742958,-1.0,8451.05608322046,7378,3.316933522290455e-07,-368.9,-1.5246694838846793,0.9999998705984225,3259.942202563331,-0.08062622,-119.2481880771197,-0.0015397826,0.41333377,0.1316872427983539,1.0,5.999275300982987e-07,0.021688830277258483,4.28014369662721,2.084111,0.9379425,0.0034612422,-198.59376839912485,1.1193113357279159,-2.5697954,0.08442560913292503,240
2.415442727796375e-16,-0.5932649032464163,-1.0,5868.105271545028,6001,6.96931720556293e-07,-300.05,-1.5352384535473493,0.9999998837997793,2850.102074195311,-0.03689068,-105.29896905278083,-0.0010864803,0.43438223,0.19753086419753085,1.0,1.1664097181451893e-06,0.009202440411555915,3.873564029204605,2.2341497,0.93687046,0.0067901,-194.5571664663424,1.086928457804837,-2.335377,0.08719419899866436,260
-4.726192758949401e-17,-0.968422491899297,-1.0,1213.9564522242993,3082,3.4567914225513974e-06,-154.1,-0.44861709412965983,0.9999999029897017,1093.5268439138245,0.16916695,-62.44243723560655,-0.00029850937,0.43471575,0.1316872427983539,1.0,6.788872068064222e-06,0.08075058689402353,2.8740666029189534,2.7874737,0.9351423,0.0005105435,-139.94220618296515,1.050065317244582,-1.9738454,0.06873728778802446,280
-1.9413735949729513e-18,-0.8369293969127068,-1.0,2181.4103846446455,3660,4.54474000843863e-06,-183.0,-1.5581574005409293,0.9999999025004459,1893.5420699271954,0.118981436,-75.83785231462879,-0.0019971838,0.45038942,0.19753086419753085,1.0,0.3739043061421442,0.05102466952864217,3.0772016329366574,2.5377471,0.9312055,0.0074749133,-174.640583129282,0.9975412773239914,-2.0613053,0.08106233856044026,300
-4.461806817959813e-17,-2.10332869722303,-1.0,389.08948256749665,2548,0.689176393989352,-127.4,-0.4443680078539319,0.9999997880974977,789.6532545689222,0.27641803,-53.1786842321349,-0.0023613004,0.42508447,0.2962962962962963,1.0,0.6947752500493816,0.10430333098401634,1.3043137656603685,2.45892,0.9259449,0.0085256705,-118.8694294996963,0.9563534197822677,-2.5170882,0.05773833442971663,320
-4.891860487160759e-17,-2.1626349394187843,-1.0,232.3368284892964,2324,0.7641552300480159,-116.2,-0.4437562122410445,0.9999997619956675,662.9447496538425,0.32573178,-49.039471394287716,-0.0028611508,0.38813815,0.4444444444444444,1.0,0.77248538380713,0.12040552790062035,1.144614504383625,2.4776754,0.92565227,0.009151958,-97.31671952555045,0.9121706600164797,-1.4700184,0.05119510828726668,340
-8.434742827161684e-17,-2.3673074341314044,-1.0,126.96012899358993,2106,0.8373370051688058,-105.3,-0.44353374628595754,0.9999997163839893,557.7974763580473,0.4020842,-45.025704989066995,-0.00045736547,0.36879608,0.2962962962962963,1.0,0.8433307472108922,0.13903994944870407,1.0235892156336757,2.357457,0.9292024,0.000443627,-86.4889555079249,0.8711393152176025,-1.4008535,0.043614986859531406,360
