_MeanReward,_std_obs,_min_obs,_std_adv,_max_act,_lr_multiplier,_mean_discrew,_mean_obs,_Episode,PolicyLoss,Beta,_min_act,KL,ExplainedVarOld,_min_discrew,ExplainedVarNew,_max_obs,_max_discrew,_std_discrew,ValFuncLoss,Steps,_min_adv,_std_act,_mean_act,PolicyEntropy,_max_adv,_mean_adv
-68.1,0.07296408428049339,-0.9252209785634329,0.9999766967763181,1.9494247,1.0,-0.17701917946646512,0.010394275171693324,220,-0.003866875,0.6666666666666666,-2.0156662,0.0037987384,0.22083102066051752,-0.6242615782395708,0.23491497768089709,0.6018271907798841,-0.0050000000000000044,0.021049078592900918,0.016544409817977467,1164,-5.234459764416859,0.37825546,0.11335145,0.90853584,0.653045947389303,4.883455228591754e-17
-58.0,0.0645497931091748,-0.7493557271330832,0.9998058864783402,2.1886265,1.0,-0.13454547497574484,0.009567822973196024,240,-0.007692728,1.0,-1.9616129,0.0061804247,0.9827870097728969,-0.26712314535632015,0.9741445665101186,0.6041326239374113,-0.0050000000000000044,0.005299368302618566,0.0006921299936437251,1160,-2.6954417202687178,0.36435166,0.14325507,0.91297,4.150794018894738,-7.350442094070002e-17
-60.8,0.07049651845304716,-0.9720069534245082,0.9999683763034389,2.0643413,1.0,-0.15144742081518509,0.008578107130101193,260,-0.005391618,1.0,-1.698117,0.0058472366,0.3467700349656426,-0.6185686679295022,0.35089693484750284,0.6033700300881911,-0.0050000000000000044,0.013514364040967697,0.008965971895631763,1117,-6.511416381176165,0.38293457,0.1558996,0.91127515,1.2602034632002217,-1.2722340837244408e-17
-65.3,0.061616756305380584,-0.9798504069517338,0.9999766535904672,1.9809996,1.0,-0.1711403818291766,0.0037738402726601025,280,-0.0019940867,0.6666666666666666,-1.7434087,0.0010344042,0.2257263055062939,-0.6166519275673389,0.23161474453862463,0.6036496417642969,-0.0050000000000000044,0.02074442652333633,0.015942361971621098,1108,-4.783304504793804,0.35977355,0.114127025,0.90888745,0.8400657660352874,-2.5651362301808672e-17
-60.85,0.06617856181618481,-0.9695264825644352,0.9999685900986393,2.0910373,1.0,-0.15183654554199907,0.002890369804947605,300,-0.004416413,1.0,-2.033833,0.00806142,0.33602348730994924,-0.6204758245898546,0.34356640583913767,0.6027364611985289,-0.0050000000000000044,0.013693108489205276,0.009409136614921,1118,-6.522143360654626,0.36611134,0.09833873,0.9071592,1.00851778264795,-3.8132883851168164e-17
-60.4,0.06886139133797183,-0.9946276701659615,0.9999690577381892,2.0513802,1.0,-0.15141315765632304,0.006367690897505798,320,-0.0014825284,1.0,-2.0040612,0.0021562164,0.33197021343950817,-0.6223734454669053,0.37996378161520017,0.603514250052976,-0.0050000000000000044,0.013923501168428958,0.008633692688280419,1109,-6.385135791790007,0.3950417,0.15435758,0.90355396,1.1931739164720658,-2.562823212840758e-17
-65.0,0.07139741226904796,-0.9982836632056026,0.9999769999597661,1.9926507,1.0,-0.1718644367065355,0.006351979418536651,340,-0.003128183,1.0,-1.8032942,0.0022001942,0.22865040144022286,-0.6185686679295022,0.22499176326983994,0.6021819213041243,-0.0050000000000000044,0.021373599242380196,0.016937453263103076,1102,-5.132828950730874,0.35860515,0.17171328,0.90316474,1.353401745322698,-7.737307467442107e-17
-59.3,0.06984467305384924,-0.9807412152842724,0.999969994235718,2.119951,1.0,-0.14814554618803322,0.005261490633892425,360,-0.00041268754,0.6666666666666666,-2.0984633,0.00058321864,0.2981163392617079,-0.6147255553440591,0.34355358827239013,0.6031156774727227,-0.0050000000000000044,0.013243375806248223,0.008845974477556317,1087,-7.189226064011481,0.3655971,0.20467956,0.90434456,1.034520329818558,-1.3073463399449865e-17
-54.25,0.06900857205684484,-0.9011673476642352,0.999833038700427,2.2395747,1.0,-0.12669025263588307,0.007448361179144636,380,-0.009989789,1.0,-1.7799842,0.011153375,0.9803799493690404,-0.25228054069674555,0.9845841168946643,0.6014706863335617,-0.0050000000000000044,0.004707449278440344,9.787822655407193e-05,1085,-3.070587101330886,0.39432788,0.21226512,0.90355396,3.0332159492224386,-1.0150610510858574e-16
-57.7,0.06770582981713952,-0.9789527857277427,0.9999686386418355,1.9773579,1.0,-0.14467833698730745,0.0051777276895647725,400,-0.0004957313,0.6666666666666666,-1.4024712,0.0006031185,0.3337607985903751,-0.6108437214656792,0.38465718688661477,0.598870606877255,-0.0050000000000000044,0.012986639312883994,0.008106922120614321,1055,-6.999877262613722,0.354339,0.24334908,0.90428406,0.633373351000309,-2.6940008938771572e-17
-72.3,0.06954875749045647,-0.9531199440421693,0.9999830395146972,2.2426443,1.0,-0.2091563892305413,0.004986311602909236,420,-0.00077017926,0.4444444444444444,-1.3160512,0.000669971,0.135469846352131,-0.6147255553440591,0.1661375016038653,0.5993391328590417,-0.0050000000000000044,0.03376673396296556,0.029210921381776927,1050,-3.5695415230952845,0.3537098,0.2904648,0.9081214,0.7941479276105283,-6.767073673905716e-18
-67.75,0.06764929246975261,-0.9352806736393781,0.9999784297047948,2.0795822,1.0,-0.18681612463052272,0.0015438406457043354,440,-0.0040601897,0.6666666666666666,-1.7079356,0.008704496,0.3260012263207649,-0.6127895028583509,0.3817565779245017,0.6002307361210033,-0.0050000000000000044,0.027086584567263226,0.01683275651923119,1058,-4.009022765754476,0.36877468,0.2397516,0.91011554,1.1331494864501286,-6.71590487485917e-18
-63.45,0.06825156711517084,-0.9118946021146817,0.9999829606429091,2.086917,1.0,-0.16869378701966747,0.00711129344521829,460,-0.00034696062,0.4444444444444444,-1.6685272,0.0005235519,-0.18781141895874542,-0.6166519275673389,0.1319703238052491,0.5991491191690123,-0.0050000000000000044,0.02128079580005007,0.018479679523355046,1071,-5.528706923497333,0.37574416,0.21134497,0.90946376,1.6187703257460146,1.3268771909619052e-17
-54.6,0.06623307604776163,-0.8680844332049943,0.9999395254351018,2.3689125,1.0,-0.12745408191488247,0.0076184546037452614,480,-0.0035109962,0.4444444444444444,-1.7740849,0.005350591,0.5981036497322714,-0.25228054069674555,0.9876132076840987,0.5977999742312021,-0.0050000000000000044,0.004767510944707865,0.0004555102951736628,1092,-3.170528654179649,0.37818936,0.20291987,0.9035698,2.7276972572504157,3.2534008047623636e-17
-54.9,0.07056123008867267,-0.8901251823220648,0.9997839840832407,2.0499866,1.0,-0.12812537682790817,0.009606691632469806,500,-0.003469749,0.6666666666666666,-1.4417061,0.007629432,0.9817954494109675,-0.26344034709177905,0.9889409926890916,0.5979739030942732,-0.0050000000000000044,0.004824325708246618,5.789909929305382e-05,1098,-3.9524707666926284,0.3631061,0.21192332,0.90025264,3.9710586019548857,-6.471245316576505e-17
-59.35,0.06939021920605704,-0.8433174833803339,0.9999685007222614,2.4038546,1.0,-0.14790469302906947,0.009878229821042849,520,-0.0011482108,0.6666666666666666,-1.4003307,0.002600571,0.3391073381963262,-0.6127895028583509,0.3691330594583725,0.5985859237801967,-0.0050000000000000044,0.01305026048708982,0.008261446569276888,1088,-7.32096418793793,0.33536345,0.20459375,0.8995404,0.6269426150291408,2.6122894697062506e-17
-58.9,0.06711261409568578,-0.8768940546447769,0.9999690747168161,2.2532616,1.0,-0.1478163254951294,0.005617595969178301,540,-0.0018302528,0.6666666666666666,-2.0315633,0.0029473566,0.3187172384786706,-0.6166519275673389,0.328725036252974,0.5985989148812078,-0.0050000000000000044,0.013474876587199137,0.009054525720133336,1079,-6.606819001712425,0.36855936,0.20401847,0.89694685,1.0642248102660328,-5.268157447711586e-17
-64.15,0.07053457649458121,-0.8739751936553734,0.9999767302602715,2.021775,1.0,-0.16860819116295003,0.008816669075876306,560,-0.007178098,1.0,-1.7205235,0.008322129,0.22517352896367526,-0.6127895028583509,0.23915622186830454,0.5925809884158347,-0.0050000000000000044,0.020539199715745714,0.015654399318111956,1085,-4.938243467144031,0.35479313,0.2433326,0.89156127,0.8528380471403048,2.619512389898987e-17
-55.25,0.06902015528824826,-0.8845942518875656,0.9998376927288342,1.8910898,1.0,-0.12880621064534395,0.007523249439806649,580,-0.00053163304,0.6666666666666666,-1.4734501,0.000121668774,0.95520246435614,-0.25228054069674555,0.8950028793486063,0.5981786856892723,-0.0050000000000000044,0.004865504488534653,0.0007224798271120551,1105,-2.5116112277949934,0.3493589,0.1780881,0.8880836,3.8560216238321754,-2.5721004009415392e-17
-64.95,0.06737449661328437,-0.9033479401810875,0.999976347785526,2.2485359,1.0,-0.17067285294005063,0.004807493077459905,600,-0.0009098581,0.4444444444444444,-1.5855765,0.00061470806,0.2450004439982265,-0.6223734454669053,0.2452066736841405,0.5933140615621084,-0.0050000000000000044,0.020857087945665223,0.016149458576143885,1101,-4.951354606872525,0.36081722,0.18086141,0.89019865,0.7737435483273145,0.0
-65.15,0.06874667284152543,-0.8942269866081443,0.9999769246469489,2.2239647,1.0,-0.1716325161678055,0.007808959850238435,620,-0.0007689596,0.2962962962962963,-1.8460897,0.0006337074,0.21619673254626426,-0.6185686679295022,0.2170855723845384,0.5982840752120364,-0.0050000000000000044,0.021139331452713666,0.016640983672037583,1105,-4.753059333956857,0.34851953,0.16134177,0.8857708,0.9017687374714835,1.2860502004707696e-17
-55.45,0.06751084371126273,-0.8148369178792151,0.999866969776733,2.128132,1.0,-0.1292582062421757,0.006574257101989124,640,-0.0021593573,0.19753086419753085,-1.7448319,0.0013768353,0.9424029143865617,-0.26344034709177905,0.9801361164691549,0.598207050086653,-0.0050000000000000044,0.004904552804319808,0.0005319569899245239,1109,-2.2120513802690582,0.35824686,0.16342413,0.88240933,5.002983876622028,-1.281411606420379e-17
-55.1,0.06946347575141505,-0.7844669354020744,0.9997959181337414,1.9838834,1.0,-0.12846997056851014,0.007837928671260945,660,-0.008327447,0.2962962962962963,-2.0737646,0.012031448,0.9851436108235581,-0.2560191379932618,0.9902002386242619,0.5981870033826393,-0.0050000000000000044,0.0048372636325476,4.7562539477599227e-05,1102,-3.053908252809691,0.35213697,0.20420058,0.8787456,4.518276482398904,3.8686537337210535e-17
-58.4,0.06683945819667056,-0.8672086081171134,0.9999688092272702,2.1969347,1.0,-0.1465937444985395,0.00806224685456278,680,-0.008573594,0.4444444444444444,-1.5036737,0.013667435,0.3322905430684072,-0.6147255553440591,0.33111547834223687,0.5978182585937369,-0.0050000000000000044,0.013320642725001329,0.009008714726200597,1069,-7.00899620127578,0.35332105,0.22897288,0.8776551,0.7044850724009303,1.3293596553042099e-17
-53.45,0.06859358850937385,-0.8294882905627817,0.999705011379981,2.2739205,1.0,-0.12498035779993195,0.007925901694822457,700,-0.0023841322,0.6666666666666666,-1.9793017,0.0063807694,0.991872647883358,-0.24095164917970882,0.9924406432940996,0.596678205599906,-0.0050000000000000044,0.004579209015163354,0.00019771705806217768,1069,-2.417327634824764,0.38626662,0.28354654,0.87625194,5.107031105611357,7.145308147260128e-17
-63.0,0.07142448809801029,-0.8939597192135905,0.9999775751884442,2.645132,1.0,-0.1673973165321964,0.010332647320587916,720,-0.0015458552,0.6666666666666666,-1.6379231,0.0020479194,0.18367199663390432,-0.6147255553440591,0.25557177626395655,0.5981410019284104,-0.0050000000000000044,0.02105172190873875,0.016257950725480495,1062,-4.976707675220276,0.37442863,0.38200316,0.87646353,0.5565101459855332,-2.6762438258384187e-17
-53.4,0.0706794797370331,-0.8213793671140359,0.9998193414539083,2.2324889,1.0,-0.12486819899403262,0.010302623326459452,740,-0.006253395,1.0,-1.340028,0.0120729515,0.9563265747888992,-0.24095164917970882,0.9031584265807869,0.5969550090819014,-0.0050000000000000044,0.0045700763193614186,0.0009042454422101051,1068,-3.0697729336636597,0.33828735,0.33754864,0.8757605,3.8360335575033404,7.983626244495507e-17
-73.85,0.07031669380105478,-0.8491288155025059,0.9999831064079158,2.4654262,1.0,-0.21241603374424614,0.009458813097585962,760,-0.003585171,1.0,-1.9276495,0.0054236474,0.13456261206186249,-0.6185686679295022,0.12531471883977807,0.5970086981897583,-0.0050000000000000044,0.033872626694677985,0.03095904914540325,1081,-3.5477623041264903,0.39513454,0.30751178,0.8749044,0.8965234019350448,-1.314602656355412e-17
-54.1,0.07487183845272427,-0.799167312564886,0.9997374240098074,2.0760381,1.0,-0.12635252378650869,0.010701066149043575,780,-0.014017657,1.5,-1.5563215,0.009746549,0.9843106200200313,-0.24474689093381027,0.9509295543589035,0.5964385413498716,-0.0050000000000000044,0.004679142068327374,0.002890052155515221,1082,-3.6748484880574783,0.41405782,0.3793841,0.87157273,3.357116747801836,5.746071107117261e-17
-62.95,0.07051064066353027,-0.8860556193497864,0.9999771439639222,2.1979132,1.0,-0.1666036223996558,0.008935908340598967,800,-0.0007503709,1.0,-1.9372189,0.0007920806,0.21584647338840224,-0.6127895028583509,0.23277290734398437,0.5973171136420063,-0.0050000000000000044,0.02069744964433733,0.016210306477818844,1061,-4.705836540882349,0.43063334,0.43194878,0.87366444,1.027536753089315,2.678766204562112e-17
-63.45,0.07081139090292952,-0.8877612091879766,0.9999768315213663,2.5259085,1.0,-0.16762715957603805,0.010847509459191098,820,-0.0015564462,0.6666666666666666,-1.4773021,0.00139858,0.24578873113076383,-0.6127895028583509,0.2693799937579706,0.5968581392394359,-0.0050000000000000044,0.020732952474564005,0.01514868116697577,1071,-5.081408134186927,0.42145532,0.38319188,0.8776577,0.624263661998129,2.6537543819238103e-17
-64.05,0.07232146337028011,-0.8515676715564386,0.9999778196749317,2.9922013,1.0,-0.16946257150161065,0.01032643712957438,840,-0.00062684866,0.4444444444444444,-1.6764172,0.0011521995,0.16325918174908527,-0.6166519275673389,0.20179221639830291,0.597389405956718,-0.0050000000000000044,0.021098018037648193,0.016888237443892184,1083,-4.68437958962363,0.39926955,0.34457982,0.87514377,1.3161334136099139,6.560874753094184e-18
-58.7,0.07230674417493411,-0.8532766055948177,0.9999719066745024,2.4230828,1.0,-0.14781756977568697,0.01119030704833625,860,-0.0015125322,0.2962962962962963,-1.4699152,0.00066604756,0.20874241732081034,-0.6185686679295022,0.3844521153817103,0.5961287460912089,-0.0050000000000000044,0.013690075841121103,0.008513094947202182,1075,-6.12512238191577,0.3920231,0.37809134,0.8688367,1.2646131865940815,-3.9658199205214895e-17
-53.9,0.07289505415338832,-0.8379659449214807,0.9998955230783669,2.705959,1.0,-0.12594146619756033,0.011140625231649753,880,-0.0050188266,0.4444444444444444,-1.5106537,0.010744245,0.9066083246848275,-0.24474689093381027,0.9207368156406528,0.5966031893746776,-0.0050000000000000044,0.00465077131175162,0.00044454522955729214,1078,-3.2799009521129032,0.43432784,0.42240158,0.8632487,2.727227663552477,3.6252180395923476e-17
-62.75,0.07116206633341991,-0.8450146341585814,0.9999774060220403,2.7004457,1.0,-0.16704934113196476,0.009826109749298774,900,-0.0010216689,0.4444444444444444,-1.2603717,0.0031131988,0.21491518727921122,-0.6147255553440591,0.20169067151360554,0.5954725652915313,-0.0050000000000000044,0.02112564107963473,0.017140636607791748,1057,-5.232783355999888,0.39327735,0.45749193,0.86349833,0.7256330794464361,-5.3778068931701055e-17
-62.65,0.07015125411179844,-0.8524929616395044,0.9999769798786234,2.1933746,1.0,-0.1658555259968936,0.011566570089264728,920,-0.0005978464,0.2962962962962963,-1.9306794,0.00028933038,0.2161835272427075,-0.6127895028583509,0.22101507691676991,0.5966901741657339,-0.0050000000000000044,0.020604958788480055,0.016073112812990568,1055,-4.947928995375029,0.35773057,0.45316827,0.86338586,0.6474368041060281,0.0
-62.45,0.07021361648851206,-0.8356119900245329,0.9999771202673899,2.2388155,1.0,-0.1655969730968519,0.010549765670757848,940,-0.0061883107,0.4444444444444444,-1.264438,0.0126207825,0.20989161440486404,-0.6108437214656792,0.255980730863851,0.5962382603463734,-0.0050000000000000044,0.02066434697329598,0.015403182311086982,1051,-5.092388776078699,0.36588845,0.4548018,0.8660281,0.5613194338692756,0.0
-67.4,0.06756044492345717,-0.8610822904521956,0.9999805318668935,2.2749844,1.0,-0.18719763055072694,0.01057074303407899,960,-0.0013887393,0.4444444444444444,-1.6655517,0.0045591514,0.1841421382195091,-0.6127895028583509,0.1970897191894947,0.5966615356845223,-0.0050000000000000044,0.027589210281026417,0.022360595185331195,1051,-4.195358389071571,0.3922543,0.40521836,0.8684595,0.8825959274562192,1.3521269947861089e-17
-62.4,0.06815080047883611,-0.8288577151748325,0.9999765689649419,2.0250976,1.0,-0.1658793197732254,0.011409214488879839,980,-0.007891895,0.6666666666666666,-1.5806432,0.012020753,0.25181522648088595,-0.6127895028583509,0.25512384234817964,0.5946485884654521,-0.0050000000000000044,0.020863615209181025,0.015572538463154744,1050,-4.572029861176197,0.34399885,0.33958054,0.8695321,1.3863119398539026,0.0
-62.7,0.0678632062788328,-0.8555826679954368,0.9999763231216895,2.078256,1.0,-0.16627328614343187,0.00897976862156349,1000,-0.0040914477,1.0,-1.3923749,0.007589248,0.27329366534267974,-0.6127895028583509,0.27699528350037894,0.5960545602843591,-0.0050000000000000044,0.020772282102065342,0.015346700486005744,1056,-5.164975579199214,0.361158,0.27882388,0.86571586,1.5320963837740291,0.0
-58.25,0.06605230523044436,-0.8554130132207862,0.9999666095111287,1.9993939,1.0,-0.14597396851657965,0.009022987445256715,1020,-0.0027349547,1.0,-1.4238604,0.0034181324,0.44662797990590264,-0.6127895028583509,0.4447136770375888,0.5960434076946155,-0.0050000000000000044,0.013134825796633554,0.007305189839103742,1066,-6.01219419566695,0.33457538,0.2349339,0.8627374,1.2383702421385003,-1.3331008175611636e-17
-63.35,0.06726951688204512,-0.8203730725380165,0.999976684073453,2.1431007,1.0,-0.16748465101738505,0.007389388486364527,1040,-0.0009756496,1.0,-1.537769,0.0018019674,0.26496153378216225,-0.6147255553440591,0.27276997570271555,0.5923890997576605,-0.0050000000000000044,0.02076225976041461,0.015471862375184095,1069,-5.332236424236251,0.35715908,0.22287013,0.86212504,1.3948932081079863,3.9880789659126294e-17
-54.3,0.0696923696516995,-0.8023694464746312,0.9999245083514587,1.8498442,1.0,-0.12675705862917191,0.006412429033354592,1060,-0.004334638,1.0,-1.3639352,0.0037565911,0.7533392080229095,-0.24474689093381027,0.8786955138024974,0.5955557803975161,-0.0050000000000000044,0.00470615821830951,0.0007532411933522824,1086,-2.1168595740949323,0.3302092,0.22979929,0.86451143,3.6298687471226727,2.617100315875139e-17
-54.6,0.07281651073132632,-0.7799541631070007,0.9999048725179801,2.353078,1.0,-0.12739487561564036,0.008786084559587789,1080,-0.007839386,1.5,-1.7306046,0.0074071386,0.8484805368353642,-0.24852315647914122,0.9835410573816643,0.5951682937745324,-0.0050000000000000044,0.0047540320360615835,8.179779378878766e-05,1092,-3.229598870025225,0.3639801,0.22743507,0.86579466,2.4443671723878366,1.9520404828574182e-17
-55.2,0.07001023664504928,-0.8677439144447944,0.9998017153140297,2.2048192,1.0,-0.12868059963100584,0.011926437176263873,1100,-0.002821672,1.5,-1.6144704,0.0022859457,0.9758637149597303,-0.25228054069674555,0.9916221626327998,0.595410665423741,-0.0050000000000000044,0.004852972885791116,4.072477748757131e-05,1104,-4.155556097663985,0.3642064,0.1977559,0.8673539,5.006667905863745,-3.218037752536686e-17
-59.9,0.07458265444606439,-0.9015551337169588,0.9999677826829086,2.1501803,1.0,-0.1485318220001564,0.00830558570570807,1120,-0.0011234593,1.0,-1.6204362,0.0007139548,0.36282331107451604,-0.6108437214656792,0.46143676613017615,0.5959701934990879,-0.0050000000000000044,0.012824183580214796,0.0069355895373955055,1099,-7.426462045445429,0.33793336,0.204873,0.8688104,0.7427045547968651,-1.2930714026571432e-17
-55.35,0.06862513664288965,-0.6632184265278623,0.9998630618581127,2.1945684,1.0,-0.12898818285286734,0.008591948893125034,1140,-0.00509931,0.6666666666666666,-1.7608949,0.0007768277,0.920369729819625,-0.2560191379932618,0.9233427289970215,0.5961399461930588,-0.0050000000000000044,0.004874799872717485,0.00042624557213915724,1107,-4.697794763390185,0.37615505,0.19588134,0.86915755,2.295776984955353,-2.5674534264140927e-17
-55.15,0.0699707631134496,-0.8221932935545301,0.9998276380634197,2.2681935,1.0,-0.128530743822002,0.009043670949170479,1160,-0.008023215,1.0,-1.9041907,0.008489186,0.9552741121826833,-0.24852315647914122,0.9894614325212838,0.5932848854791083,-0.0050000000000000044,0.004834792614133945,5.121664201118979e-05,1103,-2.6803112240216778,0.36802888,0.19533703,0.8675636,4.460196132265967,-1.9325731706983686e-17
-60.85,0.06870748184382024,-0.8087359636100677,0.9999683881809854,2.0032673,1.0,-0.15175574916475565,0.008445592242457113,1180,-0.000924168,0.6666666666666666,-1.5996414,0.000523827,0.34563988990668004,-0.6204758245898546,0.3613687288991767,0.5935005497213333,-0.0050000000000000044,0.013677386458145572,0.009041245258632535,1118,-6.905029330803624,0.38017744,0.1998253,0.8660419,0.6034630674632463,-3.8132883851168164e-17
-70.6,0.07163424881112607,-0.8543465350259197,0.999980723854842,1.9937606,1.0,-0.19398515284173112,0.010033130213469034,1200,-0.00042400596,0.4444444444444444,-1.6810709,0.00043959965,0.162146502024192,-0.6204758245898546,0.17014045027399183,0.594386017500635,-0.0050000000000000044,0.02791194407003804,0.023269270585014882,1115,-4.23268412243878,0.37286514,0.19786994,0.86814797,0.6306092267740716,2.5490322359106733e-17
-56.1,0.07499851692437676,-0.8363778967256573,0.9998824782112,2.508951,1.0,-0.13053232568846987,0.007971044214379936,1220,-0.011759429,0.6666666666666666,-1.5672362,0.014328526,0.9697319470170753,-0.25228054069674555,0.974166619888433,0.594771028323231,-0.0050000000000000044,0.004985685138267165,0.0009861797377826698,1122,-3.3057835585524646,0.38100132,0.19192715,0.8695439,2.272046359296735,1.314060763549205e-16
-54.9,0.06867565019198166,-0.762784798828218,0.9998392968682696,1.8750103,1.0,-0.1280015609593959,0.008466129463238443,1240,-0.0019476851,0.6666666666666666,-1.841129,0.00588382,0.9822103963706319,-0.24474689093381027,0.993498403182976,0.5961615997283432,-0.0050000000000000044,0.004794981151678955,3.728271770609974e-05,1098,-2.043034670226609,0.3384614,0.17422575,0.8755786,5.195131839470334,-5.500558519090029e-17
-64.0,0.06735616697029004,-0.8447379027100514,0.999977210508594,1.8828213,1.0,-0.16972092832403998,0.0052257374222400834,1260,-0.001414583,0.4444444444444444,-1.4944739,0.0013136483,0.20989702756326412,-0.6185686679295022,0.20880557046275472,0.5963322225977402,-0.0050000000000000044,0.02129083510547621,0.017088611775225308,1082,-4.870454431358312,0.3387723,0.16285524,0.8749049,1.3034222157374666,0.0
-68.7,0.06836300147420642,-0.8573418720718917,0.9999806574669234,1.9689854,1.0,-0.18945658396592,0.008406753891221884,1280,-0.0031521134,0.4444444444444444,-2.3062286,0.005396788,0.16275286883803441,-0.6147255553440591,0.17451008789659028,0.5965010735306558,-0.0050000000000000044,0.027476754681599286,0.022792802350234308,1077,-3.9627585444009155,0.3571074,0.16173223,0.87253976,0.9766547523828402,7.916910704847913e-17
-58.95,0.0659984697040126,-0.8513417753737035,0.9999684488239592,1.9628036,1.0,-0.14750178507357473,0.006870083698425028,1300,-0.00084863225,0.4444444444444444,-1.7134771,0.0018429719,0.3552119687024241,-0.6147255553440591,0.385177587351617,0.5962325659545293,-0.0050000000000000044,0.013265080566386589,0.008885927784868236,1080,-6.465150455938559,0.33625853,0.12987106,0.8755682,1.3987475047159952,-3.947459643111668e-17
