_lr_multiplier,_std_obs,_mean_act,_mean_discrew,_min_obs,_max_obs,_MeanReward,_mean_adv,ExplainedVarNew,_Episode,PolicyLoss,ExplainedVarOld,KL,_min_act,_std_discrew,ValFuncLoss,_max_act,_max_adv,_max_discrew,_std_act,Steps,_min_adv,PolicyEntropy,_std_adv,_mean_obs,_min_discrew,Beta
1.0,0.05659599676828261,0.07559412,-0.2583865346392941,-0.609074159359255,0.7111378912362936,-122.55,-4.6383858719549584e-17,0.948982382012284,20,-0.004710273,-2.485660519327904,0.0036148345,-2.1078036,0.019092989999108273,0.0009753674005141818,2.5437522,2.6383330522675967,-0.0050000000000000044,0.38693428,2451,-1.161907383770973,0.9229281,0.9999998060176555,0.05589357211115382,-0.6122406658627821,1.0
1.0,0.08719108948127405,0.03728022,-0.2985859054915254,-0.7683150841124986,2.17435279330093,-142.9,-2.9833844748499657e-16,0.8789909271852067,40,-0.0006722042,0.7881982924167318,0.0007648836,-2.447167,0.02728469885582348,0.003317756620879193,2.5327122,2.7885691173684473,-0.0050000000000000044,0.37763152,2858,-1.0384111467906056,0.92587996,0.99999980441391,0.025872619941807073,-0.7567186762190438,0.6666666666666666
1.0,0.885092037803329,-0.03772599,-0.39130974425990245,-10.337419551764912,4.002267156466795,-175.45,-1.1339524993606615e-16,0.8315317249412177,60,-0.0022878542,0.4003490889233823,0.00183797,-2.776575,0.05990028902943818,0.011736789709187257,2.2164092,3.034870485790355,-0.0050000000000000044,0.4300602,3509,-0.8595040804616148,0.92909724,0.9999998025303466,0.02262762145906616,-0.9180182297082629,0.6666666666666666
