_Episode,_min_discrew,_std_discrew,_min_adv,_mean_adv,_mean_act,_max_act,ExplainedVarOld,_std_act,_min_obs,_min_act,Beta,_mean_discrew,ExplainedVarNew,ValFuncLoss,_std_obs,_max_discrew,_max_obs,_MeanReward,_mean_obs,KL,PolicyLoss,_std_adv,_lr_multiplier,_max_adv,PolicyEntropy,Steps
420,-11.879067148208618,11.301808489239967,-2.526248419820256,-2.872330412370289e-17,0.33337215,2.6512103,0.5913328414435757,0.40802303,-0.4345765070285734,-1.9143798,0.6666666666666666,-6.387990314482295,0.4000484666711356,7.405678294399562,0.03198357054000099,-0.14951309624900241,0.7153087899678027,-98.95,0.0363634072011889,0.00033685137,-0.00031164332,0.9999987183411599,1.0,2.974583266157233,0.94911647,1979
440,-12.239249359642434,11.695374257941808,-2.3450966340055146,1.7906822977825105e-17,0.3343603,2.8590798,0.6091685701006251,0.4480357,-0.4364095276352576,-1.7432942,0.4444444444444444,-6.4979665157321,0.9803470745866147,0.2704642092046199,0.0320952842468023,-0.15174977313924565,0.7105010789623916,-99.2,0.03897873280439608,0.00034905135,-0.00023015801,0.9999988277410796,1.0,4.264880572375589,0.9509956,1984
460,-133.05411239475865,543.8932659746212,-9.223976239300868,2.8578893343794876e-17,0.3160529,2.5038357,0.03858835113671466,0.41080877,-4.54503060433865,-1.6712375,0.2962962962962963,-11.018825335354299,0.0771023404612956,508.10071453584135,0.04088660081332011,-0.13305411239475864,0.7061991851551683,-149.4,0.02917645542207026,0.0012793321,-0.004465065,0.9999998452701304,1.0,0.4123184459202507,0.94919145,1989
480,-109.93823818736658,662.4473000557998,-6.706070880736913,7.173576332762243e-18,0.33129513,2.404044,0.15605588148188576,0.41006216,-0.43976096254054003,-2.2328532,0.4444444444444444,-12.860673912425767,0.17432045693597353,562.7402159620635,0.03311145211501902,-0.10993823818736659,0.7011067124163409,-198.95,0.02472917078527943,0.008213544,-0.002066374,0.9999998537466773,1.0,1.3140233766812248,0.9479016,1981
500,-103.13749694498597,321.79508998047004,-8.814678877410289,1.4154237764145422e-17,0.2675648,2.7535756,-0.010415412434747973,0.41682854,-4.629370812719004,-1.8928063,0.2962962962962963,-8.507693663703447,0.006079158159831732,320.0556589037566,0.045734870458818355,-0.10313749694498596,0.6974452264677117,-150.35,0.028380443853279057,0.0014761519,-0.0005363483,0.9999998039757992,1.0,1.1085862756017255,0.9470254,2008
520,-8.367425568009864,5.586853567637468,-3.1051206230912793,-1.8529700230453966e-16,0.29435396,2.4657772,0.03443882482812233,0.4123031,-0.4427016266301483,-1.7795317,0.19753086419753085,-4.493926212380651,0.8755191737992293,3.594319634515306,0.03186511676041518,-0.10452171253492394,0.6945231937032893,-99.7,0.028971348174084515,7.3913376e-05,-0.00047093033,0.9999987230218309,1.0,6.953073171507243,0.9450434,1994
540,-8.541095217771169,5.80382360323043,-3.949259472454163,3.5367980874071684e-17,0.29696375,2.5008268,0.8804887951573708,0.4092035,-0.44412136364458055,-2.0686295,0.2962962962962963,-4.582072397694978,0.9635637512454669,0.21224318633705283,0.0328189077632524,-0.10589777392159731,0.6902777314171499,-100.45,0.023091383792808697,0.01242906,-0.0049414085,0.9999969551917682,1.0,3.3485167026153904,0.9475647,2009
560,-8.715191126584646,6.001202152640116,-2.656035619216939,5.630848822269243e-17,0.21521272,2.6700685,0.9710389761844856,0.410678,-0.4454197235009167,-1.8018272,0.4444444444444444,-4.660607843871265,0.9853467017170284,0.0980178058239801,0.032368815996573846,-0.10726272662702804,0.6871757953666132,-100.95,0.03073663811273446,0.012282788,-0.0042507593,0.9999944240186288,1.0,2.9949324864518996,0.9523196,2019
580,-90.72614238847375,643.4031306213861,-5.693196786942076,-2.191905611599281e-17,0.35450625,2.2817426,0.011322574862212553,0.42667904,-0.4467303698464401,-1.6942943,0.4444444444444444,-13.91533500135944,0.07826619247346722,631.9129734691162,0.03116804704437067,-0.09072614238847375,0.683593876728337,-247.1,0.028619809989819684,0.004312505,-0.0021611778,0.9999998668225972,1.0,0.3858089475595035,0.95636535,1945
600,-87.53581832611125,227.27576307540744,-9.708975682608454,0.0,0.25672734,2.7650974,0.026827768837664356,0.46758372,-0.44807325430749356,-1.7730535,0.4444444444444444,-7.114536259409777,0.03607932244766443,220.27255307036006,0.030898549891376387,-0.08753581832611125,0.6808553542927162,-149.85,0.01956569929511676,0.0055850255,-0.0017003603,0.999999765121158,1.0,1.1919912941839759,0.95386994,1998
