_min_act,Beta,Steps,_std_obs,_min_adv,_lr_multiplier,_MeanReward,_max_act,_min_obs,_max_adv,_std_adv,_std_act,_mean_adv,_std_discrew,KL,ExplainedVarNew,ValFuncLoss,_mean_discrew,_max_obs,_max_discrew,_mean_obs,ExplainedVarOld,PolicyLoss,_min_discrew,_mean_act,_Episode,PolicyEntropy
-1.9843082,0.2962962962962963,1167,0.03184439402791216,-3.369376358369356,1.0,-68.25,2.0367482,-0.6115495900987126,1.4117118423210098,0.9999999034128658,0.39005318,-3.6531760193321344e-17,1098.3585945697482,0.00025092263,2.224827092744963e-05,1994.092351324968,-39.19965724078835,0.5015871756846874,-1.0,0.0055311863456063235,2.458112968384274e-05,-0.0006148044,-155.0,0.038924143,220,0.9257568
-2.0838025,0.4444444444444444,1156,0.02930941918865881,-4.24876595486178,1.0,-62.75,2.0796552,-0.6091879544073118,1.5473180804954576,0.9999998829082807,0.41057542,0.0,711.0383159624525,0.006293372,1.793573716690755e-05,1300.0165037220502,-34.1461937716263,0.5045398192994653,-1.0,0.0074387157772269384,2.0003552493097487e-05,-0.0043536164,-154.0,0.02518705,240,0.927379
-2.1767533,0.4444444444444444,1136,0.02909301760478608,-1.5949394762602145,1.0,-56.8,2.3576446,-0.6070149557063762,2.0241797062237303,0.9999998278704573,0.37743935,1.2509555207044018e-17,271.79255030623887,0.00526238,3.493747262217628e-05,616.0295883227743,-28.951584507042252,0.5075049942382427,-1.0,0.009847847835240744,3.793546977004514e-05,-0.003088702,-63.0,0.061710197,260,0.9243291
-1.9836384,0.4444444444444444,1130,0.02836644344412334,-2.7953586346773696,1.0,-71.35,2.0380373,-0.6046532923350211,1.3580817855945508,0.9999999160920688,0.38266164,-6.287988812036285e-17,1436.2247286396744,0.0040226425,6.92904577226372e-06,2462.7532727995676,-43.0070796460177,0.5095769022821064,-1.0,0.009179655786512992,7.586418334759593e-06,-0.0021306903,-154.0,0.10696064,280,0.92501533
-2.0259626,0.4444444444444444,1151,0.029188641988591363,-1.6476007378788906,1.0,-57.55,1.9484965,-0.6026034837351525,2.027653892655118,0.9999998323239796,0.36105597,1.2346528857690706e-17,280.6386468609248,0.0051904055,2.741029724628863e-05,597.3957045818681,-29.353605560382277,0.5139283012905604,-1.0,0.005196028796178744,2.997494222867214e-05,-0.00442648,-66.0,0.04669579,300,0.92779994
-1.8395466,0.2962962962962963,1135,0.02984535930930913,-3.216397920105738,1.0,-66.65,1.9276792,-0.6006632184726923,1.4125139939942233,0.9999999064948109,0.37668377,2.504115368317534e-16,1196.1387521589784,0.001476505,2.208651541768525e-06,1926.5118033636788,-39.12422907488987,0.5142648757507796,-1.0,0.009513502271840934,2.3814459783055852e-06,-0.0023753005,-161.0,0.06948386,320,0.9262712
-1.9053948,0.2962962962962963,1151,0.03055931747320902,-4.031652836733851,1.0,-62.5,2.212833,-0.5991349533131326,1.5649756335867582,0.9999998869369032,0.3473185,-1.1111875971921637e-16,772.6641148368698,0.0048118443,1.089581551649843e-05,1252.0720809659272,-34.568201563857514,0.5180159040969584,-1.0,0.005123236188405506,1.2276888838869127e-05,-0.005078288,-158.0,0.041784286,340,0.9304267
-1.806776,0.4444444444444444,1130,0.029249896102011872,-4.09639965351377,1.0,-61.45,2.1176171,-0.5976528805695805,1.5695180818874148,0.9999998855368842,0.39580178,1.0060782099258056e-16,690.3443347168924,0.008153331,1.0974615404002463e-05,1100.076911830192,-33.445132743362834,0.5197956387042598,-1.0,0.010159029560203592,1.1862708935828081e-05,-0.0064488845,-152.0,0.08897053,360,0.9330909
-2.121743,0.6666666666666666,1135,0.029894751753199805,-4.055900180402331,1.0,-61.7,1.9117025,-0.5963295429035661,1.5775740976949535,0.999999886192322,0.39317566,-6.260288420793835e-17,701.3168320751421,0.008913537,1.2458951154314946e-05,1098.3610597376855,-33.62290748898678,0.5229559326696636,-1.0,0.010310023747807161,1.3182873986883337e-05,-0.004594802,-153.0,0.058705207,380,0.9373377
-1.9891447,0.6666666666666666,1177,0.03199928640641046,-1.600630644593957,1.0,-58.85,1.8396316,-0.5952792478518304,2.0380558134294176,0.9999998412185153,0.41927412,-4.376750071589402e-17,291.81688104414184,0.0021414247,4.156599836036001e-05,542.2955228190494,-29.97875955819881,0.5244970303268878,-1.0,0.0021947675457551752,4.334805559969013e-05,-0.0029327008,-66.0,-2.8683558e-05,400,0.9404159
-2.3468487,0.6666666666666666,1155,0.03045707095097396,-3.1792511729855937,1.0,-67.65,1.8871633,-0.5946661241668479,1.4692324901384817,0.9999999060913579,0.44076762,4.9215081264768844e-17,1109.0575858773263,0.0016027886,9.63344214044426e-06,1698.3830670217071,-38.91948051948052,0.5251781511699688,-1.0,0.006585686427491238,1.0078788880152345e-05,-0.0017514818,-155.0,0.0097701885,420,0.93477297
-1.72823,0.6666666666666666,1183,0.03388246071556221,-1.6633977631439731,1.0,-59.15,2.1438038,-0.5939700967665262,2.0375193271608945,0.9999998442739296,0.39497322,-9.309731533627686e-17,297.5842168105644,0.0030143077,5.070116094885169e-05,523.2970109102217,-30.17413355874894,0.5253862100415497,-1.0,0.0009735786707849953,5.28818713964041e-05,-0.0034124241,-69.0,0.016663238,440,0.9324282
-2.4522767,1.0,1146,0.030884359580622408,-3.8822725068178374,1.0,-62.25,2.3267496,-0.5937182089160513,1.5935913493172056,0.9999998893778678,0.41762742,-7.44023807078639e-17,775.5960972073742,0.008393624,1.0541234237382291e-05,1127.6568758806497,-34.36998254799302,0.5271491126779739,-1.0,0.008777884904210786,1.0875391846076887e-05,-0.005888182,-159.0,0.056235068,460,0.9342042
-1.8771495,0.6666666666666666,1124,0.02939302680883472,-1.4998267893469452,1.0,-56.2,2.1081672,-0.5931351998283954,2.0222877938915587,0.9999998420209871,0.39503935,3.160777294306496e-17,264.05492189182,0.00027572998,2.2293355148694793e-05,422.37901394662487,-28.616548042704625,0.5274400882104396,-1.0,0.013771361051300762,2.3021952669233237e-05,-0.00011244262,-59.0,0.103890926,480,0.9336872
-1.9922317,0.4444444444444444,1113,0.028356948441227225,-1.5221343925400175,1.0,-55.65,1.9347074,-0.5923479740683192,2.018889565319714,0.9999998422157556,0.39401758,4.149620649093128e-17,258.6184413720395,0.0006840003,1.799113097744609e-05,401.38827756512984,-28.33602875112309,0.529100767735116,-1.0,0.01595301101811556,1.8341496530349666e-05,-0.0010924721,-59.0,0.09081708,500,0.9369321
-2.1578598,0.6666666666666666,1129,0.02901426798595697,-3.848312492680123,1.0,-61.4,1.9052159,-0.5915615406148369,1.5959547177847662,0.9999998900149571,0.37545222,-2.5174233330738714e-17,752.0903689744798,0.009493268,5.962035876549976e-06,1043.1026796696988,-33.83436669619132,0.5294990816755154,-1.0,0.010775789049185485,6.11684697415793e-06,-0.007264988,-157.0,0.056527063,520,0.93810797
-2.6911435,0.6666666666666666,1108,0.028829448116513466,-1.5314390834410723,1.0,-55.4,2.194026,-0.5907324312577259,2.0167777755350786,0.9999998436776876,0.41009393,-7.695408690542601e-17,256.66658874089325,0.0031406432,1.9348017994191835e-05,378.5730889805412,-28.217509025270758,0.5284685493105264,-1.0,0.01685697530582827,1.9861230405870955e-05,-0.0015880507,-59.0,0.1291763,540,0.9367238
-1.5496235,0.6666666666666666,1099,0.02836542810792048,-2.608418404035752,1.0,-69.8,2.4653096,-0.5900281577600904,1.4126125737006627,0.9999999187672042,0.41705295,5.172285610628573e-17,1469.8510036007588,0.0030191513,3.396669473132441e-06,2090.1269095394146,-42.57688808007279,0.5314465193100032,-1.0,0.019472155926444037,3.530503356108383e-06,-0.0020041747,-154.0,0.18273659,560,0.93264973
-1.8829488,0.6666666666666666,1105,0.028418008430736247,-3.8552609041284067,1.0,-60.2,2.0618298,-0.5893713899516889,1.6007281810877418,0.9999998897779334,0.4374575,-6.430251002353848e-17,691.6481202268586,0.0025919166,6.9339121478995125e-06,906.0495897757147,-32.8841628959276,0.5336870160520416,-1.0,0.016993922967442638,7.284211421709763e-06,-0.0015950236,-152.0,0.15641229,580,0.9313749
-1.784591,0.4444444444444444,1117,0.02896891506337842,-1.4819023621488154,1.0,-55.85,2.4887955,-0.5887802256157724,2.0203191098269797,0.9999998476736707,0.40806603,9.859814148864416e-17,260.4176761997581,0.00019271916,1.8961988372923066e-05,356.29697458623764,-28.43509400179051,0.5346629619540678,-1.0,0.014675685623928042,1.935049745671602e-05,-0.00015266068,-58.0,0.11068364,600,0.9291276
-1.8858491,0.2962962962962963,1122,0.029691949304676574,-3.7648648293228635,1.0,-61.05,1.9861684,-0.5883021587027869,1.618070315738154,0.9999998912540728,0.42839393,1.013251673098182e-16,727.082422208877,4.1635438e-05,8.144002946686157e-06,937.077981337531,-33.50445632798574,0.5350676542629436,-1.0,0.012767881015018785,8.249941269689032e-06,-8.434939e-05,-155.0,0.096099734,620,0.9267489
-2.0115378,0.2962962962962963,1129,0.02976447346449106,-3.7439844489445226,1.0,-61.4,2.236233,-0.5878953886454319,1.628352454390182,0.9999998914680654,0.4292477,-1.0069693332295486e-16,726.1484386584144,0.0051072715,8.373764108671189e-06,928.3238368919175,-33.65367581930912,0.5352817865286498,-1.0,0.01035130514778091,8.514020330752103e-06,-0.0031552059,-155.0,0.07188002,640,0.92181325
-1.6912547,0.19753086419753085,1122,0.030148251559683998,-1.4722491428985245,1.0,-56.1,2.0929673,-0.5875365754669325,2.0220967618570986,0.9999998506656859,0.39645484,-1.5832057392159095e-16,262.6796948726015,0.00029576875,2.3489580046720526e-05,339.22183534301934,-28.558823529411764,0.5361572479723082,-1.0,0.013863996780399046,2.365262041192917e-05,-0.001436729,-58.0,0.10627877,660,0.92024994
-2.19045,0.19753086419753085,1131,0.031081569327989833,-3.7281926457299064,1.0,-61.5,2.352331,-0.5871727432075026,1.6438796689051967,0.999999891473444,0.42681465,-6.282429140230771e-17,700.8614161938958,0.0056934706,1.1564460023039125e-05,879.2931969698195,-33.52077807250221,0.5365930877888863,-1.0,0.011146380899536203,1.1546064844658588e-05,-0.005691739,-153.0,0.09374424,680,0.92188
-2.1050436,0.2962962962962963,1144,0.031453501880469255,-2.9781032896656705,1.0,-67.1,2.1183603,-0.5869203463518757,1.5287533907220576,0.9999999089525117,0.40449116,1.2422075800001752e-16,1115.5476306909873,0.0100029,9.334098997171303e-06,1442.7136840566886,-38.72027972027972,0.5376205672024524,-1.0,0.00653694513414382,9.385778943049594e-06,-0.0045461156,-155.0,0.042553566,700,0.9216391
-1.8275714,0.19753086419753085,1159,0.03299417991939938,-3.6425260449737684,1.0,-62.9,2.0800362,-0.5867441083827533,1.6692127081640316,0.9999998926922669,0.40797526,6.13065345780932e-17,734.0203129501571,0.00059782405,1.6425899695415858e-05,908.59874082698,-34.35547886108714,0.5371534174950859,-1.0,0.0035941070130948044,1.6408875351814345e-05,-0.00022488799,-156.0,0.025631888,720,0.9210975
-1.9974368,0.19753086419753085,1154,0.032718267705428176,-3.6419209654539433,1.0,-62.65,1.9938613,-0.5866263901687537,1.6750677836634735,0.9999998925857534,0.42859414,1.2314432162220107e-17,710.0602298087579,0.0038483005,1.7745658117740426e-05,866.2157759479427,-34.08058925476603,0.5384679750423264,-1.0,0.0048643197989433305,1.7275649088599465e-05,-0.0036073928,-154.0,0.04275383,740,0.92038393
-1.8285058,0.2962962962962963,1185,0.03637957961178972,-1.5043105732452882,1.0,-59.25,2.4615707,-0.6009221390038529,2.04199765068475,0.9999998593073189,0.40102836,1.49903530751076e-18,294.47440830351263,0.009172078,7.581767411490858e-05,361.854121561702,-30.158649789029536,0.5385649109229321,-1.0,-0.0025212274576828925,6.783857119763148e-05,-0.002848686,-63.0,0.0129342675,760,0.9204502
-1.7785654,0.4444444444444444,1188,0.03786742185433637,-1.4999048666119772,1.0,-59.4,2.2459786,-0.6376045790849052,2.043620665583557,0.9999998601396254,0.4182934,9.868649107779169e-17,295.3265050901836,0.008670772,0.00013208761652228063,358.9493449108356,-30.223063973063972,0.538041312911436,-1.0,-0.0025945619866916086,9.509824622810914e-05,-0.0031399233,-63.0,0.015870495,780,0.9173051
-2.2374287,0.4444444444444444,1177,0.03736618762777269,-3.536141817467171,1.0,-63.8,2.358918,-0.5867797684135837,1.6950332766527074,0.9999998943252436,0.5178102,4.829517320374513e-17,756.4551958415653,0.005806766,7.71678576296786e-05,908.256535117183,-34.89804587935429,0.5357162393922728,-1.0,-2.836589182997104e-05,4.188180894248994e-05,-0.002819483,-158.0,0.0765327,800,0.91487294
-2.25529,0.2962962962962963,1180,0.03717678854511268,-3.5279537843319813,1.0,-63.95,2.0914426,-0.5868593179408954,1.703348248309191,0.9999998943183489,0.473567,2.4086194432545768e-17,743.8702642918702,0.0007295133,0.001817422970268101,884.6298394098219,-34.87966101694915,0.5381970138888553,-1.0,-0.0003402804366183251,8.812652615497463e-05,-0.000592581,-157.0,0.08080441,820,0.91372025
-2.0127437,0.19753086419753085,1170,0.036996816472264916,-3.541712976676489,1.0,-63.45,2.1304126,-0.5869583213632406,1.7052249199193914,0.9999998940454071,0.47314635,1.2146029671112824e-17,721.0686602381475,0.00066427863,0.14792900593839342,802.644636922604,-34.511965811965815,0.5376020702739542,-1.0,0.0017498184892490907,0.0019802225227337766,-0.00084572367,-155.0,0.061252993,840,0.91494155
-1.982641,0.2962962962962963,1185,0.039685970388964605,-4.725870083325792,1.0,-64.2,2.3276904,-0.6652277501120192,1.1784308236095205,0.9999998783613007,0.46789885,-3.597684738025824e-17,732.1429400559027,0.010181234,0.15014035649509216,804.2284899238605,-34.91983122362869,0.5366056668458831,-1.0,-0.002224913120516653,0.15817378112861902,-0.0041282442,-156.0,0.062026538,860,0.91703206
-2.1535778,0.19753086419753085,1200,0.043001936987513256,-1.7741946626441343,1.0,-60.0,2.5304217,-0.7076522599057815,1.5057013094071834,0.9999998214879292,0.54452395,8.289665250534503e-17,302.22353055555556,0.0004170527,0.429053333779589,269.71728392181376,-30.538333333333334,0.5373029158992708,-1.0,-0.0039513117659497835,0.34890405653661305,-0.0010430729,-64.0,0.08257907,880,0.9217013
-2.3174703,0.19753086419753085,1191,0.041483139520785584,-4.678461226128763,1.0,-64.5,2.6710856,-0.7202954993807851,1.3704844565599565,0.9999998763253687,0.5083656,-2.3863735877753154e-17,743.469655215685,0.0037313432,0.20319943367618742,789.5860115531818,-35.12510495382032,0.5356840273402854,-1.0,-0.0026882286346827707,0.18535159255962685,-0.0023177227,-157.0,0.06485085,900,0.9237087
-1.909732,0.19753086419753085,1185,0.041655321708905665,-1.8690533312063164,1.0,-59.25,2.2858236,-0.7218434153543073,1.5432393647197908,0.9999998022653294,0.49423143,-4.796912984034432e-17,293.4617571970304,0.0032902365,0.4991809046718081,234.51796785375512,-30.141772151898735,0.5368108473921769,-1.0,0.00048327017505338775,0.45499007888742116,-0.0022098024,-62.0,0.12541372,920,0.92554694
-2.04158,0.19753086419753085,1178,0.039707739301805746,-1.971757863969342,1.0,-58.9,2.3338397,-0.6653138468580786,1.4141480007632203,0.9999997913349045,0.5543882,-3.0158859752126495e-17,290.2725116092713,0.0043822434,0.5586159993410303,219.84425830807763,-29.97113752122241,0.5360186751641552,-1.0,0.0017677795662882148,0.5012179895579182,-0.0013104647,-63.0,0.114500776,940,0.9292406
-2.3912716,0.19753086419753085,1167,0.037344027205080364,-4.652754169977128,1.0,-63.3,2.4872465,-0.6021907754143223,1.0347123175377833,0.9999998689518089,0.5363179,-2.4354506795547566e-17,745.7842746361853,0.005898108,0.24476793427949983,742.4198692776451,-34.615252784918596,0.5363336454524484,-1.0,0.0038400703848539036,0.24691310566901026,-0.0036468683,-157.0,0.1101608,960,0.93170106
-2.005919,0.2962962962962963,1142,0.03339245446863808,-4.508147647583705,1.0,-62.05,2.150709,-0.5875706703269753,1.173360420385064,0.9999998705281554,0.50756526,0.0,723.7271608478687,0.0068841903,0.22698475810069907,695.3722076491327,-33.913309982486865,0.5362937854468087,-1.0,0.010167279398154587,0.24237075982187495,-0.0024759106,-155.0,0.118182585,980,0.9300303
-2.138999,0.19753086419753085,1145,0.03398054465576628,-4.150382602891219,1.0,-62.2,2.1068964,-0.5874745141492445,1.2112986650821609,0.9999998734461754,0.46061203,1.117010414295354e-16,736.0976609904465,0.00035657606,0.23834405780961565,698.4799830661876,-34.067248908296946,0.5367512809529613,-1.0,0.01001409753708788,0.22630835272584737,-0.0004389533,-156.0,0.102191605,1000,0.9272171
-2.6477711,0.1316872427983539,1145,0.03453379572414573,-1.9088347661345024,1.0,-57.25,2.6916473,-0.5873577896603228,1.573098791029348,0.9999997905456046,0.48575625,-8.998139448490351e-17,273.8913903243645,0.0014533099,0.5566689875391719,169.85586277749883,-29.139737991266376,0.5368613122918201,-1.0,0.010465607355744746,0.525717818935055,-0.003265145,-60.0,0.10007303,1020,0.92338735
-2.1816072,0.1316872427983539,1148,0.03403166543534956,-1.9589102970851935,1.0,-57.4,2.247365,-0.5872530416288044,1.5151652482669846,0.9999997778829144,0.46707717,1.114091397533258e-16,275.1477034746082,0.0040361425,0.6456509695088443,161.89240326788735,-29.211672473867594,0.5368102760765967,-1.0,0.008431989555709283,0.5695963398959571,-0.0028639985,-59.0,0.09384409,1040,0.92389077
-1.7600787,0.0877914951989026,1151,0.03407525128411217,-2.177205393896812,1.0,-57.55,1.9438536,-0.6052899955495044,1.3894933345448202,0.9999997430241949,0.40104023,-7.407917314614425e-17,277.4092003251809,0.00020241494,0.648380836180048,160.34051419314434,-29.300608166811468,0.5365597352656962,-1.0,0.006551610158649872,0.6525376879661616,-0.0007800395,-62.0,0.05737424,1060,0.926821
-2.0811398,0.1316872427983539,1161,0.03582589531702141,-4.6118359176336305,1.0,-63.0,2.6231573,-0.7148019325880046,0.9876916895900889,0.9999998650252525,0.44902623,8.568129457916798e-17,758.9874139508175,0.009563025,0.2663186986767049,694.8783841175662,-34.571059431524546,0.5371581319363177,-1.0,0.004810960763286308,0.28257802248345876,-0.0054506077,-158.0,0.049717374,1080,0.93161917
-2.2692728,0.1316872427983539,1143,0.03523092048808594,-2.8349478425908896,1.0,-72.0,2.1759827,-0.6169196907468981,1.1461147295339593,0.9999999103629659,0.47145328,1.2432943757832025e-17,1517.4710532137117,0.002316895,0.16588778338298027,1651.3377270095787,-43.90376202974628,0.5372962570342293,-1.0,0.009053247436445828,0.16363872513460775,-0.001194471,-157.0,0.099877946,1100,0.934324
-1.7732446,0.0877914951989026,1131,0.03318067989192488,-4.25904751934587,1.0,-61.5,2.3465679,-0.5869516682313055,1.2253457334975657,0.9999998723678123,0.47909775,2.5129716560923082e-17,712.8238353108013,0.00046116146,0.23197372264113325,618.4228752791513,-33.59858532272325,0.5361512646519799,-1.0,0.013250720881416808,0.25388391160901513,-0.00087795034,-154.0,0.1281057,1120,0.9342313
-2.1428611,0.1316872427983539,1146,0.03601626522728694,-3.9888074025646323,1.0,-62.25,2.2307198,-0.6942438022318278,1.2699826466720219,0.9999998733593674,0.46835056,8.680277749250787e-17,699.3895787457093,0.01380805,0.29526337508789624,586.6467596552661,-33.839441535776615,0.5374507872541333,-1.0,0.00886794595445533,0.25221527320969006,-0.010033882,-153.0,0.12267608,1140,0.9339409
-2.102975,0.19753086419753085,1178,0.04158603687996162,-4.678620936012865,1.0,-63.85,2.424161,-0.7074584585107616,1.2465097001191496,0.9999998635054367,0.48461992,6.031771950425299e-17,732.5435214357161,0.014158495,0.30704257594473505,623.1088636833316,-34.76740237691002,0.5367736956870262,-1.0,-0.00010644259730677057,0.3199379577372041,-0.011282725,-156.0,0.11545704,1160,0.9315932
-1.8857015,0.1316872427983539,1183,0.044047187766633314,-3.3351099496761663,1.0,-69.05,2.5492074,-0.7839459113314392,1.073758019610529,0.9999998942165548,0.601966,-6.006278408792056e-17,1171.0870367684204,0.00071645784,0.23382814173784627,1127.4863636929774,-39.97041420118343,0.5374504876967562,-1.0,-0.0004857883584138943,0.22592264358162506,-0.0025285785,-159.0,0.16668385,1180,0.92958665
-2.0385742,0.19753086419753085,1171,0.041731982907701644,-4.270000633369842,1.0,-63.5,2.7213862,-0.80707348592435,1.2384591229972635,0.9999998659030828,0.5842157,9.708525851547056e-17,721.0549524117205,0.008937539,0.30677666791542446,587.1245380086252,-34.53458582408198,0.5364868543132385,-1.0,0.0021576490858264815,0.312384413896698,-0.0031730966,-155.0,0.15027466,1200,0.93289727
-2.011394,0.19753086419753085,1163,0.038798903527952455,-3.418063296917021,1.0,-68.05,2.6049292,-0.7146078842041169,1.2356211933627783,0.9999998953915458,0.54816437,0.0,1149.60943803976,0.0024116037,0.21731517818331025,1070.0748223846003,-39.37919174548581,0.5364345913521673,-1.0,0.004224546332599467,0.22397220621792568,-0.0010421228,-158.0,0.1469952,1220,0.9332349
-2.3007903,0.2962962962962963,1168,0.040496240855579124,-3.045284628794441,1.0,-68.3,2.777785,-0.7292015676199857,1.175143266574731,0.9999998951735317,0.51690066,-2.4333655334250005e-17,1146.165037413211,0.009346206,0.2375118979332952,1046.2737961986807,-39.467465753424655,0.5369027527104154,-1.0,0.0023679999729129373,0.22919655738644729,-0.0046327445,-157.0,0.10381796,1240,0.93248737
-1.9945662,0.2962962962962963,1149,0.035548165040046216,-4.1362192312716415,1.0,-62.4,2.0865004,-0.6300160455745728,1.279885864360397,0.9999998688914261,0.46407813,-3.710405930862142e-17,735.4426030581707,0.0051352237,0.3166507068790855,568.0381946963809,-34.14882506527415,0.5365576293396879,-1.0,0.007605592988579365,0.3013761652374045,-0.0059639323,-156.0,0.075996645,1260,0.93104196
-2.811824,0.2962962962962963,1145,0.0350554360560355,-2.1119059877430746,1.0,-57.25,2.2299824,-0.5868829930650286,1.7551783499112392,0.9999997742281417,0.5103826,3.72336804765118e-17,274.11572929578,0.0030886072,0.7392283238945515,91.81571418637571,-29.143231441048034,0.5373342083177521,-1.0,0.010133306163516589,0.6462776722015593,-0.0013329075,-62.0,0.11662019,1280,0.9329432
-2.1699402,0.4444444444444444,1136,0.03459543159112721,-5.20129014678373,1.0,-61.75,2.4239993,-0.5868224510362171,1.0398679649535294,0.9999998633043893,0.5034542,0.0,737.2566013377804,0.007205801,0.3289986296017796,572.6740507391515,-33.875880281690144,0.5370851078805873,-1.0,0.012799854054754046,0.3184207049876052,-0.0048678215,-156.0,0.15600169,1300,0.9366286
-1.7638733,0.2962962962962963,1126,0.03283426203024021,-2.3089174079718595,1.0,-56.3,2.592041,-0.5867288591933583,1.5166619754205766,0.9999997150644085,0.4981504,-4.7327446875672745e-17,264.5604301997987,0.0012198996,0.7857834285255594,74.4816694458257,-28.658969804618117,0.5368278502511991,-1.0,0.01674050785453529,0.7584192401690507,-0.00043230812,-58.0,0.16571231,1320,0.93930745
-1.9604582,0.19753086419753085,1114,0.031448517011303335,-5.292081933032761,1.0,-60.65,2.252231,-0.5865978800782327,0.9199528335519157,0.999999861299961,0.51082903,-7.653961246966968e-17,728.2496486692946,0.0003246826,0.33345346521030084,548.5260739964463,-33.334829443447035,0.5369781128056174,-1.0,0.019956294541193128,0.33016624891512536,-0.00069236825,-155.0,0.20119224,1340,0.9404858
-1.7638596,0.1316872427983539,1118,0.032744938865854695,-2.352707890092352,1.0,-55.9,2.2002413,-0.6422464093653616,2.02720731012856,0.9999997019279482,0.46590722,3.0188533048841466e-17,261.06976424166584,0.0010401095,0.7617935923518728,71.34264168500715,-28.463327370304114,0.535608224137526,-1.0,0.01728182792423689,0.7764785397930458,-0.00060132914,-59.0,0.1998989,1360,0.94185686
