_lr_multiplier,KL,Beta,ExplainedVarOld,_std_discrew,ValFuncLoss,_min_adv,_mean_obs,_Episode,_std_act,_mean_adv,_max_obs,_MeanReward,_min_discrew,_mean_discrew,_min_obs,_max_discrew,_max_act,_max_adv,_min_act,PolicyLoss,_std_obs,Steps,_mean_act,ExplainedVarNew,PolicyEntropy,_std_adv
1.0,0.0006835999,0.1316872427983539,-1.6930786130853193e-06,144.9251834961484,303.0225870871399,-1.1443232196149575,0.1749023354995072,220,0.40016744,3.2608661576874724e-17,1.7551523649630263,-108.95,-45.007793678376295,-22.948636695340237,-0.5955195825468588,-0.49485907458311124,2.5327628,2.5315649327334646,-1.8983998,-0.00010134216,0.06090052488226292,2179,0.2584889,-1.0151619389553446e-06,0.9341588,0.999999714179477
1.0,0.0047443667,0.1316872427983539,-1.3610429361321508e-06,149.98759589060353,299.6099622107974,-1.1481454648064182,0.15432630100979491,240,0.37193763,-6.87828402469255e-17,1.6766460348707608,-111.05,-46.71232611924491,-23.36994471009534,-0.5948125440499442,-0.4959815223104694,2.2306647,2.5480983053824056,-1.7852993,-0.001010167,0.059110037572419914,2221,0.21698105,-8.3322749167003e-07,0.9349265,0.9999997216554098
1.0,0.003942007,0.1316872427983539,-2.7355813170260035e-08,5254.275818658935,5823.423035742626,-9.947747365536582,0.15283260980452573,260,0.3693109,3.963976210656068e-17,1.609065263522607,-157.5,-405.87735859760977,-36.07328845905674,-0.9735751116943154,-0.40587735859760976,2.5380042,0.6091527232519515,-1.8818291,-0.0036836432,0.05670119636488437,2151,0.27366415,1.967919405210239e-08,0.93664503,0.9999999479277756
1.0,0.005019814,0.1316872427983539,5.738192809801035e-08,3709.6364139281227,3971.1382966338374,-9.811014943921514,0.15240731224202594,280,0.39038736,-4.054452129872184e-17,1.5479876636840204,-155.1,-352.254869299085,-29.639811307792083,-0.9752269368134036,-0.352254869299085,2.3910432,0.6369823392271542,-2.0759945,-0.0018033906,0.05228469534473899,2103,0.3315439,5.704385819260693e-08,0.93889755,0.9999999406199422
1.0,0.013258328,0.19753086419753085,6.308396138798855e-08,72.9252361410235,77.59253985853142,-1.1703101774918387,0.1349849093365995,300,0.37070337,-1.4768786655521714e-17,1.4924865526320206,-108.25,-32.87194310637333,-16.27929921029519,-0.5928127339609705,-0.35302365652440076,2.8457012,2.5262888646875354,-2.378581,-0.0034282177,0.05322848542250791,2165,0.2796208,2.4516322583156835e-07,0.9404839,0.9999996855338196
1.0,0.004172623,0.19753086419753085,6.503379867961456e-08,2872.063099756894,2999.8725773236947,-9.736481582575431,0.13687317389420905,320,0.38581082,1.3585903169409181e-17,1.4434288766691894,-154.55,-316.41978897990714,-25.902750629387633,-0.5921284353218894,-0.31641978897990714,2.5959122,0.6856083991976389,-2.4279354,-0.0014729425,0.04772042924158055,2092,0.37957415,6.393483975575265e-08,0.9411515,0.9999999340589767
1.0,0.0032450412,0.19753086419753085,1.7019582452260096e-06,55.536920543159546,56.15782123031506,-1.165868587214548,0.13221646496637054,340,0.37694764,-2.5522368382187506e-17,1.3981610536593467,-104.4,-27.782962294381825,-14.182753445678044,-0.5915528433764712,-0.31708026550761464,2.4671195,2.4960425456382214,-2.0881824,-0.0022139251,0.045545879418216244,2088,0.33447868,1.8034796368526784e-06,0.9402272,0.9999996777051742
1.0,0.0046623703,0.19753086419753085,1.71951577399021e-06,57.837033789257354,58.061500848005224,-1.16249376706761,0.118381968433576,360,0.37948787,0.0,1.3569266435472909,-106.95,-28.725958128314193,-14.50001912353435,-0.5910034789312593,-0.3177553822615422,2.327597,2.51637637101893,-2.2047892,-0.0028940686,0.04411164995577125,2139,0.25024775,2.0843099727274605e-06,0.9395243,0.9999996827691063
1.0,0.007886382,0.2962962962962963,1.02075248076261e-06,64.24099433320657,64.32230365556256,-1.159737765195832,0.09784992320871141,380,0.38740274,4.8775077078306255e-17,1.3201533007617186,-112.9,-31.480168276333412,-15.24312690157219,-0.5904287323438231,-0.3184663375775122,2.8636665,2.5611370864964913,-1.8828542,-0.0032672654,0.04841259000119262,2258,0.25495625,1.5020627334161318e-06,0.9444481,0.9999996850208155
1.0,0.004281846,0.2962962962962963,-4.5127828118829427e-07,78.69974994561234,81.72850615381124,-1.1245395936820772,0.06633360947991203,400,0.40709114,7.063049063221671e-18,1.287489368329521,-125.75,-37.94977239995097,-16.787232076438183,-0.5897174140366515,-0.3192559479731313,2.3155706,2.6587470095208183,-1.8727094,-0.003664523,0.05376910661309779,2515,0.24771202,2.0053846383483176e-07,0.94814205,0.9999996871819732
1.0,0.0044674943,0.2962962962962963,1.5827824229042164e-07,2347.559484233559,2438.8389343275403,-10.251964064938484,0.07473900237358268,420,0.42650667,2.409640477355151e-17,1.2593451353294167,-167.9,-292.12875260352996,-25.11292465940908,-0.9887452090568292,-0.29212875260353,2.3493497,0.7773030494196734,-1.7060094,-0.0037752853,0.05312143939475811,2359,0.31590152,1.7904515980937674e-07,0.9498936,0.9999999244147653
1.0,0.00046283437,0.19753086419753085,2.2200127525184854e-07,1961.6503193379244,2015.8591005857995,-10.452427678097223,0.060233625239672635,440,0.4140656,4.582298981121162e-17,1.231704053917007,-174.0,-271.1282314165504,-23.727977811351916,-0.9905983231496539,-0.2711282314165504,2.2989106,0.8372912734033434,-1.8421972,-0.0011857735,0.05478356716921333,2481,0.25446227,4.428096413988669e-07,0.94818103,0.9999999166370579
1.0,0.0095159365,0.2962962962962963,6.849264520103482e-06,58.6049989870852,63.36480538437453,-1.1000288867271317,0.055399150438894124,460,0.400344,5.5750705041985106e-18,1.2067891245440774,-127.45,-31.40645059203807,-14.47185633235103,-0.5869338139615645,-0.2717997641647214,2.3079019,2.6708215893814975,-1.9361489,-0.004134075,0.04990556534303001,2549,0.2075584,1.5246512552913316e-05,0.9497905,0.999999677769718
1.0,0.00563512,0.2962962962962963,1.6950936109205728e-05,54.610957789520974,59.93030247211045,-1.0941799223642237,0.056293420614341595,480,0.4004426,3.7141357317576606e-17,1.184181337638862,-124.35,-28.9279438779214,-14.12819744677308,-0.5860317733971386,-0.272453446154918,2.7253635,2.650513206548759,-2.2233982,-0.0016118026,0.04807297010888867,2487,0.17967042,0.00017799599863788096,0.94928944,0.9999996803892308
1.0,0.0033349064,0.2962962962962963,0.00019716275384273896,48.383721285200075,9.000012902724048,-1.1417007817768914,0.0717246843681774,500,0.37748334,9.29218922092546e-18,1.1626030298181198,-114.7,-26.991313591917866,-13.242903912825117,-0.5851419775280207,-0.27305523625445527,2.3600473,2.575097924117924,-1.7023956,-0.0031804864,0.04532675226000385,2294,0.2332074,0.8758622742100595,0.9466806,0.9999996772879794
1.0,0.0051675774,0.2962962962962963,0.013543840146350572,1874.0542421945345,1884.5385196046777,-10.138029397215005,0.08503257735190219,520,0.39414516,0.0,1.1408374109247157,-156.75,-255.9424961617843,-21.174549285746036,-0.9989948835001567,-0.25594249616178427,2.5248451,0.2686851050416243,-1.644552,-0.0017658503,0.04287669359413876,2136,0.31338188,0.021086204526066132,0.94249034,0.9999999177671208
1.0,0.0010788176,0.19753086419753085,0.020748954825388632,1641.2019422985761,1634.5113730264607,-9.894920285771203,0.07668043397626947,540,0.37550187,-2.5955899023200006e-17,1.1190653476359416,-159.45,-241.81057660378158,-20.093502026486313,-1.0007274083498567,-0.24181057660378158,2.3324344,0.4109998324100561,-1.4979682,-0.002350776,0.042700413563571696,2190,0.24833444,0.019886030183204118,0.94309753,0.9999999110181873
1.0,0.0047832294,0.19753086419753085,0.45845844353358156,36.17135599193754,14.093985101123303,-1.492995620474371,0.07153467045413854,560,0.39298233,-4.004411270063685e-17,1.0990193363233736,-110.9,-24.07576945054024,-11.426627987530606,-0.5832579050560519,-0.24232058005054177,2.2527938,2.080058940578989,-1.887895,-0.0019507315,0.0437720190302332,2218,0.24134539,0.7576875274371466,0.94463956,0.9999995252117401
1.0,0.003782984,0.19753086419753085,0.7750893000477211,33.69915779985659,0.67179028387524,-1.9972491167690578,0.07807066790365037,580,0.41030526,-4.9967843583692e-18,1.0800705303368905,-106.65,-21.950699686762533,-11.057953821019108,-0.5826104289363598,-0.24281010710659495,2.2976303,1.3376699694347336,-1.8694131,-0.00058222585,0.04015627286978508,2133,0.31818894,0.9819333742061523,0.9435953,0.9999992494152162
1.0,0.013934762,0.2962962962962963,0.9837008097406365,33.36413512826862,0.5418881005982638,-3.8617554492998916,0.07656424876212276,600,0.37622076,3.3500364722305525e-18,1.0617298013796235,-106.05,-20.764156635699468,-11.018883382076242,-0.582068457518039,-0.24329591447911694,2.3522806,1.6533383864236324,-1.9122081,-0.004237178,0.03987197327052944,2121,0.38232502,0.9853264411956293,0.94447595,0.9999969495146698
