ValFuncLoss,_max_discrew,_min_adv,_lr_multiplier,KL,ExplainedVarNew,_std_act,_mean_adv,_std_adv,_MeanReward,_Episode,_max_adv,PolicyLoss,_mean_discrew,_std_discrew,_min_act,Steps,_max_act,Beta,_min_obs,_mean_act,_max_obs,ExplainedVarOld,_min_discrew,_mean_obs,_std_obs,PolicyEntropy
27.134794888883814,-0.0050000000000000044,-2.573888185300349,1.0,0.001718544,0.005868789703573629,0.38229528,4.744859671185978e-17,0.9999992713737391,-2018.85,20,1.098928948300509,-0.002515891,-6.638444945035124,8.359700549867483,-2.0967734,2396,2.0032504,1.0,-0.5882186292709487,0.07653397,0.6568936671052304,-0.013426536825189794,-10.000000000000009,-0.06371821070173923,0.026816544001016743,0.92302275
3.584389008223031,-0.0050000000000000044,-5.927915549355056,1.0,0.0020782705,0.39785484385015757,0.3730394,0.0,0.9999984341701047,-1282.65,40,1.8703203768511671,-0.0027343798,-1.6117778256419426,5.887199708792798,-2.07348,7662,2.4657252,1.0,-0.7667167094452664,-0.014425265,2.052662574776376,0.14226345915746463,-10.000000000000009,0.1334785012999457,0.16467413422136087,0.9248822
1.771645686778406,-0.0050000000000000044,-7.849865686926706,1.0,0.004620107,0.4362439434597105,0.3746855,2.7381222958000007e-17,0.9999975561406431,-1066.8,60,2.2302580802682987,-0.0050093736,-1.126028051132074,3.1399734740660463,-2.4508128,9342,2.2936056,1.0,-0.5658737211284522,-0.018668514,1.050511676188287,0.2690353499064272,-10.000000000000009,0.09745989134689755,0.08904971238222897,0.9250206
0.2075758050423356,-0.0050000000000000044,-2.3866702877596744,1.0,0.0027736372,-1.9912065398708938,0.36982134,3.845708602990868e-18,0.999994995722073,-739.05,80,5.992747566485709,-0.0025906826,-0.7378302509473958,0.06545797627543838,-2.2750595,14781,2.2105331,1.0,-0.5928101258603727,-0.020252027,1.508766360767536,-6.442003470604044,-0.991011320386887,0.12557537033923405,0.08910698052301246,0.9232615
0.23436835418916957,-0.0050000000000000044,-23.224462548958105,1.0,0.00052537647,0.570017275195499,0.37353048,8.302580375563157e-18,0.9999948373690769,-998.55,100,7.655410402949168,-0.0006527622,-0.8920299655460292,0.5450631528188007,-2.3459358,17972,2.4805005,0.6666666666666666,-0.6439365730550707,-0.0259456,1.4648785073967487,-0.007319569121921665,-10.000000000000009,0.13879062949364623,0.11750216522326733,0.9207156
0.1379575792234647,-0.0050000000000000044,-30.874244309654554,1.0,0.0017829413,0.7098248250504615,0.36771923,-3.610306666092936e-17,0.9999916004557476,-1133.2,120,1.8289144456871858,-0.0015251775,-0.9055104758866865,0.4752681581940877,-2.16614,20665,2.6329677,0.6666666666666666,-0.6068470544451849,-0.03019518,1.6399999999999302,0.4452811545868809,-10.000000000000009,0.1334885369409032,0.10668331068059318,0.9195273
0.09231144629844833,-0.0050000000000000044,-30.203810998035706,1.0,0.0013273536,0.7945999867959946,0.37339002,-5.1584390272524176e-18,0.9999907186455049,-1201.9,140,2.2211430113049326,-0.00041151093,-0.9112445686704808,0.44613436615799495,-2.401704,22039,2.354671,0.4444444444444444,-0.577591473964218,-0.046879575,2.7309999999998102,0.31078309670506943,-10.000000000000009,0.12661835633084048,0.1332538628819836,0.9186627
0.0016619082572954505,-0.0050000000000000044,-4.318489877161065,1.0,0.0077210627,0.9712004824034774,0.3777277,0.0,0.9999750698077576,-1117.65,160,31.18438341307864,-0.0023058662,-0.822982212403236,0.05746429935478794,-2.501898,22353,2.4287658,0.6666666666666666,-0.5455050376379587,-0.056298,2.9099999999997905,0.7638433298554392,-0.9999995397560894,0.1291913160525804,0.14101067952973542,0.9170863
0.0018716627686481623,-0.0050000000000000044,-3.1446353744346975,1.0,0.0020456498,0.9798956129269417,0.37584746,5.806104185280688e-18,0.9999939700224291,-856.65,180,13.748605892595293,-0.0012111266,-0.7709666630618386,0.06337836209092133,-2.5137675,17133,2.276779,0.6666666666666666,-0.5152041918325463,-0.0480745,0.9340000000000007,-1.3614199565778624,-0.9907831929194072,0.08496906492453168,0.09433593235811223,0.9162051
0.0007720506599814875,-0.0050000000000000044,-5.212282468064299,1.0,0.0035497271,0.9897764738494599,0.3718532,-3.5540464462178325e-18,0.9999636531121051,-799.7,200,41.87120694296234,-0.0013172047,-0.7558297102009244,0.06444347460556885,-2.5673456,15994,2.431296,0.6666666666666666,-0.490214522271058,-0.049390618,0.9020638127539466,0.9222490575036438,-0.9879785399439931,0.07597540683483128,0.0948685374463563,0.91549224
