_min_obs,_Episode,_std_obs,_MeanReward,ValFuncLoss,Beta,_lr_multiplier,_min_act,Steps,PolicyLoss,_mean_discrew,_max_obs,PolicyEntropy,_max_act,_std_act,_max_discrew,_min_discrew,_std_discrew,ExplainedVarOld,_std_adv,KL,_max_adv,_mean_adv,_min_adv,_mean_obs,ExplainedVarNew,_mean_act
-0.8601678827623835,20,0.10260654090093356,-526.0,0.4104301836402259,0.6666666666666666,1.0,-3.0993328,8521,-0.00034520117,-0.6817717750551744,1.012138721693425,0.91814876,2.4068317,0.37679356,-0.0050000000000000044,-10.000000000000009,0.6876755277117731,0.039203816834654015,0.9999957756549126,0.00036811724,0.37476427414177377,5.003234848680438e-18,-20.49620592235606,0.23022970422910705,0.4040543181552698,-0.008901272
-0.6848783258159922,40,0.06220169868659345,-600.6,0.7613793319677293,0.6666666666666666,1.0,-2.128837,8014,-0.001686112,-0.9386389540098532,0.6939019596815998,0.92137766,2.255216,0.3795223,-0.0050000000000000044,-10.000000000000009,2.092036039652006,0.13995972863351647,0.999997226052602,0.0041632177,2.48436085127602,3.546507291041179e-17,-10.211898387010692,0.09319741808943124,0.63775006490038,-0.012748638
-0.6491814418062811,60,0.062275847740162864,-696.2,1.0017261848350516,0.6666666666666666,1.0,-2.1707969,7927,-0.001061821,-1.152610282169904,0.6890662456399436,0.9166605,2.51945,0.37352803,-0.0050000000000000044,-10.000000000000009,3.090246128548453,0.35141952311304026,0.9999975945256223,0.001712652,4.901450389430184,3.585430734250537e-18,-5.669999300190937,0.06787409270008679,0.6766170006592221,-0.01559599
-0.6509212851277401,80,0.0684642504798658,-663.2,1.767909813246766,0.4444444444444444,1.0,-2.070035,7267,-0.0013358993,-0.9619125737086128,0.6963610737071435,0.91261286,2.6413453,0.37370858,-0.0050000000000000044,-10.000000000000009,2.6580993494339804,0.2610666733358318,0.9999973606074942,0.001488692,5.926008627264563,-1.564426004150489e-17,-11.372494424103344,0.06801209725408246,0.33741301892411746,-0.008498275
-0.7433450362817022,100,0.06339045786648037,-576.85,0.9684846721345477,0.2962962962962963,1.0,-2.6204066,7539,-0.0002564688,-0.8768246223148315,0.6830154228154249,0.91352546,2.23334,0.37144378,-0.0050000000000000044,-10.000000000000009,2.023305307697459,0.44224812430131677,0.999996071259984,0.00029304228,6.597281219757177,1.5079829913996023e-17,-12.878161181226444,0.06775550026072832,0.5213354480310743,-0.008781788
-0.6286542640356112,120,0.059606851683655156,-482.55,0.6934121719727804,0.19753086419753085,1.0,-2.3492315,7652,-0.0007767079,-0.7025889952591844,0.6868782150427499,0.91182894,2.130107,0.37437096,-0.0050000000000000044,-10.000000000000009,0.9945118750576369,0.2346642963859895,0.9999953356653507,0.0006918461,6.2860612764435215,-1.4857140319082073e-17,-12.824873590606703,0.06554274827908686,0.3143970401754469,-0.0072013624
-0.8369396241012277,140,0.0645083066322535,-588.4,0.7677388053945899,0.1316872427983539,1.0,-2.5191388,7770,-0.00055938715,-0.9470603936903068,0.6938601530730261,0.90961945,2.152157,0.37408924,-0.0050000000000000044,-10.000000000000009,2.1193882945032647,0.4566602457046902,0.9999963752006464,0.00071280403,2.7426300789329376,-2.1947265969423944e-17,-9.734927490706594,0.04731695702440139,0.6378288098547091,-0.010217841
-0.7181566253152305,160,0.06266650795106826,-482.4,0.6492205819017862,0.19753086419753085,1.0,-2.2140257,7649,-0.004056493,-0.741727497146216,0.6956915175896576,0.90714717,2.2552578,0.36824852,-0.0050000000000000044,-10.000000000000009,1.1435263776747966,0.3121084459976573,0.9999951092335451,0.009604152,7.629495169762873,2.2294451115495364e-17,-10.535868702765512,0.05686242849332172,0.43309318232562766,-0.008565521
-0.7180339543712966,180,0.06067229743006285,-390.65,0.018663861101622475,0.2962962962962963,1.0,-2.0784066,7813,-0.001874427,-0.5626946960580496,0.6968112975634173,0.91024166,2.1933444,0.38075936,-0.0050000000000000044,-0.8769595950767497,0.05770951544269573,0.6346111913621939,0.9999796921956706,0.0064334357,4.658132354786385,3.6377459913482667e-17,-6.0711747594666186,0.06231834917886193,0.8821366608766852,-0.0027792142
-0.8363136566207591,200,0.06367647590233608,-462.9,0.4322033510625205,0.2962962962962963,1.0,-2.3619232,7259,-0.00091967295,-0.6327382410409029,0.7003275058040336,0.9145338,2.1718717,0.3902732,-0.0050000000000000044,-10.000000000000009,0.6940899916163462,0.07219557672046728,0.9999960209671482,0.0026113708,6.4790757834588115,7.830750635185014e-18,-17.148254265441036,0.056462797328483964,0.37864066783372363,-0.0024489136
-0.9297338957807322,220,0.0926098454699507,-475.05,0.09448179255349586,0.2962962962962963,1.0,-2.6013286,7502,-0.00064854836,-0.7696465193337159,0.6937245029207528,0.9184628,2.1718638,0.39140937,-0.0050000000000000044,-10.000000000000009,1.240489661351652,0.7665164767090874,0.99999435300074,0.003527863,4.052710736732103,9.471377442816584e-19,-12.855044738771316,0.04422787154743546,0.9238353732263632,0.010319656
-0.9067144397585725,240,0.12190609285770435,-501.15,0.0914306459056552,0.19753086419753085,1.0,-2.47801,8024,-0.0006603612,-0.8195177435381873,0.8040000000000006,0.919934,2.5765398,0.43237478,-0.0050000000000000044,-10.000000000000009,1.2088546413926722,-0.20991284953224842,0.999995137655814,0.0011895329,10.838950364062185,-1.4168349666203392e-17,-6.368327223733549,0.02870568180293059,0.9279363671334799,0.011419095
-0.8513697641737409,260,0.09376815320313832,-625.2,1.302290604525235,0.2962962962962963,1.0,-2.4921992,6507,-0.0066420855,-0.7883965310254478,0.6232035450881794,0.92074764,2.325449,0.4265141,-0.0050000000000000044,-10.000000000000009,1.975096057429023,0.08280049928505095,0.9999976890578834,0.013422527,0.9592463948585115,8.735733650039651e-18,-10.774931157998427,0.05232371988875075,0.3459366021018556,0.040155385
-0.8374407680432701,280,0.08006520828340073,-487.7,0.056058333092933336,0.4444444444444444,1.0,-2.5893664,7755,-0.0056366106,-0.8143552170495252,0.7120000000000005,0.9210038,2.2758288,0.4002365,-0.0050000000000000044,-10.000000000000009,1.248990397912109,0.8849071654942771,0.9999870082008158,0.006621564,8.501472356542644,1.4659811440569444e-17,-15.90138676980012,0.02944859006843405,0.9563993363408987,-0.022634096
-0.8289236498872432,300,0.07324868401152267,-365.85,0.0011464753020013119,0.6666666666666666,1.0,-2.4914446,7317,-0.005155043,-0.5432271463155184,0.5949908277837255,0.9247432,2.9350874,0.4138192,-0.0050000000000000044,-0.8732029156464108,0.055642799428183926,0.9172733581624755,0.9999551086232599,0.010687494,14.68658786556556,-7.768678264426406e-18,-2.179224860675816,0.05812894156513524,0.9801219781255214,0.029825317
-0.8290638017718239,320,0.2399079066527464,-736.15,0.21167215334469675,0.4444444444444444,1.0,-2.8153868,10725,-0.00011786798,-1.0549352518773776,3.014999999999779,0.9273797,2.4608226,0.4607638,-0.0050000000000000044,-10.000000000000009,1.6734718765349048,-4.212629988643916,0.9999969254797367,0.00027849467,1.9240446092428014,0.0,-2.4784126152131543,0.04592534279700713,0.8735755602703208,-0.18310887
-0.7573504573876001,340,0.07209769173879846,-367.15,0.00347595861148587,0.4444444444444444,1.0,-2.2423224,7343,-0.0006463752,-0.5451973790634469,0.6015960413486389,0.9318875,2.61109,0.42397362,-0.0050000000000000044,-0.9216344801628249,0.056347967972474565,0.9133351967663073,0.9999606070826567,0.0017984485,4.050567894824244,-2.1288220327825416e-17,-5.140254243134496,0.06107002459579691,0.9426006400401237,0.027099377
-0.7181677813913849,360,0.062400664647903795,-362.85,0.0007952846894248382,0.4444444444444444,1.0,-2.455142,7257,-0.001246862,-0.5407334404049816,0.6010357212325277,0.9342535,2.8232622,0.42509678,-0.0050000000000000044,-0.8555527866762593,0.05534138066603349,0.9649042140072509,0.9999442115664529,0.0025707476,4.490895204369755,-1.1749363137827204e-17,-4.150722507147568,0.059344234586629366,0.9856335035714281,0.030909264
-0.6946274647166323,380,0.05986964459721609,-358.35,0.0007374666303323704,0.6666666666666666,1.0,-2.217499,7167,-0.0050172573,-0.5370927946977988,0.5991198660631051,0.93654,2.3891165,0.41793567,-0.0050000000000000044,-0.8577086793910178,0.054966369974312396,0.9852516156626784,0.9998931422472636,0.0070158187,4.302434009245879,7.931270944719969e-18,-3.386767862440842,0.05941601101966716,0.9872031838501567,0.028173413
-0.7730319926625071,400,0.06774657941321159,-349.65,0.0004939785101403612,0.4444444444444444,1.0,-2.7582946,6993,-0.00062325184,-0.5295923025298355,0.5981831917073835,0.94370234,2.6290755,0.430338,-0.0050000000000000044,-0.8473645963099624,0.05401583505652172,0.9893050775483754,0.9998850631764216,0.00092639663,5.896064146073458,-2.4385851077137716e-17,-3.299390889789718,0.06076516864335354,0.9919458113333887,0.044916183
-0.7756211827414368,420,0.06861984500728785,-348.85,0.0008139052329656124,0.6666666666666666,1.0,-2.3173819,6977,-0.0024112388,-0.5292987435262276,0.5970312083582474,0.9480649,2.5055418,0.4410464,-0.0050000000000000044,-0.864665283491444,0.05417175853387935,0.9824905887820302,0.9998813960101575,0.0067738923,4.934919792637139,-1.6294515941180454e-17,-4.426303366700444,0.059111710464042094,0.9850068274473501,0.04796968
-0.7776232988597579,440,0.0695871372437293,-344.9,0.0004810165338617469,0.4444444444444444,1.0,-2.4741437,6898,-0.0005283111,-0.5256672864337594,0.5959278321680515,0.9469642,2.7786918,0.44232753,-0.0050000000000000044,-0.8403210923668604,0.053624779167572315,0.9893354848855311,0.9998707121179856,0.00094929815,8.116116252928299,-1.6481130432243553e-17,-2.55815368022948,0.05319500863676578,0.991889171389218,0.048907902
