_max_adv,_mean_discrew,_max_obs,_mean_adv,_min_obs,_mean_obs,_std_obs,_mean_act,Beta,_min_discrew,_Episode,_max_act,_std_adv,_lr_multiplier,_min_adv,ExplainedVarOld,KL,ExplainedVarNew,Steps,PolicyLoss,_std_act,_min_act,PolicyEntropy,_std_discrew,_max_discrew,_MeanReward,ValFuncLoss
2.8118223042141226,-60.12428982779028,15.256119370097831,-4.118386126124004e-17,-0.6305916426394605,1.7791083320714232,3.0771011436767632,0.06533069,1.0,-130.89282917740425,20,1.9633404,0.9999998050337686,1.0,-0.998794048707878,-0.0066934788068067075,0.0021564974,-4.10380784510167e-05,2933,-0.0020241234,0.3643131,-2.1842005,0.91538197,1022.2402691149676,-1.0,-146.65,4225.866110042831
