_min_obs,Beta,_std_obs,_MeanReward,_min_discrew,ValFuncLoss,_max_obs,_mean_discrew,KL,_mean_act,_mean_adv,_min_adv,_mean_obs,PolicyEntropy,_Episode,_min_act,_max_adv,_std_act,_max_discrew,PolicyLoss,_lr_multiplier,Steps,_max_act,_std_adv,ExplainedVarNew,_std_discrew,ExplainedVarOld
-0.5367997744480424,1.0,0.0790568860604639,-660.4,-0.9709534199056709,0.00021094884189029118,0.925677870766427,-0.7097348570586297,0.003375631,-0.24114239,-1.7214845203152033e-17,-4.402552439696314,0.07169736209254148,0.9371856,220,-2.9085555,10.907516865802268,0.56108445,-0.0050000000000000044,-0.0034511683,1.0,13208,2.732176,0.9998335087534357,0.997912638849455,0.06582969383538902,0.9936204143664688
-0.5463877040756366,1.0,0.0787772660927922,-624.8,-0.9646821012322915,0.00021534061926057127,0.9226000520301727,-0.6954574058260798,0.0046576527,-0.23266199,-1.3646787498593473e-17,-4.745952621431001,0.06673456427862887,0.93519574,240,-3.023734,14.800147569020469,0.58048695,-0.0050000000000000044,-0.0037715412,1.0,12496,2.5426354,0.9997721526319762,0.9980263719168562,0.06579793858780962,0.997136374641139
-0.5531441508252352,1.0,0.07885140097472591,-629.75,-0.9767024335403791,0.0013537234564707694,0.9182639653016933,-0.6977173225767854,0.0022404827,-0.23039699,-3.6105387128738714e-17,-7.247595505703694,0.07121438104867212,0.9368842,260,-3.3590763,2.1328503724604944,0.56021136,-0.0050000000000000044,-0.0023433813,1.0,12595,2.6005938,0.9999120271687333,0.9796061610395593,0.06592151450832348,0.9415148462692832
-0.5589696744971058,1.0,0.07592582070143253,-586.35,-0.9613473384512572,0.001412187169689596,0.9061475364157371,-0.6786937434940009,0.003050534,-0.23374377,-1.938890384951241e-17,-2.395910212792388,0.06058420916357735,0.93834996,280,-2.98877,8.435875483376725,0.56442684,-0.0050000000000000044,-0.004660544,1.0,11727,2.6936736,0.9998831357153772,0.9922167983345908,0.06554372002915593,0.9839771764041426
-0.5623001789138166,0.6666666666666666,0.07580614910452362,-587.35,-0.956187061158847,0.00010016851318492108,0.8994057742387214,-0.6790846777559235,0.00049561815,-0.21313071,-7.25845988688278e-17,-1.4432583795333613,0.05702011056704036,0.9368766,300,-2.962876,6.344825606782101,0.5685811,-0.0050000000000000044,-0.00054597243,1.0,11747,2.8307283,0.9998666891579352,0.9985224499144649,0.0655194100317694,0.9877243686805568
-0.5654413302614423,1.0,0.07664617769170183,-584.9,-0.9559668956370322,8.159485372425446e-05,0.895948568840975,-0.6779748951293656,0.013578502,-0.19235587,-7.288863762285179e-18,-4.0939584449606965,0.05794383487065321,0.9358121,320,-2.962775,5.9530309788843505,0.58064765,-0.0050000000000000044,-0.007087146,1.0,11698,2.676129,0.999590097656915,0.9987804611213104,0.0654985828977518,0.9983271897103918
-0.5685644926047105,1.0,0.0761638084225685,-560.85,-0.9495854233680376,6.973386814849895e-05,0.8933940453116505,-0.666571436744504,0.0043290956,-0.1574951,-2.0270453369281632e-17,-4.972292785815941,0.05353936653508713,0.9353107,340,-3.264356,5.48340228994709,0.61640984,-0.0050000000000000044,-0.005235292,1.0,11217,2.5424442,0.9994589542410569,0.9992930431725693,0.06514368124874971,0.9990964134347499
-0.5703176626116725,1.5,0.07323532098055774,-538.15,-0.9425677243092143,0.00010260687406600417,0.8902823091206017,-0.6552008778734626,0.0062649995,-0.18947518,2.3766179027560725e-17,-4.349695957424698,0.04853757148277491,0.9383223,360,-3.2412062,7.415700299277805,0.58190775,-0.0050000000000000044,-0.00801911,1.0,10763,2.4528322,0.9997183124422488,0.9986891599117482,0.06469606835568371,0.9975526459022873
-0.5700912233226233,1.0,0.07357318592714823,-522.85,-0.9411101265118884,7.762289237023966e-05,0.8864321842039977,-0.6471463083301223,0.0014621518,-0.17765632,2.717960163565459e-18,-6.1152496138113515,0.04570379455470648,0.9371545,380,-3.0087404,7.004508988464656,0.60777014,-0.0050000000000000044,-0.0025212641,1.0,10457,2.729258,0.9996453734684081,0.9987988811003191,0.06430664714384408,0.9975744954983105
-0.5691023449764167,1.5,0.0717554648673915,-507.9,-0.9308643520504383,8.399817046757601e-05,0.8816308158905823,-0.6390003879908538,0.0069067036,-0.1834041,1.9585741879585356e-17,-3.41068331637758,0.04451876481374824,0.9431139,400,-2.987205,5.126066640204378,0.6087577,-0.0050000000000000044,-0.00945687,1.0,10158,2.3058584,0.9995769921868771,0.9990496939789758,0.06387751764132898,0.9987700374358763
-0.5675920378734747,1.5,0.06955922856228738,-496.3,-0.9243364725992493,7.030360122174575e-05,0.8771751019236292,-0.6323836387328026,0.002648373,-0.187351,-2.8633598056018545e-18,-5.672094773421095,0.04149949986478913,0.94401604,420,-3.1864507,7.417516580441053,0.5934687,-0.0050000000000000044,-0.005176115,1.0,9926,2.3033798,0.99966664027862,0.9989428138428587,0.06345326892046065,0.9983181882976642
-0.5645942486529838,1.5,0.06952350847430142,-482.65,-0.9188359978669229,6.650618959475503e-05,0.8714499054503221,-0.624423758040381,0.0022940985,-0.16680877,2.9443395245420084e-17,-7.537267701123479,0.041412427386269074,0.9410429,440,-2.9400375,4.567063749534303,0.6122104,-0.0050000000000000044,-0.0050233975,1.0,9653,2.5770211,0.9995071825212537,0.9991159936593271,0.06294353510234178,0.9989779409278721
-0.5618568985150272,1.0,0.06892154915859963,-472.55,-0.9138041246058547,4.341146045392703e-05,0.866862065811387,-0.6183383477656492,0.001251757,-0.15717429,-1.097653575504969e-16,-3.096713130785672,0.04061135200697745,0.9375558,460,-3.8239746,6.5788171051929965,0.58092934,-0.0050000000000000044,-0.0029109812,1.0,9451,2.4172618,0.999463127680715,0.9994719396368555,0.06251884653058884,0.9992297221242549
-0.5589623989844779,1.0,0.06883519233751363,-467.5,-0.9102774023705346,2.7401279685150203e-05,0.8624440513931925,-0.6152234522303655,0.00375655,-0.1391824,-2.5837917664003643e-17,-4.343184477652464,0.03901785001341869,0.9360839,480,-3.3183956,5.6131346998089695,0.58185357,-0.0050000000000000044,-0.006259543,1.0,9350,2.4114096,0.9992717060502458,0.9996072122163547,0.062286119227822546,0.9995461740457545
-0.5560075899065282,1.0,0.06809548974938323,-458.55,-0.9098265350457634,7.11175257112107e-05,0.8581416118484382,-0.6096622512013202,0.0039961953,-0.12557936,4.3387191366879956e-17,-7.782448382836158,0.03830148659840782,0.9384681,500,-3.001482,3.3863858417579644,0.5981569,-0.0050000000000000044,-0.0071334066,1.0,9171,2.489701,0.9994857695110424,0.9988781097397678,0.061886035274104335,0.9986963220708923
-0.5527049846497682,1.0,0.06716240767612296,-447.95,-0.9013122370479095,8.803203788437932e-05,0.8534978755012116,-0.6028187711461973,0.0031773427,-0.10366761,8.24829160833245e-17,-2.9198476577666623,0.036300639686442863,0.9378235,520,-3.0359914,6.0968674880898694,0.5773877,-0.0050000000000000044,-0.005220807,1.0,8959,2.4131012,0.9993735562964768,0.9994771206532101,0.06132396965486419,0.9994803890086523
-0.5489425396893621,1.0,0.06609703295318836,-443.5,-0.8993135609525267,7.681222282168506e-05,0.8498180749524241,-0.5999105994170058,0.0033870842,-0.09544864,2.082763374268614e-17,-6.094183930913257,0.034476764307738564,0.93840986,540,-3.2085135,4.471980490176631,0.56110334,-0.0050000000000000044,-0.006138106,1.0,8870,2.743504,0.999491002117526,0.9989647825946996,0.06108781561521685,0.9989721078614591
-0.54492983405065,1.0,0.06513843309929482,-434.8,-0.8977880345923215,2.807303367510806e-05,0.8456027764102945,-0.5941139900970847,0.003441058,-0.07873238,-7.680659747176796e-17,-3.7364018221778887,0.033248126714935156,0.93695617,560,-3.255036,6.321423560671465,0.5534692,-0.0050000000000000044,-0.0032118126,1.0,8696,2.5314574,0.9994613708659261,0.9995646401000607,0.060596997011122714,0.9993678106458637
-0.5406121855701225,1.0,0.06473985289335586,-429.2,-0.888696360209195,6.680771231728248e-05,0.8415215567565392,-0.5902992083388849,0.0033623884,-0.055668496,0.0,-7.271389846620873,0.030866730473653778,0.93662953,580,-3.621992,3.9482186627370535,0.54960954,-0.0050000000000000044,-0.0054352637,1.0,8584,2.378631,0.9993581051024224,0.999487401905786,0.060257488662163815,0.9993845956336077
-0.5360443840341381,1.0,0.06404062993627173,-417.5,-0.8823869592169707,5.573261940258834e-05,0.8381779973582564,-0.582194059827622,0.003920809,-0.043231115,-2.893227906089031e-17,-2.401491999196534,0.03076702985282456,0.93168867,600,-2.7970972,4.219517913683398,0.55062866,-0.0050000000000000044,-0.0062962533,1.0,8350,2.4450288,0.9993362553191089,0.9994937283956737,0.05953557115515765,0.9995494164939973
-0.5310702644680049,1.0,0.06284057129722541,-411.0,-0.8806049735224145,2.7027860351922975e-05,0.8344712958163674,-0.5775520803160309,0.003410617,-0.03592209,1.0848310625047758e-16,-4.165458976804645,0.03064901900033976,0.9248993,620,-2.7352774,3.945241353918105,0.5225026,-0.0050000000000000044,-0.006263867,1.0,8220,2.470937,0.9993529936786993,0.9995427688122552,0.059092898708922634,0.9993439638252619
-0.5260663148302974,1.0,0.06221816576586877,-402.1,-0.877574797101366,8.705988172024611e-05,0.830555905277171,-0.5710795383910544,0.0023458456,-0.017207833,0.0,-6.158639121404424,0.031173268177999616,0.91991174,640,-2.7520022,4.443584943809016,0.52078855,-0.0050000000000000044,-0.0047596497,1.0,8042,2.3394399,0.9993357712526425,0.9993371589086107,0.05846573137354004,0.9993498735846783
-0.5210507361936692,1.5,0.061623616055903566,-397.9,-0.8706349548994965,3.118774736525829e-05,0.8268191256455378,-0.5679596831798244,0.012287064,-0.00630959,-7.142927728173914e-18,-4.241314502982531,0.029950984133465957,0.9182076,660,-2.8457167,4.0586911537777315,0.5148948,-0.0050000000000000044,-0.006854212,1.0,7958,2.5140846,0.999317478933514,0.9994681174736981,0.05815080505539223,0.9995114533410272
-0.5159201908133841,1.0,0.06225593023878103,-390.75,-0.8673517451969128,3.627003928911046e-05,0.823183089233484,-0.5625906873213287,0.00079766836,0.053354934,-6.546267047309944e-17,-3.2681798963297983,0.028466255601503503,0.91296554,680,-3.2081263,4.856402800753647,0.52315253,-0.0050000000000000044,-0.0022905145,1.0,7815,2.6220565,0.9993739592240413,0.999587022391647,0.05761033230134988,0.9995915037923342
-0.5106540832413224,1.0,0.06029974802322175,-381.6,-0.8612305669960252,2.001878852636051e-05,0.8195951332535218,-0.5555474810569111,0.0033592035,0.037367214,1.2475462079645365e-16,-3.729629323183797,0.02805124400863068,0.9079249,700,-2.3678715,3.746042939131082,0.4778386,-0.0050000000000000044,-0.006460701,1.0,7632,2.277662,0.9991439450581763,0.9996480729895116,0.056872778985096614,0.999701442517966
-0.5050620129781065,1.0,0.06006935038135665,-375.15,-0.8548269212826727,2.4049691351571616e-05,0.8163404344626551,-0.5504796677248457,0.0033009665,0.060163528,1.1364138116914837e-17,-2.287046074945875,0.028779287673300964,0.9040761,720,-3.0325344,4.324220024088011,0.48319396,-0.0050000000000000044,-0.0039316537,1.0,7503,2.338934,0.9993519076900712,0.999745511226427,0.056330769847843465,0.9995531084382184
-0.4996652912250169,1.0,0.05845486301472207,-368.45,-0.8481277733284126,2.6876867658644024e-05,0.8129805644353043,-0.5451097262627391,0.0030130306,0.049825974,-3.085543159767025e-17,-5.4042186646281145,0.028245742596167488,0.9003284,740,-2.4928064,3.7692324076570816,0.45937112,-0.0050000000000000044,-0.0057567228,1.0,7369,2.5154064,0.9992357945598884,0.9995555608782902,0.05574023046242251,0.9994990456342862
-0.49391380266444024,1.0,0.05740735381359107,-364.25,-0.845051977708763,2.4134664289527607e-05,0.8094036224989956,-0.5416982446904751,0.002735983,0.06736652,-1.9507007158822242e-17,-3.1914030323883886,0.02836663218016198,0.8972821,760,-2.5380235,3.8357137012655933,0.45984548,-0.0050000000000000044,-0.004503006,1.0,7285,2.4653006,0.9993868222991144,0.999672383572017,0.055361821443631436,0.9994835038247725
-0.48806832640505365,1.0,0.05597909838147081,-357.2,-0.8403210923668604,2.7093032685765298e-05,0.8061402296895027,-0.5358847121553942,0.004338864,0.07245309,7.956805551624862e-18,-4.767751038875649,0.028756848739611887,0.8945021,780,-2.4066188,4.119540660089979,0.440914,-0.0050000000000000044,-0.0060485783,1.0,7144,2.4716592,0.9992956005007138,0.9996886119801704,0.054707998676099656,0.9995550410683374
-0.4822660432977735,1.5,0.0547189409681069,-350.55,-0.8354457632573816,2.3703404513526774e-05,0.8022667703617761,-0.5302777290018739,0.012117913,0.088560276,4.053873831180146e-18,-4.112625008482593,0.028944777111799144,0.8934137,800,-2.5374262,3.4339715071681614,0.4202724,-0.0050000000000000044,-0.0059648934,1.0,7011,2.4297884,0.9990990509843876,0.9997551290135323,0.05405688765767569,0.9997094813896891
-0.4764601581220493,1.5,0.05383524200513521,-341.5,-0.8243658275474083,2.1269882189875556e-05,0.7990951064957138,-0.5224939092790377,0.0025844737,0.1289053,-1.7477478712693533e-16,-3.0454983561940123,0.029123328964251658,0.88797545,820,-2.8600166,2.8080933347830674,0.4452496,-0.0050000000000000044,-0.003109813,1.0,6830,2.4758,0.999191626865577,0.9997220777491489,0.05314224110132743,0.9997106726279934
-0.4719876747368993,1.5,0.053167316617500265,-338.9,-0.8252439984096712,2.1468742315691634e-05,0.796073266260267,-0.520243256792559,0.0031057803,0.17244416,5.870521275090825e-17,-3.8044665906486794,0.0298265902661939,0.88547957,840,-2.2912488,3.797155342945241,0.42827052,-0.0050000000000000044,-0.0051357434,1.0,6778,2.6818922,0.9991033041832532,0.9997268124245744,0.052884578465559655,0.9997247905124451
-0.5043193690328425,1.0,0.051802425648856704,-433.05,-10.000000000000009,0.41603225930563437,0.7925167490531106,-0.7548355366164264,0.0005961891,0.1679726,-1.7064971138039032e-17,-18.108996302083533,0.02927087690835844,0.886926,860,-2.7082424,0.12727275320470968,0.41427606,-0.0050000000000000044,-0.0010303347,1.0,6662,2.3104,0.9999963353579381,0.7111629116922357,1.3825914855480486,0.009130652772416425
-0.4989102261415397,0.6666666666666666,0.05015097915042838,-527.45,-10.000000000000009,0.5655026614086691,0.7899011101460612,-0.996116432725118,0.00042693288,0.13396828,4.338529908472601e-18,-13.222062627187137,0.028564759444993346,0.8898312,880,-2.1959333,2.9448253507381614,0.40031907,-0.0050000000000000044,-0.0005634559,1.0,6551,2.471718,0.9999960879002342,0.785775432209013,2.6387277515414884,0.5535730462641006
-0.47511060137346506,0.6666666666666666,0.0508045866314547,-330.5,-0.8144097612047114,0.03154831985647185,0.786761692734545,-0.51276764807542,0.0023934138,0.1599341,3.009863328484539e-17,-4.559142663428054,0.030435910242114003,0.8915098,900,-2.1747124,9.950273336469627,0.40889385,-0.0050000000000000044,-0.00089821254,1.0,6610,2.9590094,0.9999872182708469,0.4208964992243347,0.051973508585431726,0.01939358779969247
-0.453939625634338,0.4444444444444444,0.052100351560900905,-331.6,-0.8190033510233039,0.0030128256759543053,0.7835390334770458,-0.5137640342471127,5.1412986e-05,0.185776,1.4999394301329015e-17,-3.637023206558639,0.03044606983214034,0.8925739,920,-2.4357831,4.331248802776484,0.41938612,-0.0050000000000000044,-4.523281e-05,1.0,6632,2.4760537,0.9999868294331442,0.9445488595055388,0.05209944481493734,0.3358234505958503
-0.47889503952824763,0.4444444444444444,0.05027355185435429,-327.15,-0.8180938201239235,0.0014941424015043588,0.7809226722614787,-0.5097756038022253,0.0022577376,0.17625453,-2.6063007272264105e-17,-3.923386402698142,0.031593698346511094,0.8919886,940,-2.1521235,10.357157897276837,0.41357958,-0.0050000000000000044,-0.0007126046,1.0,6543,2.573368,0.9999645579418964,0.9712009383088469,0.051622459612220256,0.8965403828490268
-0.4598500772934145,0.2962962962962963,0.05302235816642751,-332.15,-0.8208087925968465,0.000575282401236275,0.7783552151277893,-0.5142782315858702,0.00038980637,0.2161547,-1.1765723458318684e-17,-4.401734977489019,0.03138839011709429,0.8897757,960,-2.2286751,5.620272779186453,0.45128566,-0.0050000000000000044,-0.0002596241,1.0,6643,2.426768,0.9999294084293505,0.9894491093243268,0.052172265740659286,0.9772446382357272
-0.4722672336406438,0.2962962962962963,0.051441967507397615,-429.2,-10.000000000000009,1.1359748125046363,0.775824482905157,-0.7548032255291426,0.004804873,0.20830397,8.632257989492486e-18,-17.986917664365325,0.030252789468044192,0.8887278,980,-2.368662,0.37430447192919447,0.42226586,-0.0050000000000000044,-0.0010483644,1.0,6585,2.1485894,0.999996364049463,0.18864108605454488,1.3999993664332187,0.007467438682932315
-0.45156155658958397,0.2962962962962963,0.05111721755856449,-328.45,-0.8208087925968465,0.08737241737355454,0.773287386915743,-0.5109612123306242,0.0024512636,0.18466574,5.624634230404203e-17,-3.108758869983508,0.031803643361313604,0.88687754,1000,-2.613884,16.68054180178725,0.42636842,-0.0050000000000000044,-0.0006804397,1.0,6569,2.2773147,0.9999814963422156,-0.5905006617098358,0.051772057779651035,0.44833146172126015
-0.4392825437390087,0.4444444444444444,0.05194524674284181,-330.05,-0.8144097612047114,0.0016802481053532856,0.7709316614688904,-0.5123711397337867,0.0065508448,0.18060803,8.61133447368702e-18,-5.2747532196552385,0.03135948557733964,0.88982314,1020,-2.1619115,8.295529506424982,0.4370331,-0.0050000000000000044,-0.0048885816,1.0,6601,3.0596232,0.9999849477041545,0.9697542025993766,0.05192891361683065,0.29709588812033905
-0.419223905957851,0.4444444444444444,0.053833860452318166,-337.25,-0.8269871895255347,0.0012969464694729657,0.7681617803655058,-0.5188149992534992,0.005504656,0.19784541,-4.1610731004483255e-17,-6.712030588186036,0.03033304276247825,0.89247817,1040,-2.8221827,3.3142431121722344,0.45090947,-0.0050000000000000044,-0.001779156,1.0,6745,2.326829,0.9999569511358862,0.9786643599284403,0.05272432930375984,0.9182586281677372
-0.43120522408198064,0.6666666666666666,0.055603608954064854,-342.05,-0.8304215802117251,0.0008665266681400773,0.7662926623609359,-0.5229927422516499,0.007369471,0.2180954,-1.0386533193394243e-17,-5.977857605474819,0.030464350512915263,0.89237607,1060,-2.2117918,3.1874471093420054,0.5036341,-0.0050000000000000044,-0.0024517258,1.0,6841,2.498681,0.9999441687112037,0.9847198149708187,0.05321111485057931,0.9573246310257445
-0.41229294802323896,0.4444444444444444,0.057750491134214016,-347.85,-0.8362685344410947,0.0006315129075889562,0.7641637236340137,-0.5280125671446019,0.0011402507,0.2714104,0.0,-6.035387427480026,0.02991752878124882,0.8897561,1080,-2.4574103,4.033551964292846,0.5563147,-0.0050000000000000044,-0.0006163694,1.0,6957,2.5976138,0.9999354745037071,0.9890428653623544,0.05381035949279403,0.9713223146983839
-0.4095295113769036,0.4444444444444444,0.05768156060878927,-350.9,-0.8395186857958395,0.0004823484105476054,0.7626694865212045,-0.5306250081913652,0.0021224618,0.2732379,2.8348812484016537e-17,-4.296131783490618,0.03066069118844268,0.8887839,1100,-2.6824734,5.592817617833493,0.58901995,-0.0050000000000000044,-0.0008120339,1.0,7018,3.0006227,0.9999185676073478,0.9910958517553302,0.05412122076399042,0.9844164374772711
-0.4201559345466584,0.4444444444444444,0.05690462154714302,-344.25,-0.8295694273484674,0.0003309081362552875,0.7608799863751382,-0.5249175907610484,0.0020566557,0.2730873,-1.4448218301585188e-17,-5.906795399834533,0.029650245722062922,0.8895102,1120,-2.611208,4.943479668446715,0.54654425,-0.0050000000000000044,-0.0005940932,1.0,6885,2.9015281,0.9998917975860889,0.9939189243353613,0.05344695740217087,0.990972604307919
-0.4113810952491005,0.2962962962962963,0.05729343529927963,-347.05,-0.8337877965277458,0.0002074140471702169,0.758460820186496,-0.5273258022494085,0.00011256024,0.31294635,2.226524204406019e-17,-4.33812276110385,0.02984413769233705,0.88758445,1140,-2.5765562,4.617169381814449,0.5822173,-0.0050000000000000044,-0.00010490359,1.0,6941,2.684746,0.9998682944618462,0.996230703513908,0.053729132502232844,0.9948830890574211
-0.40196585590032924,0.2962962962962963,0.057107571027794846,-347.0,-0.8370871917688892,0.00019388762548314188,0.7574953607071883,-0.5272913549072125,0.0020127809,0.3271246,1.5357551925650582e-17,-4.70468170017911,0.030897246029235954,0.88210785,1160,-2.503283,4.750061002330086,0.59383315,-0.0050000000000000044,-0.0006420999,1.0,6940,3.1713254,0.9998601003048098,0.9963931708254484,0.053729168825190535,0.9950350852196704
-0.3995031810753542,0.4444444444444444,0.057773217772648634,-347.3,-0.8362685344410947,0.00016177452612003255,0.7554937406270824,-0.5275471854163292,0.006254875,0.3206868,0.0,-4.412797994901965,0.030329152244302975,0.875611,1180,-2.877193,4.428983081774244,0.6052864,-0.0050000000000000044,-0.0020707177,1.0,6946,2.56386,0.9998408272507271,0.996992858634711,0.05375855948763993,0.9959155374433192
-0.4082861471393688,0.4444444444444444,0.05576380901092851,-337.6,-0.8243658275474083,0.0001440311400365527,0.7543992246250114,-0.5191032341917028,0.0028446845,0.31040105,-2.1046881983415288e-17,-3.8340995423952817,0.03137321304618559,0.87332135,1200,-2.7088401,5.018236652141036,0.54701746,-0.0050000000000000044,-0.00079073396,1.0,6752,2.759079,0.9998205352357727,0.9975402342495118,0.05274931506714043,0.9968882914579466
-0.42822869697455174,0.2962962962962963,0.05371092519481753,-333.75,-0.8208087925968465,0.00012225757806108507,0.7531577236718098,-0.5156968431786937,0.001300593,0.2954208,-4.257933997064271e-18,-3.2475112614331128,0.030672321772238435,0.87048393,1220,-2.6721032,5.79475405845045,0.498282,-0.0050000000000000044,-0.00050357956,1.0,6675,2.793852,0.9998310550397176,0.9978033258211384,0.05234011152882385,0.9958768387552395
-0.42498344453241926,0.19753086419753085,0.05439321527764543,-334.75,-0.8252439984096712,0.00010743660203898817,0.751590350968494,-0.5165963156214433,0.0003340391,0.29315358,1.6980857015924726e-17,-6.087836350944027,0.030465563102923063,0.86873806,1240,-2.401171,5.460398479029067,0.49165806,-0.0050000000000000044,-8.7709166e-05,1.0,6695,2.6936736,0.9997834478707479,0.9979992415422195,0.05245373709190248,0.9978013111560222
-0.3974949748096871,0.19753086419753085,0.05495929016136187,-336.65,-0.8252439984096712,8.525619716790094e-05,0.7498973949023708,-0.5182915183068011,0.0050590965,0.31504002,1.108079418607018e-17,-3.944996015601226,0.030504544594049655,0.86987877,1260,-2.0977418,6.406266516690571,0.50933766,-0.0050000000000000044,-0.00087882567,1.0,6733,2.5663066,0.9997589844539698,0.9984651630419525,0.052664058950605046,0.9982633290171156
-0.42803859524411314,0.1316872427983539,0.054415104677372164,-433.45,-10.000000000000009,0.1804314566375928,0.7485410860253711,-0.7566985966510622,0.0010484345,0.34803075,8.522251703269567e-18,-18.11704952547229,0.0308142065338576,0.8646219,1280,-2.3703835,0.17695221834934124,0.5407066,-0.0050000000000000044,-0.0004458361,1.0,6670,2.662304,0.9999963516030023,0.8713972786936746,1.3846490475611812,0.00040137637697623685
-0.39989897677014735,0.19753086419753085,0.054463247567236715,-335.05,-0.8234832437662395,0.015540362988080276,0.7471920115042783,-0.5168534898081676,0.007946709,0.38279745,0.0,-6.336584720930482,0.029886414000558366,0.86028045,1300,-2.6083543,9.072475949388988,0.5537805,-0.0050000000000000044,-0.003261287,1.0,6701,2.6781087,0.9999731520894952,0.726407943979843,0.05248054294393676,0.7698764542684252
