_min_obs,_mean_act,Steps,KL,_max_discrew,_mean_obs,_lr_multiplier,_max_obs,_std_obs,_mean_discrew,_min_adv,_std_discrew,PolicyLoss,_min_act,PolicyEntropy,_mean_adv,ExplainedVarNew,_max_act,_max_adv,Beta,_Episode,_min_discrew,ExplainedVarOld,_std_act,_MeanReward,ValFuncLoss,_std_adv
-0.5269909828455279,0.2868569,1259,0.0057997303,-6.996696232313932,0.02708002176512261,1.0,0.9836937836621266,0.0039874673540650175,-8.722319432107023,-2.1424322032029863,0.5328487864433389,-0.0026384657,-1.5398285,0.9308572,1.6931121582845915e-17,-3.3787167541321494e-05,2.3683546,1.6251633684994664,0.1316872427983539,220,-10.000000000000009,-2.5296949408115665e-05,0.39401355,-2061.95,2.514791090084973,0.9999979224517036
-0.5212807069129303,0.34159595,1237,0.0014178479,-6.907194791459617,0.01960840328731739,1.0,0.937950486926276,0.003995571254734874,-8.736177092493827,-2.1248655706681694,0.5357154244809332,-0.0013756666,-1.8251396,0.9301042,-7.18010040177951e-18,3.943343868884064e-06,2.2844682,1.6860581523262843,0.0877914951989026,240,-10.000000000000009,1.428480064513682e-05,0.36513475,-2060.85,1.9386170119128165,0.9999978086872764
-0.515853592988124,0.2820261,1383,0.01262408,-5.372865673626874,0.013399714964305294,1.0,0.8985317793163489,0.006268141913629662,-8.52188195313477,-2.1253459582589356,0.9269412293309423,-0.006620406,-1.7358159,0.9303477,5.137691509472886e-17,0.00012345909330513383,2.4661162,1.7655474034901422,0.1316872427983539,260,-10.000000000000009,0.00014162827758790186,0.38383374,-2068.15,1.466822169933385,0.999997876787942
-0.5105406521563972,0.1918976,1612,0.012322281,-5.22209209361121,0.008965768021847263,1.0,0.8618451260184739,0.006319468534192683,-8.342709158003423,-2.2531919122770825,1.00713096157022,-0.0052948324,-1.8759483,0.93066597,1.3223500045163155e-17,2.8723089751991893e-05,2.3441906,1.5798155546483228,0.19753086419753085,280,-10.000000000000009,3.058610277950624e-05,0.37625253,-2079.6,1.1480978244095812,0.9999978080718587
-0.5052554364775275,0.1350001,2952,0.0016427155,-0.0050000000000000044,0.034584073516013954,1.0,0.8262363383510964,0.031060172519664662,-5.637965043005815,-2.1900380738623464,11.114630882234827,-0.0009285222,-2.0677824,0.93240505,-8.665155314147564e-17,0.03500146872341503,2.3184457,5.495861793125615,0.19753086419753085,300,-10.000000000000009,0.0002530243914338204,0.38630432,-1946.7,13.541637165672466,0.9999984621057167
-0.5012417591595439,-0.0014918642,10989,0.01407518,-0.0050000000000000044,0.020041981320058674,1.0,1.2479999999999734,0.066796249955388,-1.5579919759452747,-4.1582030855362895,4.622184625321557,-0.008247197,-3.0302615,0.93269056,-6.724583175816764e-17,0.7491870787394687,2.5740838,4.439931377621684,0.2962962962962963,320,-10.000000000000009,-1.0924317595657884,0.39338,-1449.0,1.1593050312224782,0.999998593870837
-0.49842331098628706,-0.1527006,44399,0.0039572665,-0.0050000000000000044,0.296484071024571,1.0,4.051999999999688,0.289867360008262,-1.0631018984602452,-18.065601614669323,0.8107286798222808,-0.0059770118,-3.0231543,0.93412286,1.536343220184455e-17,0.7614317102941561,2.2289462,12.398011350149154,0.2962962962962963,340,-10.000000000000009,0.44988816054189895,0.3825562,-2719.7,0.19542747630077542,0.9999949297681773
-0.5241698448987605,-0.19520153,59136,0.0031106488,-0.0050000000000000044,0.24344769232592256,1.0,3.678999999999706,0.21726932091386147,-0.932697570574364,-1.1387774383583014,0.029037288623220484,-0.0013295886,-2.6799102,0.9348246,-1.6821560979169039e-18,0.7572508428911469,2.714447,31.755965680047776,0.2962962962962963,360,-0.9999999902515141,-0.06416085383756842,0.39250582,-2956.8,0.007048799305868471,0.9999834915949417
-0.48674010691770286,-0.19457224,43702,0.006089865,-0.0050000000000000044,0.15492011149083426,1.0,2.476999999999838,0.13339377260129326,-0.9089313719525081,-4.105540499916404,0.03712805380514701,-0.0056053908,-2.7095098,0.9358127,-6.503526024073042e-18,0.9194949936375617,2.2439609,36.23185695024454,0.4444444444444444,380,-0.9999959673169678,0.7485501610238319,0.40370998,-2185.1,0.003072143692709384,0.9999672725775951
-0.4553161682101491,-0.19453701,34334,0.006023235,-0.0050000000000000044,0.10856971404572942,1.0,1.9399999999998971,0.10404982992069736,-0.8841066568565962,-3.008007767215507,0.04438350474828516,-0.00616939,-3.5279453,0.9368118,-3.3112028229048766e-18,0.9581560914753054,2.4992566,9.41437382091725,0.6666666666666666,400,-0.9999404886602482,0.8751882080156956,0.42984876,-1716.7,0.001983008451756089,0.9999497227813657
-0.4316227250860671,-0.17324592,27334,0.007169016,-0.0050000000000000044,0.08289816009483833,1.0,1.6099999999999335,0.09258496205932545,-0.8545905175889607,-6.973486225093195,0.05147649260801655,-0.005388102,-2.7336628,0.9387785,4.159173107544305e-18,0.9719501951605657,2.9453998,13.587066196904285,1.0,420,-0.9996888404882417,0.9267132498597433,0.44749743,-1366.7,0.0014669345553163461,0.9999362454343665
-0.4157503699756495,-0.1262694,22735,0.0059347684,-0.0050000000000000044,0.06991344007824493,1.0,1.27899999999997,0.0871339464929286,-0.8255670054366518,-4.598371236987135,0.056882723137244094,-0.004803011,-2.8581152,0.9402831,5.000520682718981e-18,0.9827744134081327,2.6065564,12.575912608621783,1.0,440,-0.9983649036294485,0.9621874717192009,0.46555457,-1136.75,0.0010962039647150312,0.9999092520241813
-0.40478144993299847,-0.08631079,18863,0.0069914586,-0.0050000000000000044,0.06379699276489013,1.0,1.0979999999999899,0.08690765806019192,-0.7909575261944768,-4.994778496196468,0.06152465454369841,-0.0059553976,-3.194288,0.94320315,5.424277895851902e-17,0.9849796810547689,3.0258374,6.201029657077808,1.5,460,-0.9959489673865383,0.9670671329359084,0.49282143,-943.15,0.0009710093013804797,0.999908186911884
-0.397029603230715,-0.03502894,15683,0.0026839075,-0.0050000000000000044,0.06576493456688534,1.0,0.9326165022366535,0.08836006964705014,-0.7517733898210401,-3.411014827799518,0.06487610893678035,-0.0033652186,-2.9798245,0.94725484,-1.8122622859404454e-18,0.9857835425637406,2.4984856,13.79341314616434,1.5,480,-0.9891252612451336,0.9694076562268166,0.50410026,-784.15,0.0009225359303348924,0.9999114503243457
-0.39188222255688226,0.0040943045,13392,0.00029150557,-0.0050000000000000044,0.07289557230612514,1.0,0.9069580394452982,0.08975751018587147,-0.7150373038877782,-7.504833119081383,0.06660449936478485,-0.0005191255,-2.8005972,0.950947,1.697832104564158e-17,0.9864320984756174,2.688239,23.260100971370075,1.0,500,-0.9808393292414366,-1.9240657508990013,0.5129343,-669.6,0.0009079137931700924,0.9999921966887992
-0.3886424814004646,0.012360747,13786,0.008282576,-0.0050000000000000044,0.06999909582546861,1.0,0.8927020839150631,0.08600661482552269,-0.7207302235698511,-4.123209119014744,0.06583213116510711,-0.009397751,-2.7333689,0.95536816,-2.0616356760774706e-17,0.9919719800880151,2.6537752,7.30469833111083,1.5,520,-0.9835144617728501,0.9886290298046783,0.5021506,-689.3,0.0005584385639431428,0.9998552572688837
-0.3857058389446625,0.07954435,10483,0.00020431442,-0.0050000000000000044,0.08709750556532855,1.0,0.8940052033751137,0.08345717332752918,-0.8325830335524514,-16.544303752361095,1.1819027021862865,-0.00074525096,-2.5858169,0.95649487,-2.1689752498638946e-17,0.8886012816403306,2.6490178,0.2847860048499458,1.0,540,-10.000000000000009,0.05075705199430591,0.48986477,-724.05,0.13185508306658625,0.9999965548209758
-0.3849258481706393,0.06912709,10523,0.0010475552,-0.0050000000000000044,0.08353169528883546,1.0,0.8948781654381681,0.08387696912323553,-0.8749701143149302,-7.950526466169637,1.3934068835159519,-0.001660112,-2.35348,0.95371234,4.051369775311794e-18,0.9016508376254445,2.6217937,13.849243041841806,0.6666666666666666,560,-10.000000000000009,0.5749863984270682,0.49619246,-726.05,0.13749991112336474,0.9999956796275292
-0.38365258240944045,0.05039015,11843,0.00039902184,-0.0050000000000000044,0.07344752183423266,1.0,0.8944822200688861,0.08406801057223633,-0.6818870986499839,-5.0716003978235,0.06590351303660665,-0.0016768752,-2.2591772,0.95011044,0.0,0.6709195830781824,2.6589413,28.958380611676393,0.4444444444444444,580,-0.976349446066604,0.9067617011374636,0.49750957,-592.15,0.021695650832650435,0.9999632529925749
-0.38153575354716684,0.053319663,12089,0.0003699852,-0.0050000000000000044,0.06955948921224417,1.0,0.8944090812471909,0.0824195604369146,-0.6871216888662269,-4.741625996664676,0.0658803329367463,-0.00070199097,-2.6204503,0.94683313,1.1755194569610392e-17,0.9913133966791018,2.8848581,32.25804477874321,0.2962962962962963,600,-0.967075591014278,0.8477976094054133,0.49514046,-604.45,0.0005750902208510489,0.9999745990626723
-0.3792544792279498,0.055333093,12054,0.01369662,-0.0050000000000000044,0.06875566031115686,1.0,0.8940645910962367,0.0808957358114719,-0.6862425441912913,-3.518658355835858,0.06580895106210354,-0.009716916,-2.6040936,0.94647294,-7.073596174814337e-18,0.9942326601537668,2.6128895,5.179278349341329,0.4444444444444444,620,-0.9672402130592066,0.9933066283517127,0.48983675,-602.7,0.00037980545914828627,0.9998407133941709
-0.37710074165469004,0.12913051,9564,0.009554627,-0.0050000000000000044,0.09278232388696132,1.0,0.8939841086951933,0.07935459908408274,-0.6227081687610408,-7.433961705151267,0.06329120142693927,-0.0056144926,-2.2807977,0.94613266,2.9717387526562115e-18,0.988514401737533,2.5802705,5.64457257932178,0.6666666666666666,640,-0.9411101265118884,0.9749332703558902,0.48547798,-478.2,0.0009833810831686748,0.9999039169702595
-0.3764522654434792,0.1800414,7013,0.0017901456,-0.0050000000000000044,0.12897593388685002,1.0,0.892297515664659,0.06447877422884567,-1.2776301909607497,-9.910817961879687,4.121009732718764,-0.0011301418,-2.7993317,0.94700193,-3.2421741828494516e-17,0.799858641066215,2.6567302,4.253815173606056,0.6666666666666666,660,-10.000000000000009,0.48884588304399024,0.44247076,-750.45,0.8365719430283536,0.999997206243641
-0.37693634864333336,0.16354612,8710,0.0019342162,-0.0050000000000000044,0.10108754374144373,1.0,0.8893656189916492,0.07533179671819337,-0.5955772019240723,-2.764847392611265,0.06120775211304364,-0.00298583,-2.5251062,0.94830453,0.0,0.9367371426218761,2.5829837,15.256992582395137,0.6666666666666666,680,-0.9129356577923332,0.8467825792009946,0.47388116,-435.5,0.007285691562961315,0.99997108491643
-0.3766481880776596,0.15241472,9295,0.0023566396,-0.0050000000000000044,0.08842993013540291,1.0,0.8867807093487442,0.07624428229497685,-0.6137183474542856,-1.7208631824516163,0.062275816030718245,-0.0013134795,-3.1362684,0.94840837,5.4274915803084574e-17,0.993275267951749,2.5496507,7.600908592565269,0.6666666666666666,700,-0.9180182297082629,0.9526954924238853,0.48781234,-464.75,0.00043543303476226055,0.9999161004567658
-0.3759661993122645,0.1794471,8940,0.009672447,-0.0050000000000000044,0.09241735839285706,1.0,0.8847271541258646,0.07483723210632687,-0.6027691485534072,-2.9890451922301273,0.0616065058904652,-0.005538583,-2.45792,0.9506775,-1.2716648514722151e-17,0.993288418105184,2.9076939,5.986081170674184,1.0,720,-0.9250912162850718,0.9920313330034604,0.49293303,-447.0,0.0004426075222965582,0.9998580447777806
-0.3754906017952722,0.22506532,7313,0.0015377617,-0.0050000000000000044,0.1256323079639089,1.0,0.8824249317908983,0.06279676617318329,-0.5433381374727607,-8.835304879957793,0.0557789216866625,-0.0011527764,-2.5469387,0.94941086,2.186135861425168e-17,0.9878301478140324,2.7680304,5.622705581943731,1.0,740,-0.861924414161045,0.9329676659809741,0.46439093,-365.65,0.0009211856559734069,0.9999470711601112
-0.37591148678716485,0.23750508,6733,2.1027914e-05,-0.0050000000000000044,0.1363288391956133,1.0,0.8790971603570673,0.05899932727011285,-0.968439195718337,-13.953265094974272,2.5188257014249453,-1.7235772e-05,-2.3326964,0.9471983,0.0,0.4119046876598357,2.6179404,0.4990721862983438,0.6666666666666666,760,-10.000000000000009,0.09536102778660771,0.4574119,-536.55,1.485769430638568,0.9999971823822513
-0.37641287144454927,0.23773396,6822,0.0007846288,-0.0050000000000000044,0.13073351943082323,1.0,0.8757806889067031,0.05932556769388685,-0.731834676943486,-17.885727653708358,1.286968478934972,-0.0003871494,-2.2132878,0.94936305,4.166184319906773e-17,0.6393118929289361,2.9165277,3.7658174361623273,0.4444444444444444,780,-10.000000000000009,0.18253796447518122,0.4678921,-441.05,0.48486787662534675,0.9999959287879142
-0.3768929791292164,0.22549437,7111,0.0043351133,-0.0050000000000000044,0.12381314710531251,1.0,0.8723936687451178,0.060588012932320086,-0.5355523465543414,-6.397856294100082,0.05517273938009589,-0.002610493,-2.2350101,0.95362616,1.998432669835748e-17,-0.47953536770619354,2.6711826,8.252418673671,0.4444444444444444,800,-0.877574797101366,-1.2669529895837357,0.46365935,-355.55,0.08490304196390505,0.9999885808545822
-0.3772944523269284,0.21846212,7850,0.00080914085,-0.0050000000000000044,0.10054991164804127,1.0,0.8690932023355388,0.06720698182719895,-0.755095876059525,-19.76251919094771,1.143113616351005,-0.00018455106,-2.4904373,0.95357466,0.0,0.3963253177999687,3.055515,1.1674779322653763,0.2962962962962963,820,-10.000000000000009,0.08864955993503676,0.49053213,-492.45,0.7133608086888336,0.9999959380006442
-0.3772694217785249,0.20572539,7792,0.007469245,-0.0050000000000000044,0.10309932468072965,1.0,0.8669376360723041,0.06520477578388038,-0.562342422982647,-6.029218589990504,0.057886663233987834,-0.004373985,-2.549005,0.94907475,-4.377059973881521e-17,0.5743795229009201,2.8912835,5.738641658294213,0.4444444444444444,840,-0.8823869592169707,0.7559046011313146,0.48350948,-389.6,0.02542890188481842,0.9999637386628046
-0.37733784302849366,0.18459012,9131,0.0025479158,-0.0050000000000000044,0.07466340772763136,1.0,0.8641916083750979,0.07310657503647625,-0.6085471088655141,-1.8485808966359698,0.06187618057181309,-0.001091325,-2.3705568,0.9472898,-1.1361213385278132e-16,0.9858806933889502,2.7419991,8.969341571015294,0.4444444444444444,860,-0.9138041246058547,0.9386900076728765,0.5069557,-456.55,0.0012402808362635012,0.9999507037561053
-0.37643505007068195,0.20000999,9357,0.007870076,-0.0050000000000000044,0.06986759350569005,1.0,0.8627317718734245,0.07387741665029285,-0.6155790376883027,-2.341984810702432,0.062382409832468025,-0.002376888,-2.9337263,0.9490577,1.0631183392798335e-16,0.9944276506175815,2.835792,4.092434285212031,0.6666666666666666,880,-0.9184281385597215,0.9849709815926029,0.53835976,-467.85,0.00036345336716514894,0.9999008815950439
-0.37535725114449586,0.26198158,8716,0.008205945,-0.0050000000000000044,0.07819144507111893,1.0,0.8611701577717785,0.07282653507871792,-0.5949144574401056,-5.685242855752371,0.060729130446235416,-0.0040062456,-2.6001444,0.9529777,-1.3043464630749889e-17,0.9956045515401268,2.7789366,3.699035401066951,1.0,900,-0.9042361078214238,0.9946804409673868,0.5727839,-435.8,0.0003432064217872643,0.9998492286177524
-0.37461291431274274,0.3043379,7916,0.0026596333,-0.0050000000000000044,0.09293643304494066,1.0,0.8593606333908849,0.06813254558290005,-0.5666482795318953,-9.851025569686584,0.05814631373304139,-0.0016568634,-2.2875528,0.95501924,4.667536920101719e-17,0.9921885058775427,3.2125452,3.3963364666290476,1.0,920,-0.8881370454363768,0.9752277103587169,0.5500271,-395.8,0.0005787691934183573,0.9999113013728301
-0.3744067784166126,0.32188544,7248,0.0008448434,-0.0050000000000000044,0.10844999436657829,1.0,0.8559881724291604,0.06116772288029987,-0.5406181949799809,-3.6258523879623454,0.05544830879210595,-0.00062261085,-2.146387,0.9544729,7.842635052539738e-17,0.9898104283576076,3.0204697,8.457415380104324,0.6666666666666666,940,-0.864665283491444,0.9622656227709316,0.54247415,-362.4,0.0006411498309558395,0.9999282109128005
-0.37463730654669825,0.34220964,7022,0.00039852812,-0.0050000000000000044,0.11126496624179023,1.0,0.8538832625194448,0.0607020219670229,-0.7561238299567219,-18.553581464342532,1.306358825472192,-0.000209497,-2.045023,0.95490277,-8.095046832926234e-18,0.2768669744517964,3.1139274,0.2636831568218813,0.4444444444444444,960,-10.000000000000009,0.013031776391700278,0.5342619,-451.05,0.9454623899301703,0.9999962272583903
-0.3748718677098622,0.32931435,6806,0.0035793337,-0.0050000000000000044,0.11773873879992314,1.0,0.8519271331402672,0.0566863289644253,-0.7579090580433709,-15.910544617722044,1.3564971391002971,-0.0013503738,-2.2594898,0.95607144,1.6703913858597714e-17,0.06136053189950541,2.9191093,2.9695929760380673,0.4444444444444444,980,-10.000000000000009,-0.10174280507461031,0.51800627,-440.25,1.2780747904345933,0.999996565849348
-0.375267324141457,0.33979535,7343,0.003877043,-0.0050000000000000044,0.10078755801935821,1.0,0.8494229811625931,0.06280992719875028,-0.5444047691327442,-2.6986984588943117,0.055828860623417416,-0.0013515023,-2.530843,0.95344937,-4.644702616980091e-17,0.7860922309595084,3.1195405,9.602183523354379,0.4444444444444444,1000,-0.8660152472886168,0.7465698694973875,0.56245637,-367.15,0.012634794209214734,0.9999701377851323
-0.3753363913514272,0.3026198,8008,0.0023198924,-0.0050000000000000044,0.08481445870985915,1.0,0.846784574739371,0.06668531610204526,-0.5700894656927337,-1.9869326245324868,0.05849646031316479,-0.00076930237,-2.700859,0.95155144,-1.3309366928573306e-17,0.9887968119871567,3.3501687,5.506777948187075,0.4444444444444444,1020,-0.8847216368095261,0.9400074615268367,0.55125964,-400.4,0.0006996642233453001,0.9999521518310366
-0.37509970652192154,0.33428746,7912,0.00542192,-0.0050000000000000044,0.08487057621189889,1.0,0.845199328093419,0.0675899331463164,-0.5665287320232755,-3.4168421402309557,0.058147215484956404,-0.0019855506,-2.3025153,0.95158553,-1.4368912755512643e-17,0.9931619239004571,3.3105383,4.237206661917729,0.4444444444444444,1040,-0.8835601492987815,0.9905600105911431,0.5840953,-395.6,0.00039774906736414045,0.999871008566401
-0.374823788868189,0.36269918,7269,0.00014707338,-0.0050000000000000044,0.09839433908952887,1.0,0.8434565589438745,0.061845918215311504,-0.9748351485347707,-14.226123882935443,2.3716861126937863,-4.5893692e-05,-2.2778456,0.9499823,1.5639955664000003e-17,0.5829205313091219,3.0896938,0.33525718694071094,0.2962962962962963,1060,-10.000000000000009,0.10140153240845551,0.5744348,-563.35,1.0250097841508987,0.9999970860679556
-0.3749099783560111,0.35007158,7250,0.012083524,-0.0050000000000000044,0.0952221697227848,1.0,0.8413619824394317,0.060717410273544804,-0.732805941869506,-10.891068970644213,1.1959692181713681,-0.006022796,-2.6165957,0.9491112,1.5680943134016005e-17,0.8965887013436037,3.2924895,4.92537440863484,0.4444444444444444,1080,-10.000000000000009,0.8435500819169566,0.5663343,-462.45,0.12382958408532596,0.9999905436240971
-0.3749840160045295,0.33429533,8167,0.00032605752,-0.0050000000000000044,0.07748809209089867,1.0,0.8395618671179056,0.06582130820391034,-0.5758161192898195,-2.5926743497937292,0.05901292015607912,-0.00047905737,-3.0511506,0.94867647,1.3920269097785727e-17,0.981678493835745,3.0138273,10.468222027997669,0.2962962962962963,1100,-0.8870099698859897,0.9554344584903941,0.6167997,-408.35,0.0010892977968109709,0.9999437592796315
-0.3746366061251379,0.33055955,8303,0.00080379826,-0.0050000000000000044,0.07335060519494253,1.0,0.838019186263548,0.0679257837250604,-0.580675738641203,-4.791731100036355,0.05946666988347076,-0.0012061187,-2.184553,0.94804156,2.353357248392479e-17,0.99048271593193,3.0298743,14.089031177247689,0.19753086419753085,1120,-0.8941379806372521,0.9831339764943682,0.60325414,-415.15,0.0005714448937155275,0.9999044967201721
-0.37415432661063014,0.32102907,8346,0.004312543,-0.0050000000000000044,0.07201541194684395,1.0,0.8363611490810419,0.06742026241624699,-0.582174708200426,-7.3984281946807675,0.059594764588766905,-0.0014683787,-2.6744728,0.95020425,-2.426368076822772e-17,0.994845696059081,3.0751066,5.8081968125547005,0.19753086419753085,1140,-0.8951939542803956,0.9929889408054052,0.6106764,-417.3,0.0003139159380199095,0.9998396491581863
-0.3736439648314681,0.35007915,8096,0.0012115564,-0.0050000000000000044,0.07584193378231602,1.0,0.8350212390074042,0.0662664842974291,-0.5731642496778752,-6.534991617539917,0.05872159355570191,-0.0013202751,-2.3571167,0.95220923,-2.8084693113047436e-17,0.9953826280657038,3.1693742,10.994023576338137,0.1316872427983539,1160,-0.8841423485522876,0.9949230121851595,0.6664712,-404.8,0.0002957034597757656,0.999823418549597
-0.37326932292587617,0.36201358,7942,0.0012584178,-0.0050000000000000044,0.0784895617537287,1.0,0.8334848125269235,0.06461675816378572,-0.5674984701650178,-7.663620199582807,0.05817117715462941,-0.0021222515,-2.7671828,0.9533756,2.862927164986553e-17,0.995393052479252,3.4089956,7.57492592598278,0.0877914951989026,1180,-0.8817959389115284,0.9944227928471021,0.6366515,-397.1,0.00027475685466761627,0.9998202880576192
-0.3730062346674271,0.36270225,7733,0.009162902,-0.0050000000000000044,0.08197266124108525,1.0,0.8320817617532855,0.06351316292291065,-0.5595224633102982,-6.648172337122275,0.05732403891690132,-0.0030517038,-2.3475168,0.95424074,0.0,0.997167706357652,3.6125445,10.556297759593651,0.1316872427983539,1200,-0.8686749115385736,0.9964437217435056,0.6371764,-386.65,0.0001728612981666482,0.9998056146560486
-0.3728245101009821,0.41416645,7515,0.007300735,-0.0050000000000000044,0.08598453332696136,1.0,0.8304524731393863,0.06187700340544872,-0.5510107351143059,-5.673637444776168,0.056415172948123704,-0.0021761924,-2.6121657,0.9510002,1.1345991788584433e-17,0.9974919214169676,3.3797941,8.40755685181204,0.19753086419753085,1220,-0.8605332331618344,0.995913413925185,0.66236806,-375.75,0.00014631539981597183,0.9997967221542112
-0.37274072102016936,0.47529987,7462,0.0074141915,-0.0050000000000000044,0.08538599776395848,1.0,0.828809657804134,0.06370683991284998,-0.548952504465305,-5.7100987897038324,0.05621499977406077,-0.0044112583,-3.0353205,0.9500265,-4.761074348432727e-18,0.9976389228335014,3.2557826,8.932381477603771,0.2962962962962963,1240,-0.8591280353140924,0.9966732808962887,0.72328913,-373.1,0.00013273027700446712,0.9997754012393769
-0.37259631165008905,0.4764655,7011,0.004175106,-0.0050000000000000044,0.09521064378142897,1.0,0.826379743018123,0.06007728387777495,-0.7567703406167913,-18.339614660820395,1.3109055508383538,-0.0010098628,-2.619434,0.95360506,8.107747662360293e-18,0.9485161644503011,3.7830977,0.218572008299008,0.2962962962962963,1260,-10.000000000000009,0.0037304526573195274,0.6811697,-450.5,0.0689592158395596,0.9999962403883619
-0.37265582709886563,0.45222256,6962,0.005460732,-0.0050000000000000044,0.09605234511905894,1.0,0.8251089414910036,0.05971281730946466,-0.528374039730967,-2.0916534625687753,0.0539224412371378,-0.0012321243,-2.765588,0.9523798,-4.082405836024707e-18,0.7631564455232194,2.9846687,10.47289411273143,0.2962962962962963,1280,-0.8395186857958395,-28.317515517769298,0.6359624,-348.1,0.05089369094327597,0.9999968364338232
-0.37273264218561375,0.43646657,7390,0.00081596436,-0.0050000000000000044,0.08443846650688223,1.0,0.8234315133012136,0.06307548132924004,-0.5460871924557376,-1.797206601838594,0.05591155611330902,-0.00024183108,-2.8640237,0.95388174,4.2305656797624365e-17,0.9921783405340301,3.4639301,5.469835409665224,0.19753086419753085,1300,-0.8605332331618344,0.910071771580188,0.67837316,-369.5,0.000568639168402161,0.9999693830241349
