_std_adv,_max_act,_mean_obs,_lr_multiplier,_max_obs,_mean_adv,_mean_act,_std_act,_mean_discrew,_max_discrew,_min_act,_std_discrew,_min_obs,ExplainedVarOld,_min_adv,_std_obs,PolicyLoss,_max_adv,ExplainedVarNew,Steps,PolicyEntropy,ValFuncLoss,_min_discrew,Beta,_MeanReward,_Episode,KL
0.9999998946306675,2.53033,0.33476089205223447,1.0,1.9241935150745437,0.0,0.56274265,0.40553826,-67.68837209302326,-1.0,-1.418524,2197.3990120786007,-0.5776541765753319,0.38655441792954115,-4.425545696587965,0.06628718462377685,-0.00023169044,0.7923341815985127,0.387902158410693,1935,0.9804908,1390.4527703405893,-198.0,0.2962962962962963,-116.55,440,0.0006392383
0.9999998857936764,2.9650445,0.313148072566329,1.0,1.8509322342249261,-2.157518428421357e-17,0.55128556,0.4004222,-64.12904858299595,-1.0,-1.5049472,1957.8097634672752,-0.5774438486800295,0.41376777071602666,-5.05672248563296,0.06682883938758247,-9.9446705e-05,0.5893462699286213,0.41573995232235195,1976,0.9827992,1149.8137953617982,-197.0,0.19753086419753085,-113.65,460,2.0178162e-05
0.9999998038847219,2.6158757,0.29617011317352254,1.0,1.785604071124361,-5.724412775509367e-17,0.5618402,0.41979772,-54.51057401812689,-1.0,-1.499213,1176.9981258537862,-0.577213346274528,0.7172338269403916,-8.04703984409693,0.06804171027441165,-0.00055171805,0.8213548017201436,0.7177970626426585,1986,0.98857105,351.6517568892935,-185.0,0.19753086419753085,-104.25,480,0.0015351279
0.9999998563641885,3.364504,0.2923752229968509,1.0,1.7268396225335991,2.925549092167165e-17,0.6531962,0.43077004,-58.123520329387546,-1.0,-1.3080621,1521.271412826015,-0.5769671406074618,0.5426632489217755,-6.544009956776739,0.060565138291164076,-0.0011768455,0.5866143277382968,0.5429674114191493,1943,0.9948275,704.5661506526001,-193.0,0.2962962962962963,-107.05,500,0.0074749165
0.9999998069802831,2.5589485,0.2809292433826134,1.0,1.673157590620794,-2.9180399825876805e-17,0.6909087,0.43475848,-53.804414784394254,-1.0,-1.3151418,1191.1706786616294,-0.5767598939585264,0.6781403886071937,-8.884935956807668,0.05970712746042969,-0.00022684451,0.5470562837314675,0.6787111549924667,1948,0.9965545,388.0585561451828,-189.0,0.19753086419753085,-102.35,520,0.0011059494
0.9999998988936719,2.826021,0.27409962323552634,1.0,1.624027553180353,0.0,0.7597196,0.43950546,-67.5265625,-1.0,-1.8195138,2217.0815861002607,-0.5765539357207419,0.3657247034202188,-4.487569694431389,0.055528680095767835,-0.0023962194,0.5805324346051599,0.366240595857535,1920,0.9908928,1447.2630403016835,-195.0,0.19753086419753085,-115.8,540,0.0056051263
0.9999998077699496,2.7379355,0.2607300273301822,1.0,1.578979173369823,0.0,0.6896657,0.42449313,-53.970241149307334,-1.0,-1.7027357,1217.5086064580091,-0.5763702525271371,0.6741378729037103,-8.537790399552671,0.057004720254212354,-0.0013269702,0.6371871280085675,0.6747860111647423,1949,0.9920693,453.95054136001846,-192.0,0.2962962962962963,-102.4,560,0.006537398
0.9999998980916037,2.5265355,0.2556590572274883,1.0,1.537510688239927,2.955976019802809e-17,0.73295313,0.42914546,-67.60790431617265,-1.0,-1.1318201,2220.3028392378546,-0.5761679823834337,0.35752367094056636,-4.474185904095063,0.05373143555683609,-0.0006791033,0.6895812865455475,0.35729355107421057,1923,0.99667776,1483.0629168594642,-195.0,0.19753086419753085,-115.95,580,0.0013356784
0.9999999117970333,2.860632,0.24516593510854764,1.0,1.4990589208077205,-2.9854736796642864e-17,0.7934403,0.40786633,-76.52993697478992,-1.0,-1.1149678,2645.040070164095,-0.575987882851461,0.3085823093892476,-3.7689109556031735,0.052555137628306214,-0.0006552852,0.7445607345317281,0.3085423124990707,1904,0.99861443,1836.3171117418508,-194.0,0.19753086419753085,-124.9,600,0.002102296
0.999999902566628,2.911336,0.23860564687865535,1.0,1.4637700388491672,7.459766254699214e-18,0.8300948,0.41991368,-71.37060367454069,-1.0,-1.100369,2379.712521682821,-0.575806266348964,0.34570656306478187,-4.021961539187021,0.05133573245428034,-0.00025238417,0.90141911135206,0.3471865954767184,1905,0.99871016,1554.8683205400519,-195.0,0.1316872427983539,-120.0,620,0.00026950813
0.9999999053697266,2.8050485,0.2264461427330051,1.0,1.4307965105724152,1.507782993655385e-17,0.809815,0.41867274,-75.07851458885942,-1.0,-1.3741124,2503.6267267060207,-0.5756286739063872,0.3538398997632012,-3.9167644268571364,0.05133674896968342,-0.0022760758,0.9572901536828791,0.35340005255836204,1885,0.9991856,1622.7689619389637,-197.0,0.19753086419753085,-123.95,640,0.0064423294
0.9999998846442668,2.9333184,0.21885210326123306,1.0,1.4005770879580075,-2.9165427840332484e-17,0.74372184,0.4374164,-63.307337095946636,-1.0,-1.3701729,1914.2241688453196,-0.5754388893247333,0.4375088014599833,-5.017195731312272,0.053132096253968565,-0.0017090401,0.9810813866232533,0.4390316389403688,1949,0.99946487,1079.091058886467,-198.0,0.19753086419753085,-112.3,660,0.0051591224
0.9999999147608328,3.41535,0.21714841822722514,1.0,1.3717566423406011,-5.2800415608500014e-17,0.81988126,0.4298491,-80.68046709129511,-1.0,-1.6778942,2786.9297458540127,-0.5752324744017144,0.30256905883928165,-3.6142316721837804,0.04872052473277632,-0.0012645074,0.8526580385618514,0.3026168363174436,1884,0.9987254,2039.602413599093,-196.0,0.2962962962962963,-128.85,680,0.007964097
0.9999998982287175,2.8441978,0.20918751559785118,1.0,1.3448754289663836,7.530924597351354e-18,0.8749,0.4447546,-70.21886592474827,-1.0,-1.1559448,2269.7385311993003,-0.5750566681670292,0.3862848677361289,-4.238008361994455,0.04942988533007073,-0.0018798143,0.8882496061806912,0.38693558682858264,1887,1.0033705,1441.152483511941,-192.0,0.2962962962962963,-119.1,700,0.0042059855
0.999999897860862,3.144093,0.20642660599943824,1.0,1.3196235445211177,3.696892485744538e-17,0.9331012,0.4410842,-67.4401664932362,-1.0,-1.6135576,2196.7583866528207,-0.5748717403301825,0.36394113955124185,-4.4689784752103625,0.049673437054508954,-0.00039338146,0.9474780427018833,0.3673681602176052,1922,1.0034,1389.897987140356,-193.0,0.19753086419753085,-115.9,720,0.0014587246
0.9999998097547264,3.0663843,0.1964603214129736,1.0,1.2952644018427546,1.4612704077328537e-17,0.92298084,0.4627777,-53.37892030848329,-1.0,-1.5824311,1126.7474219705132,-0.5746918493722502,0.7362736025075043,-7.056717152105482,0.051453760969136286,-0.00097462186,0.9263056735557175,0.7437197074202044,1945,1.0006373,338.56972502847805,-181.0,0.19753086419753085,-102.2,740,0.0050462205
0.9999998971970113,3.0255888,0.19231712886017063,1.0,1.2723902752369587,1.4597693595482285e-17,0.9575207,0.44151393,-68.12378017462763,-1.0,-1.1276288,2225.1336255664687,-0.574485943130992,0.3706924850433444,-4.558385001436755,0.05052691435523475,-0.0034355097,0.7046989697097389,0.37078861488624126,1947,0.9998884,1475.2804272764233,-195.0,0.19753086419753085,-117.15,760,0.005460074
0.9999999074930026,2.9037797,0.18479547353684161,1.0,1.2506465115521357,-8.678384558901987e-17,0.89890915,0.45584613,-73.95012722646311,-1.0,-1.2061288,2576.708963088139,-0.574285461029708,0.3141833129370797,-3.905873684078338,0.051730320909388415,-0.0030828586,0.7606668206959265,0.3129983174436841,1965,1.0037388,1780.160529276811,-198.0,0.2962962962962963,-123.0,780,0.0063884896
0.9999998917008303,3.0958264,0.1794923578636513,1.0,1.230051976947359,7.344110963928683e-18,0.95876384,0.44996434,-67.18139534883721,-1.0,-1.4348607,2113.882858001322,-0.5740705859084215,0.41282370491261267,-4.314101676940577,0.05021948810609805,-0.00049264415,0.8501450016380657,0.412833013256547,1935,1.0108213,1246.4817116750953,-192.0,0.19753086419753085,-116.55,800,0.00042265232
0.9999999017232095,3.0485148,0.17286177083158058,1.0,1.2106817257126383,-2.912060392459427e-17,0.9707014,0.47123268,-72.41956967213115,-1.0,-1.4175622,2393.1369735853095,-0.5738632729364876,0.3565873936741095,-3.9990132621244934,0.05118931082331822,-0.002871144,0.903445202265606,0.36201385897087657,1952,1.0071938,1538.24762361765,-195.0,0.2962962962962963,-122.35,820,0.0069032926
0.9999996465735387,3.251588,0.16607992816708264,1.0,1.192267954037256,-5.57045698766629e-17,0.88134456,0.46831185,-50.76455948232952,-1.0,-1.584907,844.8370515854365,-0.5736394223377649,0.9761168502266576,-3.9837386948087574,0.054469311030755516,-0.0007252405,1.4805773538687443,0.9861468491770117,2009,1.0076144,132.64272515027676,-108.0,0.2962962962962963,-100.45,840,0.0021567496
0.9999998851119749,3.1572194,0.1558434956874785,1.0,1.1745180216753919,0.0,0.85401005,0.4983877,-65.54451549434333,-1.0,-1.7988226,1998.8245063196073,-0.5733843052537142,0.433496114073592,-5.176754761167613,0.05612751711122947,-0.00067503843,0.8214635090583913,0.43688512322138406,2033,1.0108294,1217.6878883855381,-200.0,0.2962962962962963,-116.5,860,0.0038111224
0.999999831449854,3.5220742,0.14420825830904135,1.0,1.1577980680214948,1.3592400492780492e-17,0.7442845,0.527074,-57.67862266857963,-1.0,-1.4450107,1356.1693134544646,-0.5731006554263458,0.646929805780049,-7.7751723246610505,0.05802727460099874,-6.9936454e-05,1.2764624312398958,0.6657933698215514,2091,1.0140898,466.3537177632383,-200.0,0.19753086419753085,-109.5,880,5.16512e-05
0.9999998669295842,3.5292645,0.13913250404563374,1.0,1.1420506636486352,6.779987936642177e-18,0.74308336,0.505291,-63.3182251908397,-1.0,-1.6456181,1886.4803166973809,-0.572777421168518,0.5036617509410568,-5.925471728547675,0.059611576709729545,-0.0012800439,0.853171917535127,0.527643484594986,2096,1.0117767,893.3253612032898,-219.0,0.19753086419753085,-114.7,900,0.0022513384
0.9999996946622675,3.169774,0.12858713364462207,1.0,1.126938277871166,2.646341660186593e-17,0.78223723,0.53665805,-55.08612662942272,-1.0,-1.8159031,1076.2248913284714,-0.5724404553552579,0.9434246177627778,-6.340961099451896,0.0649017563760403,-0.010073552,2.3767431160773898,0.9575586083088018,2148,1.0102243,72.118005975335,-157.0,0.2962962962962963,-107.4,920,0.012896722
0.9999998173744393,3.2827177,0.14968694282855474,1.0,1.1124617017561556,-1.4168349666203392e-17,0.9078638,0.52333844,-55.44666001994018,-1.0,-2.029099,1269.9131568405453,-0.5720550363604433,0.6491193915839513,-8.637944070522476,0.05127264895858185,-0.00015113468,1.4537558943152358,0.6519362300887677,2006,1.0099621,442.23179534143856,-195.0,0.2962962962962963,-105.25,940,0.0025675027
0.9999999012599636,3.1998029,0.15556116051520247,1.0,1.098150343378767,7.302597489826312e-18,0.965877,0.44340593,-68.37255909558068,-1.0,-1.2547045,2266.0467084561687,-0.571814405355689,0.361948818843846,-4.401931896810054,0.046595524854276614,-0.0006440531,0.9971675266047924,0.36667455149973116,1946,1.0105371,1495.5705843766086,-197.0,0.2962962962962963,-117.1,960,0.003369823
0.9999999038469296,3.3704996,0.15400869860024213,1.0,1.0842288413589085,-1.4872689393199377e-17,1.0012968,0.44431886,-71.73207744636316,-1.0,-1.2855933,2413.2196879395806,-0.5716276047574091,0.3580641001347107,-4.148284059015006,0.04453583623763487,-0.0005020737,0.7297504211600448,0.3605992641407165,1911,1.0057235,1552.6303014288424,-197.0,0.19753086419753085,-120.3,980,0.00016762305
0.9999997960719602,3.205235,0.14962592497349814,1.0,1.070910547256284,4.383811223198562e-17,0.97572094,0.46491075,-53.50077120822622,-1.0,-1.1512903,1148.7127243409707,-0.5714585610831953,0.7267127430051346,-7.754624255116004,0.04600090414523063,-0.0032128752,0.9626608992017976,0.7291812240006297,1945,1.0087246,404.9820387788907,-184.0,0.2962962962962963,-102.2,1000,0.012308943
0.9999998641497869,3.7977805,0.14735535439118394,1.0,1.0580329019734718,-2.8986955053956154e-17,1.0622324,0.48174098,-59.187149413564505,-1.0,-1.3765032,1640.8629863157687,-0.5712713624974928,0.4957348749207381,-6.518594972593542,0.046715430708543546,-0.003907332,0.663764420310464,0.49539859315525214,1961,1.0122182,828.0334642610671,-198.0,0.4444444444444444,-107.95,1020,0.008713441
0.9999998975038196,3.2854137,0.14736911113499798,1.0,1.0455267102602566,-2.9636819009806057e-17,1.0070698,0.45789683,-67.34202294056308,-1.0,-1.3788075,2194.7954290672524,-0.5710805599245224,0.3790763260407082,-4.735156063772372,0.04370090281688359,-2.4014182e-05,0.7327390397125461,0.3799292980559421,1918,1.0135605,1372.0071067495844,-195.0,0.2962962962962963,-115.7,1040,0.00030436268
0.9999998871067947,3.625986,0.14351337475720966,1.0,1.0335226242925941,4.3636196668992844e-17,1.0151598,0.47717234,-64.02251791197544,-1.0,-1.4280792,2012.702665922146,-0.5709181724688102,0.39959774083943345,-5.054726121804425,0.045654224747264556,-0.00019076346,0.6599937840056763,0.3999831670020353,1954,1.0107391,1207.6980864982738,-196.0,0.19753086419753085,-112.55,1060,4.5663015e-05
0.9999999091852924,3.1880293,0.13769051264190788,1.0,1.0218516706361376,-5.1595426870546696e-17,0.977591,0.4701456,-76.92427385892117,-1.0,-1.102622,2635.2131452196068,-0.5707377520112921,0.3248438066738748,-3.764118976351493,0.04512186117897876,-0.0005006029,0.8271792410558741,0.32422136694757264,1928,1.0124252,1813.4848009985924,-196.0,0.1316872427983539,-126.1,1080,0.00038709177
0.9999998232906712,3.302726,0.13906354097191959,1.0,1.010784953072858,-8.754119947763042e-17,0.9938204,0.47380748,-54.086755646817245,-1.0,-1.3026054,1243.5504816712978,-0.5705527494325984,0.6427514081114901,-7.736432501912972,0.044734936095995256,-0.0021128613,0.8862487132796183,0.6391121681211185,1948,1.018445,549.4274911389084,-195.0,0.1316872427983539,-102.35,1100,0.0023483231
0.9999998909333663,3.3283224,0.13603698797473077,1.0,0.9998918417418668,0.0,0.979257,0.48554626,-66.28129910948141,-1.0,-1.4086328,2061.849105488847,-0.570377112953688,0.4185733429190629,-4.814233041992269,0.04338941957964266,-0.00062208006,0.7748201168215815,0.4202208855357301,1909,1.0184872,1245.1658744798879,-194.0,0.0877914951989026,-115.25,1120,0.0014808612
0.9999998169658094,3.1837144,0.1305456322389546,1.0,0.989493513440492,0.0,0.91136646,0.4746412,-54.758219524532116,-1.0,-1.5038766,1255.668401078769,-0.5702102821851908,0.6449813201877461,-8.865973734037718,0.04627667024891518,-0.001532563,0.6340106791060193,0.6452609715333343,1977,1.0168242,455.2543913681528,-195.0,0.1316872427983539,-103.8,1140,0.0092326095
0.9999998207893018,3.1219573,0.12221214387420504,1.0,0.9793519258398696,-2.826624508245053e-17,0.811757,0.49455404,-55.59771258080557,-1.0,-1.5098145,1279.8675034698517,-0.5700106107141971,0.6488142240604371,-8.66901790988713,0.048322372572086575,-4.4369124e-05,1.0405618431588606,0.6525079923810846,2011,1.0182457,445.3010172113035,-196.0,0.0877914951989026,-105.5,1160,4.407276e-05
0.9999998612042921,3.3218403,0.1208399116737326,1.0,0.9696587051706993,-7.101876419391306e-18,0.8296917,0.4757825,-59.82408795602199,-1.0,-1.3476722,1605.11848024014,-0.5697773084466693,0.5277824238329267,-6.313252907443157,0.04740985040939962,-0.0020365785,0.5784696161132796,0.5277022159940221,2001,1.0204854,759.7829420146915,-196.0,0.1316872427983539,-109.95,1180,0.009830656
0.9999998653233558,3.464151,0.1208375877250584,1.0,0.9602732275450664,0.0,0.90887547,0.50321305,-59.871177944862154,-1.0,-1.6662748,1634.4861617703407,-0.5695527810323714,0.5005312780276925,-6.194213705819287,0.046930676729081654,-0.0015743623,0.9025841693009912,0.5029986015303015,1995,1.0195525,813.7090870607894,-194.0,0.1316872427983539,-109.65,1200,0.0044907844
0.9999998115356558,3.1331697,0.12063215744635544,1.0,0.9511045158597857,0.0,0.8493911,0.46761915,-54.86958710976838,-1.0,-1.5194699,1241.779064985614,-0.5693373738271926,0.6672454908782384,-8.519016574792385,0.04562239288570446,-0.00216865,1.041366163835494,0.6679261885639671,1986,1.0186424,420.1043723295328,-193.0,0.19753086419753085,-104.25,1220,0.007611503
0.9999998637370013,3.2733421,0.1167223047809532,1.0,0.9421940348013861,-2.836497947146108e-17,0.7766706,0.4770905,-60.02994011976048,-1.0,-1.6415854,1632.838424946514,-0.5691334423651421,0.5114807221582105,-6.2446197201944935,0.04590631146483774,-0.004047365,0.7473226382535151,0.512298559816804,2004,1.0239961,821.6408845379252,-196.0,0.2962962962962963,-110.1,1240,0.0065742666
0.9999998210301568,3.085626,0.10756910092159595,1.0,0.9335915065054564,0.0,0.83796674,0.5016955,-56.61993160723009,-1.0,-1.5507922,1319.4969744945897,-0.5689200914571666,0.6585012783449593,-8.3756432507036,0.05044160123630993,-0.0019378267,0.9846980421016424,0.6634584167286163,2047,1.0251617,444.1483729271241,-197.0,0.2962962962962963,-107.3,1260,0.004823109
0.9999998867481558,3.0920937,0.10412384903312147,1.0,0.9252792358567306,-4.1370756085013113e-17,0.74013686,0.5043527,-66.54245511887433,-1.0,-2.2325468,2058.1851213862683,-0.5686552133719924,0.42873988032202814,-5.059377880050974,0.049968241188038366,-0.00039177004,0.9797343281376257,0.42899009435722557,2061,1.0270703,1193.234739375213,-201.0,0.2962962962962963,-117.9,1280,0.0020915011
0.9999998145849631,3.3863134,0.11017511556742787,1.0,0.9172664220606772,4.229421046191072e-17,0.75373495,0.49295762,-55.84275793650794,-1.0,-1.508204,1307.711882076326,-0.5683868932638584,0.6492573092226803,-8.539061398355067,0.04652261740967626,-0.0048749624,0.9578934698758608,0.6500638938599859,2016,1.0239706,472.74721103119316,-199.0,0.4444444444444444,-105.75,1300,0.0063675325
0.9999998182055571,2.8200693,0.10547262622890155,1.0,0.9093580511464001,0.0,0.68011284,0.46262234,-56.298228346456696,-1.0,-1.5713867,1327.2348787510075,-0.5681637221260165,0.6503401410445305,-8.202841906602531,0.046963115622308226,-0.0009919879,1.1421290065520728,0.6513661000805531,2032,1.0183625,463.0888313758619,-200.0,0.2962962962962963,-106.55,1320,0.0013749647
0.9999991043768607,2.8634908,0.11010056877792623,1.0,0.9017350958572626,7.105427357601002e-17,0.6819537,0.470236,-50.5245,-1.0,-1.5555128,835.7053997499999,-0.5679287221621302,0.9942586610939206,-5.563665238415759,0.04441638565508292,-0.0020219926,3.0599740511710274,0.9950243826784682,2000,1.0132501,12.648295488840843,-104.0,0.2962962962962963,-100.0,1340,0.0019349845
0.9999998013663385,2.8872843,0.1100852631417569,1.0,0.8942160994253153,-4.308495618555433e-17,0.68282115,0.45218238,-54.490146538655885,-1.0,-1.2558413,1198.076077745075,-0.5677292151177269,0.7034850578761473,-8.858810804527174,0.04378494411123273,-7.100824e-05,1.1610992386803196,0.7041836649655779,1979,1.0150928,356.07920628038113,-188.0,0.19753086419753085,-103.9,1360,0.00024275122
0.9999997804265588,2.958464,0.11037776038628232,1.0,0.8868720898184312,0.0,0.7049156,0.44269735,-53.578947368421055,-1.0,-1.4810416,1118.5564908694832,-0.5675420446690579,0.7605623312811083,-8.903705780163193,0.04281894030900974,-0.0038646483,1.0067607513912429,0.7620387239243466,1957,1.0178514,268.54600954004945,-179.0,0.19753086419753085,-102.8,1380,0.005563687
