_mean_obs,Steps,_mean_adv,_std_obs,KL,_min_obs,PolicyLoss,ExplainedVarNew,_mean_act,_min_discrew,_std_discrew,_MeanReward,_mean_discrew,ExplainedVarOld,Beta,_min_adv,_lr_multiplier,_max_obs,_max_discrew,ValFuncLoss,PolicyEntropy,_std_act,_max_act,_std_adv,_min_act,_max_adv,_Episode
-0.03922097514714529,1234,-5.758044860292546e-17,0.10993681945339263,0.0011676212,-2.1988446321631416,-0.003212557,0.3683487512094408,0.017556408,-0.6242615782395708,0.013945678794040312,-66.65,-0.16350116423772965,-13.35766281120336,0.6666666666666666,-1.5002016333428532,1.0,1.3283675443388603,-0.0050000000000000044,0.0089931944835535,0.9149462,0.36413854,1.7865696,0.9999945769462708,-1.7515817,2.0645359362273448,20
