ExplainedVarNew,KL,PolicyLoss,_MeanReward,_std_discrew,_lr_multiplier,_min_discrew,_Episode,ExplainedVarOld,Steps,_std_act,Beta,_std_obs,_mean_discrew,_max_adv,_max_discrew,_max_obs,_mean_obs,_mean_act,_std_adv,_min_act,_min_obs,_min_adv,PolicyEntropy,ValFuncLoss,_mean_adv,_max_act
0.2469111048035939,0.0008837751,-0.0011995353,-76.1,0.026858830522349608,1.0,-0.629869521151648,20,-0.3769171618861613,1225,0.38064086,0.6666666666666666,0.12080392186320513,-0.2025256410757987,1.4223632718723014,-0.0050000000000000044,0.9911176575729773,-0.09634735725029266,0.054027006,0.999987155975595,-1.9165288,-2.203436417366712,-3.459218359529374,0.92288184,0.020234316639198648,1.740104659004327e-17,2.1929014
0.43911071249542966,0.00330379,-0.0041571404,-66.05,0.013479355531256038,1.0,-0.6204758245898546,40,0.36026824177073635,1222,0.3761868,0.6666666666666666,0.07542655479623304,-0.1611631059140425,3.219377421339431,-0.0050000000000000044,0.9470144037917926,0.014350401230911974,0.046186145,0.9999710543912188,-1.8989807,-1.0230272411920331,-3.985206237015231,0.9273409,0.00813739709975346,-9.303341875745993e-17,1.8385819
0.4649470851019869,0.003301649,-0.0021095257,-66.4,0.013289762105782128,1.0,-0.6185686679295022,60,0.4240848228070144,1229,0.40381336,0.6666666666666666,0.07352708747143312,-0.16141356528559014,2.6393264114244994,-0.0050000000000000044,0.8738517794138128,0.02013891875695085,0.055643305,0.9999670074654983,-1.9248701,-1.0360286230991695,-6.640737996435996,0.9310436,0.00711349506636461,6.937764710432223e-17,2.1031582
0.944915886602937,0.0030101293,-0.0029630805,-62.05,0.00595618909868545,1.0,-0.2888364475102853,80,0.9092202708796518,1241,0.42269886,0.6666666666666666,0.06381149840055175,-0.14288902098112874,4.033475499693746,-0.0050000000000000044,0.6214416521812922,0.02262759405600044,0.047877345,0.9998887594974668,-2.3337922,-0.8506619908594509,-2.717182390156751,0.928784,0.00046468586643083105,-5.1530093649000016e-17,2.1173296
0.4275664591696441,0.0009866008,-0.0016921918,-68.45,0.014297167993020051,1.0,-0.6317201735458897,100,0.42119524372391604,1270,0.42197698,0.4444444444444444,0.07785449472569982,-0.16668659931174,2.413076845972907,-0.0050000000000000044,0.8558113743124306,0.028634573208428212,0.07301258,0.9999663408376233,-1.9837909,-1.3195470053723646,-6.635729478456863,0.9252491,0.008260698323420699,4.4758597528195287e-17,2.222784
0.9806752444530118,0.012073558,-0.013427787,-65.65,0.006574427637999803,1.0,-0.2994506524266384,120,0.9795825936883558,1313,0.41932872,0.6666666666666666,0.08197203674737241,-0.15026968105286806,2.42735992910395,-0.0050000000000000044,1.0327597571158715,0.03895611583621007,0.07643919,0.9997944361452903,-2.0496902,-0.9201239081595823,-3.603120144114227,0.92562306,0.00022190352909278542,2.7057986891092925e-18,1.8340796
0.9851756655963243,0.012067457,-0.008085186,-63.55,0.0062005811779995606,1.0,-0.2923922652727339,140,0.9761545184372072,1271,0.41461387,1.0,0.07255050033659602,-0.14593248029606462,7.560435202700065,-0.0050000000000000044,0.8498961457702703,0.02473263125717235,0.06418958,0.9997830079896405,-1.839117,-0.9796413891065685,-2.9897928775694975,0.9254056,9.397799103083495e-05,-5.590422783321009e-17,2.5539536
0.39815065471549793,0.0005020175,-8.378667e-05,-66.45,0.014539252860266041,1.0,-0.6335615726781603,160,0.39198982596624243,1230,0.4017658,0.6666666666666666,0.06680411016436347,-0.16346640548968946,2.4149550074836146,-0.0050000000000000044,0.6265628722085292,0.0043147446885958216,0.028104227,0.9999671928385747,-1.984135,-1.4405719003389135,-6.50097439815573,0.9246105,0.008827224973937797,0.0,1.9371958
0.28433112953236794,0.0013765342,-0.0034787739,-71.9,0.02200609382768396,1.0,-0.6335615726781603,180,0.2705523613587427,1240,0.40166292,0.4444444444444444,0.06511665873956053,-0.18564102396132554,1.821797464126747,-0.0050000000000000044,0.6254785609879825,0.003045759215305287,0.02421061,0.999975588754596,-1.8933405,-1.4745778007662336,-4.644051376242195,0.91943467,0.015800033557173722,2.2920733411616135e-17,1.8841612
0.4384513245621202,0.0003929082,-0.00014480305,-66.4,0.014034287312892772,1.0,-0.6280095689966311,200,0.4164363149601644,1229,0.42417863,0.2962962962962963,0.06368623110697991,-0.16250104569470006,1.2214863268571818,-0.0050000000000000044,0.6252022641469024,0.0013816740671350415,-0.0089717135,0.9999663597501923,-2.5003462,-1.4292420488642374,-6.502062390049291,0.9177867,0.007924305656598818,-5.781470592026853e-17,1.9739143
0.9585283335885351,0.004490837,-0.0043415343,-61.2,0.005783393237560065,1.0,-0.27078752962953856,220,0.9530941347171322,1224,0.40160257,0.2962962962962963,0.06707848720988417,-0.141017416912,12.617597610938295,-0.0050000000000000044,0.6233231264799265,0.007226003876334224,0.018133761,0.9998849153041918,-1.881732,-1.4848874526384885,-1.7971064415677633,0.91636735,0.00029700725908085314,-9.288140336733336e-17,2.0332038
0.3167091811497046,0.0023666217,-0.0014446086,-70.7,0.02166324568674268,1.0,-0.6317201735458897,240,0.2940846544749647,1216,0.41618466,0.2962962962962963,0.06447465477720389,-0.1827883045603499,0.878276469872664,-0.0050000000000000044,0.6213145525282724,-0.004918280887728292,-0.007822449,0.9999751066210991,-2.452797,-1.5597846281627612,-4.821232399947252,0.919322,0.015104181351191603,-1.1686558153949016e-17,2.4250197
