_std_discrew,_std_obs,_mean_discrew,_Episode,ExplainedVarNew,ExplainedVarOld,_mean_act,KL,_mean_obs,_min_act,_max_discrew,_lr_multiplier,PolicyLoss,Beta,_std_adv,_min_obs,ValFuncLoss,_max_obs,_mean_adv,_MeanReward,_std_act,_min_adv,_max_act,_min_discrew,Steps,_max_adv,PolicyEntropy
0.06318988061901598,0.08385674864358875,-0.6223806184487206,20,0.9333798444961816,-2.2779211500302883,0.0008097985,0.002023668,0.03582655324625309,-2.1711934,-0.0050000000000000044,1.0,-0.0021563726,1.0,0.9999878958855438,-0.5949038363683135,0.004216182157794318,0.7345671551145494,-3.344954818412439e-17,-477.95,0.37795034,-2.4135663873027124,2.3874123,-0.9339139546320168,9559,4.108361074587499,0.9228301
3.6083698259545343,0.08577869976780625,-0.7768415176191508,40,0.1355359382449085,0.04311436217046627,0.008083748,0.0008041342,0.04294534928514905,-2.0439043,-0.0050000000000000044,1.0,-0.0007497006,0.6666666666666666,0.9999982648170739,-0.6115049388068277,3.120459624237709,0.628385817305489,-1.8123988622286614e-17,-681.2,0.3869283,-20.850392041103724,2.529206,-25.00000000000002,8625,0.2914496720363229,0.9193163
0.06139509579150319,0.07647163768095704,-0.5995595192984476,60,-0.02420621545631607,0.016081922709423546,0.012587404,0.010318761,0.04978054845032483,-2.2214139,-0.0050000000000000044,1.0,-0.007944092,1.0,0.9999893140143638,-0.6191733040464732,0.06326553697366036,0.6227744486331548,2.4116169332280807e-17,-441.95,0.3843243,-2.5628671099936104,2.4032512,-0.9220263077620108,8839,8.730361384046937,0.9232918
0.06025928274890914,0.0673873258432457,-0.5850186839145113,80,0.9460416553713675,0.7812036833614942,0.008256965,0.004121749,0.03917524174198175,-2.1845756,-0.0050000000000000044,1.0,-0.0039269845,1.0,0.9999769449227586,-0.6213384218928004,0.0033152520456502495,0.6274994239505642,-1.352770558324798e-17,-420.2,0.3829563,-3.5348682443748345,2.3198383,-0.9192418178775883,8404,21.80488716395496,0.9257344
0.059111315439013885,0.07623756846796932,-0.5765595157709494,100,0.9838416229364435,0.9737214561660816,0.02145359,0.0035081338,0.04186474547577913,-2.4105802,-0.0050000000000000044,1.0,-0.003543314,1.0,0.9999287804498046,-0.5971064106751811,0.0009612282376430188,0.624778127073141,-2.256793443655339e-17,-409.3,0.3841293,-4.87736061826079,2.4412618,-0.888696360209195,8186,7.364256093854567,0.92437375
0.05739554610869452,0.0753216733549382,-0.5600216841805807,120,0.9912959772737503,0.9868600327684093,0.041793462,0.003200793,0.044397587320208105,-2.2662005,-0.0050000000000000044,1.0,-0.0023076583,1.0,0.9998820213632538,-0.6042277997710885,0.0005042359523888212,0.6280384130815339,0.0,-387.25,0.38821122,-5.149945119670894,2.2368562,-0.8769595950767497,7745,4.12281855241438,0.924309
0.056208808480273584,0.07068222429266469,-0.5487777410282129,140,0.9947292264376396,0.9887656084400112,0.057141986,0.002651959,0.03370536363772845,-2.1477497,-0.0050000000000000044,1.0,-0.0017557929,1.0,0.9998764042705159,-0.6102740830220966,0.0003198603833284946,0.6342938787143374,1.1434240081964868e-17,-372.85,0.3833652,-4.726079772349489,2.373627,-0.8639852095391397,7457,4.845599239561885,0.92492574
0.05609123783568466,0.08076593287686427,-0.5477320767785394,160,0.9969539303262831,0.995933581854325,0.085560106,0.0026332375,0.03709140076600381,-2.428357,-0.0050000000000000044,1.0,-0.0015368226,1.0,0.9997945530965355,-0.6178179353383332,0.00017264158395563863,0.6384803898671461,2.677324263394268e-17,-371.55,0.39895183,-5.130555675339209,2.3006055,-0.8639852095391397,7431,3.7793419761202554,0.9255866
0.054442756291005576,0.07329856274374082,-0.5327654807234201,180,0.9960976963984065,0.9901307340996474,0.09113519,0.00079981016,0.028086239330934307,-2.0176299,-0.0050000000000000044,1.0,-0.00067806453,0.6666666666666666,0.9998365885904273,-0.6147119442523246,0.00021729263375393516,0.6425629629692821,3.017166606200001e-17,-353.25,0.4061373,-4.675678680613612,2.4798856,-0.8540974083242941,7065,4.312463894667675,0.9242972
0.05368740786474212,0.06815509014117749,-0.5268075602429181,200,0.9975304519763405,0.9946890244353109,0.08142201,0.007958037,0.018816385542039616,-2.3517275,-0.0050000000000000044,1.0,-0.004827946,1.0,0.9998042000304802,-0.6184925941593814,0.0001354760675630551,0.6444809808626338,-8.20488147528984e-18,-346.4,0.39197582,-6.390422656166149,2.669214,-0.8370871917688892,6928,4.201773988141801,0.9203888
