_min_obs,_max_obs,_mean_adv,_min_act,_max_act,_min_adv,ExplainedVarNew,_max_adv,_std_adv,_std_discrew,_mean_discrew,PolicyLoss,Steps,ExplainedVarOld,PolicyEntropy,ValFuncLoss,_mean_act,Beta,_std_act,_min_discrew,_Episode,_mean_obs,_std_obs,KL,_lr_multiplier,_MeanReward,_max_discrew
-0.6178322400554513,1.0591995567225223,-2.1893473650871434e-17,-2.1063597,2.1764565,-1.2876781482276975,0,4.131483544260413,0.9999499677716336,0.0,0.0,-0.002657708,3570,0,0.91558546,4.948056398940558e-06,-0.053090133,1.0,0.36917582,0.0,20,0.03736993643971456,0.04194540041083764,0.0028647834,1.0,-178.5,0.0
-0.5824112627544747,1.041669278658607,-9.063045098980869e-18,-2.135562,2.0088573,-6.0036163423389555,0,3.7218913432175853,0.9992784194314418,0.0,0.0,-0.0033999216,3136,0,0.91135025,4.484589413352119e-06,-0.021362111,1.0,0.36757085,0.0,40,0.03727731606277851,0.04903057507670977,0.0027666143,1.0,-156.8,0.0
