_lr_multiplier,ValFuncLoss,PolicyLoss,_min_obs,_mean_act,_std_discrew,_std_adv,_min_discrew,_min_adv,_min_act,Steps,PolicyEntropy,_MeanReward,_max_adv,ExplainedVarNew,_mean_adv,ExplainedVarOld,KL,_mean_obs,_mean_discrew,Beta,_std_obs,_max_obs,_Episode,_std_act,_max_act,_max_discrew
1.0,0.009319663472784906,-0.000867811,-15.192410326869005,-0.070876025,0.057128519561195655,0.9999997861620813,-0.9047149272823167,-0.6950712043161069,-2.3647437,4919,0.9152673,-245.95,3.5569509302177393,0.8368878363694167,-6.933533506095713e-17,-0.4908467759003057,0.0005857073,-0.11800450479698092,-0.4576572353782125,0.6666666666666666,1.8027700324472256,1.7670571765551966,20,0.37349758,1.9944321,-0.0050000000000000044
1.0,0.003984451562131732,-0.0012827433,-1.7392423752144877,-0.081964664,0.04300643826675466,0.9999997842716246,-0.7810255390284011,-0.6901623111201459,-2.3653963,4923,0.91304684,-246.15,3.5545648128705136,0.9098890644015386,-4.301071201635382e-16,0.8397439931430691,0.0016094652,0.02903134507006939,-0.4314051335891367,0.6666666666666666,0.0403023144157071,0.6715544964869158,40,0.38094643,2.1904547,-0.0050000000000000044
