Beta,_std_act,_mean_act,_Episode,PolicyEntropy,_lr_multiplier,Steps,PolicyLoss,_mean_discrew,_max_discrew,_max_act,_max_obs,_max_adv,_std_discrew,_mean_obs,_min_act,_min_obs,_mean_adv,_std_adv,ExplainedVarOld,ExplainedVarNew,_min_discrew,_MeanReward,ValFuncLoss,KL,_std_obs,_min_adv
0.6666666666666666,0.39885166,0.099511966,660,0.93929416,1.0,1142,-0.0021685844,-29.056042031523642,-1.0,2.2351663,0.6968731301623696,1.4587396763870806,271.9635843344856,0.029088824007679474,-2.3907907,-1.1917593941295115,6.2219153744317004e-18,0.9999997876544426,0.4342186188171677,0.4505756469143104,-59.0,-57.1,288.5741309933815,0.0056044725,0.05481668915014878,-1.826933228270368
0.6666666666666666,0.487352,0.13247812,680,0.9441658,1.0,1161,-0.010518913,-34.94487510766581,-1.0,2.811577,1.9431148606988948,1.066367617588508,812.6532919955993,0.03510369629727941,-2.1885977,-3.050056109480551,3.672055481964342e-17,0.9999998745199739,0.1838514587781458,0.19160579972210823,-162.0,-63.0,950.042017470767,0.0038658108,0.14121992823335633,-4.161173384806091
0.6666666666666666,0.4978527,0.17966972,700,0.9419135,1.0,1155,-0.000980654,-29.38874458874459,-1.0,2.6641297,1.2536208713400145,1.4613483428237364,278.63069582654,0.04713226985221353,-2.1866539,-1.389781158675529,8.305044963429743e-17,0.9999997860501246,0.45440390853932955,0.4534262817620355,-60.0,-57.75,281.9567505292273,0.00172932,0.08903024242512741,-1.8805659943577586
1.0,0.5331049,0.14705239,720,0.93970567,1.0,1212,-0.0028390402,-32.245049504950494,-1.0,2.257262,4.895604933293533,2.695902061301462,443.23615536058554,0.006399652015823889,-2.565518,-4.008392219103475,-6.448820209043814e-17,0.9999998165515388,0.31700669644888846,0.32710807009719267,-118.0,-60.6,489.8462925649775,0.0062366505,0.3321336990668757,-2.9508508899163344
0.6666666666666666,0.55710924,0.33132467,740,0.94031477,1.0,1158,-0.0015797765,-29.459412780656304,-1.0,2.8365955,1.0620965757942251,1.3696495181514299,279.8321177898885,0.08093256527001977,-1.7002212,-1.3936076868357052,9.510718829258681e-17,0.9999997841149603,0.4739226637714693,0.48731955794429627,-60.0,-57.9,266.15683508819006,0.0014995028,0.08844976832613988,-1.8982992750786247
0.6666666666666666,0.6410736,0.20869684,760,0.9423245,1.0,1230,-0.0026694369,-32.50894308943089,-1.0,2.6233401,4.343921165631219,1.412034151768086,432.1930094520457,0.031436022421781964,-2.7167392,-3.6028084252576558,-4.621416167545367e-17,0.9999998162571734,0.3359390205556275,0.3341050232184397,-115.0,-61.5,465.7261783872433,0.0032164527,0.31388611191551974,-2.9042186727266244
0.6666666666666666,0.72055155,0.16850877,780,0.94626176,1.0,1285,-0.0023988427,-43.82568093385214,-1.0,2.4226413,2.969492533400326,1.517989980888845,1295.248990295084,-0.013650870287861095,-2.7629292,-3.3182848076394955,1.5482643269480781e-16,0.9999998993776034,0.14205615242014225,0.14657166551944256,-162.0,-74.15,1648.9317605189783,0.002898208,0.36653507026173876,-3.051619488970646
0.4444444444444444,0.49925727,0.26403618,800,0.9467788,1.0,1159,-0.0006069483,-29.482312338222606,-1.0,2.4504375,0.8857088889833702,1.6655832348947193,280.18756462720756,0.06707236945879556,-1.9991946,-1.1245663309539584,-5.517588112028388e-17,0.9999997999946425,0.4413667933894826,0.4488065725852556,-59.0,-57.95,236.86317942248186,0.00046564572,0.06593292174465501,-1.7955967154508805
0.6666666666666666,0.5121472,0.2534439,820,0.9500345,1.0,1160,-0.0038401517,-29.50948275862069,-1.0,2.6425176,1.089085105652905,1.671582086710539,280.80508249108203,0.061676068116110934,-1.9793354,-1.1618606337422666,-3.062684205862501e-17,0.9999998001659517,0.4483852577674131,0.5422308600200874,-60.0,-58.0,226.03800873137462,0.007591011,0.06952098393774446,-1.8326665334401857
0.6666666666666666,0.61264336,0.3296554,840,0.9520282,1.0,1183,-0.0007684411,-30.099746407438715,-1.0,2.6728938,1.4257396391706412,1.4395043580202405,292.9520117700103,0.0859752920291537,-2.0359778,-1.5423049568319678,-1.4565225141320736e-16,0.9999997765259314,0.5340536743541179,0.5419984321402178,-63.0,-59.15,238.70952717407667,0.0017431821,0.1017504041713114,-2.043101743265673
0.4444444444444444,0.73120505,0.25019822,860,0.951034,1.0,1238,-0.0006534893,-37.97011308562197,-1.0,2.861235,2.2692225965830306,1.2290575105147294,957.9756818935123,0.03528227957793588,-2.7616127,-2.9604395389417144,-3.443664309015025e-17,0.999999876847245,0.20153992424829592,0.2098891699474148,-169.0,-66.85,1046.0927653683038,0.000957804,0.21896952600508576,-3.864069974340227
0.6666666666666666,0.70829535,0.4228827,880,0.9482847,1.0,1196,-0.0052526095,-30.412207357859533,-1.0,2.7307518,1.1698842048421874,1.5780880803845643,298.6486469670362,0.09902525137772034,-2.3881228,-1.1746238585481465,1.1139361451088527e-16,0.9999997855755497,0.5255883638030557,0.5215307779622855,-62.0,-59.8,232.49685743232712,0.006485745,0.09853092977571395,-1.915833724836425
1.0,0.7363932,0.39707282,900,0.94733644,1.0,1206,-0.008043177,-30.68988391376451,-1.0,2.8543363,1.888211902513753,1.86420657599342,305.37148970460026,0.09496553698514326,-2.1651053,-1.5865735035195596,5.597144270083708e-17,0.9999997901566043,0.5157314357387455,0.55731179185425,-66.0,-60.3,233.88607318709603,0.007805599,0.12360705047187269,-2.0540826273264727
1.0,0.7936168,0.38993898,920,0.9489467,1.0,1254,-0.0016756469,-32.590111642743224,-1.0,2.9961982,1.629723502881805,1.4799455168865252,391.96436793011964,0.07235840015101075,-2.5666206,-2.7602935865021285,-4.5329680112287093e-17,0.9999998031032995,0.4552942922130939,0.45739682758276656,-104.0,-62.7,339.7301421650097,0.0018929736,0.1883542012865435,-2.98846791428692
0.6666666666666666,0.77038544,0.4380637,940,0.94896805,1.0,1222,-0.001225777,-31.0671031096563,-1.0,3.176539,1.4106398364502606,1.3325435507891246,312.0822402168643,0.10384125814266351,-2.393592,-1.2756268224515899,-1.787986016744933e-16,0.9999997825908058,0.5514891812291862,0.553058390529471,-65.0,-61.1,230.6858254669023,0.0007808849,0.11401045529195816,-2.041663884816002
0.6666666666666666,0.8429915,0.39388558,960,0.95066726,1.0,1263,-0.002563831,-32.82026920031671,-1.0,2.71377,1.5731433155736587,1.4164514008363622,397.9874909805795,0.0699968668281876,-2.7389517,-2.616343831434083,1.462716637352542e-16,0.9999998061418737,0.4574031185306213,0.46380929097218626,-105.0,-63.15,331.99865915246784,0.004557431,0.17769101588415254,-2.984501550115672
0.4444444444444444,0.77328956,0.46805006,980,0.9514168,1.0,1218,-0.0010675362,-30.97783251231527,-1.0,2.495581,1.591027817408359,1.5643076863500942,310.7343197683354,0.09436297342040245,-2.9442112,-1.6859927007979976,1.779273681501072e-16,0.9999997830314779,0.558908854598931,0.576256296988463,-67.0,-60.9,214.28556776863624,0.0007508113,0.10903226121674084,-2.162767290168246
0.4444444444444444,0.8541384,0.48973507,1000,0.9571278,1.0,1240,-0.0046365685,-31.532258064516128,-1.0,3.0707562,1.4724250609697274,1.6624473832839717,322.26831425598334,0.10625177785378384,-2.253395,-1.4602228097940597,1.0600839202872462e-16,0.9999997828377929,0.5687888947984221,0.5949943209606384,-66.0,-62.0,223.896673027661,0.0032507735,0.12873942863936444,-2.093270169228167
0.6666666666666666,0.86671555,0.38432753,1020,0.9583986,1.0,1302,-0.0029643546,-33.763440860215056,-1.0,2.9934325,1.7274606968447699,1.2813525934616334,416.3618585137836,0.07581863570200019,-2.9954216,-2.4527095723619565,-2.5922258025042058e-17,0.9999998012032049,0.48732217106951337,0.48620503824682093,-106.0,-65.1,336.5458994603042,0.007417703,0.1929179896814066,-2.9804535378661767
1.0,0.64635545,0.32893673,1040,0.9600654,1.0,1226,-0.0040284833,-31.182707993474715,-1.0,2.6954226,1.1165996896759534,1.5700876578933065,315.0628657499687,0.0725845980710402,-2.5732517,-1.1132695324331405,-4.9262750847967796e-17,0.9999997824873579,0.5771617162968051,0.6010154779768289,-65.0,-61.3,198.3260700997951,0.0060722474,0.0969774551769828,-2.065937096318472
0.6666666666666666,0.88589936,0.35586977,1060,0.9576576,1.0,1296,-0.0015674559,-33.40663580246913,-1.0,3.354289,1.5470459232488583,2.0822583300643145,392.5869621389651,0.0718581206153808,-2.6973114,-2.346007250101696,-1.644774851296528e-17,0.9999998018577669,0.5125867463100089,0.5360710048792212,-99.0,-64.8,290.81950800104283,0.0005529991,0.16651819806717064,-2.9479229592247966
0.4444444444444444,0.8734117,0.32776302,1080,0.9546666,1.0,1308,-0.0021016016,-33.931957186544345,-1.0,2.9880295,2.1325350640192298,1.4348399126500706,420.60622644465025,0.06613222962127749,-2.6020625,-2.2836566295155447,-7.876811673181539e-17,0.9999997988071562,0.5084317561090621,0.500284760582863,-106.0,-65.4,314.1672838297297,0.0012619615,0.1865802604335106,-2.968519712572984
0.6666666666666666,0.805914,0.4077818,1100,0.95220906,1.0,1273,-0.0026163731,-32.3707776904949,-1.0,2.661726,1.4357636299282754,1.4738793890853834,340.4925317596908,0.08947358846535625,-2.3509111,-1.4912175721870176,-8.372459572978399e-17,0.9999997855783471,0.5917016294989812,0.631240327994556,-69.0,-63.65,208.5479303486279,0.006696258,0.12586997260549784,-2.159187719869086
0.4444444444444444,0.8536443,0.4422813,1120,0.9540924,1.0,1277,-0.0003847736,-32.4698512137823,-1.0,2.9939885,1.3208628230542625,1.7261503542743186,342.49497985256903,0.09104515954918031,-2.6371772,-1.468069510939127,4.1731170855135095e-17,0.9999997726113606,0.6280917943048137,0.6374134119352368,-68.0,-63.85,204.21290310491975,0.0009247848,0.12687170959442715,-2.1731459003632048
0.4444444444444444,0.9337982,0.37810043,1140,0.9555893,1.0,1343,-0.0020883929,-34.639612807148175,-1.0,2.7940621,1.6852100376246286,1.2977771662845476,424.55217617174964,0.07267253757384916,-2.7633774,-2.1537729010850675,-1.5872138550113928e-17,0.9999997983995854,0.5412352536313374,0.5463173283980878,-103.0,-67.15,299.36525081858855,0.0053676045,0.17897771366010087,-2.9718501317038686
0.4444444444444444,0.7924603,0.33602783,1160,0.9560356,1.0,1284,-0.0029443274,-38.12149532710281,-1.0,2.7868152,1.16632742743752,1.1146990774692862,895.1768276705388,0.06330016890412864,-2.888863,-1.5602820093023315,4.4270575436766365e-17,0.9999998672010221,0.29664008672393927,0.2980415932485009,-170.0,-69.15,794.7083944883404,0.0031694542,0.11441651447934803,-4.043448203209897
0.6666666666666666,0.70719033,0.32340905,1180,0.95814776,1.0,1274,-0.0030105652,-32.397174254317115,-1.0,2.6279786,1.2587376404588135,1.8427979808054908,341.14994491939996,0.06702395118017587,-2.2267427,-1.3164630063956715,6.692710226939719e-17,0.9999997875216862,0.6095793062719377,0.6202904929252329,-69.0,-63.7,180.17410051545733,0.007875029,0.10636781465422632,-2.1342998587352717
0.4444444444444444,0.68793863,0.15256453,1200,0.9640453,1.0,1278,-0.003173912,-43.01251956181534,-1.0,2.9342325,0.9600871929030551,1.4164542290136652,1272.7791859835766,0.019677004975026485,-2.1776845,-2.048331504466774,-8.895683702786857e-17,0.9999998949182496,0.23073873958420843,0.2259262792157425,-165.0,-73.8,1239.759827474508,0.0014803979,0.1211956803805471,-2.9495042824971742
0.4444444444444444,0.6356484,0.14830916,1220,0.96658784,1.0,1276,-0.0012022619,-33.189655172413794,-1.0,3.0787313,1.1670203983656127,1.8924195906288561,409.80572370554535,0.01829836659853841,-2.7534702,-2.0253865026118465,-4.4548133903454555e-17,0.9999998133788812,0.4953638552896438,0.5231558308786792,-107.0,-63.8,241.61866238308065,0.0035566567,0.10106826675597484,-2.9963842409731543
0.4444444444444444,0.64468956,0.24740574,1240,0.9654552,1.0,1237,-0.000564872,-31.452708164915116,-1.0,3.6153593,0.8772360532737885,1.860584129476186,320.4433980821726,0.04509138871364122,-2.7729654,-1.0274310744617061,8.616120482135411e-18,0.9999997899347498,0.6175391089883174,0.7124852609679975,-66.0,-61.85,133.11364472373543,0.001668472,0.07573992972435283,-2.0781720495559233
0.6666666666666666,0.73066276,0.21648172,1260,0.96598244,1.0,1280,-0.006948733,-33.0921875,-1.0,2.799728,0.9044415416269591,1.6803931980071942,391.84462646484377,0.028636678253570986,-2.6943502,-1.9992453495115436,-4.718447854656915e-17,0.9999997848545974,0.6026774060455169,0.6147619398273931,-101.0,-64.0,207.85862301938224,0.00910089,0.11408781333365711,-3.2506001307378334
0.6666666666666666,0.6633063,0.18817596,1280,0.9661591,1.0,1259,-0.0052395565,-32.62033359809372,-1.0,2.376839,0.6850214577706885,1.51851458764894,386.0369495312858,0.017968754405764127,-2.6872,-1.9772289051106802,-6.772448633138366e-17,0.9999997768167916,0.6164204494434284,0.629557630010962,-102.0,-62.95,192.32845207703147,0.0049282876,0.10509620345221576,-3.3978391128288843
0.6666666666666666,0.6399314,0.17807394,1300,0.97006315,1.0,1258,-0.0024050453,-32.56359300476947,-1.0,3.0830421,0.5855388708605972,1.3711917948404038,382.42560616821817,0.020386500161464042,-2.7514234,-1.9585544861502189,-4.518554758410812e-17,0.9999997731249919,0.6288463092728556,0.6271395235766555,-101.0,-62.9,186.24406520791263,0.005835827,0.09478348667960239,-3.3999218534826574
0.4444444444444444,0.72237986,0.23676212,1320,0.97428143,1.0,1276,-0.00038669442,-33.010971786833856,-1.0,3.2037375,0.7524142419491282,1.653116973962629,392.21774795845164,0.03429458215775893,-2.446227,-1.9439166066075653,-5.011665064138638e-17,0.9999997665649608,0.6414334205899883,0.639000776698103,-102.0,-63.8,191.95379206065647,0.0006108973,0.10159247424490052,-3.4391914400947403
0.4444444444444444,0.71524245,0.24905112,1340,0.9782108,1.0,1292,-0.0024026192,-33.48606811145511,-1.0,2.840735,0.8884901748715112,1.2837887800122214,408.4169885650203,0.037420011093678346,-2.3764124,-1.926002331078602,2.1998227113315797e-17,0.9999997744846433,0.6266234374587188,0.6327035908845665,-105.0,-64.6,202.01890983142624,0.0015832762,0.11203944983080115,-3.431860393324618
0.4444444444444444,0.73990977,0.231046,1360,0.979318,1.0,1277,-0.004153121,-33.01644479248238,-1.0,2.4531424,0.8793903646060122,1.7634136573685917,390.3356731866546,0.0316258436097236,-2.7683687,-1.9045049534587268,3.060285862709907e-17,0.9999997771389725,0.6351664499385916,0.6426200939694477,-101.0,-63.85,180.12042399673535,0.004254649,0.10605584593701427,-3.3909670137608097
0.4444444444444444,0.6346969,0.19325909,1380,0.97674894,1.0,1277,-0.0013929149,-32.90368050117463,-1.0,2.40199,0.7872832197978794,2.1281332732632983,379.3650373544593,0.027200971715710894,-2.295178,-1.8869717097407295,-5.5641561140180124e-18,0.9999997798870971,0.6438542797411493,0.6696977654611613,-97.0,-63.85,164.75755024325773,0.001906162,0.10399151208962545,-3.3102395994229594
