Beta,PolicyEntropy,ValFuncLoss,ExplainedVarOld,_min_act,_mean_act,_Episode,_mean_adv,_min_obs,_lr_multiplier,_std_discrew,_std_obs,Steps,_mean_obs,_max_act,_mean_discrew,_min_adv,_max_obs,_max_discrew,_MeanReward,PolicyLoss,_std_adv,_min_discrew,KL,ExplainedVarNew,_std_act,_max_adv
0.6666666666666666,0.91620743,67.72841598877216,-9.166157410400722e-05,-1.8063587,0.12107516,220,3.3845766454460823e-17,-2.1250567180880187,1.0,61.611897290506306,0.058669120090162244,3254,-0.03975269655813062,2.1830034,-14.057494431988024,-0.9237729614313093,0.9007658011081724,-0.20912385544234235,-162.7,-0.0026827692,0.9999995539920902,-33.70430463542427,0.0062601245,-7.060126950064749e-05,0.37868387,2.930461160619281
0.4444444444444444,0.91855085,38.38173597730895,-2.1480541089413663e-05,-1.8481892,0.15207483,240,-3.6542197839090865e-17,-0.5485117928284907,1.0,38.31809614213394,0.043221033802316386,2625,-0.003204418719651517,2.4865088,-11.580503872840772,-1.0875424827460405,0.8690228995818808,-0.21120256622791259,-131.25,-6.592796e-05,0.9999995644957886,-26.024742009925934,2.9240471e-05,-6.016943763009763e-06,0.39006868,2.6978767586747066
0.6666666666666666,0.92131424,40.464771007529336,-1.0462392592280878e-05,-1.9237244,0.12588453,260,1.657763023130169e-17,-2.141892549364111,1.0,40.3713087756693,0.051345867244815914,2786,-0.01885491484478582,2.4678679,-12.165644859696238,-1.041766359571445,0.8372908495496315,-0.21338401421723358,-139.3,-0.002309443,0.9999995695002757,-26.778938623056003,0.0063276044,8.256380172988464e-06,0.39261082,2.7648901090594777
0.4444444444444444,0.92063445,32.268463325484866,5.956870159917749e-05,-2.0524175,0.17389442,280,4.582175853998927e-18,-0.5423614187844595,1.0,30.77500252538426,0.03835615801981041,2326,0.01598893502641145,2.1128945,-10.56097232424892,-1.1437943849826986,0.8113788717119895,-0.21519439749628022,-116.3,-0.0011100551,0.9999995709416758,-21.916714930610475,0.0010039639,9.945634102315193e-05,0.3690996,2.587494583158533
0.4444444444444444,0.9186024,43.10954032320051,4.5752530857257057e-05,-2.2831516,0.1130858,300,0.0,-0.5405372340542594,1.0,42.81421857786019,0.040899569664866756,2716,-0.012473023633200799,2.3483775,-12.256158000099443,-1.0643425508210336,0.783526792693545,-0.21728339884203404,-135.8,-0.0010123423,0.9999995738336929,-27.9046136263624,0.001964361,0.0001629292484467415,0.37702683,2.7329946665823295
0.4444444444444444,0.91912043,32.81953818077806,0.00025222622866039046,-2.1301525,0.1438287,320,-4.0585876379605884e-17,-0.5378010120654229,1.0,34.46946632115038,0.03719738044462832,2451,0.005643535962016421,2.1995068,-11.2269449342375,-1.0925590176421176,0.7624203590462953,-0.2191549632991752,-122.55,-0.0011249735,0.9999995725745976,-22.534654521703516,0.0043788766,0.051999899800823646,0.361066,2.63625610263706
0.4444444444444444,0.9189979,1005.2185228745507,0.002028869697573543,-1.8620048,0.1861128,340,0.0,-2.1831986181003487,1.0,999.1896637899372,0.05201812142030787,2304,0.008991460813426569,2.2333076,-16.175325507921126,-10.088659142880063,0.7414236275312673,-0.19133518820585332,-165.15,-0.0038685359,0.9999998858955141,-191.3351882058533,0.0021743195,0.027880583415090254,0.3910951,0.7830341162515297
0.4444444444444444,0.92059016,10.092673861709624,0.6247035969205916,-2.0236783,0.16392547,360,2.3301576380414304e-17,-0.5343720466246219,1.0,24.14712378423005,0.036247291754728725,2287,0.014070823715470849,2.4470468,-9.335612258215322,-1.7423741162171698,0.7206637214777121,-0.19282531600677735,-114.35,-0.0013972311,0.9999992344591053,-19.73314348338144,0.0050049853,0.6760380540924282,0.3997597,1.9419766552025612
0.2962962962962963,0.92826325,1.4365565828599474,0.6879884424216529,-2.1954246,0.17266004,380,-9.706867974864757e-18,-0.5329857515382892,1.0,22.694814198993377,0.03375454726878341,2196,0.019139479409816713,2.1938071,-9.072164055689608,-1.8621089948299743,0.7017447264991302,-0.19424626095908384,-109.8,-0.0012985592,0.9999991800679362,-18.60120425010599,0.0013444099,0.946595411171004,0.38727152,1.7968493296269619
0.4444444444444444,0.9314463,1.4598468541637757,0.9489139332285971,-2.0072997,0.13650928,400,3.2035290160509476e-17,-0.5319862381313577,1.0,23.183386221198163,0.03260470368883646,2218,0.01701006511333552,2.2966247,-9.202407678281242,-3.1585988109305854,0.6837788647564587,-0.19567075990020746,-110.9,-0.002453366,0.9999976305163616,-17.68917340069579,0.012968069,0.9502337734119997,0.3974022,1.9255966382351164
0.6666666666666666,0.9329164,1.115857237058694,0.9548016786536266,-1.7827556,0.2363213,420,-3.647209562930986e-17,-0.5310434470579214,1.0,22.396308744441438,0.03267990386112567,2143,0.022124123484438398,2.705088,-9.011667865241234,-3.3520286192074966,0.667683215604375,-0.19703797701122988,-107.15,-0.0057230997,0.9999975371352956,-17.595194882490155,0.013488785,0.9569242133305907,0.39938262,2.024894001354982
0.4444444444444444,0.9355391,0.5917280411207181,0.9714106310054591,-1.7079759,0.32998446,440,-1.0398186376977076e-17,-0.5302195022000903,1.0,21.022298585850752,0.031121837576560108,2050,0.02909053614696987,2.519178,-8.729519091956835,-3.7017095564245137,0.6519383336636223,-0.1983378184717993,-102.5,-0.0014055643,0.9999969707134511,-16.698074935086296,0.00085929927,0.9749173005295374,0.38298717,2.4074726661107424
0.6666666666666666,0.93658817,0.5015933830579442,0.9775027453564877,-2.4222338,0.33467126,460,-4.0592356985798076e-17,-0.5296508191321297,1.0,20.6965377174788,0.02972547431077452,2013,0.03154675244353798,2.2965865,-8.652031516729524,-3.8405508527582435,0.6364529464491316,-0.1996062608625237,-100.65,-0.0043613906,0.999996491435163,-16.336700052362815,0.0074434527,0.9788143815690408,0.41202053,1.9368850408154874
0.6666666666666666,0.93634975,0.9398377344588026,0.9628633161526693,-2.0794883,0.29655662,480,2.9910592244344725e-17,-0.5292538146118335,1.0,23.073945001427173,0.03213613871809003,2138,0.014767129439971148,2.4475768,-9.163526033838249,-3.6851952259103933,0.6218665295957011,-0.20094365234433578,-106.9,-0.0045511876,0.9999973833402085,-17.719838617009888,0.004182536,0.9654482486732977,0.41472456,1.6371688278420784
0.4444444444444444,0.93543243,0.5717941847253167,0.9766556151955563,-1.8445578,0.33154193,500,7.35406478608285e-17,-0.5284078379401265,1.0,21.547758093263322,0.030219553974467066,2029,0.02648856207919885,2.877233,-8.826196647876479,-4.325923611069459,0.60931377902264,-0.20220553101710656,-101.45,-0.0001352376,0.9999966044674821,-17.023697927244505,0.00011638313,0.9776593310464429,0.43061882,2.0280099610283675
0.4444444444444444,0.9335433,989.4849770500485,0.03297492019662829,-1.7956126,0.30876547,520,2.6914497566670462e-17,-2.2679284535306925,1.0,1002.2740002240814,0.03834196714868301,2112,0.011447293556087297,2.3843336,-15.47124993305167,-9.772150888474046,0.6007394278731134,-0.18201785693735173,-155.55,-0.009487631,0.9999998833655024,-182.01785693735172,0.0020185139,0.037021754986486854,0.3794203,0.2424499686871513
0.6666666666666666,0.9322005,8.911225809357456,0.858256884164433,-1.7653192,0.32272086,540,-6.137125356853073e-17,-0.5272230900688636,1.0,18.48042882677023,0.031298482784453935,2084,0.016668863277990918,3.023962,-8.179805975643301,-2.2716773017285288,0.6018809109461429,-0.18316205449010498,-104.2,-0.0022092566,0.9999987397524641,-16.048884169796718,0.0076418533,0.8907610505814508,0.3959187,1.7505959785675895
0.6666666666666666,0.9311323,0.2832916857786382,0.8993669669778027,-2.0163226,0.3341436,560,3.689761980950075e-17,-0.5265920382115821,1.0,17.782402070675086,0.02930140690569969,2022,0.0228933342078712,2.6445773,-8.018658080628805,-2.3046947297665286,0.600142561205376,-0.18426582851935377,-101.1,-0.0022470513,0.9999986339182478,-15.513353107841231,0.0059948727,0.984347764151683,0.4240925,2.054220906782775
0.4444444444444444,0.931971,1411.7354669402685,8.739340490537817e-05,-1.8664901,0.35882777,580,1.4347152665524486e-17,-2.293289864573456,1.0,1386.1984211252804,0.029302122794937248,1981,0.026596785916241195,2.8500583,-18.8125780066565,-6.9417925865785595,0.6014246167328537,-0.15661748471018166,-198.95,-0.0017272445,0.9999999072518924,-156.61748471018166,0.0002880291,0.007926688915466884,0.43746454,0.3244868744918673
0.2962962962962963,0.9348022,571.6460162398649,0.0347015828945243,-2.1161957,0.35214528,600,-1.4376180794336878e-17,-0.5260418779071231,1.0,598.1705571948287,0.028400661127414472,1977,0.0205399276825511,2.3366275,-11.41282326833153,-9.659753484421643,0.6009144727478212,-0.1473381838787235,-148.8,-0.00013469822,0.9999998590267204,-147.3381838787235,0.0003083023,0.048478944751993436,0.4193895,0.4930474171596748
