Beta,PolicyEntropy,ValFuncLoss,ExplainedVarOld,_min_act,_mean_act,_Episode,_mean_adv,_min_obs,_lr_multiplier,_std_discrew,_std_obs,Steps,_mean_obs,_max_act,_mean_discrew,_min_adv,_max_obs,_max_discrew,_MeanReward,PolicyLoss,_std_adv,_min_discrew,KL,ExplainedVarNew,_std_act,_max_adv
0.6666666666666666,0.915256,3458.926435887139,-5.56753177551883e-05,-2.1726933,0.4721586,20,-4.263256414560601e-17,-0.6072052856590596,1.0,2985.7380474424835,2.7273255892595407,2000,3.1643154965046216,2.8203645,-25.75346121225936,-9.778082770856779,18.50333320578397,-0.32055328116785914,-149.95,6.413662e-05,0.9999999361942191,-320.5532811678591,0.00023168194,-6.816654944952205e-07,0.38165113,0.43878957025967585
0.4444444444444444,0.91169125,1670.3363174316041,-0.000631399176127756,-1.6975555,0.15904379,40,-5.840877400411838e-17,-2.0088587483750793,1.0,1447.6300325322445,0.13022630190186896,2433,0.20455593167620642,2.4195993,-20.20617317768039,-10.648726546152838,2.4498964302982515,-0.22956876081026698,-171.6,-0.0035952977,0.9999999020109467,-229.56876081026698,0.0013818336,-2.0661381813669166e-05,0.37045354,0.5886724907240393
0.6666666666666666,0.91383946,140.96314610972624,-0.004970273877084486,-1.9117614,0.09506332,60,2.1186429761362397e-16,-2.011636483211932,1.0,69.09191054817293,0.10933072247443895,3119,0.04896051468555152,2.1238878,-15.006432249706307,-0.9664102162479148,1.8077789486205367,-0.23291861334887048,-155.95,-0.0048996527,0.9999994250440876,-36.4340803359183,0.006994492,-0.0005955838743836317,0.37179777,2.8794646256933936
0.4444444444444444,0.9151039,71.65243444893369,-0.00036811878436404655,-2.135522,0.1335381,80,-3.839289193609187e-17,-0.5906925457812914,1.0,43.1536860233912,0.06785740454617933,2591,0.06730709973046833,2.2753942,-12.621990110682882,-1.0618461524472587,1.5290813485912138,-0.23567844545098934,-129.55,-0.00018911509,0.999999469659854,-25.462272631114086,0.0004973524,-0.00019733690245149482,0.34822693,2.6913998181152943
0.2962962962962963,0.9098501,128.70441991231553,-0.00044838844046890536,-2.0437386,0.08687682,100,1.0382359609280002e-16,-0.5856328597257949,1.0,70.93089169200132,0.07738238350125498,3285,-0.005038549535373501,2.2707362,-15.82812756586615,-0.9154034442394668,1.3447261927298628,-0.2391104637009466,-164.25,-0.0005382069,0.9999994902774578,-34.09509118072992,0.0008457624,-0.00023268769306983295,0.3797641,2.946929852910402
0.2962962962962963,0.9088412,111.23559272701118,-0.00022758464104710718,-1.9504397,0.099644214,120,-3.641474622729533e-17,-0.5767261460525746,1.0,72.34909977327813,0.06663486458204228,3122,-0.008148772025217656,2.385347,-15.543015830795298,-0.9573535095596095,1.2259852937345228,-0.24233166742170348,-156.1,-0.00038849693,0.9999995212552429,-36.254317296139526,0.0016117453,-0.00012588776916100386,0.38068956,2.8843265606970157
0.4444444444444444,0.9091427,84.71148675022368,-0.00011303195933964894,-1.9131124,0.13666414,140,6.707753405692112e-17,-0.5695678269144926,1.0,62.52716831988209,0.05901495784460255,2966,-0.0027924133865681426,2.3546264,-14.891831953509966,-0.9836180681798037,1.1363811801932073,-0.24535671067427436,-148.3,-0.0026539427,0.9999995501477115,-31.42167949762799,0.0078577325,-7.70152770064314e-05,0.37236282,2.827787086604164
0.2962962962962963,0.9106672,1075.4183549921358,1.170471177425192e-06,-1.9936383,0.17413211,160,5.779119444978448e-17,-2.0868013502996456,1.0,1037.0335133466292,0.05310771657285984,2459,0.029517286241122154,2.4183009,-17.11718964879726,-10.485907039401999,1.064694218022687,-0.20246843865252856,-172.9,-8.917622e-05,0.9999998885264704,-202.46843865252856,7.402436e-05,1.1647005233594854e-06,0.35613054,0.7877204862943582
0.2962962962962963,0.90979636,36.37092922643811,-7.013977044678654e-05,-2.0043824,0.15273784,180,-2.8335354065632554e-17,-0.5606076725945687,1.0,36.337181304623094,0.050378356933271785,2633,0.009134670790442407,2.4397175,-11.262156234791638,-1.0780786948130707,0.9992974609204658,-0.2046213184215723,-131.65,-0.0006071868,0.9999995442337188,-24.7341159301537,0.0016301869,-5.8415454656790544e-05,0.37644872,2.700040752453849
0.4444444444444444,0.90963537,30.26482154888433,-2.1970109541635807e-05,-1.7453523,0.2324308,200,0.0,-0.5567054376075358,1.0,28.9511085357689,0.04418741379364397,2353,0.025830034495588128,2.1438336,-10.23936269500205,-1.130358448559116,0.9479265260744903,-0.2065304972189399,-117.65,-0.0041451193,0.999999554561625,-21.034330283171006,0.0068202848,-1.2429659248303082e-05,0.3538492,2.597602955507772
