_std_adv,ValFuncLoss,ExplainedVarNew,_std_act,Steps,ExplainedVarOld,_min_act,_mean_discrew,_max_adv,_mean_adv,_lr_multiplier,_Episode,_max_act,_MeanReward,_min_discrew,_mean_act,Beta,_std_discrew,KL,_mean_obs,_max_discrew,_std_obs,PolicyLoss,_max_obs,PolicyEntropy,_min_adv,_min_obs
0.9999998897045143,4531.596588440255,9.186789750925684e-06,0.5205247,2869,9.616223780706257e-06,-2.3786855,-73.35970721505751,2.5834299478835607,-3.962594552862183e-17,1.0,260,2.59748,-143.45,-199.0,0.19183458,0.4444444444444444,1911.334535431879,0.006050806,0.001842496197084483,-1.0,0.09759208341347916,-0.002436413,0.6107242992552747,0.92822504,-1.1926401076102817,-2.9467564930554633
0.9999998914053033,3967.2632006018516,1.3163958952344679e-05,0.5258718,2833,1.3499939624184165e-05,-2.1339474,-71.37451464878221,2.5785147714743535,-1.8309078612949986e-16,1.0,280,3.4102237,-141.65,-151.0,0.27636677,0.4444444444444444,1679.150596525818,0.002232644,0.026635683433075753,-1.0,0.06531892071741922,-0.0028943631,0.5323984275236106,0.9336153,-1.0992276526766,-0.5670148131409365
0.9999998937863341,4233.200734520347,1.0535442441117482e-05,0.57085603,2906,1.050519026946084e-05,-2.791363,-73.68754301445286,2.5988073624187407,-4.401159409388095e-17,1.0,300,2.6103516,-145.3,-198.0,0.22185357,0.6666666666666666,1853.563072628053,0.0063081435,0.013251205395976557,-1.0,0.08399646913600564,-0.003983136,0.6392505000898151,0.93485975,-1.181566923656671,-2.9437603566537622
0.9999998958114403,4111.856183530299,1.4541667451406504e-05,0.5604168,2898,1.3882229909056854e-05,-2.4496832,-73.65527950310559,2.595060766524091,1.0788088465646794e-16,1.0,320,2.711544,-144.9,-192.0,0.22860783,0.6666666666666666,1867.6668820647353,0.0016538921,0.026103774669087015,-1.0,0.06461044791549153,-0.0009929811,0.9678571128959537,0.93597114,-1.1737743122308646,-0.5803255026432498
0.9999998977852542,4099.791104751779,1.4592723263429086e-05,0.5810026,2925,1.274386188743204e-05,-3.6540842,-74.41162393162394,2.6032168502672604,1.6882981242846825e-16,1.0,340,2.542718,-146.25,-197.0,0.18736233,0.6666666666666666,1915.386805055154,0.0044640857,0.01491830191039437,-1.0,0.08145733786878225,-0.0024556858,0.8291987275462888,0.9362688,-1.1708756518603118,-3.024565297775052
0.9999998999465218,4538.770873477222,2.09692677820561e-05,0.6320225,3035,1.4952977830939851e-05,-3.5629647,-77.798352553542,2.6350119708500523,3.979975785147184e-17,1.0,360,2.7417204,-151.75,-208.0,0.1781217,0.6666666666666666,2167.285203216727,0.0015636896,0.018223622696530967,-1.0,0.0889401060090456,-0.001136239,1.0180752768390757,0.9346361,-1.1421345035336556,-3.020117067382294
0.999999901597447,4047.097222547926,0.18634426003843263,0.5846623,2988,3.128256029993892e-05,-2.505549,-76.14625167336011,2.622429812908081,-1.902390189451406e-17,1.0,380,3.4806757,-149.4,-197.0,0.20762587,0.4444444444444444,2020.784166003595,0.0013965536,0.02240849249826009,-1.0,0.08649139783298836,-0.0013668726,0.9146379988601854,0.9361968,-1.1468875828450025,-3.0174827159452033
0.9999998787256432,3444.078043735403,0.1978564474963046,0.5720227,2921,0.20583540599943506,-2.2734623,-73.58712769599452,2.0745426235756863,-1.4108688351278949e-16,1.0,400,2.6868207,-146.05,-153.0,0.25709644,0.4444444444444444,1786.5334049987569,0.0019870482,0.024484810084530483,-1.0,0.06618970963581661,-0.0009907484,0.5578278192268022,0.936186,-1.2904666741789952,-0.6184724770356415
0.9999998813074196,3068.0660929344317,0.22834705020238755,0.55828553,2843,0.20265073994629168,-2.2042632,-71.6229335209286,2.181929565133271,-6.49810451275505e-17,1.0,420,2.549829,-142.15,-150.0,0.21170972,0.4444444444444444,1690.5711518587532,0.0026113782,0.024668222413758108,-1.0,0.061841074120129,-0.0012074932,0.5621842607622962,0.93321884,-1.3094781457493143,-0.6264978266919121
0.9999998812908975,3448.054581633539,0.22055869861813926,0.60689485,2954,0.20913288124180152,-2.72222,-74.97698036560595,1.779848280264151,1.0824110734327864e-16,1.0,440,2.6049297,-147.7,-194.0,0.21981908,0.4444444444444444,1923.8410408479558,0.0040762452,0.023391588116013474,-1.0,0.08729839670233695,-0.003190957,0.9434597234070021,0.9338213,-1.4404056485254468,-3.1474207088079775
0.999999881378125,3618.7440384148827,0.22867806115258382,0.6626379,3026,0.21811803630112958,-2.911241,-77.01123595505618,1.6522286827527584,1.6436877562196635e-17,1.0,460,2.8806705,-151.3,-199.0,0.24676906,0.4444444444444444,2058.5933965556933,0.003386012,0.02022427048599523,-1.0,0.11042074199293768,-0.0017318259,0.6718099370965239,0.93665516,-1.4378136049216355,-3.1391487436892
0.9999998810735504,3228.00705633861,0.2538157132837777,0.6092351,2966,0.24301628634478856,-2.9471054,-75.22791638570466,1.7272496470888978,3.737176897457034e-16,1.0,480,2.9373198,-148.3,-203.0,0.17907022,0.4444444444444444,1936.1752961979983,0.0025147041,0.019191048410472193,-1.0,0.0841077080464497,-0.0010298596,0.7087241100591519,0.9369935,-1.5045306493651722,-3.069212109683996
0.9999998823266827,3043.1726734997856,0.25817543613306615,0.5758709,2940,0.25265538859448744,-2.7461653,-74.6374149659864,1.7204182858900987,8.217160889742655e-17,1.0,500,3.1341915,-147.0,-200.0,0.19733669,0.4444444444444444,1911.0556069230413,0.0031799562,0.015258100426041104,-1.0,0.08289712464078494,-0.0021909522,0.6596920811087169,0.9338347,-1.5162330200296088,-3.0656207279061842
0.999999883947428,2961.215038837589,0.27231874579531234,0.6054037,2922,0.2533656263439097,-2.5966673,-74.53080082135524,1.700439490229433,3.890719976783574e-17,1.0,520,3.1149156,-146.1,-196.0,0.17632505,0.4444444444444444,1948.6754715694995,0.0033137398,0.01512194276760841,-1.0,0.10406592432592927,-0.0028839598,0.6599072454487883,0.9278707,-1.5137254191915408,-3.0612968171522175
0.9999998827301801,2663.8686652163447,0.30674352950211903,0.54929036,2886,0.28312129883058246,-2.5351505,-73.26022176022175,1.693532738012009,1.4772198248650732e-17,1.0,540,2.9330611,-144.3,-199.0,0.20251334,0.6666666666666666,1841.269429472652,0.0063107354,0.015341594612954671,-1.0,0.0819852945850977,-0.0033900482,0.6937553657905174,0.9298002,-1.5759191015962744,-3.0027085579694472
0.9999998811846645,2872.570962166095,0.30891805624535373,0.57067996,3005,0.30214557566163625,-2.9308753,-76.11014975041597,1.4231726510930016,-9.458139577505494e-18,1.0,560,2.5173573,-150.25,-199.0,0.29427764,0.6666666666666666,1966.2817106264936,0.0023587672,0.031055034786692286,-1.0,0.0888875316483197,-0.002492234,0.7050138059837702,0.9314005,-1.5593180753300218,-3.000396186287078
0.999999880957294,2466.24004354496,0.34682627287860535,0.5300835,2910,0.3270782779829703,-2.837115,-73.60721649484536,1.5088966784819955,-7.081010081458043e-17,1.0,580,3.018641,-145.5,-186.0,0.26532608,0.4444444444444444,1823.3106695716867,0.00074013305,0.027225046865995372,-1.0,0.08441402277445179,-0.00049268245,0.5859948413497073,0.929439,-1.5943796693262418,-3.000109268762715
0.9999998785647851,2141.884240659232,0.3811974535373027,0.48856,2846,0.36634850669680974,-2.1080537,-71.71433591004919,1.3939472160442001,2.7463001030783914e-17,1.0,600,2.9021926,-142.3,-154.0,0.26811135,0.4444444444444444,1696.6517059363564,0.0023208281,0.0275192861765744,-1.0,0.06213533286221705,-0.0018969959,0.5891163404170082,0.9252964,-1.515139707452713,-0.6786868470695872
