KL,_std_discrew,_max_obs,_std_adv,Beta,PolicyEntropy,_min_obs,ExplainedVarOld,_max_discrew,Steps,_std_act,_mean_act,_lr_multiplier,_min_discrew,PolicyLoss,_std_obs,_max_adv,_max_act,_MeanReward,_mean_obs,_min_act,_Episode,_min_adv,ExplainedVarNew,ValFuncLoss,_mean_discrew,_mean_adv
0.00012876079,0.8794896953860984,3.354088483003683,0.9999952046602091,0.2962962962962963,0.9463893,-0.6146750042871684,0.045984550669389335,-0.0050000000000000044,20495,0.40399703,-0.027220786,1.0,-10.000000000000009,-0.00010659557,0.17428113055902053,0.347679119326748,2.4301403,-1224.65,0.15782440955437632,-3.0125515,220,-22.719370732420632,0.11749967862478283,0.7782298078135096,-1.0000091182957092,8.320578510974581e-18
0.0007389152,1.2909478570360655,3.13381130137668,0.9999960507622103,0.19753086419753085,0.94712466,-0.6089161716000732,0.05302900413369338,-0.0050000000000000044,20023,0.41849324,-0.026736362,1.0,-10.000000000000009,-0.00037879398,0.1573389182772846,1.5159731366431155,2.314307,-1301.0,0.13825087163876665,-2.4766903,240,-18.56498190502661,0.0857686427010661,1.1816525031082306,-1.0948316221571281,1.4194531004546774e-17
0.0065597673,0.05921045768589797,3.049920037565331,0.9999843432286151,0.2962962962962963,0.9508052,-0.6033157332690626,0.05038407246717069,-0.0050000000000000044,20807,0.40959924,-0.023493242,1.0,-0.9963900881528835,-0.0025879121,0.15335676118435643,5.871015726226754,2.428164,-1040.35,0.14590238006551767,-2.7510004,260,-2.994546269206235,0.6662567127676521,0.028788640553832033,-0.8097691023850712,3.0734294332873077e-17
0.0027115794,0.4816174014663616,3.0917683481793263,0.999993712177848,0.2962962962962963,0.95463514,-0.5980831632748356,0.02485200691770928,-0.0050000000000000044,20374,0.41334754,-0.035980146,1.0,-10.000000000000009,-0.00056510285,0.20130157984172067,5.576050386566235,2.4429407,-1118.65,0.12340432378182448,-2.665182,280,-30.14360172368773,0.11822859674590724,0.42587081848150915,-0.9028308591078572,-1.9529985865596157e-17
0.00013762094,0.4622113905898396,2.912819988264277,0.9999929705468559,0.19753086419753085,0.95331013,-0.5920207394773405,0.15537799974431665,-0.0050000000000000044,21224,0.41254658,-0.029879496,1.0,-10.000000000000009,-6.0177023e-05,0.16302556658863201,0.8192382749047825,2.7792313,-1161.15,0.11387605757020407,-2.6334333,300,-32.019133198160326,0.16013824679474786,0.39028466790153066,-0.9052607551869465,-1.3391306742557486e-17
0.00616949,0.4563057681687992,2.7848442080263656,0.9999938120785136,0.2962962962962963,0.955627,-0.5864477522659627,-0.07225908985866192,-0.0050000000000000044,21533,0.40571603,-0.033927467,1.0,-10.000000000000009,-0.0009444277,0.1559835501690447,1.971708764904642,2.6123862,-1176.6,0.11113256870305897,-2.6412694,320,-31.279058836333057,0.35447722836107043,0.29556875494616824,-0.9085034182788884,-2.1118624942481963e-17
0.0002698118,0.9601570113140455,2.6717081495466353,0.9999955479976113,0.19753086419753085,0.9568017,-0.5810551506928114,0.036967366647422395,-0.0050000000000000044,18721,0.4181304,-0.037081387,1.0,-10.000000000000009,-4.7163157e-05,0.18228305363769562,3.0683943270980745,2.5543177,-1135.95,0.09727999196342295,-2.401739,340,-21.535184757633953,0.1027345117369195,0.8634037686075284,-0.9936256528885787,-1.821807131909877e-17
0.0071386844,0.0618396619626873,2.5551561663786817,0.9999854538828555,0.2962962962962963,0.9615042,-0.575775642242931,0.4082809675601242,-0.0050000000000000044,18584,0.41199473,-0.037567966,1.0,-0.9934453427339532,-0.0033286435,0.18930169673619646,8.71023119211309,2.6802094,-929.2,0.10418868705711466,-2.4653373,360,-6.876236628355246,0.6899455311096094,0.027026945789121556,-0.7879581492431821,1.1852574692511357e-17
0.0049993456,0.06299569529569447,2.438663756413293,0.9999739683742831,0.2962962962962963,0.9639933,-0.5708803841174304,0.8190947659582162,-0.0050000000000000044,17513,0.43611124,-0.027307333,1.0,-0.9930737829077354,-0.0037296484,0.21421377009685288,16.193571107470895,2.5909598,-875.65,0.09765436937343831,-2.5034795,380,-10.582155008543406,0.9764591803415805,0.001615097915658621,-0.7756578878637177,-2.069187433550226e-17
0.0038583444,0.06476448574240976,2.3208525634855017,0.9999474452547735,0.2962962962962963,0.97120935,-0.5659907712889755,0.960629010804925,-0.0050000000000000044,15580,0.431302,-0.0074725547,1.0,-0.987673442270472,-0.002795535,0.21975004449823493,6.928024427136364,2.854232,-779.0,0.10127626592678331,-2.7512147,400,-8.21536294769067,0.9837063559136892,0.0011669318041332456,-0.7498284024848656,5.472729672093198e-18
0.0042377985,0.7055135470426459,2.2121524110872697,0.9999946347024703,0.2962962962962963,0.9735986,-0.561740135205145,0.056351053673550866,-0.0050000000000000044,13770,0.44533548,-0.00060784834,1.0,-10.000000000000009,-0.0015761922,0.22154599917085147,0.6806355008567588,2.7179775,-788.45,0.10466954192560697,-2.3043873,420,-25.798924101008396,0.12729126360370868,0.6171701554442203,-0.85908278096855,0.0
0.004562868,0.7711423766937682,2.114182260871345,0.9999948386300659,0.2962962962962963,0.9736551,-0.5580867727464461,0.10368207259527262,-0.0050000000000000044,12376,0.45631197,0.02055311,1.0,-10.000000000000009,-0.001422811,0.21423296265490915,2.398416225626224,2.8172407,-718.75,0.11025274340050935,-2.7909265,440,-24.08350191283815,0.12988260956732156,0.6730765003498432,-0.8352786047033541,-2.296518215126374e-17
0.005253654,0.0654285132971544,2.028072144050015,0.999989181541106,0.2962962962962963,0.9785422,-0.5550056018843781,-0.09799067581914467,-0.0050000000000000044,14538,0.4761581,-0.00044456363,1.0,-0.9797531800793517,-0.0015028896,0.19998146362731695,7.8391915909913905,2.7818432,-726.9,0.08653997848811384,-3.1100318,460,-3.601638841500747,0.9349070157732643,0.0048627742452022745,-0.7335214492300004,3.1279911328000006e-17
0.00013840642,0.7339722273012127,1.9508490055027143,0.9999947392338766,0.19753086419753085,0.98077714,-0.5510873685288303,0.06126369585659641,-0.0050000000000000044,13234,0.49082732,0.023487333,1.0,-10.000000000000009,-0.00010137223,0.19887246099219927,5.477499397988719,2.8030293,-761.65,0.08760895032300865,-2.8937466,480,-25.088543789586936,0.2114512386465991,0.5854966608829065,-0.8553562859175097,-8.59051214459846e-18
0.00737655,0.06598551475372201,1.881236592736037,0.9999779120969554,0.2962962962962963,0.9821614,-0.5477685789356334,0.7151809843335948,-0.0050000000000000044,13357,0.49231568,0.04068916,1.0,-0.9784979508015578,-0.0021298798,0.19267638118105274,12.686434137506568,2.727293,-667.85,0.08754408128098956,-2.8114047,500,-5.461806901074621,0.5615785826344069,0.029071762829042176,-0.7129247340709958,2.1278512712737896e-17
0.0038848012,0.06562549453207925,1.8168157553271518,0.9999770878152376,0.2962962962962963,0.98495233,-0.5444926092708379,0.7080768720346672,-0.0050000000000000044,14115,0.48992345,0.015718205,1.0,-0.9771649018688249,-0.0017268885,0.17155456858606408,17.294602072642274,2.8547325,-705.75,0.07568743651924828,-2.7622783,520,-7.553364824865869,0.9873378746789736,0.000831692692155321,-0.726359370795236,4.027163929210628e-18
0.0011834439,0.7665986780468733,1.76224670948893,0.9999947495636071,0.19753086419753085,0.9879801,-0.5409921139279508,0.10277184231780034,-0.0050000000000000044,12422,0.4744647,0.038645346,1.0,-10.000000000000009,-0.0001618939,0.15650419825495715,0.6094251341143426,2.8220696,-721.05,0.08319931754179229,-2.5310478,540,-24.614646119910734,0.15870867948742118,0.6450637565231843,-0.8346555613931304,0.0
0.0037598708,0.06572953336038484,1.715844501344018,0.9999870376425724,0.19753086419753085,0.9924017,-0.538296652166511,0.1355385488676094,-0.0050000000000000044,11836,0.48652038,0.055676706,1.0,-0.9669101417228925,-0.00083569426,0.15677035211613471,7.530861645647931,2.6148956,-591.8,0.0957283279339496,-2.89473,560,-1.2277359581885359,0.7620719670841318,0.028425685196476667,-0.6814122626460666,-3.601940194796047e-18
0.004267511,1.6024185978615035,1.6698881624924606,0.9999964740628134,0.19753086419753085,0.9920385,-0.5360067784656368,0.08668480498954367,-0.0050000000000000044,11002,0.49729738,0.063392356,1.0,-10.000000000000009,-0.0020557137,0.1538031767331208,1.1386491283373548,2.7664042,-750.0,0.08539641707704922,-3.031678,580,-16.7444891513043,0.11201951790752995,1.4361738453806108,-0.9710711834570146,2.0666576571826217e-17
0.0006406228,0.7781117558846484,1.6297564007252792,0.9999950002543803,0.1316872427983539,0.99066055,-0.5337944598232117,0.011622629997689926,-0.0050000000000000044,12446,0.5004211,0.0459474,1.0,-10.000000000000009,-7.2902825e-05,0.14722221731096102,1.7173238890173659,2.792059,-722.25,0.07648783371424743,-2.5691943,600,-24.257133253629682,0.06095395419099281,0.7309210283257754,-0.8463978171622706,4.567203829407682e-18
0.00014852242,0.7504215543891248,1.5915666691557369,0.9999947311447396,0.0877914951989026,0.9837352,-0.5312757696209215,0.05719157173895051,-0.0050000000000000044,12917,0.5185977,0.0409106,1.0,-10.000000000000009,-0.00025447833,0.14857453818708113,1.7843723419486908,2.8165205,-745.8,0.0656505562124597,-2.6119852,620,-24.941515868232365,0.08454343676081344,0.6879255283015095,-0.8508047029005205,-4.400667249423861e-18
0.0035289228,0.06596013397819306,1.5554003559719938,0.9999793693282376,0.0877914951989026,0.97922224,-0.5283766218890209,0.6354111625328729,-0.0050000000000000044,12833,0.51391613,0.048297573,1.0,-0.9716723589805508,-0.0006556393,0.143821421342525,7.892477924967387,2.7995758,-641.65,0.06816201558918368,-2.5170085,640,-2.908080743118748,0.8459957439802409,0.01916720023867228,-0.7026008211910857,1.1073680912648643e-17
0.004563108,1.5285770584010663,1.5215725773868753,0.9999963896424933,0.0877914951989026,0.97624695,-0.5256719657173994,0.058326485546687956,-0.0050000000000000044,11654,0.48122388,0.053239692,1.0,-10.000000000000009,-0.0026108313,0.12853354169290943,1.0351513545110083,2.955799,-782.6,0.06723764355054561,-2.8892374,660,-16.93142314462786,0.15199826665957294,1.3039741581042075,-0.9825403382270587,0.0
0.005385292,0.06578931967377877,1.493532162164807,0.9999864982522624,0.0877914951989026,0.9773306,-0.5235264368899349,0.11756894709552268,-0.0050000000000000044,12289,0.46768433,0.02959241,1.0,-0.968051058633453,-0.0026159976,0.1260915422091694,6.015383873586826,2.65066,-614.45,0.0726506615961226,-2.4357321,680,-4.838413136514188,0.510324009552277,0.043147453645210436,-0.6911557443124678,-1.1563882102044107e-17
0.0039365003,0.7939628872576348,1.4656387415437746,0.999995137644888,0.0877914951989026,0.9770494,-0.5213634227267857,0.03636675431036063,-0.0050000000000000044,12022,0.49355587,0.048782744,1.0,-10.000000000000009,-0.0003970683,0.12904644610617938,2.200323259311318,2.875381,-701.05,0.06304341311978445,-2.6917953,700,-23.01435978358496,0.16391365539185354,0.6656959057384398,-0.832219786450871,0.0
0.0079756,0.06583569227938584,1.4395191277290047,0.9999822260516424,0.1316872427983539,0.9744608,-0.5190886091788288,0.5664000172911045,-0.0050000000000000044,13446,0.49823132,0.032192174,1.0,-0.9738555384343811,-0.0019104407,0.1273279269268539,7.60092714442513,3.3893604,-672.3,0.05546710985021115,-2.66986,720,-3.0350537338411683,0.8491735641985358,0.021699346114158337,-0.7143303033231119,8.983509227964974e-18
0.007021687,0.06586892788514608,1.4142554282179542,0.9999682773317402,0.19753086419753085,0.97033167,-0.5164143902049844,0.8868963559530971,-0.0050000000000000044,12529,0.45677194,0.03848286,1.0,-0.9669101417228925,-0.00091514096,0.11745700556705004,8.070966050811784,2.5005107,-626.45,0.06456114197653834,-2.605168,740,-3.278995411509385,0.9862821549229861,0.0009266359299705388,-0.6962707649712543,5.330913653240436e-17
0.005356056,0.8642176009505357,1.3913977320206243,0.9999952535515773,0.19753086419753085,0.96900535,-0.5142943425174632,0.04375066734662336,-0.0050000000000000044,11065,0.47233006,0.06255605,1.0,-10.000000000000009,-0.0006061718,0.11589626016385779,0.7022065075857659,3.0960252,-653.2,0.07607081968565113,-2.5566802,760,-23.140418820245756,0.1928472531182186,0.7024858397453284,-0.8242943163015867,0.0
0.0052560903,0.06498672225951552,1.3691308109146292,0.9999866705235703,0.19753086419753085,0.9712063,-0.5126538786482047,-0.017544276541110904,-0.0050000000000000044,10949,0.49613702,0.09686572,1.0,-0.9500883087699414,-0.0017226879,0.12243317439379824,4.754706770837471,2.9978828,-547.45,0.07730693338626136,-2.4302115,780,-6.330207708030693,0.19222652358558123,0.06108548717598159,-0.6601022358146559,-9.085394374501235e-18
0.003973309,0.06556317071257009,1.3464169785633378,0.9999764934794192,0.19753086419753085,0.9692743,-0.5109835425390742,0.7779375537804407,-0.0050000000000000044,11656,0.48736584,0.06568521,1.0,-0.9609578934383043,-0.0004838911,0.1196573355318343,8.752158214022485,2.6406448,-582.8,0.06606506272653638,-2.4866247,800,-10.634561603810646,0.9759729919974045,0.0015934065389299284,-0.6771736852892404,1.2191879474263901e-18
0.00036126946,1.623190938548496,1.3254553754294296,0.9999965480349472,0.1316872427983539,0.9682747,-0.5090834007146254,0.041488536931948206,-0.0050000000000000044,11004,0.49757057,0.08379785,1.0,-10.000000000000009,-4.4486507e-05,0.11718742164204786,1.4333415223410022,2.7305117,-750.1,0.06124133041477745,-2.6923254,820,-16.493216890817052,0.09366073370426709,1.4930256059693265,-0.9893668968158911,3.09942305675071e-17
0.0043465015,0.8681967063897666,1.3062152160798122,0.9999951135069661,0.1316872427983539,0.96930444,-0.50728773411306,0.11257740133162075,-0.0050000000000000044,11004,0.49697477,0.07698288,1.0,-10.000000000000009,-0.0006419846,0.11456676767787644,2.0124807067973007,2.6547132,-650.15,0.0631987682293933,-2.5730305,840,-21.456030640647906,0.18587390930965741,0.7139118850800505,-0.8230658539572524,-2.582852547292258e-17
0.006874895,1.6274313919430468,1.287813505842407,0.9999966347133326,0.19753086419753085,0.9744984,-0.5055593354686365,0.02181768469375911,-0.0050000000000000044,10942,0.46956784,0.061460193,1.0,-10.000000000000009,-0.0009662173,0.10475251348882739,2.264037692433808,2.811667,-747.0,0.059144569133379676,-2.593944,860,-15.6535200988448,0.12140585517677704,1.436086885342095,-0.9846344719182043,1.0389950440652168e-17
0.00044215634,0.9159925677580257,1.2717380688655098,0.9999951624497586,0.1316872427983539,0.9812855,-0.5039529896455692,0.1665025020087726,-0.0050000000000000044,9992,0.47359172,0.07835426,1.0,-10.000000000000009,-0.00018865641,0.09865669083809955,2.9662749578553003,2.933752,-599.55,0.07892336953313252,-2.5637333,880,-22.223064075984315,0.33005641383290363,0.6171012640039327,-0.790958442732792,-2.844446500240593e-17
0.0073630437,0.06369009963847679,1.2558701191451993,0.999993256634367,0.19753086419753085,0.98572236,-0.5027927465732817,-3.245726309836952,-0.0050000000000000044,9957,0.47244298,0.08612821,1.0,-0.9387006350447384,-0.0013588252,0.09984292285391785,5.967785038646208,2.6294606,-497.85,0.08534768966673004,-3.0206919,900,-4.617250902735903,-0.17471873093833512,0.08906226567292984,-0.6335914267445358,1.7126670340707446e-17
0.006626365,0.06282605312119902,1.2396077276063482,0.9999896584203702,0.2962962962962963,0.9860133,-0.5017023171378322,-0.49277329315587326,-0.0050000000000000044,9475,0.48541468,0.12403261,1.0,-0.9318962102380415,-0.0019929053,0.10179174010135843,6.66529319314185,2.6524289,-473.75,0.09182706396931535,-2.5308273,920,-4.798210294450628,0.9526055576679677,0.003011030990812282,-0.6195164227524007,2.0997568972330138e-17
0.0009197317,1.0220704495009307,1.223229250589733,0.9999956438605027,0.19753086419753085,0.9818716,-0.5007435274807691,0.0978256316660776,-0.0050000000000000044,8589,0.5070427,0.1538965,1.0,-10.000000000000009,-0.00028687992,0.09931426190738588,0.7859085399654303,2.9979544,-529.4,0.09786795953128005,-2.531949,940,-20.283174838928,0.12709388920082854,0.8967227049335459,-0.7569043916173148,-1.1581788683946213e-17
0.0027246685,1.1169400734976513,1.207685312976389,0.9999958670144993,0.19753086419753085,0.9785498,-0.4999229783794672,0.051149055865843396,-0.0050000000000000044,8317,0.5010906,0.1543904,1.0,-10.000000000000009,-0.00041623414,0.0958528793275252,1.3652784016245534,2.728092,-515.8,0.10757163027654745,-2.3870707,960,-19.85279482816989,0.08814610543020296,1.0186167668642825,-0.7779466990299835,-1.847479459037173e-17
0.0042617386,1.0752458156723188,1.1921726591227837,0.999995794970875,0.19753086419753085,0.9822376,-0.49925035472541723,0.016595940398782205,-0.0050000000000000044,8462,0.52251935,0.18452838,1.0,-10.000000000000009,-0.00049898657,0.10031565370480333,1.2952498131459542,2.8261974,-523.05,0.10033958603996837,-2.607885,980,-19.611593576763624,0.11213298849167275,0.9569692552042303,-0.7693020019185888,1.7003652090690177e-17
0.0009791959,1.0345576230908016,1.1770576719068284,0.9999957345049636,0.1316872427983539,0.98608357,-0.4985011910723166,0.046511429623722234,-0.0050000000000000044,8840,0.5020887,0.15568165,1.0,-10.000000000000009,-0.00020549925,0.09960417548233136,1.580838431768848,2.7185967,-541.95,0.0872169077437791,-2.4466836,1000,-19.592237002740706,0.143324631027826,0.8883464521532222,-0.7766822099648051,-1.607562750588462e-17
0.0054914486,0.06256749142634008,1.163223008139035,0.9999828231909507,0.1316872427983539,0.9907198,-0.49764470289057267,0.6285480837147145,-0.0050000000000000044,9316,0.5288188,0.17393725,1.0,-0.9355496666561186,-0.002311905,0.10158492204993358,5.79245919696741,3.036385,-465.8,0.08432483204438114,-2.4922175,1020,-6.4660263109194185,0.6208648037487383,0.02530767969827727,-0.6147906263408942,-1.677966958643431e-17
0.007572085,2.2728989170452425,1.149315693376416,0.9999971532380005,0.19753086419753085,0.9914611,-0.4966933519184983,0.0576333302683415,-0.0050000000000000044,7470,0.48515722,0.19033991,1.0,-10.000000000000009,-0.0016362189,0.0854664593674295,0.6182437118710697,2.7583866,-573.4,0.11161232446148067,-2.303718,1040,-13.423036025771687,0.16609086683399377,1.9546349925370687,-0.9550069659328533,-1.521912151561125e-17
4.5597873e-05,8.197210645947603,1.1365555070140523,0.9999986767103114,0.1316872427983539,0.9893669,-0.49622403150341354,0.002187986213424531,-0.0050000000000000044,5955,0.5114705,0.2244896,1.0,-10.000000000000009,-0.00016972456,0.06475461694658603,0.9055540530644711,2.8278913,-1097.35,0.14494055657954308,-2.4895215,1060,-6.221712613888484,0.4762759166331655,4.322678928524258,-2.299290921283678,-2.8636483053303785e-17
0.0063217953,7.911610004063919,1.124096584278837,0.999998212511711,0.19753086419753085,0.9858146,-0.49600203269779286,0.45214675677234994,-0.0050000000000000044,6280,0.49579045,0.22645196,1.0,-10.000000000000009,-0.0020800363,0.06952003202409024,1.4385432405963807,2.9397707,-1113.6,0.13047684071713506,-2.2349112,1080,-8.354137565444567,0.5559911510643478,3.592658752329734,-2.2964617550607653,2.0365874591850004e-17
0.008449287,1.1467643975571937,1.1123406208189144,0.9999966031938061,0.2962962962962963,0.9826854,-0.49571205336675844,-0.18310852207893036,-0.0050000000000000044,7929,0.540938,0.22134711,1.0,-10.000000000000009,-0.0023502675,0.08770490595831633,3.946860767916944,2.9926705,-496.4,0.1062966552795134,-2.4840267,1100,-16.656255417702326,-0.058663028186678456,1.2197132347031205,-0.7625130264403972,-1.4338105400632617e-17
0.0013829982,0.062469071825686305,1.1000821007018726,0.9999905181603802,0.19753086419753085,0.98065245,-0.495181759874706,-0.04466951684621101,-0.0050000000000000044,9310,0.5752479,0.21010126,1.0,-0.935871918322838,-0.00040195425,0.0999475134723085,5.333114314243797,2.8625073,-465.5,0.07542919659690407,-2.7526245,1120,-7.770971233070275,0.8355433411524963,0.011170951660887562,-0.6144578454834687,-6.105630382471323e-18
0.0018723964,0.06346041898075058,1.0882431187423283,0.9999828710328508,0.19753086419753085,0.9809279,-0.4941786817072404,0.7482384650924706,-0.0050000000000000044,9784,0.6024175,0.22295117,1.0,-0.93745916830425,-0.00021119646,0.10166342836542577,5.3928767767956565,3.5035381,-489.2,0.0655095039977168,-2.6011918,1140,-5.926684154462918,0.898346821288136,0.006499103404499717,-0.6287458107016722,0.0
0.0022421572,0.06291278654045594,1.0768780390912538,0.9999659199068467,0.19753086419753085,0.98000383,-0.4930129428436797,0.9177727193893347,-0.0050000000000000044,9574,0.5765126,0.20381598,1.0,-0.9273105755737192,-0.00029416927,0.09981253994277771,6.079835134429428,2.9645154,-478.7,0.0668446825439156,-2.3182518,1160,-7.371665541913138,0.9337995801253337,0.004164867131196332,-0.6222926050297719,-1.558533262059965e-17
0.00022700068,1.000703250625377,1.0659194106594865,0.9999955677094133,0.1316872427983539,0.9831381,-0.4918731439461429,0.051276938803915595,-0.0050000000000000044,9503,0.62287676,0.22576739,1.0,-10.000000000000009,-8.743316e-05,0.10102154138518371,0.6651337064781276,3.0779958,-575.1,0.06245194242431971,-2.6000288,1180,-21.45627696185984,0.07715757369427889,0.9284029526268425,-0.8051151373275695,2.990814419699464e-18
0.0036536073,0.9137046279250567,1.0553034449065246,0.9999954146740878,0.1316872427983539,0.975752,-0.4907234929425078,0.08717066231976212,-0.0050000000000000044,9513,0.6261601,0.22453429,1.0,-10.000000000000009,-0.00094748253,0.1002632218551639,1.111211985129607,3.289311,-575.6,0.05838663882399026,-3.1765895,1200,-21.79020193132306,0.34306165503268826,0.6005678326282827,-0.7675669219772132,-1.1950681984822457e-17
0.007981998,1.7737565525065873,1.045317982035072,0.9999967877105453,0.19753086419753085,0.97185117,-0.48956212179690767,0.04667060057653849,-0.0050000000000000044,9955,0.6389495,0.20851922,1.0,-10.000000000000009,-0.0011433001,0.09925948187206464,1.06569663437711,3.1549613,-697.65,0.04316801826078077,-2.3142314,1220,-15.78205111422752,0.1389219163394655,1.529769811638507,-0.9766718987135307,-1.7130111158455455e-17
0.0063128355,0.9569698373431361,1.0361760716122295,0.9999959539637049,0.2962962962962963,0.97156274,-0.4881985336079182,-0.06937467381043216,-0.0050000000000000044,9666,0.714651,0.2713672,1.0,-10.000000000000009,-0.001232509,0.10275989747850767,5.987636777230369,3.023954,-583.25,0.0527927354289145,-2.6466043,1240,-19.227943875650535,0.08080571662329483,0.8843034440489498,-0.7915573717764784,1.396680320654035e-17
0.0009662678,1.0046864822847104,1.0265369599822098,0.9999957140505236,0.19753086419753085,0.9715899,-0.486969481324784,0.06949737402997636,-0.0050000000000000044,8880,0.713276,0.33089554,1.0,-10.000000000000009,-0.00024857055,0.09869333695968907,5.503245344353108,3.73164,-543.95,0.06596127111497614,-2.4354517,1260,-19.247793371399954,0.12098504276426691,0.8841480774753517,-0.7669927129631375,1.1202250338560138e-17
0.0036251717,0.06235126309233062,1.0171336227108283,0.9999772138042208,0.19753086419753085,0.9743758,-0.48604330482914926,0.568774491229074,-0.0050000000000000044,9226,0.725539,0.31637877,1.0,-0.9294641808158074,-0.0022044112,0.09969621366329719,5.682594298535296,3.050496,-461.3,0.06725815220941898,-2.3234072,1280,-4.497443116693792,0.9009284916436727,0.013665591191521853,-0.6119761244955959,7.085403391494604e-17
0.0064797644,1.009579940758937,1.0075477170314737,0.9999955029168028,0.2962962962962963,0.97858834,-0.48507690888810145,0.08972239488387157,-0.0050000000000000044,9307,0.6959436,0.28800777,1.0,-10.000000000000009,-0.001459389,0.09795995639523658,0.5797302461093718,3.473559,-565.3,0.05822689024593125,-2.5406055,1300,-21.25554600332181,0.17458546350448956,0.8362463694778455,-0.7955115715196515,6.107598459311058e-18
