Steps,_std_obs,_std_act,_mean_discrew,_max_discrew,_max_obs,_max_act,_mean_adv,_max_adv,_MeanReward,_min_act,_std_adv,_lr_multiplier,Beta,PolicyEntropy,PolicyLoss,_min_adv,KL,ExplainedVarOld,_mean_act,_min_discrew,ValFuncLoss,_std_discrew,_min_obs,_mean_obs,ExplainedVarNew,_Episode
2306,0.04590355615753816,0.58588296,-14.027764442080063,-0.27776272638593896,0.7193199348088801,2.5373669,7.395067501406073e-17,4.54888481262176,-115.3,-2.7002027,0.9999996660720046,1.0,0.4444444444444444,0.8837537,-0.00037154302,-5.190338949578421,0.0006128463,-0.629018772320012,0.050612517,-39.84456635168016,31.065057656377146,66.53674602828201,-0.6793405750021022,0.021390580296876467,0.535578315909297,1180
2661,0.10675904503199149,0.5858939,-25.34480284075476,-0.2762832118297225,0.9075314958013776,2.750564,-1.0680837816762122e-17,0.9670783598086204,-183.0,-2.7449768,0.9999999152745703,1.0,0.4444444444444444,0.87932646,-0.010289228,-11.052230054682477,0.0039015613,0.03952127714787834,-0.013258766,-276.2832118297225,1709.218046447457,1904.3729140787823,-5.8083454503984076,0.004829238307384576,0.12219775851045689,1200
2765,0.17545213477380284,0.58942896,-25.58527039003056,-0.2749384098439899,1.1639859133760955,2.3579702,3.083729775450706e-17,1.6941347063831294,-188.2,-2.914904,0.9999999110006753,1.0,0.4444444444444444,0.8759785,-0.0016419543,-10.387285944674817,0.002442736,0.07197435511519723,0.004321311,-274.93840984398986,1556.102481959998,1765.2059186303743,-5.719248795919923,0.007786797252943876,0.12385326250536,1220
2217,0.03485697242824891,0.57721364,-13.06435458927872,-0.2759213530963422,0.6289704062464083,2.543756,7.050942799604061e-17,3.2776991107758957,-110.85,-2.2493515,0.9999996941711244,1.0,0.2962962962962963,0.87825453,-0.0006301147,-2.0933371640403915,0.0013581852,-0.43163486902205905,0.1052165,-28.63912600559618,49.046176961233485,48.241898261928156,-0.6793697116014971,0.024678767674388615,0.2547949543106133,1240
2332,0.03931420816128696,0.55575985,-13.830361387980611,-0.27694332424895,0.626226981461314,2.627843,3.0469242528306184e-17,4.068345498344625,-116.6,-2.512158,0.9999996569154876,1.0,0.4444444444444444,0.8816617,-0.0037354883,-2.622661395324565,0.007899925,0.08318483692275336,0.065562084,-32.80718757082728,15.143290129390168,56.601662559376535,-0.6829976037962399,0.011958667648634005,0.7325634515491057,1260
2116,0.028979644071641823,0.56840575,-12.575552445257232,-0.2778621881026033,0.6228379099487822,2.7978466,-1.6789762187147925e-17,6.166232403476136,-105.8,-2.2445002,0.9999992391938326,1.0,0.6666666666666666,0.8836679,-0.0034510067,-2.393270724172536,0.008434136,0.7998775343785872,0.13628407,-24.812675324319795,4.684557241899286,43.69994508214809,-0.4383145028349444,0.020871609902742606,0.8978085871341268,1280
2113,0.028796821113358784,0.57337666,-12.615224881270136,-0.27877075878013424,0.6210453871383839,2.4783576,-2.6901759990917186e-17,5.100858781626792,-105.65,-2.5395653,0.9999991544612166,1.0,0.6666666666666666,0.8836095,-0.003768208,-2.8124263416116793,0.0042580767,0.8443579032342304,0.117422014,-26.255072035718957,4.321764768438119,44.21147299782561,-0.4395400667381322,0.01693372530448858,0.9031312440632048,1300
2089,0.02957479217573658,0.5536323,-12.515965906224874,-0.27966049096100887,0.6195564166933658,3.096549,4.081624140316516e-17,4.523586027627075,-104.45,-2.0512192,0.9999991049299429,1.0,0.6666666666666666,0.8855642,-0.0029917178,-2.819765342468145,0.004083415,0.8715479294988385,0.116136536,-24.187543760051177,2.026113796050926,43.26806230456288,-0.44075514415289996,0.007536764861969199,0.9539967310802937,1320
2013,0.02646934451586,0.5533198,-12.161209798895987,-0.28051028307427295,0.6179715425208873,3.4828644,-3.529770172678093e-18,6.540107271926263,-100.65,-1.951543,0.999998463172181,1.0,0.6666666666666666,0.8904998,-0.0014413807,-3.2116835151515386,0.0028636744,0.9492033597077427,0.1581093,-23.288868982765372,1.742474392734043,40.92189497612351,-0.44191485021524524,0.029077342760020743,0.957442903347093,1340
2047,0.027628500365185736,0.56666124,-12.373897109644957,-0.2813664068788587,0.6167056735747158,2.8645523,-1.5620138304447732e-17,3.339775469024463,-102.35,-1.959418,0.9999984951686339,1.0,0.4444444444444444,0.8919391,-0.0008456787,-4.009791972003539,0.0010639215,0.9503516442672884,0.15619998,-23.688257652925614,1.7905431959136464,42.317434208313685,-0.4429845069584411,0.020279862053955194,0.9588640969626661,1360
2003,0.02671329163967,0.57884187,-12.187053892518453,-0.2821968461962745,0.6159004658129341,2.9723074,1.5963266654620325e-17,9.342543197989086,-100.15,-2.084717,0.9999984566938203,1.0,0.4444444444444444,0.8930776,-0.0010037137,-3.150848366830377,0.0038632436,0.9519534039065477,0.16840142,-23.42889289614564,1.6370334995444216,41.174419331483676,-0.44411621250002276,0.02205942002497947,0.9605048029422409,1380
2008,0.02713893669526634,0.5724126,-12.246776572698264,-0.2830220400447519,0.6148263270936573,3.4647062,-1.8577437065440865e-17,3.6767740783622185,-100.4,-2.1148634,0.9999982467516245,1.0,0.4444444444444444,0.8943966,-0.0014079218,-3.691999824292413,0.001897623,0.9643154115667929,0.15924627,-23.827645526010595,1.2209596089490367,41.54560744764681,-0.44517808582924473,0.015573289120002547,0.970613693276512,1400
1978,0.02677722111874472,0.5521778,-12.123962882534014,-0.2838280479410917,0.6128971300753862,2.842548,-3.5922281888781605e-17,6.011030311732716,-98.9,-2.1198173,0.999998203407863,1.0,0.4444444444444444,0.89805204,-0.0007744405,-3.5120657306010012,0.0015634203,0.9641016999430332,0.19656545,-23.229800837032926,1.1892793881953498,40.74870838080859,-0.4462326461095252,0.025274090222785216,0.9708301597728288,1420
1977,0.02641587302179484,0.5788589,-12.156471907037794,-0.2846268493106404,0.6117529103864204,2.8130898,-1.0782135595752659e-17,3.9976621918138164,-98.85,-1.9480338,0.9999979892678065,1.0,0.4444444444444444,0.89666283,-0.003438612,-4.630422926018084,0.0033107572,0.9727738213629834,0.20436192,-23.630639596972294,0.9549985329741583,41.01909907390829,-0.44720841305774117,0.020198214795557938,0.9767280941427154,1440
1950,0.02582756513952585,0.54784393,-12.045672856837045,-0.2854083262412792,0.6117875034646911,2.9907117,5.465713352000771e-18,4.987991140220031,-97.5,-1.8950682,0.9999978040753249,1.0,0.4444444444444444,0.89549434,-0.0012028479,-3.434203156312295,0.0023554503,0.9773477339512104,0.20875283,-22.6761719015675,0.7526116611679146,40.29057361278417,-0.44817944133801524,0.020806631701708198,0.9813985749211854,1460
1883,0.02543399484206606,0.56146884,-49.73004544037589,-0.27643851712051304,0.611394421742726,2.9449377,1.5093844625812005e-17,0.45382915654613754,-293.95,-2.017015,0.9999999615792069,1.0,0.6666666666666666,0.8957194,-0.005423864,-4.886128500070198,0.014195915,0.0204519974052898,0.26131815,-276.43851712051304,7239.908567713844,7274.2879446263,-0.4491182040743666,0.020551826388058213,0.07498535391159311,1480
1961,0.0252113722517819,0.61717606,-11.752229975234975,-0.27718560203257664,0.6110656006537715,3.1486502,-1.1594782021582462e-16,4.917418933674005,-98.05,-2.2676692,0.9999995098812641,1.0,0.4444444444444444,0.8963784,-0.00026903144,-2.751978000009051,0.0008169848,0.25701760022425524,0.20172235,-22.02286262320371,165.35227980713643,38.29821647650595,-0.4499653977014405,0.033007898741956164,-0.00565959045528297,1500
1958,0.026409876943398893,0.57670856,-11.768863660030886,-0.27792557745993185,0.6103055925135826,3.2211263,-5.80627363236037e-17,3.967878641214489,-97.9,-2.041364,0.9999996504716252,1.0,0.2962962962962963,0.89750296,-0.0010609387,-2.3967401386518983,0.0012989658,-0.5105487520570264,0.21531342,-22.0816549163881,6.3598635109979735,38.42002955977659,-0.4508840663442961,0.029489957569822485,0.8437636926500954,1520
1918,0.026100101282034428,0.5741396,-29.367988474246314,-0.27432258756082584,0.6077613781585055,3.597564,-4.4455228514709085e-17,0.5377223012291404,-195.8,-1.9263041,0.9999999452989377,1.0,0.2962962962962963,0.89667135,-0.006254825,-7.0850872941989,0.005117735,0.0731188940533829,0.19428702,-274.3225875608258,3343.199902837089,3766.6584603493975,-0.45177930146736606,0.01987904502786791,0.14821528900839975,1540
1937,0.025480106096729162,0.61889976,-19.62913621037514,-0.2729869569672716,0.6089598347669835,3.6003325,-2.934611195705112e-17,1.3223421964348179,-146.8,-2.2876053,0.9999999175466198,1.0,0.4444444444444444,0.89595497,-0.010621162,-9.485891357037461,0.012022327,0.19249876828126777,0.19633591,-272.98695696727157,1477.008704640764,1816.5811905766313,-0.4526315212085649,0.02185215484581897,0.1922034567890143,1560
2011,0.027426200495946962,0.61961627,-11.857735695445427,-0.2737121710308315,0.6081818253786472,3.219625,5.653249016490105e-17,4.47435750103146,-100.55,-1.8669827,0.9999996861180388,1.0,0.4444444444444444,0.8960164,-0.0011912179,-1.6684802378255703,0.0059408164,-0.8163540868675829,0.15014344,-22.563573477946377,34.029935684073436,38.92481727222414,-0.45349675130843853,0.02155027678499821,0.13991735252244775,1580
2022,0.027518463460787523,0.5837858,-11.947491386003636,-0.2744355444532707,0.6070212150969827,3.100617,-5.622494447162019e-17,5.393120107046994,-101.1,-2.2271438,0.9999996306665061,1.0,0.4444444444444444,0.8959283,-0.001524128,-2.4396577970845885,0.004539883,-0.10910586269735512,0.16793644,-23.735643594012142,7.631611593740433,39.54557065381018,-0.5504486532981916,0.009680490382593531,0.8205663796941769,1600
1995,0.027874308416651245,0.6369117,-11.838878670494625,-0.2751437949219481,0.6065490923027375,3.4682574,-1.4246470892433086e-17,7.29889875465018,-99.75,-2.5634377,0.999999429847101,1.0,0.2962962962962963,0.8974651,-0.00016201538,-2.6520578770942955,0.00023420222,0.6088061602426161,0.19964333,-22.51904138420052,4.442600889972322,38.82553049549685,-0.45701674908196377,0.013506232992902018,0.8900157638254146,1620
1978,0.038548457980441,0.62596387,-22.348693033039613,-0.2738491705982213,0.6053287436614474,3.3753664,4.310673826653793e-17,0.5630263229137211,-148.85,-2.5039139,0.9999999253469035,1.0,0.2962962962962963,0.89690053,-0.0031827404,-9.31369324842563,0.001981861,0.022291720860017517,0.20558465,-273.8491705982213,2223.2075608357873,2261.0865225581533,-6.0203625085823305,0.0158983301086543,0.030325874636767503,1640
1969,0.025914595023781534,0.6177979,-11.682700394936491,-0.2745327698931499,0.6046029865823624,3.6840506,-1.443459087374505e-17,3.7876516693270745,-98.45,-2.069085,0.9999993333257015,1.0,0.4444444444444444,0.89739835,-0.016698727,-3.412704966402186,0.01378342,0.7806669939841823,0.20356737,-22.142207916399244,29.465868425103153,37.86641572864519,-0.4630522611109379,0.020542469017296592,0.7449215955134787,1660
1942,0.026164618615984486,0.5913808,-11.575548901462284,-0.27520212067075445,0.6044046316348854,2.922197,-1.0244694439383525e-16,2.9947427828247686,-97.1,-2.2921557,0.9999993439274545,1.0,0.6666666666666666,0.90130234,-0.0022729784,-2.822156489179747,0.007434737,0.7094133393568277,0.23727997,-22.19619383615851,1.2662423634294888,37.236983898250905,-0.466045333958301,0.017007261376585203,0.9661737818336458,1680
1893,0.03827275213209063,0.6461024,-40.1163484251033,-0.27023498457070994,0.6038232573022076,3.3035202,7.507054788801904e-18,0.4610800120702601,-244.5,-2.588601,0.9999999553982275,1.0,0.6666666666666666,0.9022022,-0.0019201034,-5.607189388082026,0.0017009334,0.0171968033472083,0.3371787,-270.2349845707099,5636.473638338735,5588.70475542081,-6.072686037799146,0.027118333881749144,0.029637483906703288,1700
1961,0.026797569829444888,0.6455315,-11.488749994388726,-0.27088764762753553,0.603567078758503,3.3718488,-8.333749578012393e-17,2.1430273671902498,-98.05,-2.3416722,0.9999995450868556,1.0,0.6666666666666666,0.9023318,-0.0014852108,-2.591977911823249,0.0044878083,0.6327396256246995,0.25744072,-21.848213668946265,150.59836262710343,36.64625728450992,-0.47189132139025436,0.022525895743427525,0.1729259751380715,1720
1972,0.02963128358161508,0.6603136,-11.585164910662812,-0.2715392137443387,0.6029461839146519,3.4645905,1.2791210506837504e-16,3.004722568641807,-98.6,-2.1149898,0.999999558985145,1.0,0.6666666666666666,0.90208834,-0.0013248428,-2.07572792715196,0.0018737239,0.0996777127221794,0.30509487,-23.94517562313574,7.78890319502857,37.44561183489875,-0.4747960819725546,0.020214303174917705,0.7954464473335356,1740
1978,0.026451102915304364,0.69561,-20.770474550646984,-0.2704264548357751,0.6023313905692681,3.5241861,-1.4368912755512643e-17,0.5586729674003338,-148.85,-2.1791162,0.9999999245632738,1.0,0.6666666666666666,0.9007686,-0.009851784,-9.923749232982251,0.0049804123,0.017168035488168476,0.2764289,-270.42645483577513,1888.0770327871348,1982.6390041201546,-0.4776218159044054,0.015316112313033096,0.05785040809042241,1760
1953,0.02765501749882947,0.6888797,-19.384322235585326,-0.26934831276362675,0.6004983377824344,3.1326804,2.9105693221099854e-17,0.53532702886602,-147.6,-1.9111655,0.9999999242847607,1.0,0.4444444444444444,0.89411694,-0.0011054501,-9.818901158206778,0.0009584318,0.014621060546123554,0.2566084,-269.3483127636267,1593.1953443295076,1754.0232227806318,-0.4804165284730081,0.01154987518411969,0.09305768808241943,1780
1999,0.028378484700721362,0.70302737,-19.732172443419667,-0.2683253761293806,0.6007128275079522,3.4707775,-1.4217963697050528e-17,0.6078933432869628,-149.9,-1.9473081,0.999999922204282,1.0,0.6666666666666666,0.89095736,-0.0020885756,-10.108706107508944,0.0064004557,0.04579403775273472,0.2739421,-268.32537612938063,1588.2564689063367,1769.7507085797592,-0.4831593745974835,0.0066744117678127456,0.10949104545978006,1800
2011,0.02752218915844388,0.6825536,-11.651882106494591,-0.2689589512238577,0.6005003429839718,3.1689181,4.593264825898211e-17,3.874338919727371,-100.55,-2.1248925,0.9999994712489547,1.0,0.6666666666666666,0.8921597,-0.0023680152,-2.7065979552771275,0.002418237,0.48463716824379466,0.24217772,-22.329840133297076,22.439778237249165,37.586902582040864,-0.4857990938827538,0.020634412971117327,0.4751899108771127,1820
1996,0.026819609534567128,0.6848715,-11.604299847633461,-0.2695834474470014,0.5994873253222556,3.3332694,-7.119666690982967e-18,4.147910497235052,-99.8,-2.108371,0.9999995242619728,1.0,0.6666666666666666,0.89199656,-0.0005377444,-2.5684920856260574,0.001747814,0.36968015893947304,0.24452093,-22.38168782515925,4.6595826112430965,37.29707227053556,-0.48849403996966234,0.01898892278179439,0.875282504027569,1840
2010,0.0289279994427105,0.7044411,-11.706787447779583,-0.2702079282449124,0.5987903612174089,3.9395342,3.5350384863686574e-18,4.772157690593175,-100.5,-2.2280946,0.9999993946428518,1.0,0.4444444444444444,0.89767444,-0.00062557583,-2.878288529935782,0.00013544787,0.6641132122402694,0.2575382,-22.59157449343196,6.2613442130920545,38.020709374098125,-0.49119584569047303,0.014383523818645822,0.8375026367292397,1860
1990,0.028120779072545954,0.6693843,-11.628957607456291,-0.27082201518370536,0.5969845559387833,3.2938633,2.6779248835179654e-18,7.7676629950969565,-99.5,-1.9218873,0.9999989171233408,1.0,0.2962962962962963,0.90204114,-0.0003952337,-3.7037124797835865,0.0009812886,0.8961707493547005,0.271237,-22.32532231222821,3.3561990579080008,37.48114434138181,-0.49382111070880835,0.025031543123678897,0.9127053466503844,1880
1947,0.028875030871028367,0.6781815,-18.935325616934502,-0.2697886824238528,0.5978480304512328,3.2299075,5.839077438192914e-17,0.3577583079521324,-147.3,-1.9308133,0.9999999215251965,1.0,0.4444444444444444,0.90220684,-0.011240913,-9.858603907499514,0.012056712,0.06550640153182796,0.34321776,-269.7886824238528,1448.3408195178226,1671.931982554114,-0.4964799884759559,0.02709885242063424,0.14443737792661526,1900
2045,0.02878829538058924,0.6638631,-11.889882949124503,-0.2704074210276644,0.5972639742947857,3.28647,-1.5635414723327387e-17,3.126165790876303,-102.25,-2.1931975,0.9999995322286779,1.0,0.4444444444444444,0.89804286,-0.0016069199,-1.8504096634441098,0.0028948158,0.21825727532699735,0.21982619,-23.077995607509074,33.32705173086664,39.18082639606223,-0.4990411821622579,0.013893519678344112,0.3253002849027975,1920
2047,0.028591245227322128,0.67827797,-11.921084109230932,-0.27102253469809573,0.5961729546404443,3.5003395,2.4297992918029805e-17,3.9757790431984836,-102.35,-2.3364959,0.9999994894506605,1.0,0.2962962962962963,0.8960339,-0.00019427239,-2.160888953605404,0.0004941857,0.40252799289785,0.1792752,-23.28586272407084,5.499305753019176,39.307868377091474,-0.5015549252945121,0.013644524637266975,0.8601108549536288,1940
2090,0.0316263620563041,0.66426367,-12.18090945868142,-0.2716461601205163,0.595905791832461,3.2905893,4.249657510526915e-18,4.405155279960115,-104.5,-2.3253434,0.9999992673324527,1.0,0.2962962962962963,0.89526784,-0.0017943254,-2.4768123131191118,0.0039473427,0.7892287152519333,0.16745982,-23.954606488477395,5.536367277394307,41.2295511570169,-0.5040322052406389,0.003841611189959095,0.8661287887626052,1960
2019,0.029675611759121524,0.65898466,-11.849355199917564,-0.2722447341499084,0.5951114634429279,3.3389297,1.7596402569591386e-17,4.375870733755304,-100.95,-2.361809,0.9999989633119231,1.0,0.4444444444444444,0.8952179,-0.0029715216,-3.285420901906675,0.008379934,0.8904388186784467,0.22189172,-23.85441797086319,2.950312862619491,39.07056786051237,-0.5063270594629273,0.02144751574119101,0.9248177790727008,1980
2005,0.035850422651732085,0.71775895,-22.050594948869932,-0.27123542670304845,0.5939105138118509,3.1562552,7.087708087382545e-18,0.46057445654986073,-150.2,-3.2826245,0.999999924712223,1.0,0.4444444444444444,0.8948116,-0.0017561954,-9.576226100302769,0.0055254153,0.014357370407856562,0.24450016,-271.23542670304846,2134.833371885214,2174.4769157114556,-6.378313808257701,0.019096166808117453,0.036479822818546226,2000
2037,0.045552345435313904,0.7507131,-22.055429703008286,-0.27027071728703955,0.5937464426769888,2.8981671,2.7905458449095736e-17,0.4514285932309899,-151.8,-2.4548702,0.9999999221321065,1.0,0.6666666666666666,0.8969697,-0.0026624757,-9.225844763539197,0.0070838886,0.04475254442254595,0.24195234,-270.2707172870396,1993.7807847348586,2138.6002438440155,-6.388434935154395,0.014197519003923104,0.06885485924139922,2020
2072,0.029019477035533425,0.7280236,-12.036041775428536,-0.27086595491023896,0.5924157455310249,3.3778791,6.858520615444983e-18,3.258858961974056,-103.6,-2.6940675,0.9999996235280262,1.0,0.4444444444444444,0.9010091,-0.0010693099,-2.335945014583742,0.0011312946,0.010178618217851598,0.19932808,-23.426913522843222,31.639663171785077,40.01070506645741,-0.5137059926259804,0.012150856122031059,0.28421314350826976,2040
2071,0.03007371601723598,0.72985196,-12.060518478306564,-0.2714570120621224,0.592341780620334,3.2333708,6.861832310575569e-18,3.6541299871444277,-103.55,-1.9644018,0.9999996145988703,1.0,0.2962962962962963,0.9067168,-0.00037923476,-3.2078557718806384,7.9655e-05,-0.020703438529321216,0.2129152,-23.78539679406945,4.792472995128808,40.21763284045855,-0.5160336819466695,0.011890359775905983,0.8808374714774061,2060
2071,0.029067220462999366,0.7117078,-12.086814369925397,-0.27204423342313205,0.5916923338783862,3.7027392,1.0292748465863353e-17,5.237891601941727,-103.55,-2.2765167,0.999999005635855,1.0,0.2962962962962963,0.90637577,-0.0015546117,-2.544176111232001,0.0047208355,0.8720444017211595,0.19937871,-24.141805519348814,2.9934599401731847,40.39760754314156,-0.5183296206811145,0.013485873145932465,0.9259793112546248,2080
2050,0.02819897617101306,0.667989,-12.001013043842441,-0.2726218294677038,0.5911428994501088,3.4328008,1.7330310628295126e-18,2.9266591466254814,-102.5,-2.2218375,0.9999986919567148,1.0,0.4444444444444444,0.9075522,-0.0033281436,-2.5346698782354737,0.008285847,0.9325036542570525,0.17794892,-22.633944106191873,1.9547453166371784,39.75736782920138,-0.5206387574480971,0.011893932956115663,0.9513430940495283,2100
2066,0.029853529666538613,0.7563144,-12.113122040038654,-0.27320020483791907,0.590510730894241,3.6039596,3.4392194373673776e-18,2.8244085785664335,-103.3,-2.3476331,0.9999986160713019,1.0,0.6666666666666666,0.9079468,-0.0029504744,-3.9714170865058622,0.006966162,0.9364015506311769,0.20310216,-23.93813748603363,1.9964278463474405,40.58049838186383,-0.5374248000863457,0.010160568927880772,0.9509869509391101,2120
2054,0.02938809664169903,0.7887025,-12.078360106087263,-0.27377163020945744,0.5895050617357482,3.6502833,-1.2107592868356138e-17,3.1216829931171532,-102.7,-2.3270998,0.9999984083634094,1.0,0.6666666666666666,0.9054886,-0.0014997108,-3.351895426123094,0.0021800494,0.9529406521696144,0.2487461,-22.88952888332474,1.5265298231119135,40.353246563184314,-0.5252297248709493,0.014709875968647715,0.9622735130128618,2140
2051,0.05854243320702675,0.81840867,-22.97012246448076,-0.2728023651093348,0.588902384273461,3.3110359,5.5429955008101426e-17,0.40297515762609826,-152.5,-2.8239994,0.9999999230234545,1.0,0.6666666666666666,0.9070786,-0.0056577665,-8.7585466023518,0.004087835,0.03215838890852274,0.23891483,-272.8023651093348,2014.3319284172148,2281.3084119219716,-6.511279630568235,0.001600710222484711,0.14019456758364035,2160
2043,0.028836575421956962,0.83729714,-12.001499894286598,-0.27336060285561353,0.5884416359213281,3.1418777,-1.738969005776065e-17,7.251877370103325,-102.15,-2.9315734,0.9999994680607022,1.0,0.4444444444444444,0.90949816,-0.0005909759,-2.6855703133845163,0.0007658266,0.5126658446442665,0.26244733,-22.85516366264634,42.620913040194004,39.80868739986559,-0.5297468307104314,0.014615115858969931,0.04796128268351452,2180
2001,0.030509874878156817,0.8056348,-11.824371305150136,-0.27390415967972703,0.6950685536776743,3.6257868,8.877345524239133e-18,7.735401335710725,-100.05,-2.014345,0.9999995742242533,1.0,0.4444444444444444,0.90811175,-0.00102539,-3.727135524327922,0.0035326707,0.13022187223182013,0.35024357,-23.2186146415799,2.8231796741059503,38.83686306437795,-0.5319908210542328,0.029425664512745787,0.9273246425288684,2200
2024,0.029382768119605225,0.84820247,-11.956917494050051,-0.2744506423157609,0.5870220303390296,3.9044704,-1.4042346556523718e-17,3.500817705084144,-101.2,-2.1287584,0.9999986719908853,1.0,0.4444444444444444,0.9069124,-0.0026313039,-3.470237727979247,0.0027531867,0.9289050218672357,0.3379917,-22.946299802968493,2.274786259972366,39.58164763410798,-0.5342724884457785,0.02026975544759425,0.9426041447397521,2220
2074,0.03317886888627576,0.82085705,-12.26935534751758,-0.27500715023806477,0.5867836368354593,3.2557173,1.0277860208680331e-17,7.33932745519277,-103.7,-2.3776052,0.9999994730556834,1.0,0.6666666666666666,0.9117166,-0.0088927755,-5.726600087815159,0.013046906,0.48685221378304044,0.27905437,-26.04611351941494,5.757182302086653,42.17339806674882,-0.5967330186744975,0.013697913144294365,0.8638405072323176,2240
2109,0.03224849556748842,0.8592839,-12.454014936052591,-0.2755695298969014,0.5858626840151829,3.6108928,2.0214587077101002e-17,7.0852343158198074,-105.45,-2.5428166,0.9999986667471058,1.0,1.0,0.91879076,-0.0026916873,-5.039523533789068,0.006501303,0.9205854327003627,0.26951393,-25.363004982501444,2.6746851473631543,43.132859175896485,-0.5384842796899328,0.009230452418089877,0.9380442005618052,2260
2053,0.03244089678133209,0.8692605,-12.220363435635592,-0.2761138065447087,0.5846753325922831,3.3453174,0.0,4.175919963185804,-102.65,-2.5287728,0.9999986582888963,1.0,0.6666666666666666,0.9177722,-0.0012101633,-6.103212189779583,0.0013104465,0.9274409752770779,0.34104964,-26.44091724830795,2.3307520669488317,41.985520194915644,-0.5403161573934064,0.01831817577267844,0.9445332795719152,2280
2001,0.02896147904327372,0.8892184,-11.942290365974602,-0.27664132251231616,0.5848554249335479,3.3719773,-2.4856567467869572e-17,4.848135526514538,-100.05,-2.077797,0.9999982260578221,1.0,0.6666666666666666,0.9162181,-0.0032380642,-3.242176728677766,0.0055436613,0.9613733919956068,0.3747073,-23.290452466627485,1.25885762698129,39.611619196750766,-0.5422457802499282,0.024889587563551436,0.9686280731642218,2300
2010,0.028878883124368003,0.81358266,-12.013569428590408,-0.27716817238141295,0.584059299172478,3.3771963,-3.5350384863686574e-18,11.31690671927075,-100.5,-2.074697,0.9999982879699842,1.0,0.6666666666666666,0.91694707,-0.0017762121,-2.6965124264316334,0.0017713693,0.9564162236163427,0.3419744,-23.813886991886893,1.2603138784178707,40.11052709887422,-0.5444325772133098,0.02241753720648756,0.9686098248845016,2320
2053,0.03342855067044181,0.8442138,-12.289865291654701,-0.2777031230560694,0.5839376757189433,3.7322998,1.3843989006528986e-17,5.48923422275894,-102.65,-2.1335368,0.9999985802804063,1.0,0.6666666666666666,0.9136187,-0.0024447017,-6.122346315712338,0.0024531728,0.9263134064766593,0.30769175,-25.70928392184986,2.018406987924853,42.42582461988161,-0.5618089373063028,0.012289011867167245,0.9535821440439392,2340
2015,0.03001816136189589,0.79049224,-21.735912271790394,-0.2767011082306054,0.5831678562401074,3.3220057,-1.41050667148407e-17,0.32088446033270684,-150.7,-2.6904461,0.9999999256176667,1.0,0.6666666666666666,0.9135465,-0.0017754703,-9.988482910712635,0.0015933319,0.021357520706244193,0.29366192,-276.7011082306054,1993.6344741718476,2117.289533446861,-0.5485626769119315,0.013111972457606275,0.07211261153710424,2360
1992,0.027721659622482263,0.8148144,-11.91777502650398,-0.2772116403995949,0.5827939112255283,3.2240024,8.02570861174812e-17,4.736304656004984,-99.6,-2.5050619,0.9999994910520545,1.0,0.6666666666666666,0.9200009,-0.0022063327,-1.9796308927406814,0.003137566,0.3952962599239551,0.31951296,-23.01500502230877,62.82366403728194,39.42063092907291,-0.5506315161312785,0.02062247716616885,0.20737905379939325,2380
1979,0.06759859116947495,0.83402914,-31.09871088156888,-0.27477730923417315,0.5821744144528134,3.415038,5.744660824740578e-17,0.8469776658002145,-198.85,-2.888349,0.9999999467544987,1.0,1.0,0.9214736,-0.0076586776,-6.906326171987515,0.006466787,-0.00955016867208447,0.32016546,-274.7773092341731,3783.270008206569,3957.7048769021167,-6.696682100233819,0.014655622478877018,0.07514723535817969,2400
2077,0.07171290215735668,0.8377303,-23.012011791205314,-0.2738832750725855,0.5821567546750891,3.2580938,1.3684019947233513e-17,0.8345539223950713,-153.8,-3.1786427,0.9999999218331941,1.0,0.6666666666666666,0.9196991,-0.0009217907,-8.879002783317926,0.0011806181,0.06819844167443379,0.22339341,-273.8832750725855,2057.6058089239496,2258.1124279331916,-6.667625452092323,-0.002148572757496353,0.08954697348053653,2420
1982,0.02805621572380355,0.8077193,-11.7506972224579,-0.2743750762580867,0.5811877159462199,3.810375,6.452961273300607e-17,2.6412648962301923,-99.1,-2.2550766,0.9999997102718976,1.0,0.4444444444444444,0.9170757,-0.00080704596,-2.0982827675711277,0.0006500566,-0.9583837463989104,0.31403494,-22.779504312927212,38.020709825528236,38.40786823225896,-0.5567637983989494,0.025529754873688408,0.2250466593625987,2440
2047,0.029541778955001107,0.8079329,-12.094423664017523,-0.2748801271501786,0.581242039030648,3.3799837,2.0826851072596976e-17,2.6609274219737284,-102.35,-2.4612045,0.9999996587961693,1.0,0.4444444444444444,0.9195399,-0.0016702926,-2.5350133578872867,0.0033837853,-0.2637340787604703,0.26610038,-23.45971993983987,2.6954957990597865,40.505563348058615,-0.5589309608088325,0.009888916038751513,0.9338740272698998,2460
2052,0.04770144711306201,0.7904178,-22.45926062997206,-0.27399679940771227,0.5804389178053183,3.2646403,1.38507355898655e-17,0.291346946685166,-152.55,-2.503995,0.9999999236537165,1.0,0.4444444444444444,0.9218042,-0.0011541204,-9.330003737286523,0.0022277818,0.029142153983651053,0.25359714,-273.9967994077123,2123.800197389185,2195.595057705516,-6.66849796852374,0.007041188418475611,0.04600853457037146,2480
