_Episode,KL,_std_discrew,_min_obs,_min_discrew,Beta,ExplainedVarOld,_max_obs,_std_act,ValFuncLoss,_MeanReward,Steps,_lr_multiplier,_mean_adv,_min_adv,_max_adv,_mean_obs,PolicyEntropy,_max_discrew,_std_adv,_max_act,_min_act,_std_obs,PolicyLoss,_mean_act,ExplainedVarNew,_mean_discrew
20,9.127995e-05,0.014560040895145785,-0.6111353830451027,-0.44926001458287235,0.6666666666666666,-3.6010189627237112,2.838314055980455,0.373308,0.00011825812600217574,-107.8,2156,1.0,-1.021652356612389e-16,-1.16704606894709,2.5169642046676874,0.3730231302857378,0.9152469,-0.0050000000000000044,0.9999998049978568,2.157689,-1.6996496,0.11401817067301172,-0.00059587066,0.18850072,0.9919766762872677,-0.22984499689407686
40,5.316792e-05,0.015996147177260642,-0.5680565500132291,-0.5165554060823638,0.4444444444444444,0.304942665604385,0.6405453084389338,0.37174827,0.00030569455131057756,-113.45,2269,1.0,-6.263047472543853e-17,-1.190624073481351,2.5716709577161487,0.031049021552579336,0.9170914,-0.0050000000000000044,0.9999998006059723,2.1129968,-1.7039803,0.037106199134748115,-0.00018990767,0.1527249,0.9809345776821831,-0.24037144167052538
