_min_obs,_max_discrew,ExplainedVarNew,PolicyEntropy,_max_adv,_lr_multiplier,PolicyLoss,_Episode,_std_obs,Steps,_mean_obs,_std_act,_mean_act,ValFuncLoss,Beta,_min_act,_MeanReward,_min_adv,_min_discrew,_mean_discrew,_max_act,ExplainedVarOld,_max_obs,KL,_std_adv,_mean_adv,_std_discrew
-0.905048592675479,-1.0,0.0001839180800680129,0.92271197,2.8310500090677513,1.0,-0.0010937639,20,0.11909485524874992,2964,0.0013152695147807065,0.4004374,-0.025831753,4599.272151218613,0.6666666666666666,-2.6601498,-148.2,-1.000776820983209,-149.60618924414138,-61.375562579970335,1.9426231,0.0020145198216529048,1.9593387323665188,0.00075196405,0.9999998036857286,-1.198621349122976e-16,1141.050217041829
-10.322577581548751,-1.0,0.00011813093521473306,0.92500246,2.866103948006455,1.0,-0.0011234686,40,0.1511995816588775,3055,0.014650092714792054,0.39943364,-0.028385386,4609.118644137084,0.4444444444444444,-2.3251626,-152.75,-0.9795973665052208,-153.72253367976174,-62.922707254764546,1.9566755,0.0013873939503162847,1.6301103269720916,0.0013164529,0.999999813220711,-2.558419015830148e-17,1188.5860993030235
-0.6348616547594047,-1.0,4.725779293179855e-05,0.9262152,2.7524075918958215,1.0,-0.003363535,60,0.045450416554004947,2755,-0.00760375599743382,0.36748573,0.011237435,3427.1300435911276,0.6666666666666666,-2.0643916,-137.75,-1.0377945116589484,-119.27508235219781,-56.529549908580925,2.1969528,7.937630567789178e-05,0.667406846207892,0.0068558017,0.9999998205709554,-9.671634334302634e-17,872.2763293183576
-7.134012596942209,-1.0,1.5600554287620305e-05,0.9316696,3.0028439812499648,1.0,-0.001007671,80,0.18516719803268206,3425,0.014736008198696611,0.3780085,-0.026001457,4993.339694614652,0.4444444444444444,-2.2277412,-171.25,-0.8965052788595855,-164.69664875324773,-68.37006813353301,2.3510025,8.290930781273964e-05,2.2180926352836843,0.0011118928,0.9999998224913396,1.4107125848667684e-16,1351.677221273614
-0.7357756656367069,-1.0,9.638032228753701e-06,0.9314908,3.0928881414484524,1.0,-0.001225758,100,0.06423655382447363,3662,0.02944326914290392,0.3973984,-0.035871845,4934.333649768456,0.4444444444444444,-2.3211942,-183.1,-0.8491207585707526,-147.0157985477664,-70.62422431927322,2.5284238,1.3815029685781965e-05,1.4168690214677495,0.003532208,0.9999998267785902,-4.656751954735774e-17,1300.1897232101526
-0.6946716878802428,-1.0,1.3889256169075104e-05,0.9286962,2.8657517710136236,1.0,-0.0014807417,120,0.06349528034785654,3055,0.011037463508716299,0.37278962,0.0077441023,3521.6067326597877,0.4444444444444444,-2.263713,-152.75,-0.9736071512524846,-135.25247627295553,-61.716011828162166,1.996739,1.6092296405423312e-05,0.9393185182419962,0.0016173034,0.9999998375116523,1.348984571983169e-16,1051.593339684169
-5.691975045198135,-1.0,1.1494378525211957e-05,0.9258332,2.910414185665953,1.0,-0.001280807,140,0.13187931420494617,3175,0.012387488181007473,0.3856713,0.0022426937,3656.1759861805053,0.4444444444444444,-2.5321362,-158.75,-0.9514596047903441,-149.35295401421243,-63.846705716544335,2.3766463,1.3094312007577713e-05,1.5539792006186055,0.0028053287,0.9999998414475313,1.2196717826433217e-16,1139.8313843991255
-4.902332856105755,-1.0,9.239242844794049e-06,0.92795885,2.9947466519675228,1.0,-0.002109876,160,0.14728575818482553,3414,0.013050438986698084,0.3953211,0.023322675,4237.441099141324,0.4444444444444444,-2.909326,-170.7,-0.8937803113785452,-160.58076813082857,-68.85551271297604,2.2812085,9.997870680344967e-06,1.96231693487323,0.0053091696,0.9999998447123494,1.7482598067911076e-16,1398.190664403507
-0.8950880515806152,-1.0,1.1507896236717663e-05,0.92729867,2.8929114545106938,1.0,-0.0038134484,180,0.07171721941290544,3127,0.012747215057452426,0.39483052,0.054029904,3186.477430888322,0.6666666666666666,-2.3084702,-156.35,-0.9618896476637313,-144.29225411962918,-62.95325983217203,2.123289,1.10748005566208e-05,1.1447690446477334,0.00723516,0.9999998503547297,-4.999021486000065e-17,1100.3595572157244
-4.700046992746825,-1.0,1.332703792145118e-05,0.92766786,2.9345576557583506,1.0,-0.00047827675,200,0.14828277325422534,3249,0.006613977110026669,0.40448815,0.0960956,3532.402551062507,0.4444444444444444,-1.8239918,-162.45,-0.9322411552265754,-160.38268153852118,-66.0837840695105,2.2189991,1.0971511590351923e-05,1.9036701256516755,0.00043665228,0.9999998539565076,6.123483102887905e-17,1307.1487585838315
-0.8342308723561598,-1.0,3.6414920694394226e-05,0.92719597,2.868114488962441,1.0,-0.00094301027,220,0.07171514265373308,3062,0.014793617911289969,0.40740424,0.07625474,2782.9350696163683,0.2962962962962963,-2.405706,-153.1,-0.9723578707710561,-136.21884115802214,-61.876777575026324,2.1529915,1.713235016786996e-05,0.8272718248347039,0.001071881,0.9999998580142433,8.353866259752974e-17,1060.0734775291708
-4.580949290403875,-1.0,0.11997301912458547,0.9235798,2.923881457942711,1.0,-0.0031234967,240,0.12019883811919899,3219,0.021043788077605464,0.3934377,0.06297961,3062.178564247662,0.4444444444444444,-2.1979084,-160.95,-0.9359258948030188,-146.74954627916222,-65.12259375679037,2.3016539,3.358790404828227e-05,1.3116038220493558,0.0066237864,0.9999998605713268,7.284221895024327e-17,1218.337053730995
-0.8061581578079656,-1.0,0.13096950784922679,0.9234355,2.0760312770077602,1.0,-0.0009861032,260,0.10609221035355273,3530,0.024298184546179824,0.4238294,0.09178238,3427.1170496739924,0.4444444444444444,-2.1811707,-176.5,-0.9930428108250986,-149.85815829792068,-69.71453243820491,2.8296304,0.11521000468823717,1.3826331042733588,0.0025434827,0.9999998384675742,2.153769765618434e-16,1342.3130136372686
-0.7622604198104584,-1.0,0.14351264228965266,0.9243216,2.0298981600866486,1.0,-0.0015168444,280,0.09444406304285678,3760,0.024346238864461637,0.4078729,0.074797586,3564.0107608661574,0.4444444444444444,-2.3211236,-188.0,-0.9587679286619726,-148.8426595431554,-72.64219132516756,2.118982,0.12648276395164926,1.2528017187710918,0.0034310382,0.9999998381767708,7.181017010341439e-17,1407.5053730770835
-0.7282492832621885,-1.0,0.22828064853649943,0.92605555,1.8366578764527257,1.0,-0.0005129959,300,0.06610327770721308,2785,0.01183980907810925,0.39389718,0.15145382,1851.8328885015321,0.4444444444444444,-2.1187627,-139.25,-1.293435654885737,-135.25247627295553,-57.765581762074966,1.9880061,0.21980798714122896,0.7582314325196753,0.0015199293,0.999999836080909,-4.337244706614615e-17,965.6186631478616
-0.6737822052134548,-1.0,0.2268110933416102,0.92529815,1.728814809441865,1.0,-0.0004325682,320,0.07116452487635061,2859,0.00785364202951086,0.41575927,0.16883342,1956.7606148697948,0.2962962962962963,-2.3993506,-142.95,-1.2758421858755415,-145.3980806944101,-59.38653222482628,2.293248,0.21403121165751537,1.0764001697419538,0.001256362,0.999999838396043,1.1556571253181062e-16,1050.942063318171
-4.874621882325153,-0.24060491178222657,0.057616624519454596,0.9276287,0.8110921794618073,1.0,-0.0016778392,340,0.10384276830020633,2907,0.01667355009535175,0.39568812,0.13510264,1229.4988486400252,0.4444444444444444,-2.0900629,-195.3,-11.196534747516841,-240.60491178222657,-21.662968654632742,2.2168202,0.03554670826765327,1.274339866241562,0.006089543,0.999999897136241,-3.910795931256141e-17,1293.4984303785939
-0.7161083163089874,-0.2467302645805704,0.7315076619379381,0.9297235,2.6501878842806037,1.0,-0.0048617963,360,0.0723973934068234,2983,0.019044298441857597,0.38033214,0.082375765,21.328030791621043,0.6666666666666666,-2.196856,-149.15,-1.3500124362160706,-35.393015203878164,-15.140746716049884,2.3017902,0.3992944542220739,1.0516969078070064,0.009517678,0.999999638700647,-2.3819736364736847e-17,67.16759209973094
