Beta,_mean_adv,_mean_obs,_std_adv,PolicyLoss,_std_discrew,_min_discrew,_MeanReward,_lr_multiplier,_mean_discrew,_max_act,_max_discrew,Steps,KL,_std_act,_min_obs,_mean_act,ValFuncLoss,_max_adv,PolicyEntropy,_max_obs,ExplainedVarNew,_Episode,_min_adv,_std_obs,_min_act,ExplainedVarOld
0.6666666666666666,1.8973103758614157e-17,0.08229253512708153,0.9999804168084802,-0.002060516,0.009848863888878196,-0.3972584156917258,-74.9,1.0,-0.17440331963308103,2.1224415,-0.0050000000000000044,1498,0.00095920777,0.39837417,-1.5425847827692056,-0.06501908,0.0015058799019116637,3.0140640574505944,0.9150203,4.105217309671286,0.8585102925093202,20,-2.586978323618075,0.331607238725863,-2.085706,-0.6148342457951861
1.0,-4.4005536896785727e-17,0.013690253813982468,0.9999416024847702,-0.013097461,0.006016271782297374,-0.3370319165386298,-60.55,1.0,-0.14090136097427808,1.8762882,-0.0050000000000000044,1211,0.011432514,0.38692993,-0.576463656160956,0.13145608,0.00047389249743231274,2.128538037088214,0.91146773,0.5927206397046928,0.9216923982652732,40,-1.9109027702164094,0.050158866226025195,-1.9489788,0.8005004201172131
