_max_discrew,_max_obs,Beta,_min_act,Steps,_mean_adv,_std_adv,_std_act,_MeanReward,_Episode,_max_act,PolicyLoss,_mean_discrew,ValFuncLoss,_min_obs,_std_discrew,_min_adv,KL,_max_adv,_lr_multiplier,PolicyEntropy,ExplainedVarOld,_min_discrew,_std_obs,_mean_obs,_mean_act,ExplainedVarNew
-0.0050000000000000044,0.5405386631898446,0.6666666666666666,-1.8896382,1084,3.27741114280489e-18,0.9999923556907045,0.4350633,-54.2,20,1.9985039,-0.0025949762,-0.12663752141087736,0.0005413954532441039,-1.032776904345605,0.00471173977082539,-1.3708603912962216,0.0011092514,2.092743986373016,1.0,0.9149737,-19.556878804373767,-0.25228054069674555,0.08698979844578172,0.039330328499413786,0.18431465,0.8866791620600498
