PolicyLoss,_min_act,_min_discrew,_mean_obs,Steps,_std_discrew,_mean_adv,_std_act,_mean_discrew,_min_obs,Beta,_max_act,_mean_act,_std_obs,_Episode,ValFuncLoss,_std_adv,ExplainedVarOld,PolicyEntropy,_max_obs,_max_adv,KL,ExplainedVarNew,_lr_multiplier,_min_adv,_max_discrew,_MeanReward
-0.0011844182,-2.1695092,-0.2560191379932618,0.01468753211537708,1111,0.004908441072252674,2.558209669703331e-17,0.39884818,-0.1294186032927666,-0.83448832363182,0.6666666666666666,1.8826047,0.011414995,0.06325844655799703,20,0.000281240168965567,0.9999753322727678,-0.20138449036419126,0.92295015,0.5600594332823696,2.543847153215695,0.0014722625,0.9520753518870422,1.0,-2.8419393056462847,-0.0050000000000000044,-55.55
