_mean_discrew,_min_adv,_std_discrew,PolicyLoss,Beta,_std_obs,_std_adv,_mean_act,_max_discrew,PolicyEntropy,_max_act,_min_discrew,_max_adv,_std_act,_Episode,Steps,_mean_adv,_MeanReward,KL,ValFuncLoss,ExplainedVarNew,_max_obs,_mean_obs,_min_obs,ExplainedVarOld,_min_act,_lr_multiplier
-49.764703861269425,-1.1034627965013943,671.1829980020799,-0.0028422968,1.0,0.09751530756834828,0.9999998042347028,0.08138944,-1.0,0.9163917,2.194429,-98.84928032204168,2.641574620067899,0.3734204,20,2376,-1.1513423959075697e-16,-118.8,0.0031095524,2881.3110251806993,0.002538795831118601,1.8350684028303446,0.09173661537786015,-0.7956300461400381,-0.005580029199508285,-1.8754593,1.0
