Steps,_lr_multiplier,_Episode,_max_adv,_min_adv,_std_adv,_mean_discrew,PolicyEntropy,ValFuncLoss,_max_act,ExplainedVarOld,_min_obs,_std_obs,_max_obs,_max_discrew,_min_discrew,Beta,_min_act,PolicyLoss,_MeanReward,_mean_act,_std_act,KL,_std_discrew,ExplainedVarNew,_mean_adv,_mean_obs
10917,1.5,1200,11.074368947933735,-2.5200449882223377,0.9971675190966086,0.0,0.9247414,6.816274546786794e-07,2.4793227,0.9999989164899439,-1.5015161563885557,0.2288554925791825,3.2809999999997497,0.0,0.0,0.04285714285714286,-2.9671097,-0.0030335383,-545.85,-0.36468986,0.52455354,0.0065306667,0.0,0.9999993276143487,0.0,0.091723922783897
7957,1.5,1220,8.807682551826998,-2.6741442801917383,0.9973326768172942,0.0,0.9184589,5.980186510467956e-07,2.6058419,0.9999993054879796,-1.4944485044395914,0.07517594008875146,0.6591107406039627,0.0,0.0,0.04285714285714286,-2.902912,-0.0009099182,-397.85,-0.3549621,0.6460789,0.001733723,0.0,0.9999994040461712,7.14382541922936e-18,-0.05567803658491121
10276,1.5,1240,4.973329562921504,-2.026675649998501,0.9965994738082371,0.0,0.91227216,4.314507094043097e-07,2.4538765,0.9999994478814641,-1.4823025503438567,0.1339201236941674,2.489999999999837,0.0,0.0,0.04285714285714286,-2.9989798,-0.0016942155,-513.8,-0.3429113,0.57006526,0.0029739817,0.0,0.9999995786754542,-6.914584816661154e-18,0.017043979783240813
10894,1.5,1260,5.4937972770478085,-1.9628591652750875,0.9961683359789679,0.0,0.9120401,3.153715388194792e-07,2.9034142,0.9999995516696997,-1.4739384874205061,0.20630755354743702,3.194999999999759,0.0,0.0,0.06428571428571428,-2.8205507,-0.004601029,-544.7,-0.32687262,0.57085997,0.01211475,0.0,0.9999996847221696,-1.0435729550359467e-17,0.06304044040601288
8042,1.5,1280,4.288306759960153,-1.6597935953228586,0.9963737987726725,0.0,0.91131294,3.014174004090393e-07,2.750047,0.9999996471502485,-1.4682849423085744,0.07525540499213564,0.6651143526994456,0.0,0.0,0.06428571428571428,-3.0265553,-0.0018919737,-402.1,-0.34837252,0.7846855,0.003077499,0.0,0.9999997067245493,-6.184778848943921e-18,-0.05104053281238334
7980,1.5,1300,4.487465604215559,-1.6795332633940925,0.996108706003546,0.0,0.9141008,2.6075193081367887e-07,2.7543888,0.9999996992508221,-1.4582755057368642,0.07561909031883307,0.6646873837207389,0.0,0.0,0.09642857142857142,-2.7875094,-0.0020776682,-399.0,-0.39001778,0.7782294,0.006051528,0.0,0.9999997612686294,8.904044307770679e-19,-0.04710518152485529
8039,1.5,1320,4.473341973666151,-1.7382614575177073,0.9956091654460348,0.0,0.9172279,1.9943269338943603e-07,2.851048,0.9999997684547041,-1.4486880591865272,0.07473814009494847,0.6650679629094508,0.0,0.0,0.09642857142857142,-2.9436264,-0.0007205996,-401.95,-0.4364531,0.8771705,0.0031278934,0.0,0.9999998042244763,-4.419347778082474e-18,-0.04647676427081732
7959,1.5,1340,8.0045580361176,-2.9142080221727227,0.9954134262275643,0.0,0.9214794,1.8800025562873412e-07,2.8524635,0.9999997824714615,-1.4396469881365026,0.07394314047942956,0.6679165206131722,0.0,0.0,0.14464285714285713,-3.074363,-0.0017434005,-397.95,-0.45745376,0.8796454,0.006122002,0.0,0.9999998161705379,-1.696232187390615e-17,-0.047798919222777424
30237,1.5,1360,8.180091772165897,-3.503518007633155,0.9910409603422299,0.0,0.9230025,5.018359823316804e-08,2.6611972,0.9999997853837654,-1.431016399546936,0.2574977624669684,3.8649999999996854,0.0,0.0,0.14464285714285713,-3.2948287,-0.0010278778,-1511.85,-0.43684337,0.48725536,0.004100845,0.0,0.9999999502504765,-2.255915025729061e-17,0.28407104010275874
60262,1.5,1380,10.825524682663747,-5.764131312307578,0.981727686784977,0.0,0.924998,1.9018412283275572e-08,2.7242503,0.9999999476541355,-1.448322938130306,0.38741887645091605,5.0930000000000355,0.0,0.0,0.14464285714285713,-3.1051235,-0.0010040305,-3013.1,-0.4324428,0.4219335,0.0029168348,0.0,0.9999999856965133,-7.546170901836383e-18,0.4634151108767185
24781,1.5,1400,5.1985635740478155,-3.838458206577471,0.9875480064449736,0.0,0.9281901,3.940873584887529e-08,2.7198098,0.999999840224846,-1.501116635849799,0.39141304383437403,5.1170000000000435,0.0,0.0,0.14464285714285713,-3.317572,-0.0016888513,-1239.05,-0.4398488,0.51205355,0.0049224305,0.0,0.9999999616323622,1.0322238201591383e-17,0.29575394657307935
8088,1.5,1420,4.136115850534621,-2.4785816518112465,0.9886167136856566,0.0,0.9353799,1.6279524421557304e-07,2.9193,0.9999999385228165,-1.49919073774861,0.07942726058905433,0.7468776647146681,0.0,0.0,0.09642857142857142,-3.0178142,-0.00068064313,-404.4,-0.4726546,0.87495255,0.0005737442,0.0,0.9999999732464601,1.4934750875274114e-17,-0.05263997236123847
9616,1.5,1440,6.463921818847581,-2.045185170468682,0.9873447686749718,0.0,0.9358145,1.5154639438712122e-08,2.6254826,0.9999999763438676,-1.4909413952667627,0.1053249793546855,1.949999999999896,0.0,0.0,0.14464285714285713,-3.0919254,-0.0022671032,-480.8,-0.48268119,0.7715902,0.0060119526,0.0,0.9999999848874126,7.389171544926166e-18,-0.0024521494964863297
47262,1.5,1460,10.370655641327783,-6.295548019282384,0.9571559421670417,0.0,0.9351314,9.033622204178778e-07,2.6275358,0.9999999968574523,-1.4847153296846005,0.22957660967265384,4.073999999999695,0.0,0.0,0.14464285714285713,-3.1466186,-0.0018820714,-2363.1,-0.4543226,0.44868222,0.0049281893,0.0,0.9999999983633636,0.0,0.2981796992776009
44533,1.5,1480,9.804640632725604,-5.172231676042952,0.9683787004903464,0.0,0.935485,1.6944010340587203e-08,2.5883346,0.9999999952432469,-1.5091186431568355,0.12021085925262218,2.8189999999998006,0.0,0.0,0.2169642857142857,-3.7341907,-0.002352793,-2226.65,-0.4860534,0.4558266,0.012476451,0.0,0.9999999990010271,4.741950936786243e-16,0.18058562598945532
27614,1.5,1500,14.510832603218452,-3.6908862668846862,0.9258863295599487,0.0,0.93838173,2.45994891866876e-07,3.3997152,0.9999999967667272,-1.5403543162329596,0.07981805390327387,1.8539999999999066,0.0,0.0,0.3254464285714285,-3.570135,-0.0034646057,-1380.7,-0.4742509,0.519233,0.0070546465,0.0,0.9999999987957557,-2.0996699948585563e-16,0.08779014894465907
18361,1.5,1520,10.54553053787805,-1.5560447573870733,0.9645429626469276,0.0,0.9407511,2.797399336776457e-08,2.8380527,0.9999999979661791,-1.5524365639927666,0.0686193455739322,1.4529999999999508,0.0,0.0,0.3254464285714285,-3.1545882,-0.0010305183,-918.05,-0.47481233,0.6167088,0.0032103492,0.0,0.9999999993290318,6.33107083330714e-16,0.02855546527156633
15987,1.5,1540,6.789877695653972,-4.848474752976955,0.9409726726763222,0.0,0.94371456,1.238612712854371e-08,2.787038,0.999999999213278,-1.5550040550181319,0.07060210898558329,1.404999999999956,0.0,0.0,0.2169642857142857,-3.2271733,-0.00028286,-799.35,-0.49320948,0.6878742,0.00084162835,0.0,0.9999999994983818,-1.137792833893699e-16,0.014906024699159505
19280,1.5,1560,4.960565509529915,-5.697122005424566,0.9152762733808257,0.0,0.9457332,2.5093371359968602e-08,2.8822293,0.9999999996196488,-1.5548485878480593,0.0626556240854945,1.3219999999999652,0.0,0.0,0.2169642857142857,-3.1362672,-0.0015998811,-964.0,-0.5047663,0.64625674,0.004672344,0.0,0.9999999997026398,7.149652009204328e-17,0.02918201223807282
22715,1.5,1580,3.436742411233758,-6.593801289516779,0.9160595135094656,0.0,0.9436753,2.1487430244867705e-10,2.9403825,0.9999999997894703,-1.558179944611577,0.05766798132328468,1.2839999999999694,0.0,0.0,0.2169642857142857,-3.4030225,-0.0013934065,-1135.75,-0.5291153,0.6335836,0.0035668868,0.0,0.9999999999152078,7.194577557773412e-17,0.03304099844227149
22040,1.5,1600,7.059919114369272,-4.060773868164559,0.7531592954864968,0.0,0.94204134,1.8783943615302487e-09,3.3762035,0.9999999999142636,-1.5646927782001516,0.057828132062500794,1.2219999999999762,0.0,0.0,0.2169642857142857,-3.098773,-0.0007094947,-1102.0,-0.538782,0.66501135,0.0041413107,0.0,0.9999999999281352,-2.4501473646900006e-17,0.027421741215759864
20064,1.5,1620,4.817458523698373,-5.303474619037707,0.809357734631228,0.0,0.94224036,5.1586456223765454e-08,3.192803,0.9999999999284714,-1.5697865135831053,0.05644099500131966,1.0769999999999922,0.0,0.0,0.2169642857142857,-3.0089726,-0.00028594513,-1003.2,-0.53097564,0.70811695,0.0015220952,0.0,0.9999999999649711,2.337311630789803e-17,0.012408742153773302
18218,1.5,1640,1.5781560814489755,-6.368559741283466,0.9301585793424408,0.0,0.9446306,1.1595731841661875e-07,3.118815,0.9999999999637493,-1.5730952491550372,0.05726922678918125,0.9830000000000008,0.0,0.0,0.14464285714285713,-3.141677,-9.347031e-05,-910.9,-0.5242496,0.7295171,0.0003724988,0.0,0.9999999997066671,7.254415899186444e-17,0.005107253213144293
18438,1.5,1660,0.8135227610516795,-6.939600577033559,0.954997955075558,0.0,0.9456458,8.070324504055261e-09,3.4976692,0.9999999997235347,-1.574868214278139,0.05824949931879534,1.0020000000000004,0.0,0.0,0.09642857142857142,-3.2402532,-0.0002783614,-921.9,-0.5147967,0.7351564,0.00013516015,0.0,0.9999999999225277,7.244930812609764e-17,0.012235115197338869
19287,1.5,1680,2.174352807388566,-5.664071337154393,0.8535532052205426,0.0,0.9464988,1.0723231753937115e-10,3.0241623,0.9999999999253079,-1.5763716594423234,0.05754160416180694,1.1209999999999873,0.0,0.0,0.09642857142857142,-3.5767674,-0.00077891554,-964.35,-0.49994963,0.7147914,0.0022351465,0.0,0.9999999999887548,-6.189204106791976e-17,0.014592540021712364
17855,1.5,1700,6.428477197569123,-2.44722421417032,0.5986121479702303,0.0,0.9486565,8.14682376943911e-10,3.4194927,0.9999999999860341,-1.5787560049945,0.0576183237709856,1.0169999999999988,0.0,0.0,0.09642857142857142,-3.3890004,-0.001229161,-892.75,-0.47434744,0.7141327,0.0017055166,0.0,0.9999999999897514,7.640672375577666e-17,0.009906615110606762
17516,1.5,1720,8.176283896475969,-2.0981013517135882,0.6519292466545273,0.0,0.95197135,1.0187804661635449e-06,3.3912535,0.9999999999897752,-1.5800519477052923,0.05810593890835123,0.9800000000000008,0.0,0.0,0.09642857142857142,-3.3902733,-0.00047134794,-875.8,-0.49752983,0.7488216,0.0029619639,0.0,0.9999999999458109,-6.084803058004968e-17,0.00931903731653217
16400,1.5,1740,0.4221960497895618,-6.337303495457188,0.9838444107836392,0.0,0.95269716,2.6277072402694165e-06,3.553978,0.9999999999456877,-1.581220186659287,0.060090275652867675,0.8970000000000007,0.0,0.0,0.09642857142857142,-3.1013744,-0.001163949,-820.0,-0.50899804,0.79736495,0.0054701553,0.0,0.9999999999865231,2.1576236732227432e-16,0.007999152157983363
17626,1.5,1760,6.630828706788308,-0.33029371194936374,0.9893777295409091,0.0,0.9552002,2.126623400494069e-11,3.5016046,0.9999999999874031,-1.5813259602626069,0.05840397583902694,0.9810000000000008,0.0,0.0,0.06428571428571428,-3.2822495,-0.0006663541,-881.3,-0.5391193,0.75620157,0.0010375361,0.0,0.9999999999943197,7.094946187097336e-17,0.010468158116286807
16629,1.5,1780,5.306009682024374,-1.9770360666201,0.46393971304369264,0.0,0.95722276,2.1875113855744318e-10,3.2329197,0.9999999999934559,-1.5823833279172235,0.059328996339589435,0.9400000000000007,0.0,0.0,0.06428571428571428,-3.5958018,-0.001752891,-831.45,-0.5216781,0.7952671,0.0048957285,0.0,0.9999999999951737,-2.9696746728803275e-17,0.007048232911832001
15933,1.5,1800,3.148671624604556,-4.771539132790099,0.5141651391761337,0.0,0.9558123,1.821937213748937e-08,3.013967,0.9999999999958726,-1.5825755719329793,0.060392542524752915,0.9090000000000007,0.0,0.0,0.06428571428571428,-3.204894,-0.000753828,-796.65,-0.5122104,0.8157579,0.0040753777,0.0,0.9999999999967892,8.027219760046322e-18,0.0037263598022849345
14265,1.5,1820,0.8555090523292932,-6.035157454410466,0.8920235498237441,0.0,0.9533767,7.208400266843942e-12,3.3018456,0.9999999999954324,-1.5823068723012461,0.06334040308788187,0.8923400690650534,0.0,0.0,0.06428571428571428,-3.1023808,-0.00048119744,-713.25,-0.46425816,0.83589244,0.0021793083,0.0,0.9999999999961733,4.2836786032505165e-17,-0.0022469777244729073
13886,1.5,1840,5.647860092474927,-1.655408126396334,0.386432505109226,0.0,0.9537964,1.2947212428549524e-11,3.8090093,0.9999999999963871,-1.5807150040544027,0.06392083503198029,0.8968387079756913,0.0,0.0,0.04285714285714285,-3.3892553,-0.0009041221,-694.3,-0.44585985,0.8309014,0.00056529825,0.0,0.9999999999938362,6.140366433185368e-18,-0.004904962086405386
14285,1.5,1860,5.289517295603395,-2.6051169959663376,0.34652606266174457,0.0,0.9536303,2.597387937041622e-09,3.2295337,0.9999999999942843,-1.5790249458854253,0.06221675004894868,0.9008682082184339,0.0,0.0,0.06428571428571428,-3.2601779,-0.0012277504,-714.25,-0.4337194,0.80258286,0.008290416,0.0,0.9999999999944575,4.4766430674420034e-17,-0.004402076055089792
12504,1.5,1880,2.4379878535114368,-5.440866498837212,0.7610474764271781,0.0,0.95288676,3.412967212322425e-09,3.0903728,0.99999999999255,-1.5774643402066093,0.067385511568721,0.9040725322759023,0.0,0.0,0.09642857142857142,-3.2420866,-0.006617049,-625.2,-0.41027027,0.7806276,0.009922258,0.0,0.99999999999143,3.136752960169348e-16,-0.0074122089611866
13100,1.5,1900,1.5310347912670639,-5.750468539278074,0.7690164627003211,0.0,0.95275736,4.802974183316986e-07,3.3648248,0.9999999999922944,-1.574787892770158,0.06578093523358111,0.9084324800473794,0.0,0.0,0.14464285714285713,-3.3835938,-0.0009775439,-655.0,-0.4311684,0.8925785,0.0077133263,0.0,0.99999999999724,-1.2149738382462782e-16,-0.007745250714053869
13915,1.5,1920,5.872314444125786,-0.37734662596539725,0.977980471480018,0.0,0.9556791,2.5667751870143207e-12,3.3395677,0.9999999999981618,-1.5726046288587616,0.06457688715564597,0.9123612642281559,0.0,0.0,0.14464285714285713,-3.4550323,-0.00068428344,-695.75,-0.46525198,0.9473817,0.0022049798,0.0,0.999999999998186,2.287625911753682e-16,-0.0007957959000253821
12965,1.5,1940,3.98377963045907,-2.888937569223298,0.2781911336496996,0.0,0.95677257,4.717558658240199e-10,3.5747383,0.9999999999979954,-1.5711363303199928,0.06608586386540169,0.9160736916803958,0.0,0.0,0.09642857142857142,-3.1867423,-0.00026434998,-648.25,-0.4443746,1.0118735,0.001012163,0.0,0.9999999999925022,1.781152249302218e-18,-0.007120916524304916
12768,1.5,1960,0.7326380496665577,-7.1289166164337185,0.6188324202288616,0.0,0.95658267,9.442823020308959e-12,3.434387,0.9999999999925921,-1.5689176917048524,0.06736263832995633,0.9201036166487336,0.0,0.0,0.09642857142857142,-3.4315972,-0.00048090616,-638.4,-0.4471542,1.0403134,0.0021841524,0.0,0.999999999997672,6.455432123133742e-17,-0.0051398352649207075
12126,1.5,1980,6.087812403183621,-2.015434231687539,0.3183928232539321,0.0,0.95599365,2.8078323299028498e-09,3.7410989,0.999999999997129,-1.5666003744458576,0.06932964008705067,0.9226809599854088,0.0,0.0,0.06428571428571428,-3.4967484,-0.00040245647,-606.3,-0.42459804,1.0793663,0.0008769151,0.0,0.9999999999965856,-9.9614271053288e-18,-0.007527108750378764
11901,1.5,2000,5.369770180530123,-0.5778546021323384,0.7690912180669632,0.0,0.951594,6.053493943032095e-12,3.7814636,0.9999999999968052,-1.5640381934200496,0.07060893742685294,0.9264663792624575,0.0,0.0,0.06428571428571428,-3.0553713,-0.00038059405,-595.05,-0.42644262,1.1375198,0.0015726893,0.0,0.999999999998022,5.3734010770867166e-17,-0.007452509293118652
11553,1.5,2020,2.908069286416475,-5.725983198888727,0.27076045765874157,0.0,0.9472695,3.401484822975623e-07,3.4619107,0.999999999997656,-1.5613714604412496,0.07166365055937464,0.9281359801990116,0.0,0.0,0.04285714285714285,-3.392469,-0.00016172111,-577.65,-0.4080575,1.1812845,0.0004683159,0.0,0.9999999999950153,1.4453176049824595e-17,-0.009330802862595527
11331,1.5,2040,5.335965377338725,-0.40857893030673625,0.9759593171191888,0.0,0.9471059,1.2965948286794984e-09,3.5850422,0.9999999999950883,-1.5585108520869668,0.07253864632589621,0.9322443968956498,0.0,0.0,0.04285714285714285,-3.4489908,-0.00047694537,-566.55,-0.38560495,1.1898444,0.0031929517,0.0,0.9999999999978745,2.006651446855812e-17,-0.007061504995439653
10709,2.25,2060,5.582236892563057,-0.4624690540265027,0.7234718425622378,0.0,0.9448216,1.8099616327508985e-08,3.5891,0.9999999999975675,-1.5555960525770773,0.07467535574793444,0.9339445142789705,0.0,0.0,0.02857142857142857,-3.1514409,-0.00015633105,-535.45,-0.33463672,1.207104,0.0007921792,0.0,0.9999999999931903,7.563906235563677e-17,-0.010180923849639449
10301,2.25,2080,0.7625495627256815,-5.210422782246122,0.8997485654331807,0.0,0.9376445,1.4380527620079562e-10,3.830131,0.9999999999930543,-1.5523233556133829,0.07702571750345819,0.9357755996785613,0.0,0.0,0.02857142857142857,-3.18299,-0.0007412162,-515.05,-0.36165166,1.2975972,0.0039491327,0.0,0.9999999999984435,-1.5037211571274813e-16,-0.01010493738779173
11007,2.25,2100,2.303514161212089,-5.111560863765846,0.40921605242334397,0.0,0.9324329,9.829015442926252e-11,3.9393883,0.999999999998557,-1.5489042230997265,0.0732214621427163,0.937913788862583,0.0,0.0,0.02857142857142857,-3.1089916,-0.0009857661,-550.35,-0.4024889,1.2709309,0.00379125,0.0,0.9999999999978885,1.3298065191839797e-16,-0.009637763213977447
11617,2.25,2120,5.268223872609919,-1.6024487160247862,0.3407793213673766,0.0,0.93348646,2.9713521700405604e-09,4.1066694,0.9999999999978504,-1.5460361644714251,0.07054831741007611,0.9418716159929301,0.0,0.0,0.04285714285714286,-3.387168,-0.0008005615,-580.85,-0.4269972,1.2307653,0.007059949,0.0,0.9999999999941935,7.890162082555989e-17,-0.0079694542924783
10893,2.25,2140,4.890860774742122,-0.7614833028168355,0.7616675472452682,0.0,0.94006515,1.4456821349554725e-12,3.667698,0.9999999999940777,-1.5435294623033329,0.07445858923761096,0.944198789627532,0.0,0.0,0.04285714285714286,-3.1505134,-0.0007738824,-544.65,-0.40014502,1.3123852,0.004746216,0.0,0.9999999999985544,-1.8655579034920467e-16,-0.006669303597606841
10000,2.25,2160,2.3409914409633252,-4.208820561764555,0.19302747776793489,0.0,0.9440696,1.788121931411979e-10,3.7341466,0.9999999999985868,-1.5407039560979607,0.07765128606719854,0.9463358290937578,0.0,0.0,0.04285714285714286,-3.2682526,-0.00047109276,-500.0,-0.36948153,1.404868,0.0043177805,0.0,0.9999999999959021,-1.2079226507921702e-17,-0.014882112664905158
9734,2.25,2180,4.671213541644459,-0.7990106614304918,0.5753594426140726,0.0,0.9462775,1.3305294131031684e-12,3.8856485,0.9999999999953652,-1.5372976486239778,0.07923920629916487,0.9484698870404126,0.0,0.0,0.04285714285714286,-3.4333954,-0.00016232365,-486.7,-0.32152644,1.388096,0.0020971037,0.0,0.9999999999988178,1.0949394941854841e-16,-0.011151127439599267
9450,2.25,2200,2.0379888330805276,-3.8858590885320985,0.22750865919636795,0.0,0.94861114,7.264072471107957e-13,3.8457184,0.9999999999987881,-1.5338823033516786,0.08001715025398519,0.9504699545096696,0.0,0.0,0.04285714285714286,-3.2683175,-0.0006764932,-472.5,-0.30517375,1.4254044,0.005609685,0.0,0.9999999999992784,2.2556912246352387e-18,-0.01529923547958765
9546,2.25,2220,3.599733991067344,-8.086408305193808,0.2233478317726272,0.0,0.94864625,4.5308409644389303e-07,3.6391811,0.9999999999989976,-1.5302941308735747,0.080207986819991,0.9521980342813184,0.0,0.0,0.04285714285714286,-3.528652,-0.00088995736,-477.3,-0.34235233,1.4456619,0.0037716203,0.0,0.9999999999989763,-1.8608389266711195e-18,-0.010567622744513842
9536,2.25,2240,0.4537235608822502,-4.96433844402159,0.9805972680925034,0.0,0.9521414,1.9198593497968804e-11,4.1021533,0.9999999999986782,-1.526879890355638,0.07990085067135352,0.9532971022683616,0.0,0.0,0.06428571428571428,-3.6127706,-0.002084522,-476.8,-0.32913664,1.5030212,0.006430482,0.0,0.9999999999988998,-2.652613401117824e-16,-0.012094545019577999
9769,2.25,2260,2.8532514508850553,-3.3925257518628773,0.21781676660293334,0.0,0.9506388,8.5416700498074e-12,3.902708,0.9999999999993235,-1.52350388832238,0.07869436572892444,0.9557521891536023,0.0,0.0,0.09642857142857142,-3.2531397,-0.0011609482,-488.45,-0.3301341,1.6270686,0.0062560327,0.0,0.9999999999994318,-6.837037277249403e-17,-0.011583477847756415
9518,2.25,2280,2.7639077305234463,-2.013192364550454,0.2046996178796432,0.0,0.95071924,3.879683481158044e-12,4.008514,0.999999999999431,-1.5203874995269882,0.07949215486957115,0.957474259393108,0.0,0.0,0.09642857142857142,-3.3286514,-0.00087625417,-475.9,-0.33815402,1.8259745,0.004735173,0.0,0.9999999999995275,5.972202023619249e-18,-0.014759928573506415
9674,2.25,2300,1.7844427828593887,-7.606795586061972,0.15710392323267358,0.0,0.94923687,1.07487112266667e-11,4.383314,0.9999999999994392,-1.5171659793729688,0.0792416116622959,0.9590413789718408,0.0,0.0,0.06428571428571428,-3.1949759,-4.266583e-05,-483.7,-0.33788857,1.6885993,0.00012735702,0.0,0.9999999999928283,-1.1843603074355608e-17,-0.00973100410502131
9656,2.25,2320,4.663952672013545,-1.1102904897169474,0.46945797771359143,0.0,0.9475634,3.3436841488915334e-08,4.0814066,0.9999999999939377,-1.5141035650345354,0.07938263615911983,0.9606094679881408,0.0,0.0,0.06428571428571428,-3.4214473,-0.0005879225,-482.8,-0.33626324,1.7103058,0.0042990074,0.0,0.9999999999972677,-7.358561886496481e-18,-0.007937912707621876
10104,2.25,2340,5.0464677426079945,-0.42196307968210023,0.9311598647986128,0.0,0.9494009,1.0078877118843793e-12,3.9841995,0.999999999997371,-1.5111352910130316,0.0770185183502606,0.9620537328493455,0.0,0.0,0.09642857142857142,-3.5150244,-0.004626853,-505.2,-0.3739692,1.756486,0.009797628,0.0,0.9999999999989934,-2.1096874577200123e-16,-0.00685964178790208
10057,2.25,2360,0.590071693596098,-8.82290614228502,0.19169847167219617,0.0,0.9527602,8.682067979820135e-12,4.0571856,0.9999999999988658,-1.5084682152450877,0.07647780565835362,0.9642566057217566,0.0,0.0,0.09642857142857142,-4.2504296,-0.0009337221,-502.85,-0.39820194,1.6107819,0.0039924234,0.0,0.9999999999993292,-1.413031193716019e-18,-0.008397726069325546
9950,2.25,2380,0.6071484591608379,-6.940865777937408,0.22457941896181036,0.0,0.9545207,1.11653940566034e-08,3.8527648,0.9999999999994428,-1.5058350603819772,0.07685832966008907,0.9659836690859447,0.0,0.0,0.09642857142857142,-3.3201313,-0.00067757425,-497.5,-0.38086182,1.4845256,0.0021221633,0.0,0.9999999999994544,-5.71290641817166e-17,-0.00798476552203545
9594,2.25,2400,4.660583626149219,-0.46245929125024765,0.88368188395633,0.0,0.95378125,9.011421071239679e-07,3.6195176,0.9999999999995206,-1.5032082504291968,0.07830727454805318,0.9676003564907777,0.0,0.0,0.14464285714285713,-3.1064525,-0.0038025058,-479.7,-0.3860063,1.429418,0.008111988,0.0,0.9999999999995213,5.184280957182303e-17,-0.010360476399732655
9862,2.25,2420,0.44225570262675096,-4.965503543905117,0.9859995961738084,0.0,0.9587389,3.1981418435580395e-09,3.9343019,0.9999999999995616,-1.500402429603626,0.07670010882247254,0.9688094467097867,0.0,0.0,0.2169642857142857,-3.2910054,-0.0026724031,-493.1,-0.38257498,1.2940451,0.0085785305,0.0,0.9999999999995304,-2.665796108611205e-16,-0.008013027340083216
10216,2.25,2440,0.494139930165052,-5.466989720058724,0.8023177277073624,0.0,0.96359676,4.627212219687247e-07,3.4813085,0.9999999999994118,-1.4978204197455216,0.07442866159050912,0.9709229152688478,0.0,0.0,0.2169642857142857,-3.4287946,-0.00032163947,-510.8,-0.39429668,1.1161165,0.0018533038,0.0,0.9999999999990654,-3.8949092798126085e-17,-0.005914714860659289
10553,2.25,2460,5.0341443148884615,-0.4229612090596095,0.979885543553771,0.0,0.97343993,4.4881505496934334e-10,3.2258277,0.9999999999991975,-1.4954752759615246,0.0724988904361877,0.9726151557172348,0.0,0.0,0.2169642857142857,-3.2135582,-0.0010224812,-527.65,-0.41340253,1.0498605,0.0015594026,0.0,0.999999999999486,-1.2119557702721315e-17,-0.005577281471826856
10461,2.25,2480,3.3671084409396195,-0.5041790097848214,0.5363660568341593,0.0,0.9710294,2.6010273387269317e-06,3.0006642,0.999999999999311,-1.4933697668385861,0.07267227083350006,0.9728374918320527,0.0,0.0,0.14464285714285713,-3.2213666,-0.00069168943,-523.05,-0.38995498,0.9932526,0.0013845542,0.0,0.9999999999988479,-1.439968071705776e-16,-0.005179928220824023
10094,2.25,2500,4.966919279917777,-0.4327230319777155,0.9916141999344202,0.0,0.9696495,4.697888255458452e-10,3.497558,0.999999999999015,-1.4912391807946292,0.07451727990149194,0.976302978731979,0.0,0.0,0.2169642857142857,-3.1714587,-0.0027502426,-504.7,-0.40789324,1.0244042,0.008029041,0.0,0.9999999999994925,3.6885713645560976e-16,-0.005768953175257233
9740,2.25,2520,0.43798056425964965,-6.004672675034039,0.6213864582655112,0.0,0.9704224,1.5107473565551764e-12,3.7663374,0.9999999999991899,-1.4889547827343679,0.07681298451556659,0.9777332156050842,0.0,0.0,0.14464285714285713,-3.7484398,-0.00035681034,-487.0,-0.40135506,1.1434686,0.0014122186,0.0,0.9999999999992877,7.732805953857353e-17,-0.00562733383600546
9467,2.25,2540,0.7178738778239492,-6.551559532088778,0.15742355164557137,0.0,0.97326505,1.3355815792540226e-07,3.5981936,0.9999999999993097,-1.4865448067583176,0.07787087263918499,0.9796138678448367,0.0,0.0,0.14464285714285713,-3.5276968,-0.00025553184,-473.35,-0.39997435,1.2334387,0.0016836037,0.0,0.9999999999965644,4.690918029471455e-18,-0.00725525741626484
9301,2.25,2560,4.642941040266645,-0.4653782678016781,0.964353734312598,0.0,0.96660167,1.1812210173995513e-06,3.4232292,0.9999999999966744,-1.4840205059255842,0.07860777820470057,0.9812952023188839,0.0,0.0,0.09642857142857142,-3.2145457,-0.00031800917,-465.05,-0.37550658,1.2279226,0.00091536023,0.0,0.9999999999978082,-4.583653816321472e-17,-0.00791572429282764
9277,2.25,2580,0.4501210684726533,-4.822601907425977,0.9880919813929435,0.0,0.9612682,1.7962454873970375e-11,3.4229727,0.9999999999974984,-1.481490058693775,0.07899863307578686,0.982604842611725,0.0,0.0,0.09642857142857142,-3.5221307,-0.0011722046,-463.85,-0.3918476,1.2740158,0.0025863093,0.0,0.9999999999820625,-6.433716697622983e-17,-0.007194173512039545
9548,2.25,2600,0.9671574735786834,-6.1673680816186875,0.5840267265332852,0.0,0.9644098,2.931763373707837e-11,3.9366603,0.9999999999841103,-1.4789359934682906,0.0771087418131471,0.982121517575865,0.0,0.0,0.09642857142857142,-3.1568768,-0.00027127707,-477.4,-0.3941008,1.1689003,0.0015486145,0.0,0.9999999999906357,-5.023212679493796e-18,-0.004287849623866354
9596,2.25,2620,0.9089640889279319,-5.985024038638688,0.563056689969077,0.0,0.9695877,8.167533362617479e-11,3.4054027,0.9999999999904426,-1.4766302419300987,0.0771163879590426,0.9854111220907958,0.0,0.0,0.09642857142857142,-3.3033342,-0.00028740987,-479.8,-0.4039324,1.1746721,0.0015074523,0.0,0.9999999999983179,3.3690802914844264e-17,-0.0030600376319727387
