_MeanReward,_min_act,_max_discrew,_mean_act,_max_adv,_std_act,_std_adv,ExplainedVarOld,_max_obs,PolicyLoss,_min_discrew,_std_discrew,PolicyEntropy,_min_adv,_mean_obs,_min_obs,_mean_discrew,_lr_multiplier,_std_obs,KL,_mean_adv,ValFuncLoss,_Episode,Beta,ExplainedVarNew,_max_act,Steps
-2016.2,-2.446363,-0.0050000000000000044,0.02771354,0.4214306995313051,0.38352773,0.9999994863078696,0.007664685099848412,3.5534146686228394,-0.007988303,-25.00000000000002,47.247044097327255,0.9149689,-6.169298495587804,0.28306452282099576,-2.526645457208071,-3.876168474965566,1.0,0.42234564284892956,0.0045942413,1.0662806014032642e-17,47.679524650580994,20,1.0,-0.00019892527890164047,2.3417583,5331
-326.15,-2.084556,-0.0050000000000000044,0.005626008,4.014979774943392,0.37556395,0.9999967131274845,-0.1866166142020249,1.0811519902021973,-0.00031468784,-0.8287129923100175,0.05163068257363457,0.91179,-1.20252065617577,0.08451882241319954,-0.9121093376852594,-0.5090684212097497,1.0,0.059189535390120944,0.0006476042,1.0021452045060436e-16,0.07084165381466444,40,0.6666666666666666,-0.3621557219370868,2.29193,6523
-324.9,-2.155568,-0.0050000000000000044,0.00055349566,4.415447903855846,0.38906947,0.9999885577987945,0.1522680303101095,0.7282449719025746,-0.0029786336,-0.8312694723106665,0.05143386742828367,0.9122661,-2.6758626009902255,0.07933316062002779,-0.9168732256273714,-0.5078342311402686,1.0,0.0591416049093423,0.0059288144,-1.3121749506188369e-17,0.007270122235247068,60,0.6666666666666666,0.8931328070665511,2.3314762,6498
-324.7,-2.3995366,-0.0050000000000000044,0.006033441,5.796441972384785,0.39501497,0.9999533680629115,0.9126766003120049,0.7966090846677303,-0.0007001404,-0.8180938201239235,0.051383607756435606,0.91397387,-4.482997914767025,0.06766569442980044,-0.9140705560757372,-0.5076061872615136,1.0,0.06922235383920977,0.0012271513,-2.625966377924608e-17,0.0020398242913098616,80,0.4444444444444444,0.9625785684737637,2.2130346,6494
-323.0,-2.512172,-0.0050000000000000044,0.005170798,5.2064727863407905,0.3789338,0.999938694877027,0.9562631495240128,1.015586202913025,-0.00021191515,-0.8199083342681874,0.05118741923843237,0.9159034,-4.891704291995798,0.07738428244968347,-0.8679222421382173,-0.5060437592169597,1.0,0.06837671349879536,0.0005972862,2.1998227113315797e-18,0.0014809386815655332,100,0.2962962962962963,0.971068315282099,2.3647947,6460
-326.15,-2.563177,-0.0050000000000000044,0.0043805386,6.922763239987463,0.39037526,0.9999182914008558,0.9667017770400145,1.0807888747418724,-0.002207747,-0.8261177784176229,0.05158645035153634,0.91699606,-4.098867611817197,0.07991336521639616,-0.8436786117951425,-0.5089952552825593,1.0,0.06350118446115034,0.0066102766,8.714306126139509e-18,0.0014005766211122419,120,0.4444444444444444,0.9740358183431309,2.2865815,6523
-324.9,-2.7359736,-0.0050000000000000044,0.004104387,6.222202346036392,0.39227214,0.9999228419114939,0.9584863081432118,0.6628010831404176,-0.0008679209,-0.8252439984096712,0.05147635625014815,0.9152271,-3.968720286115072,0.06542284114354398,-0.9534798478230593,-0.5079078145474188,1.0,0.05944028828674545,0.0027835525,2.186958251031395e-17,0.0015482131499763025,140,0.4444444444444444,0.9699560921747332,2.1705284,6498
-325.9,-2.5078201,-0.0050000000000000044,0.0010315926,4.998709924279757,0.39186767,0.999909105028723,0.9718769217099776,0.6598765004964454,-0.001044174,-0.8243658275474083,0.051586452274296556,0.9133404,-5.897830950457121,0.05687583303949537,-0.9332185663076492,-0.5088138935531195,1.0,0.05342162707936481,0.0021361166,1.7441981853577176e-17,0.0011222210223319352,160,0.4444444444444444,0.978517893273733,2.5059917,6518
-322.75,-2.2008173,-0.0050000000000000044,0.0018927437,5.6150078033633966,0.40155283,0.9998894389834279,0.9780696971916328,0.6780427980927373,-0.0011646289,-0.822596224890693,0.05122018953077422,0.91843575,-5.002344417369424,0.06462370879185292,-0.7264524542295548,-0.5059175408448382,1.0,0.05194816037239522,0.0031058681,-8.806106717398607e-18,0.0009044285694878983,180,0.4444444444444444,0.9827633896831994,2.3554676,6455
-329.0,-2.3454206,-0.0050000000000000044,0.0010729107,6.0781591366304815,0.39222497,0.9998653361665193,0.9839434698215297,0.6947844070114714,-0.0006675318,-0.8269871895255347,0.051938838622839316,0.91969156,-5.328710451289781,0.05009433087418605,-0.9963548594988209,-0.5116360587249282,1.0,0.048653858301885594,0.0012251944,1.0798521820062313e-17,0.0006913400814945229,200,0.2962962962962963,0.9873165721192313,2.2344084,6580
-328.15,-2.3673825,-0.0050000000000000044,-0.0003620819,7.0472000774036365,0.39440486,0.9998800761045655,0.9823867944569697,0.716572123976999,-0.00054174766,-0.8269871895255347,0.051897238468372915,0.92185915,-4.6250885178227925,0.057206389172136406,-0.7877642072118253,-0.5109586597474124,1.0,0.04883178975421304,0.0018481944,0.0,0.0007452523664367596,220,0.2962962962962963,0.9857100689738771,2.3721745,6563
-324.75,-2.2175214,-0.0050000000000000044,0.0013524003,3.952142663862107,0.4036473,0.9998733662174317,0.9896572169624048,0.7342553576412977,-0.0009348928,-0.8190033510233039,0.05143088870614844,0.9224469,-5.616569341243663,0.06753141879519683,-0.7870741925043829,-0.5077226424593211,1.0,0.04982393955538688,0.0032463504,-3.0631557507748735e-17,0.0004433762572580633,240,0.2962962962962963,0.9914592924787344,2.4524894,6495
-329.3,-2.2294743,-0.0050000000000000044,0.00033745408,5.636366882442916,0.40678012,0.9998601489173224,0.9873740528366707,0.748706390679194,-0.0002444274,-0.8419138894705009,0.05202224509036725,0.9238655,-5.217760042434838,0.06452730734537225,-0.978468595596933,-0.5119884286154305,1.0,0.048645131218544684,0.001145337,0.0,0.000563121489738432,260,0.19753086419753085,0.9891844813727095,2.4838858,6586
-328.5,-2.415385,-0.0050000000000000044,-0.0008111044,4.425543353142497,0.40712026,0.9998501320931686,0.9909816091594379,0.7643449809532799,-0.0008286166,-0.8287129923100175,0.051885667299507304,0.9235843,-4.5174181042963175,0.07104976392305795,-0.8389900361213105,-0.51118774066593,1.0,0.04806383535490298,0.0030356233,3.460786536426668e-17,0.00039380086385085584,280,0.19753086419753085,0.9925420974552828,2.606891,6570
-327.05,-2.4300263,-0.0050000000000000044,-0.0002864184,5.4218098752068995,0.41171837,0.9998271147294643,0.9952637872319008,0.7786043794455529,-0.003173995,-0.8199083342681874,0.05164421716229134,0.92680824,-5.406926583934778,0.08332107982509551,-0.9081330019586445,-0.5097405485804228,1.0,0.046461603640445284,0.0076024705,3.476130185647945e-17,0.00019648652947022813,300,0.2962962962962963,0.9962053899264482,2.489477,6541
-325.55,-2.4454474,-0.0050000000000000044,0.0029824094,3.478367433721046,0.41278252,0.9997750122350754,0.9960403708674666,0.7560938588836623,-0.003946114,-0.8217047486338622,0.05149715886744735,0.92917204,-4.7619144822605515,0.10322672813547762,-0.7512678101900315,-0.5084119855372762,1.0,0.04484507039545129,0.012062462,-1.9643325516328986e-17,0.0001842730828288614,320,0.4444444444444444,0.9964218706428466,2.5753477,6511
