Steps,KL,_std_discrew,_max_adv,_max_act,_std_obs,ExplainedVarNew,_mean_obs,_Episode,_mean_discrew,_min_discrew,PolicyEntropy,ValFuncLoss,_mean_adv,PolicyLoss,_lr_multiplier,_std_adv,_min_adv,ExplainedVarOld,_min_act,_mean_act,_max_discrew,_MeanReward,_max_obs,Beta,_min_obs,_std_act
1217,0.0015034411,0.48246202210252137,1.4982522794964948,2.2807937,0.06420867658844345,0.0010019737824237263,1.2166524631610882,20,-8.770080873539095,-10.000000000000009,0.92276025,47.48015579783919,-9.049640430798318e-17,-0.002319594,1.0,0.9999990715598502,-2.1441270800187104,0.042389873744999695,-1.4555173,0.28352562,-7.368469612545428,-2059.85,6.2037785139756885,1.0,-0.7631754197908851,0.36879864
