_mean_adv,ValFuncLoss,_min_adv,_min_obs,PolicyEntropy,_max_adv,_Episode,_std_discrew,_MeanReward,Beta,_mean_obs,PolicyLoss,_max_act,_min_discrew,ExplainedVarOld,_max_discrew,Steps,ExplainedVarNew,_std_obs,_lr_multiplier,_mean_discrew,KL,_std_adv,_std_act,_max_obs,_min_act,_mean_act
2.280145812933539e-16,11740.58750229636,-0.8437819315947245,-1.5149526726800313,0.9139948,3.1158726001229513,220,5100.839531325574,-230.6,0.2962962962962963,0.04670189496442046,-0.00016125775,2.3968587,-326.0,-5.039988533184214e-07,-1.0,4612,-3.797661627391591e-07,0.0685064252294456,1.0,-118.61318300086731,0.00029579966,0.9999999061725677,0.3887521,1.326672924694392,-2.0855267,0.0802754
9.041115327777662e-17,12691.526497094123,-0.8190344783175091,-1.5411685590963793,0.9152398,3.1689487084071084,240,5529.161506639244,-239.7,0.2962962962962963,0.0363164406277909,-0.0020332546,2.7005868,-327.0,-4.793096597399682e-07,-1.0,4794,-3.6791792812351787e-07,0.0733687035311582,1.0,-123.3241551939925,0.0034741778,0.9999999072666548,0.3941746,1.2594991183479574,-2.0150957,0.08471947
-4.354300887666352e-17,5954.87366584701,-1.017518469417711,-1.5650738445063304,0.91985995,2.8076793068383155,260,3166.104062584865,-179.5,0.19753086419753085,0.07275004923053455,-0.000894365,2.3060555,-258.0,1.315015987213286e-07,-1.0,3590,1.7777885463754473e-07,0.07045762115756685,1.0,-92.61309192200557,0.0012251377,0.9999999122717536,0.40220875,1.2004511956915724,-2.0992446,0.14952537
-1.1121538472766786e-16,12668.681862298481,-0.840821873410272,-1.5812072417721206,0.92852366,3.106900916977006,280,6050.854368809074,-230.0,0.2962962962962963,0.02820620751049053,-0.0020723788,2.6602988,-344.0,-2.0298897740467226e-07,-1.0,4600,-1.3438313195557328e-07,0.07371982452746942,1.0,-122.52913043478262,0.0070930314,0.9999999110043774,0.41436616,1.1425226041906376,-2.1404078,0.097473174
5.639228061588096e-17,5481.792985540522,-1.009913242545487,-1.5998168733163454,0.93432295,2.7857899075209382,300,3070.352766786987,-176.4,0.2962962962962963,0.06550102626518324,-0.0021034456,2.553888,-226.0,9.602460554480885e-07,-1.0,3528,1.0029620699514297e-06,0.07121174017843683,1.0,-91.37925170068027,0.004119291,0.9999999149153058,0.43525568,1.0986685792089246,-1.9129059,0.18544093
9.859205424422443e-17,4188.467797854784,-1.114447945009824,-0.44366950734558386,0.9377223,2.6566361284578957,320,2639.7858256195805,-156.75,0.2962962962962963,0.08099069138051485,-0.00079402,2.8259704,-227.0,9.745235715064027e-07,-1.0,3135,1.058521781782673e-06,0.06522058419608014,1.0,-82.3451355661882,0.0031333594,0.9999999164980006,0.4498842,1.0539268559683879,-1.7918639,0.24429545
-3.713175924091602e-17,2461.625744801255,-1.2725131435860175,-1.63183821193154,0.93702257,2.5156998238772177,340,1791.6753915715406,-133.95,0.2962962962962963,0.10284891973056308,-0.0009955966,2.2249563,-207.0,2.9433791699506884e-06,-1.0,2679,3.106741458314133e-06,0.061054697852044884,1.0,-69.34378499440089,0.0017306688,0.9999999163364315,0.44494104,1.0106372984888352,-2.511215,0.2669472
8.426240566381266e-17,5529.210763898334,-1.0678176841614897,-0.44173710552706474,0.9347563,2.727996471085435,360,3406.73073162834,-168.65,0.2962962962962963,0.059196394344196664,-0.0012509392,2.777701,-290.0,1.11029718696809e-06,-1.0,3373,1.26136085154549e-06,0.05979606799730101,1.0,-90.22531870738216,0.004041816,0.9999999176529796,0.41288775,0.970103109239183,-2.1143653,0.20662995
-1.2688263138573217e-16,2562.953794798082,-1.2460150770467848,-0.4403930199364835,0.9273215,2.512957168919604,380,1908.2651461300668,-134.4,0.2962962962962963,0.09759591714486952,-0.0015105144,2.6543465,-196.0,3.5933666346910087e-06,-1.0,2688,3.957803397458548e-06,0.05245454375371611,1.0,-70.2983630952381,0.004578044,0.9999999176944854,0.42856926,0.9398185647882112,-1.9077806,0.28194773
-1.2001434079790052e-16,1682.2854903474158,-1.2777782022010225,-0.4400219167268326,0.9264562,2.449278411163176,400,1367.1093433014476,-122.85,0.4444444444444444,0.11181953890008811,-0.004685538,2.899986,-156.0,6.810871536866436e-06,-1.0,2457,8.091441197288773e-06,0.04782777368830365,1.0,-62.796906796906796,0.0066658272,0.9999999168249472,0.3923631,0.9080283910210037,-1.7563152,0.31679618
-2.2145143144793863e-17,1211.3680681941453,-1.284434472487161,-0.4399243903333474,0.93183506,2.3881648528703407,420,1076.2730816990172,-112.3,0.6666666666666666,0.12445336328688206,-0.0051157945,2.685181,-129.0,1.184114093699673e-05,-1.0,2246,1.592605644029632e-05,0.04246731975625433,1.0,-56.8739982190561,0.008398536,0.9999999155323568,0.38887426,0.8773229979995275,-1.5600342,0.36204162
1.7262943045677847e-17,930.3228581178892,-1.255811069572638,-0.44008797156152635,0.9391016,2.329960757995086,440,886.72104215836,-102.9,0.4444444444444444,0.1418650063403924,-0.0010581713,2.3937867,-108.0,2.30138494938803e-05,-1.0,2058,5.1094378830773834e-05,0.036622799072074066,1.0,-51.993197278911566,0.0007372659,0.9999999140077006,0.38372144,0.8474538711114126,-1.6416291,0.3954723
-2.3494563771000006e-17,726.3626064077284,-1.281165548943159,-0.4405463064726568,0.94558346,2.347596344897546,460,947.1836519669258,-105.85,0.6666666666666666,0.1301819822086284,-0.0020638078,2.3167872,-116.0,5.553180230732924e-05,-1.0,2117,0.5524413232234583,0.038043572823243624,1.0,-53.55077940481814,0.006116941,0.9999999147546058,0.37728986,0.8183161816120015,-1.8860657,0.3681865
1.1016166445893026e-16,634.567621827881,-1.9775690226147924,-0.4408815738407834,0.9518304,1.3239205398926055,480,893.194320268839,-103.2,0.4444444444444444,0.13359941415089974,-0.0005079186,2.729281,-111.0,0.5842743099194188,-1.0,2064,0.5945795966709253,0.03495030401036146,1.0,-52.155523255813954,0.00049864943,0.9999998435725648,0.41079566,0.7927877311205074,-1.742233,0.36761647
-1.7338768564180093e-17,606.123791043201,-1.9821183024182156,-0.44134992110736454,0.958692,1.105219659977272,500,879.7748804842606,-102.45,0.6666666666666666,0.13003767754214235,-0.0043276963,2.5870225,-109.0,0.595061272728421,-1.0,2049,0.5943380464321814,0.03405669472681162,1.0,-51.77550024402147,0.008994456,0.9999998397670575,0.38100526,0.7692394607271804,-1.867648,0.38728094
6.45947941600091e-17,1241.1441790819085,-6.072887493985576,-0.4418259800838167,0.9612049,0.9587533152602952,520,1409.4654729109277,-104.95,0.4444444444444444,0.13193927459298127,-0.0006547744,3.1564507,-211.0,0.37598726613819444,-1.0,1980,0.36308333882247545,0.03192378897807501,1.0,-55.57575757575758,0.0007281405,0.9999998790925341,0.41158408,0.7477151878386324,-1.6565057,0.4346779
1.9756898313091166e-16,549.2133293788154,-1.9486196681832482,-0.44241280528139054,0.9631543,1.3651322445930199,540,847.320115941143,-100.7,0.4444444444444444,0.13091946250875,-0.0019420653,2.5655417,-104.0,0.6069487465766135,-1.0,2014,0.6085298688808948,0.032484101081983775,1.0,-50.8733862959285,0.0020754472,0.9999998379588118,0.42299268,0.7273251952232991,-1.8387055,0.4245935
7.024643952151263e-17,1326.551366788754,-5.626054524269144,-0.4429370604527191,0.96418095,1.1970058875261729,560,1455.6014034353818,-107.1,0.4444444444444444,0.12200114281524586,-0.0015623634,2.5221574,-214.0,0.33472359983590794,-1.0,2023,0.3189910939573498,0.03225858275896487,1.0,-56.70390509144834,0.0023373384,0.9999998855472122,0.44020027,0.7087761068758808,-2.2590752,0.37137488
-7.112200882250765e-17,670.1384094240343,-1.8865539264646052,-0.4434536825043727,0.9647664,1.4214914763806272,580,937.7026765697232,-104.9,0.4444444444444444,0.11046297456197855,-0.0009850413,2.20783,-128.0,0.49542314629884376,-1.0,2098,0.5101104057459764,0.033881244714292824,1.0,-53.13060057197331,0.0021942891,0.9999998629870333,0.41498017,0.6973108546051354,-2.0730286,0.30982673
-8.967381933640549e-17,755.7534851533011,-1.9329881141752014,-0.44389891582485175,0.96588206,1.4191710872540924,600,1008.893584533074,-108.95,0.2962962962962963,0.10154420007948235,-0.0002773679,2.5977337,-125.0,0.5035680656892122,-1.0,2179,0.5651495296647148,0.03555876183718918,1.0,-55.14823313446535,0.00084326713,0.9999998625773641,0.40199727,0.6949569884446596,-1.7814894,0.2754626
-2.0138197518000006e-17,653.8306121768928,-2.12180053927584,-0.4441531382333944,0.9684659,1.306706358132405,620,949.6584662612689,-105.85,0.2962962962962963,0.10573466336705953,-0.0014935676,2.4201746,-123.0,0.5832279731451917,-1.0,2117,0.5917174009508146,0.03432013141432207,1.0,-53.56967406707605,0.004712681,0.9999998460973915,0.41011992,0.6941180208770416,-1.6275043,0.3169277
9.353348869154457e-18,1006.2581028911197,-2.2306548336803464,-0.4444856305311358,0.96797204,1.2778271757249877,640,1211.9755140752288,-113.95,0.2962962962962963,0.08661295803831964,-0.0011063679,2.5149732,-165.0,0.4956482271358523,-1.0,2279,0.5082896763469011,0.037091994414494546,1.0,-58.45063624396665,0.00180759,0.9999998608080687,0.41741732,0.6927026414343357,-1.9613161,0.25135234
-1.1513423959075697e-16,678.8106622507431,-1.9764828801148357,-0.444614787199284,0.96848893,1.2680604318722388,660,980.7470644718793,-108.0,0.4444444444444444,0.09602518985636527,-0.0022682436,2.3717744,-116.0,0.5849100955874671,-1.0,2160,0.5928833828857532,0.03349843913461609,1.0,-54.58148148148148,0.012054451,0.9999998471986643,0.40856034,0.6917542977031491,-1.7412118,0.27930883
-4.6419030800939814e-17,665.7799981769496,-2.2156870430899094,-0.44492122802234535,0.96694064,1.1330153017472908,680,985.4850137693418,-107.15,0.6666666666666666,0.09409489513029194,-0.0024525234,2.3806753,-130.0,0.5857722343876706,-1.0,2143,0.5960066326613995,0.03412765787815743,1.0,-54.32804479701353,0.0071584387,0.9999998469652869,0.4106888,0.6908705447905074,-2.1647828,0.35111964
6.27872815104654e-17,499.1245300040832,-2.0876599410619345,-0.44518875985775536,0.96486765,1.0556417533258093,700,868.7359249081006,-101.85,0.4444444444444444,0.10479122538039355,-0.00063299725,2.7017536,-109.0,0.6489875506366849,-1.0,2037,0.6511575780331711,0.031459212973797,1.0,-51.46735395189003,0.0011502309,0.9999998310533172,0.44657943,0.6898664239613647,-1.9996763,0.38027427
-1.0150610510858574e-16,483.9294358494256,-2.0414991654071293,-0.44564122248922644,0.96331286,1.1024342933722686,720,863.2194462374724,-101.5,0.2962962962962963,0.10157365744209591,-0.0010571909,2.7152557,-107.0,0.6465213780868396,-1.0,2030,0.6522985112531922,0.031472932091488014,1.0,-51.296551724137935,0.0006782458,0.9999998330237362,0.43694642,0.6866787017948136,-1.6287494,0.3772853
2.800168416788572e-17,1313.399528418654,-5.422304320646446,-1.8530582627286598,0.96672523,0.9175936421507758,740,1552.229586983426,-107.45,0.2962962962962963,0.0997349715469953,-0.011912571,2.7807317,-222.0,0.3731656613338379,-1.0,2030,0.3479685505695751,0.0343740451848202,1.0,-57.31773399014779,0.004120544,0.9999998789529989,0.42150036,0.6870486394193408,-1.7738786,0.37277955
1.2031102099523608e-16,445.03196538069545,-1.9259757994271112,-0.4465070900874398,0.9676906,1.0806528777458735,760,842.3720883398676,-100.4,0.2962962962962963,0.10215544979007042,-0.0007012717,2.6666214,-106.0,0.5944397190579542,-1.0,2008,0.6312324021787593,0.030590560867851824,1.0,-50.72410358565737,0.002472787,0.9999998505101455,0.43952405,0.6850429691954109,-2.5515654,0.41567495
3.820122235269356e-17,479.7613052547037,-2.0566752219498987,-0.44695325048957424,0.9629412,1.0784738511215846,780,879.9610323746402,-102.3,0.2962962962962963,0.09691333030275799,-0.0008912579,2.6710467,-112.0,0.613854052963456,-1.0,2046,0.661450663971572,0.031219998371143975,1.0,-51.72678396871945,0.0038682923,0.9999998460865881,0.44082388,0.6841774053695364,-1.8629994,0.3752195
6.949073210367728e-17,1331.6332367306231,-5.4544408253518,-1.8797837982048105,0.95734143,0.9274967424318064,800,1607.6092075011509,-108.2,0.2962962962962963,0.09363057627253199,-0.0018250046,2.339883,-226.0,0.3960985498735965,-1.0,2045,0.3874836475298964,0.036346034975822686,1.0,-57.90317848410758,0.0019897234,0.9999998761439143,0.42340162,0.6836046434335545,-1.9074308,0.43672228
-6.40128590774865e-17,411.6555070832378,-2.104462155845593,-0.4476896036520151,0.95771384,1.03776363848576,820,834.9213820928035,-99.9,0.2962962962962963,0.09923624819320279,-0.0007325597,2.4478774,-107.0,0.6624514150786787,-1.0,1998,0.6420023501628171,0.029612481639486776,1.0,-50.48298298298298,0.003446402,0.9999998328427996,0.42153445,0.6823464077167063,-2.1914449,0.4489365
-1.8209889207922166e-16,389.43706608915096,-2.0252385975391736,-0.44813934355579105,0.9650328,1.058048621623258,840,827.2285601373703,-99.5,0.4444444444444444,0.09709620068080416,-0.002742746,2.5714352,-105.0,0.6474702762636768,-1.0,1990,0.7014721671906383,0.029722303351981498,1.0,-50.27286432160804,0.008887846,0.9999998392129993,0.41894677,0.680636155460177,-2.1014822,0.49202505
1.3057446905239208e-16,1069.411344759047,-6.4828851290435585,-0.4485841063190297,0.97065127,0.8388708773840852,860,1402.2543072235553,-103.9,0.2962962962962963,0.09835626980634518,-0.00039627746,3.013841,-211.0,0.41865973711801885,-1.0,1959,0.410209299534528,0.02852482095952958,1.0,-55.08984175599796,0.0002686705,0.9999998746553977,0.46769077,0.6802594794170458,-1.9024657,0.54401326
0.0,4611.461331821649,-3.3884776368464227,-1.9141959006889961,0.97494596,1.0583944909276728,880,3645.1057650092116,-132.1,0.2962962962962963,0.09609332256185873,-0.00063894445,3.0391703,-218.0,0.1655723381689801,-1.0,1928,0.11609724691576606,0.03053204884842326,1.0,-83.64419087136929,0.003351215,0.9999999277999146,0.4573267,0.6789772050552138,-1.6255201,0.56169105
-1.4711029725881992e-17,2875.375664689906,-3.3543730390098383,-0.44959961393063236,0.97773826,1.3847327876133053,900,2799.6987191852163,-120.4,0.2962962962962963,0.09720293650816318,-0.0007691439,2.5699854,-213.0,0.17623404371817464,-1.0,1932,0.19427231970913028,0.027766755160612132,1.0,-71.13664596273291,0.0043228925,0.9999999215821862,0.4773112,0.6777196853705315,-1.87825,0.52338463
7.231987132418322e-18,405.2770502017031,-1.6227484551836284,-0.45009771951220123,0.9835058,3.055813494936578,920,806.2352916496708,-98.25,0.4444444444444444,0.09554955092154409,-0.0026803815,2.62182,-103.0,0.3812202317255663,-1.0,1965,0.5387059097525477,0.028398245552518304,1.0,-49.64427480916031,0.008160825,0.9999998901345986,0.4633844,0.6770686285053733,-1.5752664,0.5199226
-5.875288771142947e-17,2797.9222474886437,-3.23546363521783,-1.9391406499125152,0.98477733,2.001461950146786,940,2793.67837509765,-120.55,0.2962962962962963,0.0918713540701997,-0.0005102012,2.9755354,-217.0,0.22769316430943354,-1.0,1935,0.24735432435547478,0.02861661851237519,1.0,-71.15968992248062,0.0003074219,0.9999999179479692,0.5460906,0.6758833599426872,-1.7727537,0.51885086
-4.523348980966155e-17,1738.9998328091838,-3.9601786457171353,-0.4510757699888742,0.9849486,2.074304376211408,960,2026.5694758986558,-112.1,0.4444444444444444,0.09278315593418211,-0.0037156057,3.197624,-204.0,0.295517963167066,-1.0,1885,0.28767413861205826,0.02709490141487708,1.0,-62.4551724137931,0.0073667346,0.9999999088321906,0.53004605,0.6728936377047844,-1.8272003,0.55725056
0.0,2326.68391053003,-4.09472237847372,-0.45155723857773794,0.98602855,2.13731726517502,980,2463.6730188839683,-115.6,0.2962962962962963,0.09186709070642571,-8.184867e-05,2.941045,-216.0,0.24339094677314876,-1.0,1955,0.25772947892917963,0.028186580849807637,1.0,-66.46803069053709,7.5422344e-05,0.9999999129779864,0.48230428,0.673375753833053,-1.95792,0.51152945
-4.4019167935576674e-17,1307.8146402270966,-3.887788060407389,-0.452017064994376,0.9872297,2.121835263628002,1000,1711.0318416809948,-108.75,0.2962962962962963,0.08806980536472912,-0.0012758557,2.6790674,-201.0,0.3293493379133533,-1.0,1937,0.3299618969795717,0.02790947281266971,1.0,-58.987093443469284,0.005940709,0.9999999020343007,0.5000899,0.6731362609027046,-1.8920254,0.5415746
-2.8796058186832836e-17,1056.7963498911977,-5.400474051005957,-1.9726660214839915,0.9873811,1.9753618822423153,1020,1477.16954578723,-104.65,0.4444444444444444,0.08588205242722623,-0.0024042267,2.621985,-217.0,0.28674154109230343,-1.0,1974,0.38241201514621936,0.03051653646999384,1.0,-55.77456940222898,0.0063120206,0.9999998964569157,0.45188132,0.6712851240867783,-2.4322307,0.44121596
-4.1878746704917496e-17,1032.451136185575,-6.274139508132024,-0.45290906973583706,0.98451996,1.4240064894842714,1040,1463.3851852798932,-107.75,0.4444444444444444,0.08078176676926316,-0.0017097329,2.5555496,-214.0,0.401007351286609,-1.0,2036,0.41330885624302294,0.030374076865908466,1.0,-57.036836935166995,0.0021058384,0.9999998845295763,0.43714452,0.6715238571031443,-1.8808084,0.4298728
6.735820781391325e-17,341.44248816030506,-2.029271971303799,-0.4532033140147262,0.9845033,1.4592402639186837,1060,885.2834796534073,-102.85,0.6666666666666666,0.07645226715743872,-0.0024941594,2.6361685,-108.0,0.6717020794827105,-1.0,2057,0.7073974603690532,0.03050856744881574,1.0,-51.962566844919785,0.0060752756,0.9999998434859524,0.42310852,0.6704290066012636,-2.1934607,0.40322644
-1.4318241526651893e-17,864.8570511271812,-6.156875246997177,-0.4534724013183769,0.9846277,1.2721809099910333,1080,1387.7247710473387,-105.2,0.4444444444444444,0.08320645072030487,-0.00033534388,2.7879028,-209.0,0.4962814045947562,-1.0,1985,0.5074239921178061,0.028867246715508332,1.0,-55.56574307304786,0.0011541867,0.9999998677418532,0.4321949,0.6679972128256098,-1.5407984,0.45069233
-4.350261647510817e-17,826.6275159729115,-6.607575225301686,-0.45383792731338013,0.9851357,1.2549525734847875,1100,1347.0029464285715,-103.95,0.2962962962962963,0.08737650481631926,-0.002239173,3.4292965,-206.0,0.5105052173113622,-1.0,1960,0.49408011942542696,0.027672836667584504,1.0,-54.832142857142856,0.0013308636,0.9999998647748803,0.50906795,0.6688150957902712,-1.8413308,0.51513135
9.829642589566603e-17,937.1543005808426,-5.776701233419015,-0.4542709034836806,0.9830055,3.3091501885545993,1120,1426.2993280241842,-107.15,0.2962962962962963,0.07965525124536289,-0.0005952319,2.4347093,-211.0,0.42983687952451954,-1.0,2024,0.4479003652408937,0.029887406597887505,1.0,-56.5998023715415,0.0023809187,0.9999998826217904,0.45264432,0.66828321578645,-1.8395424,0.4476132
1.4260767401105873e-17,261.12186092101155,-2.0393552203651044,-0.4545898947568957,0.9819131,2.625026647100526,1140,832.5797864024336,-99.65,0.2962962962962963,0.08055292049482216,-0.0010815617,2.8393888,-108.0,0.6344411602496657,-1.0,1993,0.7494371867782723,0.028941953611276678,1.0,-50.37581535373808,0.0045242044,0.9999998569788893,0.48167947,0.6663639111077855,-1.9586313,0.4670952
-7.306352038664269e-18,1374.2775126163122,-5.515685626274317,-0.4549593005011925,0.98298585,1.1052754758591066,1160,1822.0356767401745,-109.15,0.4444444444444444,0.08099245092417807,-0.0027362595,2.9430258,-210.0,0.3837449065854288,-1.0,1945,0.37123152635645185,0.027607516691164673,1.0,-59.75938303341902,0.006538809,0.9999998918422028,0.49095637,0.6665038413801455,-1.646244,0.5508311
7.094785179831255e-18,1525.5677620970862,-5.483068187551138,-0.4553621446799125,0.98371744,1.1711861121369977,1180,2007.6953192278481,-112.05,0.4444444444444444,0.07812589278695585,-0.00046774332,2.597729,-216.0,0.33437860301314715,-1.0,2003,0.3769511618288094,0.02895731650393682,1.0,-61.95956065901148,0.0019956126,0.9999998983103375,0.4606192,0.6655381540940124,-2.156115,0.48229036
-1.938484646170908e-17,313.28517882342186,-2.07631906207139,-0.45568455664375923,0.9826571,2.9348659614899293,1200,850.8576851458176,-100.8,0.4444444444444444,0.07639726513277457,-0.0012192505,2.536686,-108.0,0.6205637899542005,-1.0,2016,0.659856775325022,0.028883370590515406,1.0,-50.94146825396825,0.004969732,0.9999998611924915,0.47820675,0.6649809692550229,-1.9015703,0.421407
-8.59527502935605e-17,806.5025771979066,-4.537369380885848,-0.4560310780657777,0.98596346,2.2586073566212366,1220,1388.5292397140836,-105.15,0.4444444444444444,0.07843395159671035,-0.0031240252,2.7536411,-209.0,0.4705976636714292,-1.0,1984,0.526978096166234,0.027992674339494834,1.0,-55.55493951612903,0.0032730224,0.9999998788413668,0.52551603,0.6637641469698377,-2.1266525,0.44756243
-1.778134974374625e-18,220.58218922253772,-2.6796914129623626,-0.45643475053459187,0.9864886,2.239692609121972,1240,833.4822703083464,-99.9,0.4444444444444444,0.08001249011523923,-0.0014536472,2.5173154,-104.0,0.7948185340685976,-1.0,1998,0.7933772624019234,0.028048336597187168,1.0,-50.468968968968966,0.003965768,0.9999997982234127,0.51813555,0.6629792135032964,-1.9387765,0.38706988
5.447380820393677e-17,1716.7372769901606,-5.2480735286045315,-2.072993800442519,0.9856375,1.300660055547201,1260,2142.17324441422,-116.25,0.4444444444444444,0.06773993646213064,-0.00094642944,2.4252663,-223.0,0.3575267582543016,-1.0,2087,0.3422464697312372,0.03641320224229603,1.0,-64.45519885002396,0.0030584908,0.9999998937465252,0.4907825,0.6623151442328225,-1.9750081,0.32687676
-5.1793547936954914e-17,1839.8889002676221,-5.73558155079172,-0.4571189011452901,0.9866531,1.149292433052906,1280,2416.905587662995,-115.7,0.4444444444444444,0.07480953502315683,-0.0016833508,2.7448568,-252.0,0.09587762519606957,-1.0,2195,0.34716524101373214,0.038198020233927626,1.0,-65.47881548974944,0.003769249,0.9999998869228948,0.5606876,0.661593171148005,-2.18016,0.29307806
1.488534700119359e-16,114795.11508696337,-2.123713691994132,-2.0876959183702684,0.98623765,3.4452572076612906,1300,90061.19307041395,-152.75,0.4444444444444444,0.08728072793227716,-0.0035126458,2.7903934,-1083.0,0.010756951029777473,-1.0,3055,0.04865901585378629,0.0765862677542184,1.0,-226.04844517184944,0.0045915702,0.999999912308838,0.6064231,1.0819999999999916,-2.581966,0.058402743
9.288140336733336e-17,11759.11202156426,-2.9963808810320423,-2.094283831260177,0.982404,3.6019384939868573,1320,11854.920002556439,-122.4,0.4444444444444444,0.07129864010162826,-0.003882138,2.6581736,-507.0,0.11125416447828218,-1.0,2448,0.12961325792021205,0.060074419972573,1.0,-93.52736928104575,0.0027747068,0.9999999058793354,0.60687304,0.6549009590906553,-2.3579094,0.18939437
3.507121104442745e-17,842.3491935588323,-6.181823116951874,-2.098542158935917,0.9785613,2.0802688437375743,1340,1503.9574543764234,-107.25,0.2962962962962963,0.07300892347877841,-0.0014570871,2.6004841,-218.0,0.4332545735502199,-1.0,2026,0.4537604177801614,0.030859095179561934,1.0,-57.009871668311945,0.001433102,0.9999998897041917,0.4824426,0.6513479465523471,-2.4451623,0.37305248
2.24636565293806e-17,124.8045564933654,-2.2960699906285105,-0.4593624157893737,0.9785262,2.49804098623047,1360,885.8439378340323,-102.8,0.4444444444444444,0.07011398271155321,-0.0048869383,2.5210905,-110.0,0.7827291614526304,-1.0,2056,0.8680294877873587,0.029266957691249224,1.0,-51.95136186770428,0.0086987065,0.9999998403082573,0.45872408,0.6509341767922321,-1.7419893,0.3444088
