_mean_obs,_std_discrew,_max_discrew,ExplainedVarOld,_min_obs,_mean_adv,ExplainedVarNew,Beta,_max_act,_Episode,_min_adv,_min_discrew,_mean_act,_max_adv,Steps,_lr_multiplier,_max_obs,ValFuncLoss,_std_adv,_std_act,PolicyLoss,_mean_discrew,_MeanReward,PolicyEntropy,_std_obs,_min_act,KL
2.5918319251911854,2.557823377423903,-0.0050000000000000044,0.01564339273985882,-0.60994027155366,-1.607562750588462e-17,0.09926358043524153,0.6666666666666666,2.4019513,20,-26.318518101555714,-25.00000000000002,-0.014432268,0.48411204977768746,14144,1.0,31.230694252654153,2.3114264610990802,0.9999978514304197,0.3711559,-0.00012432493,-0.8644564570981834,-957.15,0.9227133,12.454439382899919,-2.247334,0.0003328454
1.65803439865921,8.857694794430836,-10.259692899196793,-0.018708671820877765,-0.6106832073436396,2.633321321027847e-16,-0.16165789683592457,1.0,2.0437775,40,-2.2303156632212513,-25.00000000000002,0.13092476,1.6350064794187082,1565,1.0,8.287212453311161,229.0464412178932,0.9999996774076212,0.38099727,-0.004462957,-20.540069012034557,-5077.25,0.9254661,0.17694419093373384,-2.1195688,0.009014364
1.2268210682529381,98.59502218384715,-0.0050000000000000044,0.20500388188827556,-0.6101269083048286,-1.0170790651039208e-16,0.4094370609925364,1.0,1.9663146,60,-3.37639955587177,-25.00000000000002,0.06265571,1.1531425495186334,2515,1.0,6.808953029822468,77.87680349323581,0.9999996541044083,0.3927745,-0.003597422,-12.08840479112783,-4374.9,0.9274193,0.2524371398650911,-2.4741867,0.003775564
1.0184850558008105,82.57437750017381,-0.0050000000000000044,0.33746305187211467,-0.6096402500514133,-2.3694630621428935e-17,0.3950971913340433,1.5,2.162555,80,-4.0512359901174415,-25.00000000000002,0.06351229,1.8354426295738,2399,1.0,5.720537364183954,70.0049635174309,0.9999996264079376,0.3706013,-0.0028832857,-14.115084098484779,-4619.05,0.9277323,0.1825333583438808,-1.97544,0.012706602
0.7411942408309982,81.30909326279959,-0.0050000000000000044,0.509577678200855,-0.609142306959154,0.0,0.5828767845066026,1.5,2.2850733,100,-4.920889164633973,-25.00000000000002,0.014121686,2.6891651231465348,4107,1.0,5.043296922691207,34.72189529405222,0.9999994661346365,0.37831596,-0.0031893621,-6.271148349065735,-3454.7,0.92773294,0.3110569822556182,-2.222033,0.003388484
0.5925022305350042,6.066537300865249,-0.0050000000000000044,-0.7918538220521387,-0.6088124355447819,0.0,-0.07288399921570465,1.5,2.2528799,120,-12.02288884067467,-25.00000000000002,-0.012067441,5.601158679268196,8189,1.0,4.490711254182398,6.627550916107071,0.9999990479935205,0.37517807,-0.0051090335,-0.938660149268267,-659.4,0.93222296,0.17754468804397072,-2.2212148,0.0037264875
0.5225229304365806,0.05914598874330144,-0.0050000000000000044,-2.4998330411460383,-0.6088550117545485,1.4057974245284534e-17,0.6068567495755054,1.5,2.2687626,140,-2.6537574132205526,-0.9056653958826756,-0.0072123106,11.1618317757194,8087,1.0,3.933344134838172,0.02422627463927214,0.9999946591746515,0.39396882,-0.0039749695,-0.5736020232284286,-404.35,0.9316737,0.11035799834257497,-2.5207458,0.0026670955
0.45403902113757716,0.05915905784789393,-0.0050000000000000044,0.7906242992116755,-0.6088466207259376,-3.838885114617437e-17,0.9201146027997773,1.0,2.5937011,160,-3.926975573537926,-0.8998169931477641,-0.0029863133,7.507553632879703,8144,1.0,3.5248050628119088,0.004747018726506193,0.9999739901129151,0.39295298,-0.0017618584,-0.5753706783196365,-407.2,0.932953,0.08843269460693805,-2.2357607,0.001301569
0.4143615456820601,0.058667691330499545,-0.0050000000000000044,0.9308757227213973,-0.6087268349042048,1.6994350427293433e-17,0.9491903402631584,0.6666666666666666,2.3493338,180,-3.167882380239024,-0.9098265350457634,0.0003480314,6.0013105838248775,7944,1.0,3.2509131541395586,0.00301798643005158,0.9999606139468722,0.37521514,-0.0020070923,-0.5683915847040883,-397.2,0.9333658,0.09584476100066841,-2.2477677,0.0014715019
0.4250301290192527,0.05530912889852634,-0.0050000000000000044,0.9520551713022621,-0.6084577388327069,0.0,0.964401477522557,0.6666666666666666,2.4206355,200,-2.9481981795125844,-0.8870099698859897,0.014162722,4.275262128128982,7137,1.0,3.0165185094861786,0.0022284516865905698,0.999948656022288,0.3856047,-0.0052647106,-0.5366412401694852,-356.85,0.935593,0.09125461150709081,-2.5557778,0.004784542
