_max_act,_mean_act,_std_obs,PolicyEntropy,_mean_adv,_Episode,_max_adv,_std_discrew,ExplainedVarNew,_std_adv,ExplainedVarOld,_min_act,Beta,ValFuncLoss,_max_obs,KL,_lr_multiplier,Steps,_mean_obs,_MeanReward,_min_obs,_min_adv,_std_act,_min_discrew,PolicyLoss,_mean_discrew,_max_discrew
2.031626,0.06150005,0.06894881187952999,0.9350569,1.0322979368590134e-16,260,2.717340232119681,779.6364012951448,7.087911153336179e-06,0.9999998648919954,7.424727945015697e-06,-1.9546535,0.4444444444444444,1740.31210453855,0.6566608577038422,0.002581937,1.0,2650,0.012071476995167342,-132.5,-0.7782857470523172,-1.0152588925375365,0.38649553,-102.33689171129285,-0.0011364095,-54.27772856209277,-1.0
2.400533,0.059154153,0.20795586743836064,0.93706554,-2.915474296788219e-17,280,2.681505735749503,745.5639477965066,5.023696153405588e-06,0.9999998671407128,5.1641100382582295e-06,-2.276268,0.4444444444444444,1560.6102019088298,0.6393350667943715,0.005319221,1.0,2559,-0.016763933979133585,-127.95,-7.792942678155888,-1.0407127890126346,0.37203768,-100.8571726197898,-0.0021240131,-52.82544315933821,-1.0
2.6208804,0.08792372,0.07504646757814012,0.9389131,-1.604537604275725e-17,300,2.7196073446692783,785.9114936494722,8.205055180399157e-06,0.9999998689009602,8.546700400291485e-06,-1.987321,0.4444444444444444,1630.6011408426843,0.6400600807353984,0.005169943,1.0,2657,0.011053263376802909,-132.85,-0.8648784538364799,-1.0174309122831628,0.39041477,-103.31108121647272,-0.0026420462,-54.43133350084419,-1.0
2.107893,0.07896628,0.0687336230068659,0.94367486,9.238414155198243e-17,320,2.70361690199921,766.6338910379778,7.731211615236155e-06,0.9999998708289539,8.101379007308118e-06,-1.8453299,0.4444444444444444,1509.0867226084363,0.6411613075696593,0.003949644,1.0,2615,0.015968730626455332,-130.75,-0.7410990131143244,-1.0332922808997504,0.38373777,-103.31108121647272,-0.0029376433,-53.72126052848971,-1.0
2.2469633,0.108814426,0.07147285173082489,0.94134545,-4.913472625309951e-17,340,2.6992715235429356,759.2325834992675,7.013464853433682e-06,0.9999998727018701,7.272282369408245e-06,-2.2301402,0.2962962962962963,1431.8285411039176,0.6427997078157284,0.0010111043,1.0,2603,0.02044081570261833,-130.15,-0.7352465596096626,-1.0215998472740535,0.40202698,-100.35896745707517,-0.0011731461,-53.49669914057799,-1.0
2.2140136,0.09574566,0.06948452557512533,0.9442053,-3.041233499362297e-17,360,2.6860154890363637,748.5752356887907,4.82485804775834e-06,0.9999998745494166,4.86469618465879e-06,-2.1955154,0.4444444444444444,1342.7019746601684,0.6439468083370822,0.012833841,1.0,2570,0.004311855807574657,-128.5,-0.8051476744018281,-1.0367039293854257,0.41789153,-100.8571726197898,-0.0045541856,-52.98858692861787,-1.0
2.2395444,0.038531836,0.05443427775095768,0.9495245,6.257782300529305e-17,380,2.6581845644834603,717.5389600670862,3.256406315599314e-06,0.999999876206331,3.236403074868832e-06,-2.2589571,0.4444444444444444,1212.6586721288056,0.6444812784380023,0.003571385,1.0,2498,0.005128240712177554,-124.9,-0.6190903171857445,-1.0435554779566754,0.4131004,-97.31671952555045,-0.0021735784,-51.776522680783636,-1.0
2.5553992,0.069021255,0.06300898277211124,0.9489949,6.687461042448001e-17,400,2.678591859464071,737.9494697056133,5.0418672854490865e-06,0.9999998776573438,4.993673278774757e-06,-2.4060848,0.4444444444444444,1231.9062905515957,0.6438892670554656,0.0057346066,1.0,2550,0.0065570715299687644,-127.5,-0.6728607848269321,-1.0261408866049113,0.42679286,-97.8301359279227,-0.0022240556,-52.629601794502584,-1.0
2.9555311,0.10332486,0.1390276972470163,0.95097107,2.2893040217804276e-17,420,1.2090793952232064,1624.9185040561217,1.8246031840973842e-07,0.999999911422061,1.5004481657143742e-08,-1.9817855,0.4444444444444444,1710.6929269099403,0.6445557897690929,0.002329911,1.0,2483,-0.006317877093345023,-174.1,-7.2073270856593945,-9.79564882131769,0.391509,-248.72407499777538,-0.0039808676,-21.47293568487369,-0.24872407499777535
2.0588818,0.11210071,0.06659571464356508,0.95412016,-5.262226025445097e-17,440,2.6570540533819043,46.647247712365285,3.277756609054716e-05,0.999999777567586,2.598298960188039e-05,-2.1005409,0.4444444444444444,338.41535214429575,0.6451779207242586,0.0057539865,1.0,2498,0.012728831571797383,-124.9,-0.7500901523310459,-1.0672363320885203,0.3759898,-25.713709069992188,-0.0014864078,-13.1579486363044,-0.25370475269955395
2.2027705,0.10936881,0.07682693624350663,0.9555975,2.6296918421913403e-17,460,2.7365338888261097,54.241064710528555,0.0006624036675911826,0.9999997762110098,9.296492862487238e-05,-1.8991033,0.4444444444444444,283.3702724097603,0.6455900483036123,0.0028895517,1.0,2702,0.02549335780666607,-135.1,-0.7358270685943231,-1.0126990423816387,0.40920052,-27.374000083043555,-0.0014387302,-14.298254357047252,-0.2589678223114764
2.439603,0.12635653,0.09652045620959596,0.95584416,-9.359509142833372e-17,480,2.798010153964221,57.9086358125484,0.9772879827380525,0.9999997698572287,0.010991520293549328,-2.1051586,0.4444444444444444,1.437301310632521,0.8866320980911858,0.005446115,1.0,2733,0.02751900252672262,-136.65,-0.9103181450793159,-1.4833623138132934,0.42180014,-28.904373345537927,-0.0024398372,-14.742699115082878,-0.26418225148562535
2.7494164,0.10097004,0.07483893154530703,0.95552313,4.824507447635535e-17,500,3.3253740744156217,56.38565383821535,0.9920293800776959,0.9999973365996453,0.9875192531891779,-2.0552337,0.6666666666666666,0.4496081185209961,0.648361536247978,0.013961506,1.0,2651,0.016415431797030637,-132.55,-0.7631109438655513,-3.7040057738562973,0.3946948,-27.27907815427263,-0.013127686,-14.607901661137594,-0.2691494936869349
2.214278,0.05161888,0.056087395564501666,0.956802,1.2898113396209968e-17,520,3.4166007934516758,53.19788162976516,0.9900419655101658,0.9999975849383038,0.9844800924108694,-2.1502333,1.0,0.5306258414860273,0.6491767358676651,0.012583308,1.0,2479,0.0063939810615917326,-123.95,-0.6599878468223702,-3.401520346830598,0.4231151,-26.778423817167802,-0.005602795,-14.086425328622186,-0.27372366973809664
2.4896882,0.03363678,0.048039268452131974,0.95868295,0.0,540,3.0501300694372437,50.73932455728953,0.9888159593881664,0.999997260998557,0.985512644998762,-2.3135047,1.5,0.5676744948414739,0.6485805940532453,0.0140672,1.0,2348,-0.009008287541480302,-117.4,-0.6190384497675404,-4.060437394029758,0.42772418,-25.885540052982538,-0.008039933,-13.69132938476482,-0.27799415358689084
2.6982818,0.105337925,0.04524997109711944,0.962245,-6.847818931143691e-17,560,3.629270086205326,46.65646215437378,0.9945483602584927,0.9999964188016626,0.9917356054559905,-1.860762,1.5,0.27720641966246906,0.645901938469256,0.005060563,1.0,2179,-0.022748272533764758,-108.95,-0.6098214764783781,-3.102123521388623,0.40148714,-25.017131076622245,-0.006467563,-13.056010488211614,-0.2819079227827891
2.1414485,0.12894446,0.042335710496919136,0.9660404,6.7095631327677075e-18,580,4.484780357182658,45.81968619029469,0.9957965793684065,0.999995854536122,0.993746131172701,-1.918382,1.5,0.19646405675040077,0.6452994844129463,0.0042997357,1.0,2118,-0.015179147595108557,-105.9,-0.6062891596743734,-4.280285138553228,0.4072554,-24.706748264694248,-0.0050939014,-12.91877254772157,-0.28566362166820736
2.3737266,0.1798109,0.040251458699820955,0.9672067,1.2226644912292776e-17,600,3.295900082194019,44.1952017969523,0.9966428338438486,0.9999945977900403,0.9958937869630297,-1.7823613,1.5,0.14973674424542716,0.6437079746158335,0.004332657,1.0,2034,-0.01283094544166774,-101.7,-0.6626325743077872,-3.3257408431272197,0.4662504,-24.350137238558844,-0.0066744187,-12.648020779695145,-0.28922813666602637
