ValFuncLoss,_std_obs,_MeanReward,_mean_act,ExplainedVarOld,_std_act,_max_act,_max_adv,_min_adv,_std_adv,_std_discrew,_lr_multiplier,_mean_discrew,KL,Beta,_max_obs,_mean_adv,_Episode,ExplainedVarNew,Steps,_mean_obs,_min_act,_max_discrew,_min_discrew,PolicyLoss,_min_obs,PolicyEntropy
0.00022816862079985567,0.06786589121289806,-430.2,0.06809492,0.9906344570191409,0.42975304,2.4476764,3.396098366908457,-5.310924461031822,0.999855713124771,0.06034420354761445,1.0,-0.5910275450816895,0.0059792977,0.6666666666666666,0.8232359557541742,1.3213254035520226e-17,280,0.9963642733131783,8604,0.036596199422711403,-2.732549,-0.0050000000000000044,-0.8936060106907057,-0.0022550523,-0.5549433464015875,0.9406478
0.00021388166589693733,0.06474679867914807,-408.3,0.08337225,0.9879892279057493,0.42425355,2.7298841,2.850688839272262,-4.341290360196706,0.9998681238885635,0.05893298897575786,1.0,-0.5756499317334034,0.0052345064,0.6666666666666666,0.817681663733083,-8.875258271801398e-17,300,0.9968643048603442,8166,0.03195663889504112,-2.2927678,-0.0050000000000000044,-0.8823869592169707,-0.001873912,-0.5523488183717591,0.9415657
0.0002583094252820702,0.059628437836601496,-392.0,0.0755788,0.9885132851931392,0.40920177,2.9331195,4.502273144519315,-4.791889354006976,0.9998695216465178,0.05777013187249653,1.0,-0.5636441281301574,0.0061285067,1.0,0.8111730489655496,-3.9877398435515824e-17,320,0.9957312323761405,7840,0.0250074185038126,-2.375074,-0.0050000000000000044,-0.8738369010681788,-0.0024507889,-0.5475097834265068,0.94309306
0.00020456326679877562,0.05218636493129153,-366.6,0.08822026,0.980763103762858,0.4120636,2.5469058,4.584428988462611,-4.027435574377937,0.9998982154371636,0.05562028549233553,1.0,-0.5436901957278436,0.0003713765,0.6666666666666666,0.8052736340031043,2.519655091347873e-17,340,0.9965888666272168,7332,0.0209074815538551,-2.3411117,-0.0050000000000000044,-0.8518868003046917,-0.00043495747,-0.5390199901632856,0.9408002
0.00015223562218079608,0.049776917010636045,-361.65,0.08621153,0.9952535174807291,0.41475073,2.3262932,3.0387260186365523,-5.657815236016977,0.9998219663583268,0.055212599757711825,1.0,-0.5397174851480329,0.0123385945,1.0,0.7985481698738535,0.0,360,0.9973614883245184,7233,0.02089614328749818,-2.1401618,-0.0050000000000000044,-0.8511425128690369,-0.0058266036,-0.524221186994232,0.9396547
2.18157683217126,0.038335773430639326,-527.8,0.066896215,-0.01575813691167105,0.39193246,2.7478004,0.2622650364810274,-12.689609495146048,0.9999974237301142,2.6360106114155806,1.0,-0.9963718066470107,3.9953018e-05,0.6666666666666666,0.7921394990255493,1.7335595870938705e-17,380,0.1756056156414848,6558,0.015268354680544527,-2.2455406,-0.0050000000000000044,-10.000000000000009,3.4532866e-05,-0.5670336600971255,0.93762124
1.1234307652818607,0.03865262958203746,-423.05,0.07554878,0.08938169606631197,0.39870045,2.63527,5.160940130571155,-12.218444354341052,0.9999962232898678,1.4154934657849787,1.0,-0.748823521791778,0.0030591823,0.6666666666666666,0.7841620709499102,5.2779404698986086e-17,400,0.20658872112582605,6462,0.01928459366741061,-2.3472617,-0.0050000000000000044,-10.000000000000009,-0.0039264862,-0.544519343729819,0.9388214
0.011875043564887696,0.03773034437396743,-331.5,0.061182447,0.25854657195904707,0.394044,2.3088362,6.486375096709876,-1.2618518250199422,0.9999834235112209,0.05212507647615821,1.0,-0.5137361379226725,0.0062753875,1.0,0.7771267325410284,3.215125501176924e-18,420,0.7771517972154203,6630,0.02204774945343957,-2.7300675,-0.0050000000000000044,-0.822596224890693,-0.004174657,-0.49941320940950396,0.94481367
0.0025200972965876397,0.04466877514537439,-344.4,0.08124678,0.8165127948347338,0.408903,2.346593,3.0465319200807084,-2.483193503973479,0.9999749346805608,0.05349914634956946,1.0,-0.5251084433843174,0.00024637062,0.6666666666666666,0.7710111658480203,2.0631322176541817e-17,440,0.9539759122930374,6888,0.023029749530366107,-2.370318,-0.0050000000000000044,-0.8403210923668604,-0.00018159545,-0.4780330143112646,0.947752
0.001184282923193696,0.04445790272108896,-338.85,0.0777072,0.9523247927067586,0.41002092,2.4159987,5.07026691837438,-2.6461720313417763,0.999953172494685,0.05292725347942759,1.0,-0.5202798155129282,0.002317994,0.6666666666666666,0.7664779737893777,1.363000673584374e-17,460,0.9780394401004008,6777,0.02612823443598437,-2.281834,-0.0050000000000000044,-0.8321131249491132,-0.0015173263,-0.4868233998106984,0.9469085
0.9049032327088227,0.04252308627208133,-429.8,0.080224544,-0.001530874550610184,0.40532333,2.502103,0.7346913744327924,-17.867127348338858,0.9999963970364381,1.3948996611634132,1.0,-0.7538078635665608,0.00062679185,0.4444444444444444,0.7618373715110819,3.446622335049751e-17,480,0.3613945799814835,6597,0.025742939533164966,-2.0000434,-0.0050000000000000044,-10.000000000000009,-0.0002244373,-0.49081849822496376,0.9496136
0.010811722735963982,0.0451806252032723,-333.45,0.11936103,0.7665557992343337,0.41365117,2.4933398,8.468975628835883,-2.1730465443219966,0.9999746895432685,0.052337702377542976,1.0,-0.5154805209384915,0.0063617225,0.6666666666666666,0.7569538092206302,-3.622500077349439e-17,500,0.8274405220438759,6669,0.025580715605540365,-2.425557,-0.0050000000000000044,-0.8269871895255347,-0.0013985938,-0.45762154957662143,0.9551569
