ValFuncLoss,_std_obs,_MeanReward,_mean_act,ExplainedVarOld,_std_act,_max_act,_max_adv,_min_adv,_std_adv,_std_discrew,_lr_multiplier,_mean_discrew,KL,Beta,_max_obs,_mean_adv,_Episode,ExplainedVarNew,Steps,_mean_obs,_min_act,_max_discrew,_min_discrew,PolicyLoss,_min_obs,PolicyEntropy
13.005398079918724,1.2913045856968781,-1702.95,0.41224262,-0.023491043348637053,0.5066107,2.8646874,0.6327824755073751,-3.679896016609005,0.9999991435090948,11.5700976570248,1.0,-4.433469043514932,0.0014145431,0.6666666666666666,4.6508833807082866,-4.1858187673643604e-17,20,-0.0007026245119059471,4074,0.4982207950502317,-2.09415,-0.0050000000000000044,-10.000000000000009,-0.0023405124,-4.026438571915041,0.91618145
0.11454902996889159,0.16521345931304912,-375.15,0.21151718,-6.629243186251972,0.44706917,2.5310056,3.277631701665575,-5.266535361838065,0.9999974670061004,0.056676180403432454,1.0,-0.5510414254395883,0.00039554134,0.4444444444444444,2.0199700030632917,-1.3258161136400643e-17,40,-0.9183933476616175,7503,0.24309153679605303,-2.3333116,-0.0050000000000000044,-0.9037548822325867,-0.0008619714,-0.9017074921280251,0.9204663
0.00601120778088374,0.14071296130456884,-470.95,0.11654439,0.17291609126451635,0.43819714,2.5841386,2.9546965978765587,-2.4304217726330317,0.9999835539368507,0.06251335441942467,1.0,-0.6174721274458991,0.0041388553,0.4444444444444444,1.680429935475589,-2.9571371952219903e-16,60,0.9393379688994857,9419,0.18585802093832107,-2.6052935,-0.0050000000000000044,-0.9224161762232007,-0.0013127228,-0.627200446839433,0.92171264
0.4657800634790522,0.11436720614411294,-562.85,0.10022005,0.0850875852139582,0.4181027,2.804607,1.0079962431399947,-20.99734926468897,0.9999956666793516,0.9161430189031265,1.0,-0.7605403869690268,0.0023287234,0.4444444444444444,1.2904047082392796,2.916464026667078e-17,80,0.49292945049186776,9258,0.10061095301376692,-2.1129854,-0.0050000000000000044,-10.000000000000009,-0.0011606357,-0.5073033949069785,0.9242339
0.010205319090261011,0.098290759235416,-539.95,0.05991553,0.7398702554335495,0.41185817,2.4178126,11.427366283831267,-2.9325815684987693,0.9999744442939635,0.0656177391578414,1.0,-0.6578277670063059,0.0060296548,0.6666666666666666,1.0797124154211746,-1.0527533819947776e-17,100,0.8550330028852178,10799,0.10502738001747453,-2.4456472,-0.0050000000000000044,-0.9559668956370322,-0.006158173,-0.4834229002171825,0.928463
0.0014649176178306487,0.09753355003099179,-582.1,0.0489581,0.9197059818843157,0.42769048,2.980345,5.607399920592919,-5.07570024354284,0.9999565906360027,0.06561647322910649,1.0,-0.6769631261916039,0.0023043114,0.6666666666666666,1.133714747523857,3.1737005892050514e-17,120,0.9779275175685365,11642,0.10565070244441102,-2.318792,-0.0050000000000000044,-0.968051058633453,-0.0011725643,-0.4513551169552294,0.9304904
0.0010890505170898317,0.09392422358435883,-591.2,0.026747702,0.9596989104084801,0.43567201,2.36376,7.338835749509111,-4.262303363140982,0.9999480401934305,0.06568576219787724,1.0,-0.6810703483094708,0.0024766189,0.6666666666666666,0.820791248646565,1.8027978748987658e-17,140,0.9834990949285323,11824,0.09707057717392177,-2.4939268,-0.0050000000000000044,-0.9611531039711128,-0.0010613009,-0.4582201715915562,0.9295702
0.0007294131311723251,0.08237586646146287,-567.8,0.025791189,0.9671604039863183,0.44037378,2.367192,5.439221914964466,-2.6698472830437874,0.9999399773596157,0.0653366586021277,1.0,-0.6700784333046101,0.0020630222,0.6666666666666666,0.8289820829746731,1.751954614413773e-17,160,0.9889607916813176,11356,0.07973203434643752,-2.5513418,-0.0050000000000000044,-0.9543944456201189,-0.0010352986,-0.4788695143030802,0.9296427
0.0004650018082002303,0.07933580289361496,-550.5,0.032939572,0.9793374779159744,0.42896682,2.7104924,5.901528721251919,-3.326853147595261,0.999924506227156,0.06497296864451102,1.0,-0.6614968678979639,0.0029327255,0.6666666666666666,0.8342134269330769,2.581444998220164e-17,180,0.9928972801489502,11010,0.07288103316540938,-2.8245745,-0.0050000000000000044,-0.9515670669348729,-0.0010905808,-0.5024243665337594,0.9340099
0.00045338779640515225,0.076435542949196,-520.9,0.0320688,0.9832560777566135,0.42668286,2.5723839,4.303042463151883,-4.80820683493934,0.9999072936810023,0.06426581600108561,1.0,-0.6461216476403863,0.0031983897,0.6666666666666666,0.8366445396098,1.364067452025533e-18,200,0.9932234305125581,10418,0.06430478104083155,-2.4881065,-0.0050000000000000044,-0.93745916830425,-0.0011936992,-0.5201143041757895,0.93742037
0.00035545159203278766,0.07503159351229678,-500.25,0.045188796,0.9851886251348286,0.43944672,2.7759194,3.852813297766196,-3.3828273441251495,0.9998952378745896,0.0636313303250287,1.0,-0.6347083618104729,0.004179247,0.6666666666666666,0.8353095847246322,-2.8407505677565224e-17,220,0.9949017356088976,10005,0.05572443264591627,-2.8208942,-0.0050000000000000044,-0.9368290379578799,-0.0018489629,-0.534641610010953,0.9398055
0.0004250660636318609,0.06962568249250485,-470.7,0.051159784,0.982228428375842,0.41866046,2.2790217,4.928561883520306,-3.480662535729711,0.9998941144180479,0.06250855551866889,1.0,-0.6173301336940465,0.0026313,0.6666666666666666,0.8325613776768698,5.736270227083877e-17,240,0.9936273101116081,9414,0.046473538386501846,-2.435582,-0.0050000000000000044,-0.9196456087882003,-0.0019610687,-0.5460854706690333,0.9412694
0.00023120799942743682,0.06965941775364859,-452.6,0.057099845,0.9911822055258236,0.43568897,2.6453362,3.0810159521383524,-6.593619124579971,0.9998623356797653,0.06160018912706017,1.0,-0.605886196478499,0.005840573,0.6666666666666666,0.828096429588768,1.726904572108065e-17,260,0.9965395191632992,9052,0.043611421351700264,-2.574959,-0.0050000000000000044,-0.9066063835587459,-0.0023029847,-0.550881392928995,0.9424715
