_std_obs,_std_adv,Beta,PolicyEntropy,_max_act,_std_discrew,_mean_act,_lr_multiplier,_MeanReward,Steps,_mean_discrew,_Episode,_min_adv,_max_obs,ExplainedVarOld,ExplainedVarNew,_mean_obs,_max_discrew,KL,_max_adv,_min_obs,_min_act,_std_act,PolicyLoss,_min_discrew,_mean_adv,ValFuncLoss
0.16215772367690165,0.9999992514618891,1.0,0.92301047,1.8861496,1.2977481066139334,0.1205254,1.0,-2096.6,1952,-8.046860530763293,20,-2.4118305400758318,1.6567193081611347,-0.16470411236585303,0.0022139599458886883,0.021778834170872924,-5.372865673626874,0.00453876,1.3102393119306677,-2.1368431819003297,-1.9805998,0.38260826,-0.0045375344,-10.000000000000009,7.280150981148567e-17,36.51257096552951
0.228383506536425,0.9999990663251641,1.0,0.9261117,2.4497676,10.899186002341914,0.08016939,1.0,-1868.65,3390,-5.366472828846624,40,-3.49138252666118,2.4396112072568505,-0.010646738364176622,-0.0009442725296917587,0.12163970753321703,-0.0050000000000000044,0.003262831,1.5904455211612092,-1.8529553026321512,-2.2619414,0.3946021,-0.0027900944,-10.000000000000009,8.383985082715046e-18,13.53436479377139
0.13471169988462292,0.9999986819373963,1.0,0.9256051,2.2046652,10.231292912767955,0.0915611,1.0,-1459.8,5208,-3.5348065864866647,60,-4.205469331667264,2.031703862479129,5.5153756449710656e-05,0.00032874023589635204,0.11424359629611225,-0.0050000000000000044,0.005793109,2.389423623872913,-1.3294134072921344,-2.4529545,0.39500818,-0.0038859206,-10.000000000000009,4.365853983164978e-17,10.554512704555636
0.10718481350032903,0.9999982272789673,0.6666666666666666,0.9274472,2.4115086,5.842926513451099,0.065526694,1.0,-810.95,6224,-1.691901073679258,80,-5.881458854464435,1.6162179704132147,0.00034523004908082466,0.028274375898363346,0.10040583318004387,-0.0050000000000000044,0.0011887201,2.979143188182877,-1.5895281226124782,-2.3203146,0.39931405,-0.001214951,-10.000000000000009,6.849705036247752e-17,6.174309688829165
0.09906938609047458,0.9999966494912423,0.4444444444444444,0.9296392,2.3902,0.05129502130175329,0.07174683,1.0,-323.4,6468,-0.5065153174402518,100,-1.3267248751595735,1.2604221734908116,-3.851515647390422,-0.5305738815769074,0.10600453113831154,-0.0050000000000000044,0.0009454795,4.566569285408209,-1.40797917207459,-2.1712477,0.42190775,-0.0007157483,-0.8287129923100175,-4.723768960680938e-17,0.39186847082451154
0.07547302192162926,0.9999916850442055,0.4444444444444444,0.9295105,2.6466496,0.051282914802270256,0.054067086,1.0,-323.3,6466,-0.5064217235619745,120,-1.8403431464675575,0.9880031779260179,-0.20220429227700754,0.02020978942649665,0.09686902891313005,-0.0050000000000000044,0.004129246,5.680011476056929,-1.0235309335511278,-2.049619,0.40423632,-0.002260509,-0.8295694273484674,7.03290057046805e-17,0.05104901498344157
0.09835006192595175,0.9999963768674763,0.2962962962962963,0.9290297,2.5314457,1.185843532002337,0.08202121,1.0,-410.85,6218,-0.6656465510986804,140,-15.25508623597398,1.513471354167307,0.010904265305736405,0.07866325111770289,0.10031778899779523,-0.0050000000000000044,0.0014110828,1.4188567065952606,-1.3039901226630424,-2.577105,0.42425027,-0.0013617266,-10.000000000000009,1.8283505584048895e-17,1.0925614213511832
0.09283904711131527,0.9999831344425859,0.2962962962962963,0.9257548,2.3918247,0.05109367681370369,0.06357948,1.0,-321.8,6436,-0.505013570577072,160,-1.305275347108414,1.2677242078062059,0.628743807168924,0.7841571081019232,0.09866929988817272,-0.0050000000000000044,0.0021977017,4.6379067666558385,-1.1060713054233506,-2.2641656,0.4163226,-0.00073173986,-0.8180938201239235,-3.532841445668615e-17,0.020776113168179157
0.09484541730659496,0.9999973327181486,0.2962962962962963,0.9267851,2.3137212,2.4382861046897473,0.05139015,1.0,-504.7,6096,-0.8682669422298458,180,-11.41583308253332,1.2681020169531418,0.08136328760440892,0.2253452767839259,0.09584053734681594,-0.0050000000000000044,0.0029706361,0.8014816173896279,-1.1780796902256878,-2.517493,0.41211906,-0.0025645082,-10.000000000000009,-2.7974123455122054e-17,1.9467408052741555
0.09854311462588877,0.9999881064007807,0.4444444444444444,0.92799294,2.3162117,0.05154157647952866,0.06908068,1.0,-325.55,6511,-0.5084880024089962,200,-3.1667020125159357,1.2807924886940023,-0.1108926664263783,-0.44654394479151316,0.0998465039975611,-0.0050000000000000044,0.01223779,5.046671007259468,-1.2303921577795733,-2.6053488,0.43042824,-0.005038356,-0.822596224890693,0.0,0.08984483415995713
0.25667965571841056,0.9999954001324541,0.4444444444444444,0.9275937,2.572219,1.2391415244535704,0.07778619,1.0,-492.8,7857,-0.8404803413083117,220,-18.604907376841137,1.9725469610945636,0.38581807013626146,0.7141994962968454,0.11499645417141115,-0.0050000000000000044,0.001956756,1.5898573224895696,-1.1989265871140944,-2.7187598,0.52692145,-0.001809896,-10.000000000000009,0.0,0.35852251548491393
0.15313282665449116,0.999977533913962,0.4444444444444444,0.92545813,2.7134573,0.05208051475585182,0.16067958,1.0,-330.2,6604,-0.5127312326522587,240,-2.95642198326124,1.7069988808908896,0.7844337629793985,0.8749031932766165,0.15702466495037268,-0.0050000000000000044,0.004112954,3.762914711949681,-0.989987940765863,-2.4146295,0.47248042,-0.0013786196,-0.841119486905026,-6.993530863780514e-18,0.00841090938990112
0.17833325553031418,0.9999973430847832,0.2962962962962963,0.9236308,2.7324452,3.4522420973955863,0.070395194,1.0,-653.6,7075,-1.237849081369803,260,-10.910316845147614,1.5960227395254933,0.264064946727506,0.43483942227518946,0.12268675012079867,-0.0050000000000000044,5.880329e-05,1.7118822447035158,-0.9508026169413946,-2.3017619,0.5074168,-0.000102647224,-10.000000000000009,0.0,2.024813289333656
1.6435438962617699,0.9999949377984303,0.19753086419753085,0.92582047,2.3945267,0.6995762799482178,-0.2569233,1.0,-802.1,14043,-0.9088647226505596,280,-15.710300571129835,7.640000000000886,-2.319383379403503,0.5672306669701291,0.41086593097443486,-0.0050000000000000044,0.0014402266,5.507581115244087,-0.8792490477847245,-2.7539062,0.59829783,-0.0005216907,-10.000000000000009,-6.476498624032815e-17,0.30306208734785595
0.11285061612950621,0.9999780590004893,0.19753086419753085,0.9289111,2.3368878,0.05312820073938884,0.17616674,1.0,-340.6,6812,-0.5218393569153449,300,-2.599416088999458,1.5157829391582,0.7662474319118995,0.9149673935910352,0.2037440201342956,-0.0050000000000000044,0.0054403823,2.6177709343136755,-0.6555334228352075,-2.6397243,0.4720586,-0.0035343766,-0.8503944852955144,2.7119951746568708e-17,0.004519871256458431
