_std_discrew,Steps,ValFuncLoss,_std_act,_lr_multiplier,KL,Beta,_mean_obs,ExplainedVarOld,_std_adv,ExplainedVarNew,_std_obs,_mean_act,_max_obs,_min_act,_Episode,_mean_discrew,_mean_adv,_MeanReward,_min_adv,_max_discrew,_min_obs,_max_act,PolicyLoss,PolicyEntropy,_max_adv,_min_discrew
0.033211888417099225,56375,0.01003773489368409,0.40948984,1.0,0.00014271539,0.6666666666666666,118.2329848205043,-1.1149476239438534,0.9999615924019768,0.7006533593024843,29872.436427298766,-0.74278194,1483.1422619663253,-3.2876987,40,-0.9494258217002416,3.8719064909180092e-16,-1414.325,-3.856846173555625,-0.0050000000000000044,-1.764448996800097,2.6627965,-0.00021138486,0.91833687,8.021233386949618,-0.999999999999989
0.023828649687238763,2205,0.02173741341854592,0.40696514,1.0,0.0002978459,0.4444444444444444,0.13299098411075427,-0.2120853161623757,0.99998424554847,0.11558201619926645,0.10990898358185172,0.32918033,1.7820442548813056,-1.6084034,80,-0.18061794025956934,-1.0956214519656874e-16,-67.5,-3.013363476490283,-0.0050000000000000044,-1.6671751673779764,2.3721843,-0.0006445473,0.92270625,1.3701623545966386,-0.6185686679295022
0.013008899798841539,2212,0.008435208917332218,0.4016531,1.0,0.0025822262,0.4444444444444444,0.041820471995689605,0.22777514039467395,0.9999722667279642,0.35345342934213186,0.08649840818297802,0.28939483,1.2675722420992075,-1.8809916,120,-0.1498129686301088,-7.709324438626765e-17,-60.25,-6.9332589671802545,-0.0050000000000000044,-1.4759939513086544,2.222178,-0.0007542274,0.924935,1.4187554114248784,-0.6127895028583509
0.013152357077067064,2224,0.008495086437062977,0.39836133,1.0,0.0039445176,0.4444444444444444,0.009935213557931331,0.3575940171648839,0.9999680581519431,0.35988046523400974,0.07277119966649977,0.24076937,1.0408604349118633,-1.5442322,160,-0.15058784995228583,3.833863682158814e-17,-60.55,-7.4588863505986165,-0.0050000000000000044,-1.3449234118741356,2.5690632,-0.0010963554,0.92351216,0.47173960665212783,-0.6166519275673389
0.02445918961144362,2182,0.020342035071093206,0.38174033,1.0,0.00068906543,0.2962962962962963,0.002166409002397482,0.1793991346803575,0.9999791451104348,0.17937757626059925,0.06340131367677236,0.20943744,0.9064501901254941,-1.9679325,200,-0.18079563407805327,-1.3025531361321727e-17,-66.925,-4.754250242990935,-0.0050000000000000044,-1.2486385934661834,2.4232469,-0.00026581823,0.922892,0.49542154110377185,-0.6185686679295022
0.013235856297590547,2192,0.008843305121446082,0.38430074,1.0,0.0062330933,0.4444444444444444,-0.008103557399843767,0.334837197948447,0.9999686268748701,0.33374957807104677,0.05765158037216077,0.18396825,0.8127749978469052,-2.1716876,240,-0.1490640314123257,0.0,-59.75,-7.386743367296428,-0.0050000000000000044,-1.1768205618806333,2.3005471,-0.0024447483,0.92129123,0.5424220112591956,-0.6147255553440591
0.013152488186468646,2237,0.008381747250626457,0.36027843,1.0,0.0012498705,0.2962962962962963,-0.01967704746520694,0.3612817988628526,0.9999679369335995,0.368764525008896,0.053212415575871044,0.1734283,0.7441790744790632,-1.7323763,280,-0.15099470544355936,2.5410558274835948e-17,-60.875,-7.3012937243166895,-0.0050000000000000044,-1.1186769154755305,2.22756,-0.0007426603,0.9184924,0.5761827937347448,-0.6147255553440591
0.017315587716150018,2254,0.012791470516163809,0.36051187,1.0,0.004603469,0.2962962962962963,-0.023118725832306057,0.269370233988218,0.9999736075742582,0.26814022411891414,0.04950689453468984,0.17691833,0.6926208837850708,-1.8026572,320,-0.16295816925904416,-6.3047270253779966e-18,-63.775,-6.27107837556899,-0.0050000000000000044,-1.069051509248667,2.059414,-0.0010491522,0.9155359,0.4594554394486843,-0.6242615782395708
0.01730002244803432,2210,0.012727427361970458,0.398399,1.0,0.0016317688,0.2962962962962963,-0.02131208593304723,0.26478888039566406,0.9999736653662986,0.26603581051918834,0.047210555044361176,0.24052812,0.6514681114943159,-1.9382749,360,-0.16078929636578523,3.215125501176924e-17,-62.675,-6.040854140293945,-0.0050000000000000044,-1.0276636465149638,2.577338,-0.0005020995,0.9166865,0.4631065642936884,-0.6204758245898546
0.013371824352594404,2172,0.008849660312549247,0.37908095,1.0,0.0026155612,0.2962962962962963,-0.017534002082417278,0.3417598955401767,0.9999684379644334,0.340005807004236,0.044579601060555044,0.25466502,0.6163453407283808,-1.8698103,400,-0.14836832718495618,-6.542750789687848e-17,-59.25,-7.357388271938722,-0.0050000000000000044,-0.9926780801095736,2.0631008,-0.0007486462,0.92232364,0.4385931149230567,-0.6166519275673389
