_min_obs,Beta,_mean_adv,KL,ValFuncLoss,_max_discrew,_mean_act,_max_adv,_min_act,_mean_obs,_max_act,_mean_discrew,_lr_multiplier,ExplainedVarOld,PolicyEntropy,_max_obs,ExplainedVarNew,_MeanReward,_std_act,_std_adv,_Episode,_min_adv,_std_obs,Steps,_min_discrew,PolicyLoss,_std_discrew
-2.8013819765674537,1.0,2.0166775849387897e-16,0.0019048918,0.017085057522232057,-0.0050000000000000044,-0.11937072,4.6641512792329385,-1.9902283,0.6054386316261704,2.1587713,-0.27921085384589356,1.0,-3.799336109467938,0.92298734,20.272466113035286,0.5553593997407353,-105.7,0.38948065,0.9999903224423128,20,-2.1857096563464236,6.070915250985207,2114,-0.782120411333259,-0.004232469,0.03833437176388381
