_max_obs,_std_adv,_min_act,_std_act,Steps,_max_act,_mean_act,KL,_std_obs,PolicyEntropy,Beta,_max_discrew,_lr_multiplier,PolicyLoss,_std_discrew,ExplainedVarOld,_max_adv,_MeanReward,_min_obs,_min_discrew,ExplainedVarNew,_mean_obs,_mean_discrew,ValFuncLoss,_mean_adv,_min_adv,_Episode
0.803876112241186,0.9999998378984503,-2.7021594,0.37512398,2817,2.0911264,-0.0013135457,0.000586187,0.06559802517900104,0.92251915,0.6666666666666666,-1.0,1.0,-0.00070540013,1607.262972318159,0.005366011129776305,2.601964628705393,-140.85,-0.9164940587965156,-160.25624451589496,0.0012324676064832119,-0.0004720346395012481,-69.79112866908287,6008.076009111548,1.1098289092454529e-16,-1.1426085716788321,20
0.8236628073388895,0.9999998473288705,-2.3785176,0.38781813,2666,2.3186848,0.03180609,0.002325374,0.08592990249039227,0.9269767,0.6666666666666666,-1.0,1.0,-0.0014667027,1437.5743302732542,0.006969563532582379,2.5699870136492438,-133.3,-1.1745837572250961,-158.4151200321471,0.0008927027686994604,0.02358918374754768,-66.07817864018494,5156.269462093191,-3.464762027337323e-17,-1.2061709424041913,40
0.9963459638985925,0.9999998528647249,-1.9215379,0.38131118,2603,2.2211955,0.039014235,0.0012745074,0.07578562823663251,0.9301269,0.4444444444444444,-1.0,1.0,-0.0014330063,1344.6482590217154,0.0006923814378484439,2.525433373240533,-130.15,-1.017408836088112,-138.97171835870674,0.0003971105006790321,0.026927842134777565,-64.35864742112585,4679.352489102965,-1.8562007695615373e-16,-1.1553723254860375,60
0.627359779460655,0.9999998570855406,-2.733151,0.37682417,2631,2.373313,0.039990984,0.002765342,0.06986082816336268,0.93153787,0.4444444444444444,-1.0,1.0,-0.00091879454,1373.5522572674383,0.00037329533545460425,2.532946774992345,-131.55,-0.8724108147909543,-139.9022324995274,0.0002923269880426016,0.0021465931378195835,-65.03839644816372,4616.4388087219695,2.052498970648712e-16,-1.1459241988974063,80
0.6256641364708189,0.9999998606385453,-2.110352,0.3789564,2590,2.1270857,0.07426195,0.0054676654,0.4467761026827649,0.93035996,0.4444444444444444,-1.0,1.0,-0.0014243969,1335.7726877669043,0.000223961395968586,2.519219876830609,-129.5,-12.30482838334018,-139.9022324995274,0.00018618424814165202,-0.039129945818599035,-64.07912820349324,4309.133201533869,2.304462926789514e-16,-1.1643289850144207,100
0.6315578062200763,0.9999998634263129,-2.1188483,0.39432302,2484,2.6196628,0.042019498,0.0018441045,0.06090178540626536,0.92696285,0.4444444444444444,-1.0,1.0,-0.002365274,1229.0846071702626,0.0005196086137017053,2.484679679057437,-124.2,-0.7038049971925794,-130.5761160817936,0.0022082901908376806,-0.001332894045880725,-61.50747167509753,3798.1513812998382,4.5767648036077307e-17,-1.1709818683606417,120
0.6296121507541845,0.999999946658381,-2.5196154,0.39125913,2427,1.8626422,0.06102434,0.009874573,0.12305256757382825,0.9251504,0.6666666666666666,-0.3828811241450855,1.0,-0.03218536,6417.128102492735,0.00020297446434669464,0.6697486134815844,-171.3,-6.162772710340762,-404.28099563216176,0.007654634168666075,-0.019471663660032775,-40.74919834561932,7244.553066313528,-3.5131902880598276e-17,-9.529793925241414,140
0.627087454361627,0.9999997081994634,-2.2463412,0.3910252,2459,2.0744438,0.062561534,0.0028166005,0.0629771054112997,0.92604554,0.6666666666666666,-0.39339823538175145,1.0,-0.0010629434,185.65488797976548,0.13585124598208753,1.8810617064428707,-122.95,-0.7120444949378469,-51.36841364958046,0.2709373813748561,0.0021107822600141242,-23.941669501485002,305.12550330372204,9.535547084214439e-17,-1.3154670737538439,160
0.628016668068338,0.9999996778386073,-2.2261062,0.39561254,2504,2.168023,0.04616146,0.0024133872,0.05551506192929924,0.92635936,0.6666666666666666,-0.40328746508559715,1.0,-0.0008282402,201.19621890582098,0.2617514059536824,1.706349044584268,-125.2,-0.6882201497579673,-52.65971085534925,0.2735244064183957,0.0024168467642744873,-24.96176054837808,334.3522236984722,1.532320596287756e-16,-1.432955335438238,180
0.627417814873395,0.9999996759395429,-2.2341855,0.39244932,2416,1.9932122,0.038084622,0.00116106,0.0506466146243331,0.93026054,0.4444444444444444,-0.41221378445879125,1.0,-0.0006588398,196.9874036097238,0.2830166196764795,1.548502257556517,-120.8,-0.7016058415637293,-52.28214194818389,0.2912021598490253,-0.007114522689268414,-24.660783484553825,312.114788481594,-9.705260877517925e-17,-1.4841049170865,200
0.6247589246729932,0.999999686814729,-2.2720964,0.41043955,2404,2.3818066,0.053288743,0.010240149,0.05190104309940298,0.9371282,0.6666666666666666,-0.42055818008817836,1.0,-0.0048956107,202.62418540251684,0.27736086186424236,1.608762496311287,-120.2,-0.699566060993617,-53.734371196941765,0.292960410510265,-0.010908901421451357,-25.02865454124453,315.10009525402916,4.4335029269557e-17,-1.4939297302924759,220
0.6224350390675615,0.9999996888787365,-2.0242095,0.38859972,2354,2.475472,0.13563603,0.0020904152,0.06162457003331208,0.9357846,0.6666666666666666,-0.4282861428090488,1.0,-0.00085198577,201.9522350788409,0.292798169160548,1.520403910024566,-117.7,-0.7179453127862578,-53.116058938104196,0.31095986463464376,0.0011165164745286795,-24.978480744741688,301.713996938902,2.0827293444115086e-16,-1.5120683172356804,240
0.6220450697176483,0.9999996915692289,-1.8646271,0.4042334,2335,2.322626,0.09562946,0.00085576327,0.05582545105870449,0.93177664,0.4444444444444444,-0.43556338404049044,1.0,-0.0015593551,205.0490030191315,0.3066955669261162,1.5133885389329105,-116.75,-0.6910041861333265,-53.60982411916712,0.32801845578777655,-0.017503472129468355,-25.191795184217046,297.78242192197627,-7.759674416223792e-17,-1.533307991218609,260
0.6491812600943627,0.9999999465165471,-2.0064995,0.4009492,2259,2.3055687,0.08519213,0.0008897598,0.11298728355298449,0.93048185,0.2962962962962963,-0.371698992185675,1.0,-0.0013680913,6275.818344130067,0.016122303754283807,0.4225290469938654,-162.9,-6.547830936777587,-391.7711490606124,0.015205019327164782,-0.02271408980166514,-38.72586524515963,6809.052039328122,2.516308935848075e-17,-9.206471623026609,280
0.6190288118063682,0.9999996908924395,-1.9983791,0.40409636,2274,2.252059,0.11818897,0.0011789309,0.052539219139453086,0.9309397,0.19753086419753085,-0.37713570017095926,1.0,-0.0004712463,145.8685444573774,0.29531072965871774,2.0262901278058436,-113.7,-0.7725183818905154,-45.35561110865373,0.3338846077194563,-0.016414823499689493,-21.254255695336603,150.96962112866683,-1.093623383975528e-16,-1.4729267729594453,300
0.6178508835155906,0.9999996823854543,-2.05521,0.38703713,2266,2.0799208,0.14408265,0.0035507374,0.053094327026329435,0.9289799,0.19753086419753085,-0.38233000717917964,1.0,-0.00097124366,148.5762102725677,0.3454887588289829,2.113846155772489,-113.3,-0.7339098431382768,-44.54113805179184,0.47537533715571645,-0.0075558777344599225,-21.465807671542677,146.1235582359493,1.0504493225050025e-16,-1.482939996323108,320
0.6179678840621188,0.9999996475905986,-2.4328303,0.4028331,2186,2.2699375,0.14488879,0.011815175,0.05057183502475904,0.9263127,0.2962962962962963,-0.38715680628058924,1.0,-0.005182934,142.62678507384953,0.43722323123651563,1.7270888400119555,-109.3,-0.6813832547024601,-45.10345626142001,0.49712982256504357,-0.018201175163881447,-21.003445083054736,129.71224098689788,-8.451102987082619e-17,-1.6756495740516142,340
0.6169656312560192,0.9999999434070999,-1.8237263,0.38984516,2281,2.8737404,0.22407705,0.0026935816,0.10618846766238448,0.9250255,0.2962962962962963,-0.35415374362444846,1.0,-0.0015289038,5443.944648128567,0.022575854171153376,0.37701993439133336,-164.0,-6.433158310639825,-372.607541152598,0.024986399640464896,-0.0034166155508242656,-36.32252927642958,5785.597819847606,0.0,-9.234792172728183,360
0.6165860490041709,0.999999939300916,-2.151916,0.40275586,2323,2.4475102,0.23023576,0.0029444322,0.12867086661880947,0.9220245,0.2962962962962963,-0.3335615171988559,1.0,-0.0027539404,4958.255912298806,0.02631437359043909,0.5464790660039034,-166.1,-6.18082111784953,-351.73198263724913,0.0307050005210755,-0.00012548176950544042,-34.95610214821121,5213.223465029303,0.0,-9.298651267019993,380
0.6176380194733759,0.9999999369060989,-1.8501865,0.43163723,2309,2.3730755,0.29456058,0.009156311,0.15191754735017532,0.92076695,0.4444444444444444,-0.31907799063651276,1.0,-0.012824817,5002.461422047771,0.025423101386652602,0.6347609039235351,-165.4,-5.833216374207621,-338.11466756633956,0.02541656905841838,0.0029355085502336957,-34.866371740693836,5219.59495707829,2.461819786089563e-17,-9.20838960542403,400
0.618245786640296,0.9999996815950439,-1.9902835,0.4029151,2319,2.2963192,0.27951536,0.0014344383,0.0665750113657885,0.91730803,0.2962962962962963,-0.3225967861910351,1.0,-0.0004901788,111.0174568148569,0.405592859186818,2.3142577919922367,-115.95,-0.8967360921261945,-40.008462090742086,0.4935007822563996,0.00383407743630893,-18.534371128934904,61.0163279050692,2.1448034283401042e-17,-1.505202917184527,420
0.6324995162886302,0.9999996637359408,-1.760354,0.40280244,2333,2.456427,0.35023493,0.0042700875,0.06845001752438382,0.91638225,0.2962962962962963,-0.3260234373126987,1.0,-0.0027699047,114.62506644925381,0.4739189996622807,2.0333323359762576,-116.65,-0.8172266478178182,-39.821362999668175,0.6983211474258653,0.028858715965527405,-18.83872109402104,52.455654569602956,-7.461764691865604e-17,-1.621640689728734,440
0.6196890204274379,0.9999995253162405,-1.7615612,0.42796367,2312,2.4389157,0.3168767,0.0014436005,0.06377764362867297,0.91775453,0.19753086419753085,-0.3293170789103816,1.0,-0.00029832657,114.70636301056742,0.7031979814682405,2.1190796949810027,-115.6,-0.781720229372833,-39.2951129357715,0.7181596133172505,0.006827052427923713,-18.856911143902522,49.31541842181653,6.146563458132355e-17,-1.9831991662713553,460
0.6193416383204199,0.9999995013316348,-2.0132058,0.42924705,2302,2.2698348,0.29625326,0.007974054,0.06417539181296708,0.91795224,0.2962962962962963,-0.3325016624797276,1.0,-0.0033361637,116.72801452308728,0.7125314238721057,1.9367387094037587,-115.1,-0.8302710888056064,-41.8604756324142,0.7230836524672494,-0.0007338086112749204,-18.979024680735282,49.15787247508785,-1.5433161072113383e-18,-2.114293326287186,480
0.619843397130178,0.9999994887233246,-1.7021605,0.40752712,2268,2.6271422,0.3307602,0.008479365,0.060720922743001046,0.9212743,0.4444444444444444,-0.3355538637782887,1.0,-0.00478613,114.96312472610734,0.7252117878572996,1.874338645314956,-113.4,-0.8442482576784343,-40.039305027330784,0.7381241942087389,-0.0011280828803904232,-18.864133982816487,45.43437467342467,8.928777764181153e-17,-2.1826189446821327,500
0.6199032890683123,0.999999473551045,-1.5634058,0.3911114,2146,2.2450254,0.31777367,0.0017278217,0.051051940564035767,0.921691,0.4444444444444444,-0.33837251213956576,1.0,-0.0015553703,105.28158487582293,0.7547178504063652,2.0516762643531252,-107.3,-0.7255834507732605,-39.738787715992885,0.7748031686637027,-0.011723469199448807,-18.03444367149131,34.01282957716433,2.814358459441217e-17,-2.435973762213876,520
0.618630607424189,0.9999994310360889,-2.0255945,0.38283056,2136,2.259897,0.34186345,0.012321992,0.04934009726404786,0.92171407,0.6666666666666666,-0.3411101861236106,1.0,-0.007392858,105.56684108238952,0.7792690663789315,1.66492312240308,-106.8,-0.7207921269070985,-38.13044668774042,0.7890431686258654,-0.012024089207651164,-18.085909575724042,32.88269447429355,2.993859841685815e-17,-2.3383567485289767,540
0.618589202177739,0.999999393417395,-1.8424103,0.38743803,2030,2.7586403,0.3396544,0.0003984898,0.04208127421802349,0.9206507,0.4444444444444444,-0.34365625129748006,1.0,-0.00017674916,97.12357709876628,0.8083852121651001,1.6908535664337023,-101.5,-0.713427882048102,-38.09044340756352,0.8194369276022946,-0.0319404114634435,-17.342144176994207,24.41748240762247,-3.675221047035001e-17,-2.653894772973341,560
0.6182446212643223,0.9999993764761499,-1.558153,0.37583733,2050,2.0626705,0.30900487,0.0029063988,0.039711695913593165,0.9217191,0.4444444444444444,-0.34617050721694004,1.0,-0.001157995,100.13785588642388,0.8141445139030957,1.3089805134512795,-102.5,-0.6849179340692642,-36.4037668766766,0.820499932127138,-0.037962853679743246,-17.62827625966897,25.9251560634704,-4.332577657073782e-17,-2.441680910453582,580
0.6167616613224041,0.9999999428505794,-2.8569276,0.40668043,2062,2.483809,0.36882466,0.0017925441,0.07962233003284362,0.92460245,0.4444444444444444,-0.33305035757955986,1.0,-0.013364275,5131.169667549277,0.023981363457530325,0.3138915979794148,-153.05,-6.133518635798889,-349.7723440209401,0.018570483278353755,-0.028101643976079817,-33.406168405691126,5246.186227148512,4.135069267275074e-17,-8.664985739461082,600
0.6163708279465393,0.9999996927322116,-1.9680248,0.3687767,2076,2.2218761,0.37584066,0.01200148,0.04583609976829925,0.9248594,0.6666666666666666,-0.33537997814716214,1.0,-0.0070198076,96.36805261515697,0.4353190296219871,2.579916539507667,-103.8,-0.6590571085511585,-36.539048945615235,0.4750529447362024,-0.019381479289680512,-17.290650342669363,53.595853105732914,-1.3690611479000003e-17,-1.6006392443389879,620
0.6159198213894738,0.9999996438530361,-1.8026882,0.36643755,1993,2.3068972,0.36140385,0.00092440436,0.037682883887919974,0.925112,0.4444444444444444,-0.3375740745966771,1.0,-0.000578312,90.06693914188286,0.5783713417138008,1.9244537053650241,-99.65,-0.7207645277100831,-35.49975419346153,0.8846096342222411,-0.0387413102078858,-16.722824829017906,14.17750974235731,3.0304130727349984e-17,-1.7570974838824804,640
0.6155416733919472,0.9999999430044174,-1.6016976,0.40560567,1980,2.4581451,0.38293242,0.0014811086,0.03978150986229723,0.9280349,0.2962962962962963,-0.32681532881158143,1.0,-0.0006156958,4463.694552673718,0.016002905870432738,0.3456545503217311,-148.95,-0.7353532752802642,-341.0432485922068,0.03784928819440303,-0.032662807320439205,-30.602114044273762,4464.916164796131,4.306319610667274e-17,-8.948715754941027,660
