ExplainedVarNew,_lr_multiplier,Steps,_Episode,_mean_obs,_min_adv,Beta,_std_discrew,_max_act,_max_obs,_max_adv,_min_obs,_MeanReward,_std_adv,ValFuncLoss,_max_discrew,_mean_act,_mean_discrew,KL,_min_discrew,_std_obs,_min_act,ExplainedVarOld,PolicyEntropy,_std_act,PolicyLoss,_mean_adv
-1.954152611216564e-05,1.0,6458,20,2.7142844894479206,-0.586013095006807,0.6666666666666666,2192.7404498831606,2.3170726,37.57922386039133,4.040019404308497,-13.22794204120018,-322.9,0.9999997608516596,11551.797535661912,-1.0,-0.12416698,-102.40838749578926,0.0010100793,-179.65981888387194,17.8318876048292,-2.1216655,0.006724153594052207,0.9153434,0.40425727,-0.00076519744,-4.3680004040997176e-16
0.028850726838739793,1.0,49045,40,2.0664572822428164,-0.3137751642063278,0.4444444444444444,1265.5747900221932,2.2060275,20.98271237884364,11.980172099492252,-1.4482772043322358,-2452.25,0.9999994431966781,23945.359519723534,-1.0,-0.32996058,-187.31608005721472,0.00019482867,-199.99999999998968,6.9727585377487005,-2.8176997,0.02860938379422806,0.91733086,0.37070382,-0.00063407223,-7.661025561625874e-16
0.5277551941023311,1.0,2251,60,0.1741070443292096,-2.1063963803493,0.2962962962962963,643.9437891627043,2.6276066,1.7288214957172414,1.9920642359739098,-0.6691326140858846,-112.55,0.999999759805858,581.2133010960972,-1.0,0.34281698,-47.886993479707336,0.0013923577,-107.57607019216577,0.07469538209026402,-1.708544,0.7156572470312927,0.91401404,0.3781012,-0.0006802931,3.945705996002333e-17
0.009256279729150219,1.0,2244,80,0.10795220622804191,-10.143051537614804,0.2962962962962963,1712.8349274270809,2.3964977,1.2966141986464532,0.6905101008798358,-2.205034183760812,-162.15,0.9999999147139015,1751.9921275554022,-0.2507902082964122,0.29509264,-20.7945560913595,0.001739682,-250.7902082964122,0.05663957735586513,-1.6299881,0.0033408419636170583,0.9105251,0.36668688,-0.00542919,1.2665645913727275e-17
0.8933659842433638,1.0,2281,100,0.07629348326838671,-2.45189863512688,0.4444444444444444,41.92436767206249,2.3121042,1.0866302797835605,1.8401826673548398,-0.6457352782651956,-114.05,0.9999992769063478,9.673034286559805,-0.25530371590819867,0.2907195,-12.324569821600063,0.012437536,-24.581186537342084,0.04645525500648727,-1.7604413,0.3800825620279257,0.9105616,0.35838637,-0.0051206704,-1.1992939643473852e-16
0.990193628537488,1.0,2149,120,0.07752799185057861,-3.8877732147006356,0.4444444444444444,38.94309890765903,2.3507876,0.9587996265637779,1.5324886351999705,-0.6358511359898965,-107.45,0.999998803343553,0.39047441812184497,-0.2594926413945573,0.2834745,-11.892331282952556,0.0052881367,-23.17230244222998,0.039374501004041315,-1.8193629,0.9133756366458805,0.91000336,0.3515857,-0.0012215222,2.479790841414961e-17
0.9960511993081483,1.0,2097,140,0.06948972354402927,-2.593599941027984,0.6666666666666666,38.53462230795149,2.2072017,0.8652451073208838,2.441127196652516,-0.6284316252577531,-104.85,0.9999966279937593,0.17763781916793467,-0.26351911941621253,0.27726972,-11.825604878044691,0.006249018,-22.79149339467635,0.03590644351621494,-1.8276379,0.9890877474541317,0.90544116,0.37202752,-0.0038022047,3.3883773760615172e-18
0.9979322663459435,1.0,2020,160,0.06829257067674495,-3.2139827830013905,1.0,37.349332672648806,2.2785301,0.7946417736287434,2.521867418485701,-0.6223565268955261,-101.0,0.9999945650687394,0.08207715488672873,-0.2673446398068085,0.3574428,-11.623044825250208,0.008582465,-22.352180355496163,0.032542980180050946,-1.74985,0.9960641568845413,0.90298027,0.37870684,-0.0056206835,0.0
0.017576877842722993,1.0,1984,180,0.06542155334899177,-9.934816414953097,0.6666666666666666,1095.1503515041345,2.6280499,0.7376218085526184,0.27565565738523706,-0.6176615949572184,-149.15,0.9999998949621836,1080.3536867902858,-0.19147817448524646,0.34947246,-15.56354428040871,0.00052721606,-191.47817448524646,0.030796170021069002,-1.7761455,0.006615849244443139,0.90624714,0.3937567,-0.00035522494,-1.4325458382260084e-17
0.14429028327308346,1.0,1981,200,0.05550068932858048,-7.071612541532734,0.4444444444444444,1047.3932302578019,2.2778072,0.6911387701473547,0.3361320582763966,-0.6137870284147032,-198.95,0.9999998928505907,907.0763374770087,-0.1371526487878985,0.38682836,-16.261436220539238,0.0007662329,-137.1526487878985,0.030206812179276656,-1.7347487,0.010993806842597098,0.90667796,0.38378948,-0.00040946173,1.4347152665524486e-17
-3.7966087161410744,1.0,1975,220,0.05516994876865928,-2.1764928383777753,0.4444444444444444,9.734621001635999,2.6224725,0.6530041816035327,3.755575371840181,-0.6101565540808859,-98.75,0.9999996334305941,60.34800495511621,-0.13894647237216692,0.36922058,-5.926874731472764,0.0029764336,-11.206609985803055,0.029117562410902197,-1.968379,-4.221717372418029,0.9065059,0.41983947,-0.002376663,-6.835601002249065e-17
0.8479983512376466,1.0,2004,240,0.04946785611957605,-2.260819418126289,0.6666666666666666,10.218419537711167,2.4040737,0.6206091159502051,4.398951486101892,-0.6070143333773443,-100.2,0.999999575947406,1.5606796352594052,-0.14074259637180137,0.30421492,-6.077653467370454,0.0087277945,-11.602172832695766,0.02973583655523445,-1.7971442,-3.0661974128175915,0.91095346,0.41445863,-0.0040692943,-4.254746920719163e-17
0.23219250914877299,1.0,1984,260,0.04686627843748369,-9.9484712870459,0.4444444444444444,456.1565427011727,2.6208346,0.5933329100139897,0.43390709095406765,-0.6038349896705915,-149.15,0.9999998333507124,362.5439336154766,-0.12744289833443123,0.29865897,-9.996463439363179,0.0010125045,-127.44289833443122,0.02850423169274175,-1.8859782,0.08670526426550851,0.914816,0.45798904,-0.0008374014,0.0
-0.7440671565452199,1.0,2001,280,0.045399486183808874,-2.0958839893096566,0.4444444444444444,8.561635907518879,2.6840892,0.5697571037380008,4.226556577295121,-0.601229458449646,-100.05,0.9999992735742987,16.19826073128361,-0.12900743132702625,0.27798375,-5.5634987964182345,0.005945256,-10.481967558723905,0.028578293036068837,-1.9650378,-0.7552629891108327,0.9151676,0.4835385,-0.0016663999,-1.4203752838782612e-17
0.14366989449980727,1.0,1994,300,0.038394603549959945,-7.236820431114981,0.4444444444444444,652.2073468107111,2.7175145,0.5489905167523813,1.6907578357424733,-0.5987665166132675,-199.6,0.9999998587497648,565.5923076017989,-0.1103234336090097,0.28424063,-12.706582594753865,0.0031431117,-110.32343360900971,0.028291042806317168,-1.8558801,0.13477212782942805,0.9109527,0.53849,-0.0015495048,2.8507231123775333e-17
-1.2532470123627086,1.0,2028,320,0.04142529551525167,-1.8831746961944091,0.6666666666666666,6.560429138262869,2.2989008,0.5321838554902608,6.187147233142902,-0.5967982369024537,-101.4,0.9999993551450008,15.844703437443904,-0.11163141758681919,0.22740439,-4.870440519178296,0.006919165,-9.333291967414825,0.02844384061596424,-2.339,-1.6851112085073074,0.90719694,0.56419736,-0.0019432347,-5.605859848205919e-17
0.2348743948864559,1.0,2009,340,0.043607613674084424,-9.273568992236147,0.4444444444444444,285.5820955446092,2.992671,0.5324205208103236,2.136996174120998,-0.5949864586897698,-150.4,0.9999997793874967,224.3404749240174,-0.10561816541790639,0.2248606,-7.943667029607304,0.00053953903,-105.61816541790638,0.02813541391603309,-2.1917078,0.22455801857909474,0.9056883,0.6501974,-0.0004975186,0.0
