_mean_obs,ValFuncLoss,_min_discrew,ExplainedVarOld,_min_obs,KL,_min_act,_max_act,PolicyLoss,_mean_adv,_Episode,_max_obs,_mean_discrew,PolicyEntropy,ExplainedVarNew,_std_act,_max_adv,_max_discrew,_std_discrew,_MeanReward,Steps,_std_adv,_mean_act,_min_adv,_std_obs,Beta,_lr_multiplier
0.13884059864829523,5157.898744819884,-142.0,-0.0013609878486244842,-12.539779550171833,0.0013312885,-2.398143,2.2264953,-0.002287101,-4.678583281285218e-16,20,3.0243083810230096,-65.5302271852137,0.9227692,0.0005092331202849465,0.39633,2.579500284383676,-1.0,1418.8374575148096,-129.85,2597,0.9999998409081864,0.25006938,-1.1461358725676123,0.6325889645356252,0.6666666666666666,1.0
0.08192824530157153,6932.993148325362,-169.0,0.0033635911546873176,-0.7369706809605816,0.0026548784,-2.0263677,2.3628,-0.0011816493,1.0297720808117394e-16,40,1.3216292838325097,-76.72002635046114,0.922024,0.000572850906274236,0.38590595,2.655362929630355,-1.0,1968.3116015803334,-151.8,3036,0.9999998549905375,0.16155091,-1.0996754990560145,0.10733580883451348,0.6666666666666666,1.0
0.022460815499585375,7592.3592691285285,-204.0,0.001378167579077716,-4.059968971726126,0.0007222387,-2.0281851,2.3194432,-0.0005710707,7.076678351796828e-17,60,0.7533186230801728,-81.40367258014317,0.9205664,0.00024134330851266483,0.41534612,2.700493635108945,-1.0,2251.9637213394194,-160.65,3213,0.9999998605687208,0.097123444,-1.0883139503359438,0.13151031525662296,0.4444444444444444,1.0
0.03630845614684562,7421.655414753543,-215.0,0.00038573627609861383,-3.0428089099365403,0.0011510728,-2.0887594,2.329243,-0.0005770658,9.008117552926441e-17,80,0.866227459534749,-81.95269016697588,0.92156225,0.00014040664665115887,0.37177575,2.703697975442548,-1.0,2290.3351149027667,-161.7,3234,0.9999998658111785,0.0816945,-1.092003812549541,0.08175175570883866,0.2962962962962963,1.0
0.04761364270220206,8144.823558694217,-189.0,7.216962168532515e-05,-0.6436119163175785,0.0006240765,-1.9457513,2.536317,-0.00019185839,-1.5397487772900178e-16,100,0.9026502370430013,-87.30338052585958,0.92345965,4.3886980819030086e-05,0.37020564,2.7740736848510266,-1.0,2542.8868680866362,-173.05,3461,0.9999998701007635,0.07997231,-0.9925677548710663,0.07639168669615065,0.19753086419753085,1.0
0.029392902816106112,7857.203318229439,-219.0,9.968203313426294e-05,-3.4156963049215783,0.00289416,-2.2055914,2.3488555,-0.0015325375,-9.693906699774952e-17,120,0.7362367936325825,-87.2055152394775,0.92469233,7.307492786046144e-05,0.3795245,2.7682290068815876,-1.0,2580.5383150102903,-172.25,3445,0.9999998747043123,0.06689523,-1.034927838103393,0.08934712095493229,0.19753086419753085,1.0
0.045689697921374006,9241.619174638274,-231.0,2.5871869678284476e-05,-3.37368121971697,0.00563534,-2.1753104,2.4265513,-0.0013980732,3.764464825219074e-17,140,0.9152713922313825,-95.40317880794701,0.92577,2.3181174973241347e-05,0.41057336,2.869503030763896,-1.0,3072.6676455243187,-188.75,3775,0.9999998781853847,0.060973983,-0.9649842868579441,0.09855174253576143,0.19753086419753085,1.0
0.024214251685583082,7939.428428606585,-218.0,6.854801887745676e-05,-3.3663047418771037,0.0011973568,-1.9664928,2.2201536,-0.00044878817,-2.579138220686426e-16,160,0.7277873435652281,-91.0166251039069,0.9276428,7.272131748148336e-05,0.40445024,2.8195093908226774,-1.0,2770.438626349062,-180.45,3609,0.9999998827507918,0.069390304,-0.9932443852204549,0.09389799923222789,0.1316872427983539,1.0
0.04400523901889925,7628.425147590167,-196.0,0.00011008669520873315,-0.6285994907035911,0.0079586115,-2.0163949,2.194402,-0.0021822075,-8.252985315797624e-17,180,0.7566760980363022,-91.10398230088495,0.9276073,0.04524280734806996,0.41317824,2.822013980503357,-1.0,2760.5041213094214,-180.8,3616,0.9999998866104919,0.08848739,-0.9648197417514566,0.07973297546402416,0.19753086419753085,1.0
0.02307906377414919,6899.325129455916,-195.0,0.08869798171988597,-0.6289096422979035,0.0078109433,-2.3339868,2.632236,-0.0032490322,-2.7816992208480516e-16,200,0.727430945444716,-88.78780141843971,0.92476785,0.08758052754505563,0.4265595,2.573693312168037,-1.0,2617.3938370102105,-176.25,3525,0.9999998757162004,0.1139607,-1.1097485053062488,0.07768803934097197,0.2962962962962963,1.0
0.027856373837907275,6275.752120322525,-187.0,0.09577809912593083,-0.6358483827262824,0.004691737,-2.2805002,2.8574243,-0.00236387,1.0312666701888246e-17,220,0.7317857163431974,-86.75703918722786,0.9216093,0.09965428067054971,0.42288905,1.9039300871590321,-1.0,2495.097138403399,-172.25,3445,0.9999998784390005,0.14888121,-1.1188239365176536,0.07744296846766845,0.2962962962962963,1.0
0.036620484133250905,6749.354694585742,-195.0,0.09299949359564019,-0.6433361681024174,0.004270188,-2.2848942,2.3566709,-0.0016857496,-6.308925511743398e-17,240,0.7353131125327919,-90.71892341842397,0.9242439,0.10591321736065762,0.4707415,1.8848849826425422,-1.0,2727.317499839862,-180.2,3604,0.9999998813544723,0.15068989,-1.0874073801917452,0.08240117411657177,0.2962962962962963,1.0
0.019876197756447937,6570.675906534706,-221.0,0.10456726338918909,-4.028383495167962,0.00038782018,-2.2903385,2.7798254,-0.00048135067,1.260735655354766e-16,260,0.7377165235140885,-91.00554477405046,0.93082845,0.1186915677389283,0.44005054,1.8953700677093175,-1.0,2775.6722731090986,-180.35,3607,0.9999998827792425,0.15145928,-1.140900216638143,0.10464406805388064,0.19753086419753085,1.0
0.02757898606186118,6316.440513249923,-197.0,0.12227953110055001,-0.6520942839655166,0.007359776,-2.6145241,2.471967,-0.0023421654,-1.2761889423710006e-16,280,0.7410846954736674,-91.14451505940868,0.9367125,0.13562530039091603,0.45707834,1.7689778933486444,-1.0,2758.8365345741718,-180.95,3619,0.9999998835258588,0.16439147,-1.1202008457821675,0.07743541033761678,0.2962962962962963,1.0
0.01195948345863668,5763.337591284789,-217.0,0.13997263313250863,-4.061194023509778,0.0028329361,-2.2556565,2.3404326,-0.0007756271,-1.0686369181408998e-16,300,0.7451641284231433,-89.04767309875142,0.93692464,0.15464364410849119,0.4431483,1.7185924263498713,-1.0,2671.9137318159505,-176.2,3524,0.9999998845568357,0.18958054,-1.2003392130316997,0.10452683536861344,0.2962962962962963,1.0
0.013167450337095873,5049.143428877958,-205.0,0.1656838042338018,-3.9754099013724815,0.0021246306,-2.3730721,2.772546,-0.0010276764,3.33001867960211e-17,320,0.7467694298246477,-86.10515524311658,0.93963194,0.17785206013589305,0.485648,1.6570401518621802,-1.0,2475.316710388905,-170.7,3414,0.9999998846239581,0.19389659,-1.2431540049913754,0.09969621925029816,0.2962962962962963,1.0
0.02000441195967008,5357.374486624758,-212.0,0.1692016193279524,-3.908285602646053,0.00033348304,-2.39557,2.7537706,-0.00029943686,2.269398788606312e-16,340,0.7481524400469144,-89.17863199547767,0.93676406,0.18211334348571062,0.51611114,1.6376240271113598,-1.0,2652.0636248103046,-176.9,3538,0.9999998860186333,0.20203629,-1.2229081997075422,0.10133459596582028,0.19753086419753085,1.0
0.02065585066570205,5361.481557330065,-217.0,0.17723011807720157,-3.8574527371651053,0.009396799,-2.2675645,2.4874144,-0.0029841228,-7.139139962981749e-17,360,0.7484077182176686,-90.35919620429807,0.9368359,0.19164046038673288,0.5154573,1.6195922710506905,-1.0,2730.1408636575684,-179.15,3583,0.9999998871259312,0.21230732,-1.227482122611211,0.10366873282562312,0.2962962962962963,1.0
0.018106928117391726,4317.903770563448,-180.0,0.2141774594512441,-0.6751892904945863,0.005742894,-1.9948592,2.9194632,-0.0033214458,-1.4724094583542632e-17,380,0.7504856098958577,-85.03937240970988,0.93783987,0.23093134142041438,0.50564426,1.5413536429460868,-1.0,2392.2249151774745,-168.9,3378,0.9999998864124585,0.23832104,-1.2447869243871714,0.06995332585389094,0.2962962962962963,1.0
-0.0033226807332604434,4108.427732331679,-200.0,0.23027776757996854,-3.8994712089674777,0.003133114,-3.160572,2.6852937,-0.000828784,-3.6122088839478775e-17,400,0.7517558491691798,-84.45305023923444,0.93573916,0.2484221449709596,0.5542323,1.5333231870235664,-1.0,2394.064183279773,-167.2,3344,0.9999998866218633,0.20167449,-1.3308263276299348,0.1240783006374723,0.2962962962962963,1.0
0.006638150703202936,3772.467258815227,-188.0,0.2564458467564068,-3.7254124430858884,0.006577355,-2.690915,2.567605,-0.0016014533,1.571806657893555e-16,420,0.7518090372625532,-83.19363636363636,0.9356494,0.26898255553209005,0.57038844,1.5421364344955268,-1.0,2301.8464443526173,-165.0,3300,0.9999998859734939,0.21595941,-1.3463240814666313,0.09632679328174461,0.4444444444444444,1.0
0.0023133961523561512,3772.2284024903734,-199.0,0.262622283486703,-3.6892134337271574,0.0010511393,-2.4935606,2.6342385,-0.0006921786,-3.8419252759632936e-17,440,0.750608989315013,-84.0877140282367,0.9389789,0.28171874239114436,0.5251346,1.4617336497302214,-1.0,2372.795550466733,-166.45,3329,0.999999886676435,0.20241557,-1.3741552180266037,0.11862645092433141,0.2962962962962963,1.0
0.009851383391804702,3719.3258495112186,-210.0,0.278203456497781,-3.5613479765215263,0.007753308,-2.2047863,2.8284295,-0.0037802588,1.397788988380525e-16,460,0.7496363254697564,-84.73293591654247,0.9437359,0.29450038747014473,0.51195914,1.415134366905839,-1.0,2412.156992721676,-167.75,3355,0.9999998866048603,0.2022094,-1.4093246742176797,0.09332314435989124,0.4444444444444444,1.0
0.011160415934824561,3153.323194346954,-171.0,0.3163022902947693,-0.6944326911820865,0.0013603258,-2.3623543,2.4484432,-0.00048517116,-1.5770368981111964e-16,480,0.751227718723737,-81.65382244143034,0.9471866,0.3268598779757068,0.4651991,1.4139956169349854,-1.0,2201.064193157129,-162.2,3244,0.9999998851136798,0.18284601,-1.3678797040140536,0.06460606394128024,0.2962962962962963,1.0
0.013258667287036613,2905.832852979334,-175.0,0.33395315279917326,-0.6969796986497023,0.001088384,-2.0671606,2.3499584,-0.0014462774,-1.000451286270479e-16,500,0.7509751228809265,-80.49687108886107,0.9496064,0.35266696385340146,0.46405903,1.3328401292995375,-1.0,2143.719952662981,-159.8,3196,0.9999998849739524,0.18733852,-1.4264556444779406,0.0631462935971491,0.19753086419753085,1.0
0.0028196215091676247,2885.2975301222286,-190.0,0.3456046243163635,-3.6615743094570727,0.0067414767,-2.6847599,2.5186775,-0.0015801,1.8785733293812913e-16,520,0.7498369432602925,-81.09486780715396,0.94983184,0.35835985596678155,0.47926518,1.3873518392713795,-1.0,2190.941233380659,-160.75,3215,0.9999998848583322,0.16620429,-1.4958388120490294,0.08956586392262475,0.2962962962962963,1.0
0.017587144872297802,2921.8566735015484,-171.0,0.350602814671246,-0.7008351243417594,0.0017999188,-2.4451458,2.3931777,-0.00097576494,2.3417337644824785e-16,540,0.7496771693566477,-82.47848642050656,0.9521836,0.36851466191030624,0.5292533,1.285682723563288,-1.0,2245.9498728387684,-163.85,3277,0.9999998859023876,0.19716407,-1.3950849350128727,0.06921247973526592,0.2962962962962963,1.0
