_mean_act,_std_act,PolicyEntropy,KL,_max_act,_mean_obs,_lr_multiplier,_mean_adv,_std_obs,_MeanReward,Steps,_mean_discrew,_std_adv,_std_discrew,_Episode,PolicyLoss,_max_obs,ExplainedVarNew,ValFuncLoss,Beta,_min_act,_min_obs,_max_discrew,_min_discrew,_max_adv,ExplainedVarOld,_min_adv
-0.00068014086,0.36817402,0.9201733,0.0004010394,2.1566665,0.021698493963157175,1.0,-4.155828254189795e-17,0.05464376844742307,-741.75,6839,-1.0691097699220773,0.9999981151465436,3.395070906043901,20,-0.0008123099,0.6080966479407973,0.25418121249978376,2.5372000144714186,0.6666666666666666,-2.233987,-0.7380632388150715,-0.0050000000000000044,-10.000000000000009,0.6281691027822761,-0.053349828383280284,-9.192400134154122
-0.0013263853,0.38238296,0.92363185,0.0017411074,2.3788054,0.03132720304415191,1.0,2.38137489990817e-17,0.059983291213859244,-557.95,7161,-0.8843522722023466,0.9999968936966187,2.160047425249624,40,-0.0007129583,0.6302257055114945,0.3423381404016349,1.4229444131207623,0.6666666666666666,-2.16535,-0.9427563518484581,-0.0050000000000000044,-10.000000000000009,1.6824405462321301,0.18797617930493682,-11.42416760675015
0.002120343,0.37444487,0.91957563,0.0012327526,2.5244997,0.042126660371205216,1.0,1.560989121538048e-17,0.05638927461473192,-464.1,7283,-0.7357451862757758,0.9999954421204174,1.1991466600679366,60,-0.00077902834,0.6420541217287844,0.31556220982686045,0.8212272009112883,0.4444444444444444,-2.409192,-0.8512366512986245,-0.0050000000000000044,-10.000000000000009,2.645966580152384,0.21671072896553945,-11.654536054560898
-0.008889446,0.38001555,0.9162059,0.0049749627,2.338839,0.007992070966789564,1.0,-1.3203608044387315e-17,0.09724931689405975,-576.6,7534,-1.0403704982516488,0.9999956959960152,2.3702130359225193,80,-0.0016790181,0.6543862572573814,0.9325460470698186,0.17253100069687524,0.4444444444444444,-2.4541826,-1.0891157282314372,-0.0050000000000000044,-10.000000000000009,2.312974995310828,0.7438561339994165,-8.27735292447072
-0.0006449334,0.40122792,0.9206071,0.0036982857,3.1542125,0.04288292420753479,1.0,0.0,0.11125121660926743,-505.8,8117,-0.8268703047050417,0.9999946369204487,1.1970882249918515,100,-0.0010665356,1.0299999999999974,0.9742970036061401,0.030773416094653356,0.4444444444444444,-2.5465407,-0.9628027893981742,-0.0050000000000000044,-10.000000000000009,6.669982180010309,-0.16795295824861167,-7.770862655345772
0.07823074,0.4231202,0.92301744,0.007448262,2.4810116,0.06983386418131447,1.0,0.0,0.10265857017217841,-560.3,7208,-0.8957839136102564,0.9999969757874618,2.1767576280970644,120,-0.003742773,0.8788965209934293,0.3340999157783351,1.4763846682052106,0.6666666666666666,-2.3759344,-0.8581354617656758,-0.0050000000000000044,-10.000000000000009,0.5861696128859902,0.1230457923324465,-11.515971100814731
-0.114940226,0.45794314,0.9222726,0.00046966976,2.429821,0.06743702168105888,1.0,5.0667099439172846e-17,0.2132376187389753,-760.85,11219,-1.0517232123123734,0.9999963891210246,1.6002070470608414,140,-0.0006947421,2.416999999999845,0.891489650999526,0.17943196722714871,0.4444444444444444,-2.7868981,-0.8153788924989057,-0.0050000000000000044,-10.000000000000009,2.4754748884614757,-2.567828644363629,-3.205781054818366
0.05874805,0.41713634,0.9180632,0.008472527,2.5318003,0.08373205623353801,1.0,-9.23157431763021e-17,0.07255812825747232,-369.45,7389,-0.5460143649315685,0.9999838035483816,0.055887574150429456,160,-0.003135421,0.6926417651996334,0.9362586147570577,0.003652473729828713,0.6666666666666666,-2.1545424,-0.6489786436932377,-0.0050000000000000044,-0.8612305669960252,12.342308483975247,0.26880513026233577,-3.7359408564820806
0.07747622,0.42613253,0.91307527,0.002779617,2.3711705,0.08862503527693431,1.0,0.0,0.08718923389991907,-367.1,7342,-0.5445169691423656,0.999956317043631,0.055920683464552985,180,-0.0014066893,0.826961391208722,0.961284941232915,0.0021670152626931775,0.6666666666666666,-2.332745,-0.657401313828155,-0.0050000000000000044,-0.876341301584673,18.456538602920922,0.9342515182249298,-3.2391216021425273
-0.063154176,0.4648135,0.90922254,0.00072236836,2.4050367,0.05043768046679041,1.0,2.4490917217065064e-17,0.18630196494826884,-564.15,9284,-0.8530339869196695,0.9999948733429008,1.050727556532925,200,-0.0004481619,2.3929999999998475,0.8995512540881638,0.10619825949960693,0.4444444444444444,-2.5070345,-0.6580075237571339,-0.0050000000000000044,-10.000000000000009,4.718382444180408,-1.7022738980908922,-2.1297417893137545
-0.029307425,0.49504036,0.90741277,0.0073981057,2.468279,0.07128748469131956,1.0,7.886617583503858e-18,0.14169050574377579,-427.95,8559,-0.6104921794443191,0.9999789826548601,0.07371517064008427,220,-0.004659697,1.8449999999999076,0.8807063453808334,0.008837841766877115,0.6666666666666666,-2.5828452,-0.6123319473194568,-0.0050000000000000044,-0.99990419083469,19.383601827577372,0.5563250270528906,-2.884767402209891
0.063552625,0.42846337,0.90408516,0.0066039935,2.7020066,0.09498912457721312,1.0,6.899430087835624e-18,0.07998482181242769,-360.45,7209,-0.5389380168983383,0.9999377365260639,0.055226786925995024,240,-0.0033568954,0.6878591769779502,0.9753450347624194,0.001395720492689806,1.0,-2.34385,-0.5923664393637111,-0.0050000000000000044,-0.8639852095391397,3.8814549633752486,0.9651104850647051,-5.070760584712099
0.061510924,0.43402845,0.9010964,0.0029205002,2.457435,0.08610925032596557,1.0,3.226073715142339e-17,0.0815709001756751,-352.4,7048,-0.5320225534736582,0.9999205570177861,0.05434441128014461,260,-0.0019026583,0.6829787022823177,0.9852753697575007,0.0008696960362502402,1.0,-2.3349771,-0.5957318103762335,-0.0050000000000000044,-0.8496426987894617,7.1201644715159675,0.978907269517858,-3.5825044895241036
0.09775062,0.44246528,0.90267277,0.00085913605,2.4621325,0.08854952742654137,1.0,-1.2339381807700727e-17,0.09025956625463616,-345.5,6910,-0.5263249596990343,0.9999252679021006,0.05377247102330896,280,-0.0007675337,0.8639396753197892,0.9838583451761,0.0010173185409356408,0.6666666666666666,-2.40682,-0.5987346648635016,-0.0050000000000000044,-0.8533642294716524,6.849298643314408,0.9727973765690106,-2.2304228249252076
0.10380088,0.4383159,0.90235156,0.0028180715,2.5530717,0.08748495294270098,1.0,-2.4693057715381413e-17,0.09025030952610048,-345.3,6906,-0.5259961101546274,0.9998894467876822,0.05365787018392124,300,-0.0016008816,0.758475508766283,0.9908787078026575,0.0004944975264840705,0.6666666666666666,-2.6054454,-0.599034044943004,-0.0050000000000000044,-0.8518868003046917,14.343671300473456,0.9875781227143409,-5.4195141187793565
0.08971224,0.44820657,0.9021452,0.000784407,2.5489175,0.07883635513103017,1.0,-2.0721572929720042e-18,0.08716120620727202,-342.9,6858,-0.5237739457601103,0.9999327379626801,0.053324363880386444,320,-0.00030253397,0.6963082103649307,0.9948730482946575,0.000365541984736977,0.4444444444444444,-2.5241532,-0.5995462206431971,-0.0050000000000000044,-0.8346188575451071,31.320709786309738,0.9785740348671269,-2.94235199002734
