_min_obs,_mean_obs,ExplainedVarOld,PolicyEntropy,_max_obs,ValFuncLoss,_max_act,Steps,_min_act,Beta,PolicyLoss,_min_discrew,_max_discrew,_std_discrew,_max_adv,_lr_multiplier,_std_adv,_mean_adv,ExplainedVarNew,_std_act,_std_obs,_Episode,_min_adv,KL,_mean_act,_mean_discrew,_MeanReward
-0.5784704968823066,0.011348280071162817,4.618025601810238e-06,0.9509574,0.5780130244316999,1259.7526306125183,2.4126477,1168,-2.224663,0.19753086419753085,-0.0007361376,-155.0,-1.0,721.0621833364609,1.5742107620342145,1.0,0.9999998842253479,4.866731066850001e-17,5.381457639397347e-06,0.4226482,0.03523628440304568,320,-4.1566343658072755,0.0006021637,0.011751946,-34.465753424657535,-63.35
-0.5775772346274525,0.009167269931112703,2.3474984324423076e-05,0.9569112,0.5787265830550646,1240.7703851708156,2.0896294,1189,-1.8417224,0.19753086419753085,-0.002895528,-154.0,-1.0,707.7922800892113,1.6022200834277338,1.0,0.9999998840214775,5.975969182170733e-17,2.227797147613675e-05,0.41369238,0.036806987159906664,340,-4.138700345839097,0.0023740672,0.0125132855,-34.8309503784693,-64.4
-0.576837218609881,0.0077780790695812846,-9.065695075971547e-05,0.9577971,0.580825680859066,1353.9639316769312,1.7819254,1198,-2.941184,0.2962962962962963,-0.010407951,-162.0,-1.0,804.7652180456574,1.5964054461361044,1.0,0.9999998865548859,-5.931074588982472e-17,-6.754547616472095e-05,0.4224012,0.038806213539624,360,-4.019107675908684,0.012941094,-0.0014233976,-35.68447412353923,-64.85
-0.5757026429726937,0.007915713224304413,1.8678979742725588e-05,0.9605886,0.5806385552489007,1248.195285678721,2.1744022,1178,-2.2563117,0.2962962962962963,-0.0011330282,-158.0,-1.0,756.7281167758655,1.5935203303861016,1.0,0.9999998862105625,-4.825417560340239e-17,1.7194925804986383e-05,0.4099053,0.03427082420324155,380,-4.039073906968343,0.002559418,-0.030724887,-34.926994906621395,-63.85
-0.5753602734026338,0.006647051665885536,5.076116920166296e-05,0.9592433,0.5818401607969786,576.6213258126095,2.0226119,1182,-2.0884206,0.2962962962962963,-0.0033764679,-61.0,-1.0,292.24440565046484,2.0417273339893156,1.0,0.9999998389176755,-4.80908789008528e-17,4.882792226623689e-05,0.42559475,0.0353647906794204,400,-1.452247226465845,0.003820404,-0.01684914,-30.07191201353638,-59.1
-0.5753828056921975,0.009436640267909635,9.376642893577092e-06,0.95443314,0.5811619910323369,1209.1432955037726,2.0659025,1178,-2.2834084,0.2962962962962963,-0.0049336394,-158.0,-1.0,756.4360423554642,1.604514361064382,1.0,0.999999886996578,6.031771950425299e-17,9.427071298806489e-06,0.4370197,0.034743587601718334,420,-3.989154361850516,0.0041243588,-0.026590763,-34.921052631578945,-63.85
-0.5750190580432377,0.005532188716971748,2.5133397070886687e-05,0.95081776,0.5815621201246473,1158.7787127216388,2.1780264,1177,-2.1450627,0.19753086419753085,-0.00024243354,-156.0,-1.0,732.9864515938093,1.613490330475626,1.0,0.9999998868472881,-1.4488551961123538e-16,2.4467510255754554e-05,0.43546873,0.034875974636362404,440,-3.9875770921848104,0.0013756268,-0.028158054,-34.75276125743415,-63.8
-0.5748650975413699,0.005333857954126722,8.551912072163326e-06,0.9453923,0.580754875708719,2407.5429781551966,1.9793456,1169,-2.4678888,0.1316872427983539,-0.0011857157,-158.0,-1.0,1520.541831648935,1.4310993558230858,1.0,0.999999916971488,7.293851864089994e-17,8.200572190530941e-06,0.41038692,0.034616612226979586,460,-2.678819432602718,0.00066724024,-0.035126343,-44.47305389221557,-73.3
-0.5749610411358297,0.003985463551230902,6.237842707601526e-05,0.9453106,0.5813262486037483,518.3946834318074,1.9700506,1187,-2.6731052,0.1316872427983539,-0.0018927642,-62.0,-1.0,294.4208836390297,2.0437331630885547,1.0,0.9999998440919357,-1.1074170692132985e-16,6.0177821761597805e-05,0.4022062,0.034871185203857125,480,-1.4733613864493722,0.001643002,-0.03701007,-30.19123841617523,-59.35
-0.5750241804819847,0.007320786178035063,2.6184088025016372e-05,0.94682765,0.5807314586812453,1098.9940523809446,2.6555886,1181,-2.166025,0.19753086419753085,-0.0077392804,-156.0,-1.0,731.7560915454333,1.634667061154802,1.0,0.9999998880808461,3.60986995305724e-17,2.584053448062562e-05,0.44012466,0.035127420487108714,500,-3.905308464265549,0.011704078,-0.039466806,-34.820491109229465,-64.0
-0.575008139462933,0.0018274193923902458,3.2074506783552614e-05,0.9476224,0.5802239669443447,1787.1429100558516,1.9835087,1204,-1.8623052,0.19753086419753085,-0.0017520944,-160.0,-1.0,1191.4620665058887,1.5208405960585407,1.0,0.9999999069122462,-2.0065160312162298e-16,3.211248618961715e-05,0.41874075,0.035531781876169365,520,-3.0870558606539906,0.0025035476,-0.04862648,-40.56229235880399,-70.1
-0.5749779858855036,0.0021341078535636053,0.00010217814299007255,0.94905096,0.580321646835636,486.04065187423885,1.6984253,1194,-2.3820164,0.1316872427983539,-0.002305106,-62.0,-1.0,297.4814588015454,2.0464823241495704,1.0,0.9999998479896793,5.950944185595478e-17,0.00010410124959425726,0.40853846,0.035508242965557164,540,-1.4615177100818948,0.0013190014,-0.052520458,-30.35929648241206,-59.7
-0.5750781341656627,0.0003142829605208044,0.00013498669395084484,0.9527112,0.5793558506061466,487.48847295088535,1.7920204,1204,-2.2395663,0.1316872427983539,-0.0016292516,-62.0,-1.0,302.34981608922635,2.0500550030049958,1.0,0.9999998496796773,-7.967048947476207e-17,0.0001449392889109058,0.4192875,0.03607684930381976,560,-1.4440189440360676,0.0032694824,-0.049810752,-30.607142857142858,-60.2
-0.575180771545869,-0.0021372288196739287,7.835436393932582e-05,0.9549268,0.5779097155645196,1100.4485365015412,2.0803583,1213,-2.4104054,0.19753086419753085,-0.0041387067,-159.0,-1.0,764.3925990013381,1.6744037187877696,1.0,0.9999998899742057,1.1715461430504537e-16,8.88263482424767e-05,0.42365348,0.03542040629929425,580,-3.7718176152040774,0.0066333134,-0.051449135,-35.72794723825227,-65.6
-0.5752625609210995,-0.005501447934946828,0.000184108119048787,0.95335937,0.5786094180298695,1075.129047740452,1.9440174,1222,-2.1344435,0.2962962962962963,-0.0026569783,-158.0,-1.0,751.7544338518327,1.6888611664281523,1.0,0.9999998899636742,-4.6516709378729965e-17,0.00035703224088967644,0.42215574,0.036235678153244105,600,-3.757840553329469,0.008264597,-0.061078828,-35.8379705400982,-66.05
-0.5754646468710093,-0.005893664795359147,0.0011355156203849415,0.9517469,0.577378714601132,1657.6490476040094,2.141037,1219,-2.206277,0.4444444444444444,-0.004429483,-160.0,-1.0,1170.807123470939,1.5628399010430938,1.0,0.9999999073385294,-4.66311885650599e-17,0.07765098851770835,0.4531318,0.0406057781847891,620,-3.0241495334153825,0.009679293,-0.066151366,-40.734208367514356,-70.85
-0.5758192822457296,-0.0014381087313735722,0.06756390312161908,0.95136786,0.5781099076448406,1652.3213937386051,2.2556949,1217,-2.075444,0.2962962962962963,-0.00076161453,-160.0,-1.0,1194.3968552868866,1.5191398151980682,1.0,0.9999999027676162,1.1676955394578475e-16,0.07865867283004113,0.43719077,0.036740277326588446,640,-3.1478742619100433,0.0011428664,-0.06096372,-40.8594905505341,-70.75
-0.5759193879658386,-0.0016922802213248497,0.22640177571742182,0.95260596,0.5772941771483269,409.4710831122483,1.8753201,1219,-2.2046995,0.2962962962962963,-0.0036563606,-63.0,-1.0,309.9192805194753,1.841098178542262,1.0,0.9999998286197158,-5.246008713569238e-17,0.28215404225276475,0.40045068,0.037094300984750375,660,-1.589737444837635,0.004036225,-0.058852024,-30.981952420016405,-60.95
-0.5760674584985109,-0.0021635902757472653,0.06900992024903108,0.95171005,0.5759159164357159,1580.2053868652838,2.0770135,1203,-2.5973048,0.4444444444444444,-0.009095855,-159.0,-1.0,1180.3179209084522,1.2940319464208798,1.0,0.9999999032320342,1.417541617476509e-16,0.08445093449152918,0.4503985,0.03776251939535175,680,-3.261026906355531,0.012188249,-0.06112578,-40.45635910224439,-70.05
-0.5762832053122506,0.0016461106156147602,0.27641229113582744,0.95145893,0.5747801428712156,364.85969898371064,2.20894,1199,-2.1105683,0.4444444444444444,-0.00049055973,-62.0,-1.0,299.79260031121294,1.771534704422678,1.0,0.999999822630286,2.222297964220497e-17,0.2744471808216523,0.47074676,0.034969109974436904,700,-1.6534473366555669,0.002950989,-0.056667376,-30.48123436196831,-59.95
-0.5763343580596552,0.0021599277526831153,0.1397986352047561,0.9459313,0.5768221584179607,933.316009520682,2.1772468,1201,-2.4097164,0.4444444444444444,-0.0015603646,-158.0,-1.0,753.3258005228781,1.4973376949822235,1.0,0.9999998790452898,7.099511098352375e-17,0.1404909526492839,0.4719437,0.03503457452255976,720,-4.192420965513706,0.002149142,-0.057445757,-35.392173189009156,-65.0
-0.576310039148324,0.004495429777560102,0.3088841075316404,0.9401942,0.5751390860784051,333.9302089399882,2.1235473,1191,-2.1609318,0.4444444444444444,-0.002751022,-61.0,-1.0,295.6569710838566,1.692430552001426,1.0,0.9999998193025823,-3.281263683191059e-17,0.30812209789183553,0.46149978,0.03518686502174382,740,-1.651233501249683,0.0059366506,-0.053003654,-30.27875734676742,-59.55
-0.5763327366548432,0.004306148355322175,0.08738482924621382,0.93834764,0.5765874891229357,2064.2076926407,2.148837,1199,-2.5446382,0.2962962962962963,-0.0010871204,-159.0,-1.0,1540.1566721225151,1.1809054762823363,1.0,0.9999999129136605,3.555676742752795e-17,0.08968774393340195,0.49324775,0.03426887864306185,760,-2.9413914829472008,0.00094576593,-0.05953719,-45.258548790658885,-74.8
-0.576223183730047,0.0024091412690008048,0.09621470641604823,0.94008696,0.5764465692077556,1458.7468536522724,2.101879,1201,-2.1140547,0.4444444444444444,-0.004668059,-159.0,-1.0,1170.1138643137378,1.4135262942137625,1.0,0.9999999021563812,3.5497555491761874e-17,0.09914866410721535,0.460305,0.03442283287302528,780,-3.5368050832840474,0.008866145,-0.045397673,-40.33805162364696,-69.95
-0.5761649828765103,0.0038934823696739128,0.24254338398821607,0.94274247,0.576827616620869,303.7872119441078,1.8210977,1194,-2.341198,0.4444444444444444,-0.0037370536,-61.0,-1.0,297.3299916668771,1.8857790080818717,1.0,0.9999998345804202,2.5291512788780785e-17,0.32480492378551207,0.47607586,0.033464407854797436,800,-1.6040953850303856,0.004681652,-0.051959027,-30.35678391959799,-59.7
-0.5760581188363988,0.004755749510632321,0.3457007005654855,0.94100225,0.5765979397522097,288.6540789593977,2.1131644,1198,-2.2368772,0.6666666666666666,-0.0037371723,-61.0,-1.0,299.21124035328774,1.8473707623208517,1.0,0.999999820103376,-1.9275992414193035e-17,0.4679889774894016,0.47888947,0.034718597819910595,820,-1.6867928517142017,0.008734245,-0.05913089,-30.45492487479132,-59.9
-0.576055982149507,0.004387190947896927,0.4736651268896519,0.9388076,0.5750249758795094,277.7624381112947,1.9982662,1196,-2.7024472,0.6666666666666666,-0.0017925955,-61.0,-1.0,298.15045343452533,1.4942661349930035,1.0,0.9999997905071328,0.0,0.49427955959359904,0.46901935,0.03480084245836635,840,-1.8287866645910689,0.0031948737,-0.056507766,-30.403846153846153,-59.8
-0.5760277180506593,0.004221478068072906,0.19666864903701742,0.94054615,0.5748370592148965,839.7929625292044,2.2295983,1193,-2.1863704,0.6666666666666666,-0.0011777162,-158.0,-1.0,754.160767370994,1.0641033395583142,1.0,0.9999998733437931,1.1911864807378042e-17,0.17895279203788783,0.45879847,0.0343367859078381,860,-4.91317657947503,0.0017819959,-0.050720073,-35.224643755238894,-64.6
-0.5760025975830018,0.00443375309252371,0.18542467545588592,0.9445859,0.572394051196673,827.4676792369447,1.9334342,1199,-2.3192766,0.4444444444444444,-0.00063617004,-158.0,-1.0,753.4028120459014,1.0283751950394546,1.0,0.9999998753405525,-2.3704511618351965e-17,0.15801996646263483,0.45754892,0.03391387873015922,880,-4.695110912691396,0.00042336926,-0.043944422,-35.34778982485405,-64.9
-0.5759423002537652,0.0024887221473314106,0.35427034894327303,0.9493176,0.5749476574434647,261.8975489394461,2.0999756,1204,-2.5290658,0.2962962962962963,-0.00036547487,-62.0,-1.0,302.2008421540601,1.708071096619557,1.0,0.9999998227686382,7.37689717358908e-18,0.45912616874225043,0.48219386,0.0343557374551161,900,-1.6935458873598606,0.0002656889,-0.052390005,-30.6046511627907,-60.2
-0.5758889396363118,0.005565577132812659,0.4756557005573694,0.9492341,0.5737196342613503,250.08421368479532,2.2933228,1202,-2.3608983,0.19753086419753085,-0.00022785355,-61.0,-1.0,301.1622171588672,1.413652692308459,1.0,0.999999797200125,0.0,0.5440030957024924,0.47761172,0.03448240379239979,920,-1.8386142539440853,0.00039115787,-0.056856763,-30.554076539101498,-60.1
-0.5758377432401938,0.0007878171183156136,0.5375088867619844,0.94439507,0.5760566655732766,250.34598023709012,1.9197865,1211,-2.3425364,0.2962962962962963,-0.0059662038,-62.0,-1.0,305.76678138260553,1.2578613510049117,1.0,0.9999997792957377,2.346961967828572e-17,0.5385472847133059,0.47477248,0.034684901113693815,940,-1.9228027646760493,0.012314261,-0.058506373,-30.78034682080925,-60.55
-0.5757865894884971,0.0007639536424946996,0.14449627481074556,0.94396627,0.5753989787656577,1360.9882264685914,2.0222979,1207,-2.3154843,0.4444444444444444,-0.009821448,-159.0,-1.0,1177.5984196028553,0.8590559882645975,1.0,0.9999998981722035,-4.7094796073577475e-17,0.1345133589124965,0.4872544,0.03600402596130724,960,-3.7549320008145344,0.012801333,-0.06548391,-40.51946975973488,-70.25
-0.5758117241427544,-0.002156985069832873,0.14228896444522388,0.94596314,0.5746705599252554,1329.657297724364,2.2355676,1209,-2.4293022,0.6666666666666666,-0.0028924362,-159.0,-1.0,1176.3431008544271,1.1872897657678148,1.0,0.9999998998038696,-4.7016889049468995e-17,0.13119473694687,0.4496667,0.03828344542302424,980,-3.8557568451420647,0.00648368,-0.06928617,-40.55334987593052,-70.35
-0.5875652321095785,-0.006512084942651408,0.20361246618629547,0.94681907,0.5746834337480615,757.9175574548332,1.9108481,1216,-2.1539793,1.0,-0.0041046976,-158.0,-1.0,752.0274350491258,1.638416136846402,1.0,0.9999998778627351,7.011934892369409e-17,0.1907669699825274,0.4450801,0.04141589067717322,1000,-4.018654874303533,0.007949017,-0.0709546,-35.708059210526315,-65.75
-0.6475925379288515,-0.005931925111895326,0.41830533490540633,0.9463433,0.5749547727815251,230.04868706891338,2.7049918,1225,-2.1970322,1.0,-0.0011626341,-63.0,-1.0,312.74194152436485,2.1715579509367733,1.0,0.9999998200554693,5.800348863347757e-17,0.5226438430694693,0.4977839,0.042253346113766674,1020,-1.710480146254537,0.0018099461,-0.07810488,-31.12816326530612,-61.25
-0.5820701580352092,-0.00626323090740492,0.15591377456471256,0.9443965,0.5745862700157252,1274.082133980651,1.9434682,1216,-2.6170645,0.6666666666666666,-0.0012719983,-159.0,-1.0,1172.1354358282115,1.3384198247742096,1.0,0.9999998985883692,-4.674623261579606e-17,0.14771956184589208,0.4707539,0.04264982884689235,1040,-3.7380200777703703,0.00096494844,-0.078678355,-40.67516447368421,-70.7
-0.5765699380378495,-0.008674127314514479,0.45804716573692583,0.9416023,0.5746563832405175,219.7060287426736,1.947242,1227,-2.8903253,0.6666666666666666,-0.0010638966,-62.0,-1.0,313.732084868508,2.0181994057455293,1.0,0.9999998142814658,6.659528493269073e-17,0.49001284914206866,0.501805,0.044774922218804365,1060,-1.7734041238766427,0.0028723779,-0.08249178,-31.177669111654442,-61.35
-0.6696690697695559,-0.009799898184374578,0.4861005077907484,0.9442692,0.5780105500074134,208.12722699850727,2.9096897,1230,-2.4790568,0.6666666666666666,-0.00090823416,-63.0,-1.0,315.37833366382444,1.7817695070147934,1.0,0.9999998082945114,7.509801272261221e-17,0.6217113637803094,0.47042802,0.046710128476359254,1080,-1.8399178175437858,0.0019173208,-0.07854645,-31.254471544715447,-61.5
-0.7274684413540609,-0.006527951549461678,0.6209223224718616,0.9450037,0.573603926742648,196.71381727499806,2.3391967,1224,-2.6311545,0.6666666666666666,-0.001226159,-63.0,-1.0,312.26782901341363,1.4732117518107088,1.0,0.9999997640847695,-1.3061447348531254e-16,0.6158370717633306,0.4723641,0.047776658012228676,1100,-2.035064402473349,0.0029093302,-0.08625945,-31.10375816993464,-61.2
-0.7488667979767429,-0.011938340598089193,0.5854783824478897,0.945362,0.5835430027066862,190.99547641189417,2.2921867,1223,-2.2186975,0.6666666666666666,-0.0021426566,-62.0,-1.0,311.74036339470587,1.6265728740796779,1.0,0.9999997797546261,-3.4859005842686846e-17,0.6152716879989149,0.48789427,0.050628540890705356,1120,-1.9787890384064066,0.004404601,-0.08220045,-31.078495502861816,-61.15
-0.7025383438106938,-0.01075436111618114,0.198839064187178,0.9441879,0.5853403963655297,1234.9563912817734,1.9953455,1228,-2.1022701,0.6666666666666666,-0.002137546,-160.0,-1.0,1176.131143964392,0.9638609587643218,1.0,0.9999998942492428,-9.257885807949189e-17,0.1889694541987501,0.4826609,0.047748463250012765,1140,-3.9465932387051206,0.005165365,-0.082121104,-40.96009771986971,-71.3
-0.7115334635362253,-0.009207306196801011,0.14166096948542162,0.9471952,0.5742958515318262,1768.6581176847938,2.041978,1227,-2.280392,0.6666666666666666,-0.0015921581,-161.0,-1.0,1573.4433690749229,1.112322804417987,1.0,0.999999910752966,3.474536605183864e-17,0.11311164382896643,0.47747996,0.04497315728249842,1160,-3.2068778003836425,0.0044394718,-0.081520736,-46.10676446617767,-76.2
-0.5780769571235923,-0.003966398330924269,0.40074698357969063,0.954392,0.5724590174260745,181.87305858247757,2.1084113,1221,-2.2478523,0.6666666666666666,-0.0013437009,-62.0,-1.0,310.6323571728977,1.906356369256131,1.0,0.9999998315619287,-3.200642953874325e-17,0.5133165257713996,0.47438243,0.04151983180910656,1180,-1.7237374560425343,0.0015121953,-0.077993594,-31.027027027027028,-61.05
-0.6576722432525811,-0.003112196169948135,0.22961518196837616,0.9606282,0.5810827527359196,700.8962179748462,2.353319,1217,-2.254818,0.4444444444444444,-0.00057158445,-160.0,-1.0,775.9928066443002,1.332166673160213,1.0,0.9999998763322213,-3.503086618373542e-17,0.2632428935972184,0.5163163,0.043242245852752374,1200,-4.752817262427908,0.0007120283,-0.075998515,-35.8898931799507,-65.8
-0.5783281588997137,-0.0011924695928491622,0.27773430056483384,0.9635608,0.5971310512643921,669.7806597898084,1.9400144,1215,-2.3107774,0.4444444444444444,-0.0013128188,-159.0,-1.0,764.0992165828378,1.04581180802332,1.0,0.9999998681719152,-7.01770603219852e-17,0.25362726327113916,0.525713,0.04094978770764668,1220,-5.061973029690446,0.0038085843,-0.07692538,-35.7679012345679,-65.7
-0.6168138742381896,-0.0004488949223711692,0.5610543577970355,0.96721,0.5712209600172193,147.27050573879777,2.355735,1215,-2.6984348,0.6666666666666666,-0.0029722098,-62.0,-1.0,307.65759013700483,1.7218874112413072,1.0,0.9999997996727131,8.479728122239879e-17,0.6499714659739361,0.4937262,0.039350157919306274,1240,-1.9088884235543833,0.0072508957,-0.0714113,-30.878189300411524,-60.75
-0.6243338652716424,-0.00032679137971833484,0.621884184350274,0.9700939,0.5716404633053083,137.5180351785735,2.6877925,1209,-2.1101377,0.6666666666666666,-0.00091585284,-61.0,-1.0,304.5574239522851,1.6187525791887318,1.0,0.999999778741023,-9.69723336645298e-17,0.7002124415170179,0.51787454,0.042113206874286845,1260,-2.04379464128648,0.0020745224,-0.07462386,-30.727047146401986,-60.45
-0.668298431987257,-0.00495826981941408,0.6987044734645634,0.96759945,0.6062484460805523,138.30196260727433,2.0425897,1218,-2.1105573,0.6666666666666666,-0.0010032081,-62.0,-1.0,309.1290953162874,1.4298380079000348,1.0,0.9999997446840095,7.583789462135717e-17,0.7127752006203221,0.50520784,0.04208180136992253,1280,-2.1607848866980612,0.002192541,-0.07093176,-30.952380952380953,-60.9
-0.5786837710599709,-0.0023559603627798164,0.16092487812683864,0.96721375,0.5683594268588145,1639.7614313424037,1.9483024,1211,-3.4696417,0.6666666666666666,-0.0029284863,-159.0,-1.0,1537.7247758470558,0.8417772471271068,1.0,0.9999999092437605,0.0,0.13601737144857096,0.5055251,0.04057679887475791,1300,-3.456741959095933,0.0039234706,-0.080327496,-45.49380677126342,-75.4
-0.5787604768653211,-0.0002523325645072955,0.5111853257208279,0.96662664,0.570949141712873,157.32530255469132,2.4761965,1218,-2.3185353,0.6666666666666666,-0.0014590445,-62.0,-1.0,309.2294132080101,2.0463923513277416,1.0,0.999999816321395,4.95863157139643e-17,0.523301500435561,0.49578813,0.03985260833943193,1320,-1.8474918293156377,0.0015324285,-0.065159135,-30.95402298850575,-60.9
-0.5841934482243724,0.0005569888572645001,0.14875388271526058,0.96794903,0.6083495396288774,1605.368711900679,2.3222227,1214,-2.1398323,0.4444444444444444,-0.0014304625,-160.0,-1.0,1534.680598943137,1.1941815781406067,1.0,0.9999999111714005,-1.1705811132785835e-17,0.15036407723539325,0.5483901,0.03884305273532159,1340,-3.05370987365671,0.0011759916,-0.07570697,-45.532125205930804,-75.55
-0.5787987335138692,-5.8333822225851266e-05,0.26048362823355664,0.97166234,0.5926767696970544,636.1808860314221,2.6599073,1219,-2.7224274,0.2962962962962963,-0.0013368393,-160.0,-1.0,775.8363281405097,1.181432144308614,1.0,0.9999998740637609,6.994678284758985e-17,0.24382888813646253,0.5283565,0.03856773687529519,1360,-4.408134034190552,0.0013347574,-0.07140184,-35.93273174733388,-65.9
