ExplainedVarNew,_mean_discrew,_max_discrew,_std_act,_mean_obs,_max_obs,_std_adv,_max_act,_std_discrew,_min_adv,_min_act,_mean_adv,_lr_multiplier,_min_obs,_std_obs,ValFuncLoss,Beta,KL,ExplainedVarOld,Steps,PolicyEntropy,_Episode,_mean_act,PolicyLoss,_min_discrew,_MeanReward,_max_adv
-0.17518675860214183,0.06057690286068167,0.18984262218452697,0.44505036,-0.0012752525760729545,1.2052105812943934,0.9999996847143905,1.899856,0.0018297797573885804,-1.4926494131215875,-1.7985051,1.7763568394002506e-16,1.0,-0.9918436810882596,0.044866937435191115,0.0021598183859616762,1.5,0.010995831,-4.9886670142586675,380,0.9151206,20,0.012869185,-0.018694514,0.0050000000000000044,19.0,2.5205521809972242
-0.048036853858275164,0.06314379270614849,0.18984262218452697,0.4116989,-0.03432510636784463,0.7765752197290465,0.9999996919558192,1.7255803,0.0019255525884898925,-1.4997015594456187,-1.7800764,-1.40119750690605e-16,1.0,-0.9130650870964679,0.036350406718274476,0.002035486419857646,2.25,0.0063018384,-0.6185064034323182,393,0.9134956,40,-0.0121202,-0.012856271,0.0050000000000000044,19.65,2.4106312095064846
0.09968306819460548,0.0799318039044658,0.24095164917970882,0.5153882,0.018653367292284558,1.541862488477469,0.9999997341536742,2.262782,0.003069667309785506,-1.5746544659884631,-1.9302518,-4.05252510889791e-17,1.0,-1.917678743738194,0.08279031592297982,0.002890875427303987,2.25,0.0036150694,-0.06115656994198182,526,0.91333413,60,0.004037903,-0.0072218347,0.0050000000000000044,26.3,2.303371884139929
0.1259722368368249,0.10434947763516572,0.2994506524266384,0.52352184,0.02434475842320056,1.3873612304349805,0.999999773252623,2.2760763,0.005065244448599421,-1.6669379564559652,-2.3807392,2.080652227701611e-17,1.0,-0.8460345849403654,0.04519655310961741,0.004525850288344142,2.25,0.0027331165,0.03787969734681429,683,0.91211,80,-0.00019746434,-0.01002885,0.0050000000000000044,34.15,2.019471774684651
0.2096717222064256,0.09604769072516921,0.2560191379932618,0.4919124,-0.04907005809371503,1.2777020799265106,0.9999997514526358,2.4937322,0.003834114609920616,-1.7293289710825104,-2.5152144,3.162653126528636e-17,1.0,-1.3122361324146354,0.05271246760068785,0.0030372188402347576,2.25,0.0052780285,0.11413615311166314,674,0.91104114,100,-0.01713193,-0.009517832,0.0050000000000000044,33.7,2.0161086765457457
0.2726044831748854,0.13297849401457199,0.42095035288140326,0.51291573,-0.011219541742237589,1.72095131464468,0.9999997929911821,2.2405288,0.008823444230112016,-1.811275257880446,-2.5202045,-1.0571305314177899e-16,1.0,-1.2498229073571974,0.08061132443398666,0.006603264848269572,2.25,0.002042062,0.16429941821438343,941,0.9101542,120,-0.00095014693,-0.0043595247,0.0050000000000000044,47.05,1.9862284193877662
0.621073074032106,0.1378263619476644,0.3972584156917258,0.50481516,-0.06753263191882714,1.7194857407912933,0.9999997862689622,1.953515,0.007892502786823078,-1.9428751524693086,-2.2578778,-1.3356066461656018e-16,1.0,-1.9963654735313061,0.06688285574572042,0.003010362612121351,2.25,0.0021273408,0.4803440174167328,1064,0.9110009,140,-0.05579601,-0.003191812,0.0050000000000000044,53.2,1.9086348674774847
0.3521341524239803,0.15084283140230492,0.5777497763575039,0.5505795,-0.014792681814971353,1.8478587971109863,0.9999998095365605,2.3968449,0.01633510611509949,-1.7385047353110437,-2.0741758,2.01943724900239e-16,1.0,-1.791258104352555,0.07533484942446153,0.010627153271777705,2.25,0.0025685404,0.14882126467340617,950,0.911585,160,-0.024569077,-0.0040101483,0.0050000000000000044,47.5,1.9504418621462334
0.3293774326735073,0.1687015148286923,0.47090792719092783,0.6012651,-9.735383948058403e-05,1.5813640217370686,0.9999998113189531,2.6241553,0.012411224971761649,-1.9368328530044685,-2.1588464,1.9980112077612658e-16,1.0,-1.376774538609184,0.0662460436602673,0.008334254932167053,2.25,0.002381673,0.2098693890926293,1138,0.91128975,180,-0.009496937,-0.0055064927,0.0050000000000000044,56.9,1.6065162826361266
0.5876595911055591,0.17295945313324743,0.4295927412458542,0.5806635,0.005781381424077661,1.3674611443251714,0.9999998037403195,3.0663304,0.011335834629925759,-2.0721153772562717,-2.608584,-2.1327080594623068e-16,1.0,-1.4562933251260772,0.06338401165975792,0.00471668749942005,2.25,0.0018621575,0.4294002538236318,1316,0.91125596,200,-0.014085919,-0.003021338,0.0050000000000000044,65.8,1.531895006628353
0.5093765705924085,0.20637415310608465,0.5734953929016984,0.5978139,0.018958116028916325,1.6672705055803014,0.9999998167628132,2.5587068,0.019222218353735675,-2.109684454633008,-2.664795,3.2960895628367804e-17,1.0,-1.5585476860413394,0.06333644689329337,0.00945660726106233,1.5,0.00081891334,0.46474306838577484,1509,0.9123327,220,-0.011155965,-0.0015270658,0.0050000000000000044,75.45,1.435481624766093
0.5306966519016012,0.17669843267236038,0.46019247831918253,0.5728026,0.040559889517295576,1.753010249711968,0.9999998035563482,2.4002366,0.011759218693748687,-2.1112151477756558,-2.1628897,-1.6560355094190246e-16,1.0,-1.2404770197275319,0.05640996000770895,0.006011404571592875,2.25,0.0066151284,0.4515431412056813,1373,0.91014814,240,0.024166865,-0.0077879033,0.0050000000000000044,68.65,1.5642461688736375
