_std_obs,_max_act,ExplainedVarNew,ExplainedVarOld,_lr_multiplier,_mean_obs,PolicyLoss,PolicyEntropy,_mean_discrew,Steps,_MeanReward,_min_act,_std_adv,_std_act,_mean_act,KL,ValFuncLoss,_max_adv,_min_adv,_min_obs,_std_discrew,Beta,_mean_adv,_min_discrew,_max_discrew,_max_obs,_Episode
1.3819200035910417,2.6204762,0.20672745929692393,0.10577404101869381,1.0,0.45063328234434563,-0.00078476535,0.9150906,-0.9058101404153818,9128,-756.25,-2.244034,0.999997400838901,0.36468163,-0.010054905,0.0008751061,1.4912075781244905,0.46482738937621865,-12.307102856008125,-1.1962618879396922,1.8796732140666557,0.6666666666666666,2.8023157852063546e-17,-10.000000000000009,-0.0050000000000000044,7.606503739653733,20
13.646456138549599,2.648721,0.8013711927935904,-0.35059989582206996,1.0,3.0659329621325115,-7.818485e-05,0.9141236,-0.9932041148727883,291500,-14674.95,-3.1804173,0.9999780841554728,0.37456897,-0.39232475,3.462677e-05,0.007182173814328171,11.485756711355549,-97.34701933484762,-0.6272676597197716,0.03427993140551263,0.4444444444444444,-1.3260214348318851e-17,-10.000000000000009,-0.0050000000000000044,26.15977898661389,40
6.486940041962361,2.2761016,0.8821431085719247,-254.20200739076108,1.0,2.1085374425236183,-0.00021028637,0.9144064,-0.9940881554208814,335090,-16854.45,-3.1400502,0.9999968999855187,0.365565,-0.34890196,0.00021272658,0.0035176946959866403,10.310459135105743,-5.506445064839073,-1.1038198302115485,0.029825871534603556,0.2962962962962963,3.433438174051014e-16,-10.000000000000009,-0.0050000000000000044,18.580999999999726,60
6.7986639020753845,2.5227566,0.8609532684302669,0.6720791004991564,1.0,2.2238294301341455,-0.00053064304,0.91852987,-0.9889031704032427,358661,-17933.05,-3.0051794,0.9999050059508826,0.3632152,-0.34849846,0.00084837235,0.0007862536283689509,39.180582244523436,-13.436616781561089,-0.8544179952813856,0.005411369369775912,0.19753086419753085,6.656490647586263e-18,-0.999999999999989,-0.0050000000000000044,18.60899999999976,80
6.0721381057436945,2.3786416,0.799241103785923,-0.07212996896117674,1.0,2.083841862909892,-0.00027790983,0.9222304,-0.9882407861536668,338458,-16922.9,-2.9080617,0.9999111646924064,0.3688505,-0.3369241,0.0005925865,0.0012961976328866994,8.536086429981307,-16.021258765335883,-0.7905282317115001,0.005726591955929204,0.1316872427983539,-1.2092271885959785e-17,-0.999999999999989,-0.0050000000000000044,18.218999999999284,100
5.312610920276101,2.3935251,0.9516008909878366,0.610394570532918,1.0,1.940367623223867,-0.0013795713,0.9264201,-0.987456072616096,317285,-15864.25,-3.0712116,0.9998553026946803,0.3704295,-0.32531506,0.0035993557,0.0003008641811656427,8.086857124759401,-11.721362424362507,-0.7443047872751489,0.0060988943704882205,0.1316872427983539,-4.586386128675119e-17,-0.999999999999989,-0.0050000000000000044,16.396999999997057,120
3.6333426711541543,2.5009263,0.9167546611826453,0.7358109172329508,1.0,1.565153370151327,-0.0032031406,0.93054485,-0.9847560391746759,261087,-13054.35,-2.9106078,0.9998839226964625,0.3754231,-0.29663923,0.005276664,0.0006295330668857402,34.99973339377329,-2.477959884658868,-0.7153007964109914,0.007370499363214207,0.1316872427983539,2.481988666663646e-17,-0.999999999999989,-0.0050000000000000044,13.69499999999785,140
2.1578073467028127,2.408373,0.9462846752109801,0.11948648303128306,1.0,1.149855182440806,-0.00033921836,0.93172204,-0.9897907121686197,194039,-9801.9,-3.2993546,0.9999790498546789,0.38259912,-0.27666318,0.001492571,0.0027643664166461302,6.468820048664244,-94.25577822823733,-0.6912484115851437,0.051463046384655785,0.0877914951989026,3.0759584312353915e-18,-10.000000000000009,-0.0050000000000000044,10.91499999999939,160
1.5347691857558732,2.518909,0.8492894717403962,-4.846686125257944,1.0,0.9461537474284804,-0.00024083989,0.9315354,-1.000109707264443,164073,-8403.55,-3.109738,0.9999885775722932,0.38574713,-0.27762374,0.0007528049,0.01669653529912085,7.732914778431654,-17.98779698355963,-0.6649185102294244,0.10987250069922665,0.05852766346593507,2.1653249948501588e-19,-10.000000000000009,-0.0050000000000000044,9.178000000000353,180
1.1528832445948194,2.3750343,0.8063183952182866,-0.2670108106766871,1.0,0.8078732116072753,-0.00031882632,0.9302666,-1.0140428316809462,143632,-7481.45,-2.924493,0.9999899293988824,0.3866029,-0.27708325,0.004284466,0.0350893442848491,20.640299883017917,-45.990888223504065,-0.641557088295616,0.1811562779587268,0.05852766346593507,5.14484547447995e-18,-10.000000000000009,-0.0050000000000000044,8.22700000000088,200
